Accession,KEGG,Peptide count,Unique peptides,L1,L2,L3,LGnM1,LGnM2,LGnM3,LGmM1,LGmM2,LGmM3,D1,D2,D3,DGnM1,DGnM2,DGnM3,DGmM1,DGmM2,DGmM3,L.avg,LGnM.avg,LGmM.avg,D.avg,DGnM.avg,DGmM.avg,TTEST.L.LGnM,FC.L.LGnM,TTEST.L.LGmM,FC.L.LGmM,TTEST.D.LGnM,FC.D.LGnM,TTEST.D.LGmM,FC.D.LGmM,Description,
Q7U5Q3,SYNW1648,10,10,0.000775583,0.001368816,0.000245453,0.000714351,0.00066734,0.000369183,0.000602701,0.000635786,0.000493761,0.000642144,0.001049767,0.000369552,0.000393406,0.000497577,0.000162061,0.000614562,0.000389399,0.000570249,0.000796617,0.000583625,0.000577416,0.000687154,0.000351015,0.000524737,0.241993681,0.73262878,0.26061842,0.724834464,0.045279131,0.510823617,0.296367589,0.763637701,ATP-dependent Clp protease proteolytic subunit OS=Synechococcus sp. (strain WH8102) OX=84588 GN=clpP4 PE=3 SV=1,
Q7U7T4,SYNW0896,10,10,3.77216E-05,9.24582E-05,3.1863E-05,1.92953E-05,3.04552E-05,5.2611E-05,1.74152E-05,2.02683E-05,4.3316E-05,4.18303E-05,9.08586E-05,5.15377E-05,2.26449E-05,6.4472E-05,2.58173E-05,3.92105E-05,3.26977E-05,8.47719E-05,5.40143E-05,3.41205E-05,2.69998E-05,6.14089E-05,3.76447E-05,5.22267E-05,0.246375319,0.63169365,0.19160485,0.499864693,0.00460871,0.613017869,0.381380428,0.85047476,Conserved hypothetical OS=Synechococcus sp. (strain WH8102) OX=84588 GN=SYNW0896 PE=4 SV=1,
Q7U4A9,SYNW2162,10,10,0.000392725,0.000756562,0.000367869,0.000757032,0.00058481,0.000570523,0.000650266,0.000791109,0.000996383,0.000461143,0.00056409,0.000647274,0.001289968,0.001385141,0.000153414,0.000940682,0.00099745,0.001323689,0.000505719,0.000637455,0.000812586,0.000557502,0.000942841,0.001087274,0.246964488,1.260493472,0.109247994,1.606794224,0.236585728,1.69118761,0.009609987,1.950258942,Putative bacterioferritin comigratory (BCP) protein OS=Synechococcus sp. (strain WH8102) OX=84588 GN=SYNW2162 PE=4 SV=1,
Q7U7B0,SYNW1075,10,10,1.67506E-05,0.000351873,4.32447E-05,2.14732E-05,4.17787E-05,0.000127934,1.72242E-05,5.87065E-05,0.000101948,1.1762E-05,0.000104428,4.27354E-05,2.00551E-05,5.18532E-05,3.6448E-05,2.63244E-05,4.16487E-05,9.96089E-05,0.00013729,6.37287E-05,5.92929E-05,5.29751E-05,3.61188E-05,5.58606E-05,0.301840446,0.46419211,0.274079998,0.431881916,0.227622311,0.681806323,0.470926517,1.054469629,Serine:pyruvate/alanine:glyoxylate aminotransferase OS=Synechococcus sp. (strain WH8102) OX=84588 GN=agt PE=3 SV=1,
Q7UA53,SYNW0047,10,10,2.70431E-05,1.72053E-05,6.65053E-05,5.19926E-05,6.87478E-05,3.48257E-05,0.000105878,8.877E-05,7.22144E-05,3.86648E-05,5.25464E-05,3.10841E-05,2.89738E-05,4.68672E-05,3.35759E-05,6.95185E-05,7.23823E-05,8.84315E-05,3.69179E-05,5.18554E-05,8.89542E-05,4.07651E-05,3.64723E-05,7.67774E-05,0.302326139,1.4046135,0.07735615,2.40951469,0.176878967,0.894694007,0.041861043,1.883410286,GMP synthase [glutamine-hydrolyzing] OS=Synechococcus sp. (strain WH8102) OX=84588 GN=guaA PE=3 SV=1,
Q7U3U1,SYNW2338,10,10,7.64431E-05,0.000157525,0.000142567,8.0748E-05,6.99335E-05,0.000165071,0.000110921,8.163E-05,0.000150883,0.000107551,0.000139383,0.00012269,5.1571E-05,8.57117E-05,9.30631E-05,5.16873E-05,7.38128E-05,0.00018068,0.000125512,0.000105251,0.000114478,0.000123208,7.67819E-05,0.00010206,0.306201586,0.838575603,0.385939262,0.912092439,0.015698354,0.623189267,0.32362685,0.828354293,Ribonuclease H OS=Synechococcus sp. (strain WH8102) OX=84588 GN=rnhA PE=3 SV=1,
Q7U3Z4,SYNW2283,10,10,0.000621276,0.000987796,0.000400743,0.000682329,0.000530738,0.000506177,0.000527187,0.000816914,0.000861731,0.00046609,0.000690788,0.000364533,0.000488766,0.000940992,0.000341286,0.000578741,0.00087253,0.000826466,0.000669939,0.000573081,0.000735277,0.000507137,0.000590348,0.000759246,0.322668385,0.85542328,0.386957561,1.09752911,0.214378714,1.164080599,0.071073501,1.497122377,Adenylyl-sulfate kinase OS=Synechococcus sp. (strain WH8102) OX=84588 GN=cysC PE=3 SV=1,
Q7U8C3,SYNW0698,10,10,8.72175E-05,7.83866E-05,5.6975E-05,0.000100222,7.55649E-05,5.31011E-05,0.000161199,0.000106166,0.000181607,6.32029E-05,3.6652E-05,1.72136E-05,7.72979E-05,8.80762E-05,1.46381E-05,0.000112007,0.000104145,9.29858E-05,7.4193E-05,7.62962E-05,0.000149657,3.90228E-05,6.00041E-05,0.000103046,0.368588554,1.028346553,0.057144411,2.017131403,0.159624841,1.537664993,0.007583939,2.640653268,1-deoxy-D-xylulose 5-phosphate reductoisomerase OS=Synechococcus sp. (strain WH8102) OX=84588 GN=dxr PE=3 SV=1,
Q7U5E4,SYNW1763,10,9,1.76085E-05,7.47511E-05,9.99489E-05,4.74509E-05,0.000133491,4.57981E-05,0.000108913,0.000185672,0.000207358,5.42062E-05,2.76869E-05,2.30818E-05,0.000125332,0.000130758,1.00763E-05,8.33336E-05,0.000224627,5.24629E-05,6.41028E-05,7.55801E-05,0.000167314,3.49916E-05,8.87219E-05,0.000120141,0.383452266,1.179044705,0.001703112,2.610093889,0.130415747,2.535516849,0.13356141,3.433424552,Putative alpha-ribazole-5'-P phosphatase OS=Synechococcus sp. (strain WH8102) OX=84588 GN=cobC PE=3 SV=1,
Q7U4H7,SYNW2090,10,10,0.000133263,7.61945E-05,0.000345847,0.00014818,0.000164566,0.000162894,0.000269262,0.000397869,0.000284633,8.51758E-05,0.000107719,0.000150698,0.000134473,0.00019775,0.000256327,0.000191561,0.000226221,0.000248762,0.000185101,0.000158547,0.000317255,0.000114531,0.000196183,0.000222181,0.387117353,0.856540353,0.177217246,1.71395032,0.019894131,1.712926385,0.001512303,1.939926156,DNA-directed RNA polymerase subunit alpha OS=Synechococcus sp. (strain WH8102) OX=84588 GN=rpoA PE=3 SV=1,
Q7U831,SYNW0793,10,10,0.000233034,0.00029775,6.1501E-05,0.000176186,0.000139199,0.000200957,0.000208061,0.000292824,0.000280903,0.000159601,0.000322492,0.000108223,0.000188561,0.000196323,2.46524E-05,0.000205681,0.00019702,0.000274038,0.000197428,0.000172114,0.000260596,0.000196772,0.000136512,0.00022558,0.399748258,0.871782321,0.252324315,1.31995334,0.161305764,0.693758009,0.382861602,1.146402087,Phosphoribosylformylglycinamidine synthase subunit PurQ OS=Synechococcus sp. (strain WH8102) OX=84588 GN=purQ PE=3 SV=1,
Q7U410,SYNW2266,10,10,0.000113026,0.00014922,0.00016595,0.000156137,0.000142419,0.000146163,0.000185796,0.000322987,0.000218422,0.000103456,0.000111417,6.79224E-05,0.000137785,0.000142499,4.62804E-05,0.0001482,0.000158034,0.000178874,0.000142732,0.00014824,0.000242402,9.42651E-05,0.000108855,0.000161703,0.400456913,1.038590239,0.058620184,1.698299778,0.252821554,1.154772831,0.045135599,1.715405492,UTP--glucose-1-phosphate uridylyltransferase OS=Synechococcus sp. (strain WH8102) OX=84588 GN=cugP PE=3 SV=1,
Q7U894,SYNW0728,10,10,1.86737E-05,3.8311E-05,2.32579E-05,2.85163E-05,2.73195E-05,2.91553E-05,0.000120798,0.00029794,3.39622E-05,1.94499E-05,3.33724E-05,1.35019E-05,4.28353E-05,8.47605E-05,1.66864E-05,5.40891E-05,0.000136561,5.69474E-05,2.67475E-05,2.83304E-05,0.0001509,2.21081E-05,4.8094E-05,8.25326E-05,0.413727819,1.059178157,0.11489914,5.641649601,0.102032976,2.17540453,0.053497196,3.733138546,Lycopene beta cyclase OS=Synechococcus sp. (strain WH8102) OX=84588 GN=crtL PE=4 SV=1,
Q7U9W3,SYNW0139,10,10,0.000505409,0.000403713,0.000242733,0.000450482,0.000316721,0.00035079,0.000392767,0.000599891,0.000394169,0.000363073,0.000504775,0.000235634,0.000684323,0.000548926,0.000143113,0.00054959,0.000528783,0.000545851,0.000383952,0.000372664,0.000462276,0.000367827,0.000458787,0.000541408,0.434481475,0.970601372,0.250830065,1.203994083,0.2663968,1.247289279,0.085613971,1.471908814,Uncharacterized protein OS=Synechococcus sp. (strain WH8102) OX=84588 GN=SYNW0139 PE=4 SV=1,
Q7U3W1,SYNW2316,10,10,0.001132261,0.001458151,0.000691812,0.000877253,0.001018473,0.001221341,0.000483596,0.000987579,0.000716027,0.001021935,0.001336168,0.00141907,0.001240215,0.002199279,0.000535832,0.000704894,0.000879636,0.000609515,0.001094075,0.001039023,0.000729067,0.001259058,0.001325109,0.000731348,0.435045258,0.949681733,0.10572669,0.666378029,0.454387363,1.052460707,0.034611335,0.580869586,Uncharacterized protein OS=Synechococcus sp. (strain WH8102) OX=84588 GN=SYNW2316 PE=4 SV=1,
Q7U6R1,SYNW1276,10,9,7.02312E-05,5.62324E-05,6.0718E-05,7.72847E-05,6.57604E-05,4.15155E-05,0.000114731,0.000138455,0.000101816,6.66033E-05,5.28394E-05,5.32946E-05,5.61316E-05,8.08949E-05,3.22036E-05,7.01518E-05,8.69248E-05,0.000104911,6.23939E-05,6.15202E-05,0.000118334,5.75791E-05,5.641E-05,8.73292E-05,0.466471253,0.98599706,0.02563163,1.896561082,0.472358165,0.979695956,0.084157057,1.516683211,ATP phosphoribosyltransferase regulatory subunit OS=Synechococcus sp. (strain WH8102) OX=84588 GN=hisZ PE=3 SV=2,
Q7U5F7,SYNW1750,10,10,0.000262749,0.00020279,0.000532591,0.000441094,0.000159996,0.00041056,0.000261902,0.000152254,0.000486054,0.000395985,0.000198413,0.000894196,0.000380282,7.1436E-05,0.000384013,0.000316856,8.17268E-05,0.000333525,0.00033271,0.000337217,0.00030007,0.000496198,0.000278577,0.000244036,0.482282878,1.01354568,0.088571355,0.901897566,0.141688135,0.561422513,0.122264171,0.491811523,Possible cob(I)alamin adenosyltransferase OS=Synechococcus sp. (strain WH8102) OX=84588 GN=cobO PE=4 SV=1,
Q7U7Q0,SYNW0931,10,10,0.0002735,0.000187223,0.000154529,0.000253285,0.000177051,0.000183182,0.000277071,0.000324978,0.000278358,0.000198435,0.000154663,0.00025046,0.000266218,0.000353675,0.000204689,0.000275597,0.000350328,0.000349614,0.000205084,0.000204506,0.000293469,0.000201186,0.000274861,0.000325179,0.486287084,0.997180967,0.086839176,1.430970087,0.203462683,1.366200264,0.03820331,1.616310746,Glutathione S-transferase domain protein OS=Synechococcus sp. (strain WH8102) OX=84588 GN=SYNW0931 PE=4 SV=1,
Q7U8G9,SYNW0649,10,10,0.000156568,0.000230906,0.00012256,0.000216155,0.000198253,9.80498E-05,0.000218823,0.000304288,0.000128061,0.000169089,0.000214901,7.71592E-05,0.000146163,0.00025218,6.6414E-06,0.000187921,0.000216289,6.51579E-05,0.000170012,0.000170819,0.000217057,0.000153716,0.000134995,0.000156456,0.490317911,1.004749969,0.077308684,1.27672123,0.304645775,0.878207231,0.393954094,1.017823511,Glucose-1-phosphate thymidylyltransferase OS=Synechococcus sp. (strain WH8102) OX=84588 GN=rmlA. rfbA PE=3 SV=1,
Q7U7N4,SYNW0947,10,9,5.29022E-05,0.000100904,0.000111443,6.9518E-05,6.2494E-05,0.000134624,4.34045E-05,0.000189762,0.000145879,5.559E-05,7.70218E-05,8.81548E-05,7.7031E-05,7.737E-05,2.62041E-05,8.80305E-05,9.545E-05,9.41938E-05,8.84167E-05,8.88786E-05,0.000126349,7.35889E-05,6.02017E-05,9.25581E-05,0.491637745,1.005224677,0.156988433,1.429012374,0.323151651,0.818081141,0.065342454,1.257772477,"Two-component response regulator, phosphate OS=Synechococcus sp. (strain WH8102) OX=84588 GN=phoB PE=4 SV=1",
Q7U3Q2,SYNW2378,9,9,0.000211375,0.000333394,0.000334724,0.000325597,0.000486732,0.000423732,0.000605555,0.001363022,0.000598282,0.000264084,0.000287579,0.000580328,0.000686973,0.00091083,0.000433261,0.000445608,0.001316268,0.000624943,0.000293164,0.00041202,0.00085562,0.00037733,0.000677021,0.000795606,0.011953212,1.405423856,0.07029393,2.918566535,0.16179388,1.794240665,0.153538205,2.108514864,50S ribosomal protein L9 OS=Synechococcus sp. (strain WH8102) OX=84588 GN=rplI PE=3 SV=1,
Q7U8U6,SYNW0515,9,9,6.90907E-05,8.84439E-05,7.81325E-05,0.000100767,0.000148158,0.00012258,0.000103377,0.000429718,0.000136843,3.01323E-05,9.61683E-05,0.000109154,6.0453E-05,0.000184112,0.000115687,7.93192E-05,0.000332017,0.000178118,7.85557E-05,0.000123835,0.000223312,7.8485E-05,0.000120084,0.000196485,0.015287136,1.576396547,0.139741208,2.842726598,0.113678362,1.530022631,0.092214267,2.503467476,Uncharacterized protein OS=Synechococcus sp. (strain WH8102) OX=84588 GN=SYNW0515 PE=4 SV=1,
Q7U5G9,SYNW1738,9,9,0.000462972,0.000288336,0.000215355,0.000502362,0.000307201,0.000253118,0.000400563,0.000632371,0.000462132,0.000202086,0.000163131,0.000185002,0.000491088,0.000578749,0.000102659,0.000430807,0.000461544,0.00034537,0.000322221,0.000354227,0.000498355,0.000183406,0.000390832,0.000412574,0.019922224,1.099328445,0.143576875,1.546625185,0.149746706,2.1309674,0.014466469,2.249509751,Aldehyde decarbonylase OS=Synechococcus sp. (strain WH8102) OX=84588 GN=SYNW1738 PE=3 SV=1,
Q7U4M1,SYNW2046,9,9,9.09629E-05,0.000107672,2.98714E-05,9.96696E-05,0.000139732,4.28529E-05,0.000199791,0.001010903,8.94697E-05,7.44363E-05,7.7164E-05,3.58726E-05,0.000176705,0.000270822,1.40583E-05,0.000258034,0.000207105,7.76089E-05,7.61688E-05,9.40847E-05,0.000433388,6.2491E-05,0.000153862,0.000180916,0.064985837,1.2352127,0.160682066,5.68983255,0.140462694,2.462145468,0.05168935,2.895078944,Glutamate--cysteine ligase OS=Synechococcus sp. (strain WH8102) OX=84588 GN=SYNW2046 PE=4 SV=1,
Q7U591,SYNW1816,9,9,0.000242604,0.000658434,0.000922522,0.000160082,0.000363153,0.000831493,0.001259316,0.001986061,0.001005502,0.000360101,0.000459691,0.000850934,0.000269036,0.000696873,0.000849179,0.000438044,0.00104763,0.000705453,0.000607853,0.000451576,0.00141696,0.000556909,0.000605029,0.000730376,0.076828454,0.742902835,0.08148533,2.331088924,0.335976361,1.086405921,0.253994695,1.311481944,UPF0234 protein SYNW1816 OS=Synechococcus sp. (strain WH8102) OX=84588 GN=SYNW1816 PE=3 SV=1,
Q7U7B8,SYNW1067,9,8,9.49683E-05,9.39856E-05,6.31159E-05,0.000112722,9.69249E-05,9.15482E-05,0.000113615,0.000242639,0.00029533,9.58105E-05,8.49839E-05,9.91416E-05,0.000120056,9.87529E-05,5.31092E-05,0.000136962,0.000153771,0.000792762,8.40233E-05,0.000100398,0.000217194,9.3312E-05,9.06394E-05,0.000361165,0.078549929,1.19488525,0.082666561,2.584931673,0.45699301,0.971358178,0.167781029,3.870509008,Uncharacterized protein OS=Synechococcus sp. (strain WH8102) OX=84588 GN=SYNW1067 PE=4 SV=1,
Q7U9U7,SYNW0156,9,9,1.40353E-05,6.04871E-06,4.76871E-06,3.34639E-05,7.17726E-05,2.29511E-05,4.97843E-05,4.96077E-05,2.06448E-05,2.31563E-05,2.69545E-05,7.18487E-06,2.99862E-05,4.29278E-05,2.492E-06,3.36734E-05,3.00731E-05,2.65187E-05,8.28424E-06,4.27292E-05,4.00123E-05,1.90985E-05,2.51353E-05,3.00884E-05,0.07930065,5.157895072,0.030657898,4.829927079,0.209473229,1.316086612,0.071844922,1.575431222,"Alpha-1,4 glucan phosphorylase OS=Synechococcus sp. (strain WH8102) OX=84588 GN=SYNW0156 PE=3 SV=1",
Q7TTT3,SYNW1996,9,9,8.89812E-05,9.3824E-05,7.18972E-05,0.000245114,0.000292304,7.62716E-05,0.001636509,0.002799924,0.000214979,8.54088E-05,8.1216E-05,5.96745E-05,0.000362827,0.000827487,4.14215E-05,0.000418185,0.00158122,0.000287226,8.49008E-05,0.000204563,0.001550471,7.54331E-05,0.000410578,0.000762211,0.089692822,2.409439269,0.09327976,18.26215116,0.135543433,5.442947197,0.117078194,10.10445562,Possible Phycobilisome polypeptide OS=Synechococcus sp. (strain WH8102) OX=84588 GN=SYNW1996 PE=3 SV=1,
Q7U9R6,SYNW0187,9,9,2.10782E-05,7.13664E-05,1.20061E-05,0.000514491,0.000671098,1.18896E-05,0.003803087,0.009881356,0.000291824,1.95713E-05,3.85959E-05,2.43654E-05,0.002434302,0.004634564,9.34132E-06,0.001406855,0.005416734,0.000472366,3.48169E-05,0.00039916,0.004658755,2.75109E-05,0.002359402,0.002431985,0.093712309,11.46452504,0.119258489,133.8071996,0.111020423,85.76257677,0.126300484,88.4008973,Putative polysialic acid capsule expression protein KpsF OS=Synechococcus sp. (strain WH8102) OX=84588 GN=kpsF PE=3 SV=1,
Q7U3C7,SYNW2505,9,9,0.001938408,0.002204687,0.001047776,0.000593449,0.001781536,0.000895148,0.000710648,0.001598475,0.000828579,0.001578495,0.002497545,0.00049081,0.000803897,0.000598714,0.000490089,0.000351432,0.001323173,0.000688642,0.00173029,0.001090044,0.001045901,0.001522283,0.0006309,0.000787749,0.10903064,0.629977695,0.072582985,0.604465502,0.123570952,0.414443117,0.127988689,0.517478596,Uncharacterized protein OS=Synechococcus sp. (strain WH8102) OX=84588 GN=SYNW2505 PE=4 SV=1,
Q7U8W6,SYNW0493,9,9,0.000300366,0.00042317,0.000404382,0.000330079,0.000435633,0.000529571,0.000212573,0.000335106,0.000498909,0.000235519,0.000286098,0.000152451,0.000176935,0.000318707,5.72479E-05,0.000253398,0.00039956,0.000281056,0.000375973,0.000431761,0.000348863,0.000224689,0.000184297,0.000311338,0.126251373,1.148384757,0.349695127,0.927894838,0.199586961,0.820228367,0.064812047,1.385637795,ATP synthase subunit delta OS=Synechococcus sp. (strain WH8102) OX=84588 GN=atpH PE=3 SV=1,
Q7U6Y9,SYNW1197,9,9,6.43916E-05,6.40049E-05,9.0354E-05,9.78559E-05,0.000115983,7.88675E-05,9.81394E-05,0.000217592,0.00014637,8.51496E-05,0.000101804,5.23414E-05,7.2845E-05,0.0001049,3.77359E-05,9.67856E-05,9.75112E-05,0.000126271,7.29168E-05,9.75687E-05,0.000154034,7.9765E-05,7.18271E-05,0.000106856,0.160460901,1.338082292,0.079168799,2.112458481,0.144676521,0.900483445,0.187025889,1.339631617,Putative modulator of DNA gyrase TldD OS=Synechococcus sp. (strain WH8102) OX=84588 GN=tldD PE=4 SV=1,
Q7U4K4,SYNW2063,9,9,0.000291881,0.000360828,0.000223454,0.000262318,0.000240609,0.000240825,0.000206231,0.000422289,0.000311269,0.000299417,0.000319371,0.00022914,0.000398357,0.000444022,0.000456553,0.000310755,0.000359122,0.000493779,0.000292054,0.000247917,0.000313263,0.000282643,0.000432977,0.000387885,0.194242899,0.848873561,0.366132601,1.072618253,0.030947627,1.531888188,0.159722283,1.372351345,Uncharacterized protein OS=Synechococcus sp. (strain WH8102) OX=84588 GN=SYNW2063 PE=4 SV=1,
Q7U588,SYNW1819,9,9,7.28594E-06,0.000267481,1.29963E-06,4.03194E-06,9.88305E-06,2.47275E-06,9.69109E-06,1.09892E-05,7.50435E-06,4.61882E-06,2.65086E-05,5.09178E-06,4.18181E-06,6.01329E-06,1.75252E-06,2.97911E-06,9.5361E-06,2.399E-05,9.20223E-05,5.46258E-06,9.39488E-06,1.20731E-05,3.98254E-06,1.21684E-05,0.209019192,0.059361459,0.221108891,0.102093495,0.162660083,0.329869599,0.496756461,1.00789631,Uncharacterized protein OS=Synechococcus sp. (strain WH8102) OX=84588 GN=SYNW1819 PE=4 SV=1,
Q7U8L6,SYNW0600,9,8,2.97145E-05,6.67783E-05,0.000134298,9.86995E-05,9.33038E-05,0.000114132,0.000152115,0.000122654,0.000108829,5.49802E-05,9.86758E-05,7.73069E-05,3.64329E-05,4.95649E-05,1.81911E-05,4.53359E-05,9.22908E-05,8.56001E-05,7.69304E-05,0.000102045,0.000127866,7.69876E-05,3.47296E-05,7.44089E-05,0.216099206,1.326458326,0.177877895,1.662100977,0.037107555,0.451106324,0.343086846,0.966504803,Transcription termination/antitermination protein NusA OS=Synechococcus sp. (strain WH8102) OX=84588 GN=nusA PE=3 SV=1,
Q7U8G6,SYNW0652,9,9,0.000667439,0.000831046,0.000477939,0.000596958,0.000609577,0.000535021,0.00049086,0.000894122,0.000675692,0.000741367,0.000736439,0.000492604,0.001092211,0.001446046,0.000269713,0.000948938,0.000917852,0.000938736,0.000658808,0.000580519,0.000686891,0.000656803,0.00093599,0.000935175,0.216697745,0.88116613,0.410753436,1.042627916,0.205997406,1.425069104,0.040308877,1.423828554,Acireductone dioxygenase OS=Synechococcus sp. (strain WH8102) OX=84588 GN=mtnD PE=3 SV=1,
Q7U9E3,SYNW0315,9,8,0.000111604,0.000168068,7.05045E-05,0.000103959,8.04027E-05,8.14796E-05,9.08428E-05,0.000389924,0.000120216,9.66051E-05,0.000184257,8.17884E-05,9.96204E-05,0.000162956,6.86525E-06,9.97484E-05,0.000107988,0.000147231,0.000116725,8.86136E-05,0.000200327,0.000120883,8.98139E-05,0.000118322,0.225467136,0.759163069,0.182871133,1.716228148,0.154819488,0.742979272,0.477940702,0.978813374,Chromophore lyase CpcS/CpeS OS=Synechococcus sp. (strain WH8102) OX=84588 GN=cpcS PE=3 SV=1,
Q7U7P5,SYNW0936,9,9,5.08181E-05,0.000173467,0.000104256,6.71399E-05,6.43395E-05,9.65784E-05,0.000119019,0.000195578,0.000175386,3.54308E-05,4.16859E-05,3.97027E-05,8.94391E-05,0.000141606,2.71326E-05,0.000101981,0.000135492,0.00014894,0.000109514,7.60193E-05,0.000163328,3.89398E-05,8.60593E-05,0.000128804,0.237748634,0.694151254,0.038542741,1.491386075,0.142910768,2.210060987,0.009371731,3.307782521,Diaminopimelate decarboxylase OS=Synechococcus sp. (strain WH8102) OX=84588 GN=lysA PE=3 SV=1,
Q7U8F0,SYNW0670,9,9,0.000204272,0.000272374,0.000233953,0.000168827,0.00029599,0.000196984,0.000260949,0.000336132,0.000224056,0.00017318,0.000473284,7.98024E-05,0.000160065,0.000170484,0.000166921,0.000203858,0.000193686,0.000242859,0.000236866,0.0002206,0.000273712,0.000242089,0.000165823,0.000213467,0.250224485,0.931327967,0.128439476,1.155555504,0.290561265,0.684969013,0.423761717,0.881773945,Uncharacterized protein OS=Synechococcus sp. (strain WH8102) OX=84588 GN=SYNW0670 PE=1 SV=1,
Q7UA46,SYNW0054,9,9,0.000486159,0.000594678,0.000234247,0.000444702,0.000335752,0.000303923,0.000357498,0.0005049,0.000332946,0.000350436,0.000469639,0.000290856,0.000554106,0.000422441,0.000175407,0.000470911,0.000399669,0.000447696,0.000438361,0.000361459,0.000398448,0.000370311,0.000383985,0.000439425,0.254538901,0.824569099,0.31351239,0.908949265,0.450415165,1.036925969,0.214679919,1.186640181,Thiazole synthase OS=Synechococcus sp. (strain WH8102) OX=84588 GN=thiG PE=3 SV=1,
Q7U9J3,SYNW0263,9,9,0.000517438,0.000570175,0.000257533,0.000361798,0.00042521,0.00036461,0.000208325,0.000342744,0.000343889,0.000364908,0.000556417,0.000247152,0.000403781,0.000580809,0.000178155,0.00038018,0.000501059,0.000549678,0.000448382,0.000383873,0.000298319,0.000389492,0.000387581,0.000476973,0.265391976,0.856129425,0.169621713,0.665324135,0.480028804,0.995093816,0.25396836,1.22460082,3-isopropylmalate dehydratase small subunit OS=Synechococcus sp. (strain WH8102) OX=84588 GN=leuD PE=3 SV=1,
Q7U4A2,SYNW2169,9,9,3.5036E-05,0.000115416,0.000131405,7.47777E-05,9.44879E-05,0.00015224,7.18386E-05,0.000170618,0.000110431,6.54188E-05,0.000101802,6.662E-05,4.39721E-05,9.78771E-05,6.27857E-05,7.20425E-05,0.000108097,0.000114403,9.39523E-05,0.000107169,0.000117629,7.79469E-05,6.82117E-05,9.81809E-05,0.268833868,1.140669956,0.205312362,1.252010951,0.119152375,0.875103978,0.139807096,1.259586176,"Putative potassium channel, VIC family OS=Synechococcus sp. (strain WH8102) OX=84588 GN=SYNW2169 PE=4 SV=1",
Q7U3W7,SYNW2310,9,9,0.002444833,0.003244,0.001556575,0.002247435,0.002421442,0.001871873,0.002422941,0.003350644,0.002704616,0.003027824,0.002754097,0.002903443,0.004541275,0.005309779,0.00121694,0.00370008,0.004230823,0.00420652,0.002415136,0.00218025,0.002826067,0.002895122,0.003689331,0.004045808,0.274672435,0.902744172,0.19139848,1.170148142,0.298628201,1.274326924,0.021137714,1.397456901,Glutaredoxin OS=Synechococcus sp. (strain WH8102) OX=84588 GN=SYNW2310 PE=3 SV=1,
Q7U635,SYNW1505,9,8,8.63168E-05,8.71834E-05,8.71195E-05,0.000138158,7.10837E-05,9.21463E-05,0.000122161,0.00010324,0.000188035,7.55663E-05,6.30948E-05,6.72306E-05,0.000162141,0.000180285,7.43523E-06,0.000178368,0.000192226,0.000253554,8.68732E-05,0.000100463,0.000137812,6.86306E-05,0.000116621,0.00020805,0.284122194,1.156426793,0.092624419,1.586359049,0.236113158,1.699250685,0.014937061,3.031442182,Histidine biosynthesis bifunctional protein HisIE OS=Synechococcus sp. (strain WH8102) OX=84588 GN=hisI PE=3 SV=1,
Q7UA33,SYNW0067,9,9,0.000269562,0.000180086,0.00029181,0.000354701,0.000243144,0.000230991,0.000397824,0.000252132,0.000356704,0.000263326,0.000256166,0.000224132,0.000168002,0.000196983,0.000177547,0.000266594,0.000245662,0.000204821,0.000247153,0.000276279,0.000335554,0.000247875,0.000180844,0.000239026,0.293525414,1.117845254,0.023864449,1.357676409,0.022174747,0.729576997,0.155178428,0.964299759,4-hydroxy-tetrahydrodipicolinate synthase OS=Synechococcus sp. (strain WH8102) OX=84588 GN=dapA PE=3 SV=1,
Q7U7E0,SYNW1045,9,9,0.000769482,0.0007256,0.000447411,0.000820567,0.000630463,0.000652457,0.000739789,0.001048518,0.000719694,0.000702388,0.000823814,0.000692578,0.001229041,0.001329403,0.000855179,0.001048279,0.00120237,0.001081861,0.000647498,0.000701163,0.000836,0.000739594,0.001137874,0.001110837,0.299453681,1.082880201,0.114465938,1.291124355,0.038841693,1.538512967,0.000616576,1.50195553,Uncharacterized protein OS=Synechococcus sp. (strain WH8102) OX=84588 GN=SYNW1045 PE=4 SV=1,
Q7U3E9,SYNW2483,9,9,4.40799E-05,6.69919E-05,3.70735E-05,4.6124E-05,5.64208E-05,6.48386E-05,4.92237E-05,0.000101628,5.76568E-05,4.47046E-05,5.77054E-05,4.9525E-05,6.66655E-05,7.68565E-05,2.13219E-05,5.97687E-05,5.48117E-05,6.71712E-05,4.93818E-05,5.57945E-05,6.95029E-05,5.0645E-05,5.4948E-05,6.05839E-05,0.313511416,1.129859799,0.070990532,1.407460606,0.408105396,1.084963982,0.131872339,1.196246551,Uncharacterized protein OS=Synechococcus sp. (strain WH8102) OX=84588 GN=SYNW2483 PE=4 SV=1,
