RAST Locus Tag,NCBI Locus Tag,Main_Role,Subrole,Subsystem,Curated Product Descriptor,gene,ClustID_light,Clust name_light,ClustID_ox,Clust name_ox,LLLO-CC-M061814.14_AV,MLLO-CC-M061814.13_AV,HLLO-CC-TS040514.18_AV,Average_light_Conditions
N/A,tlr0461,Metabolism of other amino acids and amines,D-Glutamine and D-glutamate metabolism,peptidoglycan biosynthesis,glutamate racemase MurI,murI,1,D,3,G,1680.348835,3083.996763,3937.337429,2900.561009
N/A,tlr0462,Unknown function,General,None,conserved hypothetical membrane protein,,4,C,4,H,31369.89794,23032.1586,12643.97659,22348.67771
N/A,tlr0472,Unknown function,General,None,protein of unknown function DUF2996,,1,D,3,G,3786.76568,6192.04513,9565.975245,6514.928685
N/A,tlr0474,Unknown function,General,None,protein of unknown function DUF928,,4,C,0,,86.44784332,68.47558654,26.85981693,60.5944156
N/A,tlr0479,Prosthetic groups_ cofactors_ and carriers,Porphyrin and chlorophyll metabolism,5-aminolevulinate biosynthesis (glutamate pathway),glutamate-1-semialdehyde 2_1-aminomutase HemL,hemL,1,D,3,G,9084.612444,36571.13083,33031.44602,26229.0631
N/A,tlr0481,Signal transduction,General,circadian clock core oscillator KaiABC,circadian clock protein KaiA,kaiA,4,C,4,H,6614.413499,2440.700105,1824.125136,3626.412913
N/A,tlr0482,Signal transduction,General,circadian clock core oscillator KaiABC,circadian clock system KaiB,kaiB,4,C,2,F,1610.939093,823.8312088,946.8345671,1127.201623
N/A,tlr0483,Signal transduction,General,circadian clock core oscillator KaiABC,circadian clock system KaiC,kaiC,4,C,3,G,4699.19032,2866.928995,3808.204834,3791.441383
N/A,tlr0484,Prosthetic groups_ cofactors_ and carriers,Nicotinate and nicotinamide metabolism,NAD(P) biosynthesis common pathway,NAD+ kinase NadK,nadK,4,C,4,H,1557.243228,1306.137981,1365.973668,1409.784959
N/A,tlr0485,Regulatory functions,Protein interactions,None,metal-dependent phosphohydrolase with GAF domain,,4,C,0,,1340.112626,680.9364644,889.5345358,970.194542
N/A,tlr0489,Unknown function,General,None,WD-40 repeat protein,,4,C,0,,1248.464198,411.2981292,676.2446482,778.6689917
N/A,tlr0491,Regulatory functions,DNA interactions,iron-sulfur cluster assembly SUF system,iron-sulfur cluster redox status-responsive transcriptional repressor of iron-sulfur cluster biogenesis SufR,sufR,2,B,4,H,763.4694097,513.6777502,1379.125719,885.4242931
N/A,tlr0492,Unknown function,Enzymes of unknown specificity,None,alpha/beta hydrolase fold protein,,2,B,0,,637.1502267,544.5808773,1012.767431,731.4995118
N/A,tlr0493,Energy metabolism,Photosynthesis,photosystem II other common subunits,photosystem II reaction center protein Psb28,psb28,1,D,3,G,10787.63114,26718.37743,31424.75145,22976.92001
N/A,tlr0494,Amino acid metabolism,Phenylalanine_ tyrosine and tryptophan biosynthesis,chorismate biosynthesis via shikimate,3-dehydroquinate dehydratase II AroQ,aroQ,4,C,4,H,6397.889144,3718.716906,2283.392706,4133.332919
N/A,tlr0496,Unknown function,Enzymes of unknown specificity,None,HNH endonuclease family protein,,1,D,4,H,3081.065202,4737.005039,10390.06564,6069.378627
N/A,tlr0497,Regulatory functions,DNA interactions,None,Crp family transcriptional repressor,,1,D,3,G,1108.095037,2117.947781,3214.93318,2146.992
N/A,tlr0498,Unknown function,General,None,uncharacterized protein,,2,B,3,G,902.2704456,869.2145458,968.1550317,913.213341
N/A,tlr0499,Transcription,Transcription factors,RNA polymerase sigma factors,group 2 RNA polymerase sigma-70 subunit SigE,sigE,4,C,2,F,1217.16235,193.6757147,143.1075542,517.9818729
N/A,tlr0501,Transport and binding proteins,Cations and iron carrying compounds,zinc uptake system ZnuABC,ABC-type zinc uptake system permease component ZntB,zntB,4,C,0,,1056.695669,790.4566356,756.4023165,867.8515404
N/A,tlr0503,Regulatory functions,DNA interactions,None,predicted transcriptional regulator of cysteine synthase_ Rrf2 family,,4,C,4,H,22705.7647,13184.72144,6669.972344,14186.81949
N/A,tlr0504,Amino acid metabolism,Cysteine and methionine metabolism,cysteine biosynthesis from serine,pyridoxyal phosphate-dependent cysteine synthase CysK,cysK,3,A,4,H,22685.47882,26390.26861,13620.56242,20898.76995
N/A,tlr0505,Unknown function,General,None,pentapeptide repeat protein,,4,C,4,H,4910.28042,3208.236274,2073.118322,3397.211672
N/A,tlr0508,Intracellular trafficking_ assembly_ and processing,Chaperone and folding catalysis,cell division,cell division trigger factor Tig,tig,1,D,3,G,1947.112232,14298.76195,21757.95208,12667.94209
N/A,tlr0509,Intracellular trafficking_ assembly_ and processing,Peptidases,ClpP1-ClpP2-ClpX proteolytic complex,ATP-dependent protease ClpP2,clpP2,1,D,4,H,25516.83875,36080.0831,31690.01435,31095.6454
N/A,tlr0510,Regulatory functions,Protein interactions,ClpP1-ClpP2-ClpX proteolytic complex,ClpP1/P2 protease ATP-binding regulatory subunit ClpX,clpX,1,D,4,H,10087.80819,17412.87483,12980.7141,13493.79904
N/A,tlr0516,Carbohydrate metabolism,Glycolysis / Gluconeogenesis,glucose degradation (glycolysis),pyruvate kinase family protein,,4,C,4,H,3851.554227,1443.560458,757.9039657,2017.672883
N/A,tlr0525,Energy metabolism,Oxidative phosphorylation,F1/F0 ATPase AtpABCDEFGH,F1 ATP synthase complex beta subunit AtpD,atpD,1,D,3,G,19067.13078,95490.14246,90342.6942,68299.98915
N/A,tlr0526,Energy metabolism,Oxidative phosphorylation,F1/F0 ATPase AtpABCDEFGH,F1 ATP synthase complex epsilon subunit AtpC,atpC,1,D,4,H,3159.488637,9101.056501,7457.346132,6572.630423
N/A,tlr0528,Intracellular trafficking_ assembly_ and processing,Peptidases,FtsH/HflKC protease complex,ATP-dependent metalloprotease FtsH,ftsH4,4,C,1,E,22437.185,13974.85364,8670.92475,15027.65446
N/A,tlr0532,Nucleic acid metabolism,DNA replication_ recombination_ and repair,ruvABC Holliday junction complex,holliday junction DNA helicase RuvA,ruvA,1,D,3,G,125.0534037,253.2328036,269.4475189,215.911242
N/A,tlr0535,Translation,tRNA and rRNA base modification,tRNA modification factors,tRNA uridine 5-carboxymethylaminomethyl modification enzyme GidA,gidA,3,A,2,F,3105.386111,4063.309572,3303.398097,3490.697927
N/A,tlr0536,Intracellular trafficking_ assembly_ and processing,Enzyme assembly,urease active site biosynthesis UreEFGH,urease accessory protein UreH,ureH,4,C,4,H,1467.053244,1443.654576,1282.076898,1397.594906
N/A,tlr0537,Unknown function,General,None,hypothetical protein,,4,C,2,F,483.9976004,428.6484033,416.5177764,443.0545934
N/A,tlr0547,Unknown function,General,None,hypothetical protein,,1,D,3,G,47024.38657,102556.6302,85617.69663,78399.57112
N/A,tlr0548,Unknown function,General,None,hypothetical protein,,3,A,3,G,18280.24987,26533.13643,19721.61228,21511.6662
N/A,tlr0550,Transport and binding proteins,Amino acids_ peptides and amines,branched-chain amino acid uptake system LivFGHKM,ABC-type branched-chain amino acid uptake system permease component LivM,livM,4,C,4,H,3974.102184,1749.426327,1175.466232,2299.664914
N/A,tlr0551,Regulatory functions,Protein interactions,anti-sigma factors,anti-sigma B factor RsbW,rsbW,4,C,2,F,3376.620531,1225.983087,879.0693755,1827.224331
N/A,tlr0556,Transport and binding proteins,Unknown substrate,None,major facilitator family transporter,,3,A,4,H,1303.19142,1299.02365,602.5479774,1068.254349
N/A,tlr0558,None,None,None,None,None,0,,0,,57.58724907,23.97129451,19.74135174,33.76663177
N/A,tlr0560,Unknown function,General,None,hypothetical protein,,4,C,4,H,4171.643942,2086.461277,1910.73849,2722.947903
N/A,tlr0563,Prosthetic groups_ cofactors_ and carriers,Porphyrin and chlorophyll metabolism,coenzyme B12 biosynthesis upper pathway,precorrin-4 C11-methyltransferase CobM,cobM,1,D,3,G,366.5966963,752.8503181,1292.893237,804.1134171
N/A,tlr0575,Prosthetic groups_ cofactors_ and carriers,Porphyrin and chlorophyll metabolism,chlorophyllide a biosynthesis from protoporphyrin IX,light-dependent protochlorophyllide oxidoreductase Por,por,3,A,1,E,13019.07184,19855.59557,12300.02509,15058.23083
N/A,tlr0576,Carbohydrate metabolism,Pentose phosphate pathway,pentose phosphate pathway_ oxidative phase,6-phosphogluconate dehydrogenase Gnd,gnd,4,C,4,H,3472.393704,2364.807401,1444.9685,2427.389868
N/A,tlr0577,Transport and binding proteins,Unknown substrate,Iron homeostasis,ABC-type export system hybrid permease / ATPase,,4,C,4,H,4628.577923,3828.837892,2897.253418,3784.889744
N/A,tlr0582,Carbohydrate metabolism,Starch and sucrose metabolism,sucrose degradation,sucrose phosphate synthase Sps,sps,1,D,3,G,355.7032272,677.2163171,816.404148,616.4412308
N/A,tlr0585,Unknown function,General,None,hypothetical protein,,2,B,3,G,157.4340001,163.219675,304.1083081,208.2539944
N/A,tlr0587,Translation,tRNA and rRNA base modification,queuosine (Q-tRNA) biosynthesis from preQ0,epoxyqueuosine (oQ) reductase QueG,queG,4,C,1,E,1753.130411,941.849046,788.7486148,1161.242691
N/A,tlr0588,Intracellular trafficking_ assembly_ and processing,Chaperone and folding catalysis,extracytoplasmic disulfide bond formation system,bifunctional protein disulfide isomerase / oxidoreductase DsbAB,dsbAB,3,A,1,E,46687.35393,62332.1802,41802.70082,50274.07831
N/A,tlr0589,Signal transduction,Two-component systems,phosphate signalling cascade PhoBRU-PstABCS,inorganic phosphate-responsive two component signal transduction system response regulator of phosphate metabolism SphR,sphR,4,C,4,H,21066.26693,10053.58705,5138.453838,12086.10261
N/A,tlr0592,Nucleic acid metabolism,RNA degradation,3' processing factors,ribonuclease PH Rph,rph,2,B,3,G,2341.505815,2119.58366,3815.519033,2758.869503
N/A,tlr0593,Unknown function,General,None,hypothetical protein,,3,A,4,H,1783.76368,1872.121928,1780.358528,1812.081378
N/A,tlr0594,Prosthetic groups_ cofactors_ and carriers,Porphyrin and chlorophyll metabolism,chlorophyll biosynthesis,competence membrane protein ComM,comM,4,C,4,H,5546.989856,2272.355091,1504.481007,3107.941984
N/A,tlr0595,Transport and binding proteins,Carbohydrates_ organic alcohols_ and acids,multiple sugar uptake system,ABC-type multiple sugar uptake system substrate-binding component,,4,C,0,,2411.382962,874.4196518,838.9088622,1374.903825
N/A,tlr0597,Nucleic acid metabolism,RNA degradation,rRNA processing factors,ribonuclease E Rne,rne,4,C,3,G,27207.87487,9372.838549,11358.91466,15979.87603
N/A,tlr0598,Amino acid metabolism,Alanine_ aspartate and glutamate metabolism,glutamine degradation,glutaminase GlsA,glsA,4,C,3,G,3264.253284,1309.056449,1292.374618,1955.228117
N/A,tlr0603,Nucleic acid metabolism,DNA replication_ recombination_ and repair,nucleoid associated proteins,chromosomal replication initiator protein DnaA,dnaA,1,D,3,G,1711.60898,2496.12939,3168.808754,2458.849041
N/A,tlr0605,Terpenoids and polyketides metabolism,Terpenoid backbone biosynthesis,IPP biosynthesis via deoxyxylulose,2-C-methyl-D-erythritol 4-phosphate cytidylyltransferase IspD,ispD,2,B,3,G,527.6590263,486.5422966,569.2747506,527.8253579
N/A,tlr0609,None,None,None,None,None,0,,0,,12.5144632,15.45009423,13.55839245,13.84098329
N/A,tlr0610,Unknown function,General,None,conserved hypothetical protein,,1,D,3,G,3145.242733,6388.282005,8769.889995,6101.138245
N/A,tlr0611,Carbohydrate metabolism,Amino sugar and nucleotide sugar metabolism,nucleotide sugar biosynthesis,mannose-1-phosphate guanylyltransferase GmpP,gmpP,3,A,3,G,3967.678681,5064.038602,4314.806738,4448.84134
N/A,tlr0612,Transport and binding proteins,Anions,None,ArsP family  organo-arsenical exporter,,3,A,3,G,2930.242844,3782.187769,2771.795014,3161.408542
N/A,tlr0613,Prosthetic groups_ cofactors_ and carriers,Biotin and lipoate metabolism,lipoic acid metabolism,lipoyl synthase LipA1,lipA1,3,A,3,G,3181.907324,4599.732108,3343.074593,3708.238008
N/A,tlr0615,Unknown function,General,None,hypothetical protein,,4,C,2,F,5002.110236,3765.996966,3206.118374,3991.408525
N/A,tlr0620,Mobile and extrachromosomal element functions,Selfish genetic elements,group II intron,retron-type reverse transcriptase,,4,C,0,,172.6403875,72.1799395,96.09312446,113.6378172
N/A,tlr0622,Fatty acid and lipid metabolism,Biosynthesis,fatty acid biosynthesis from acetyl-CoA,3-oxoacyl-[acyl-carrier-protein] synthase II FabB,fabB,4,C,0,,347.5194006,55.47482734,78.9265861,160.6402713
N/A,tlr0626,Glycan biosynthesis and metabolism,Polysacharide and lipopolysaccharide metabolism,polysaccharide biosynthesis,exopolysaccharide biosynthesis polyprenyl glycosylphosphotransferase,,4,C,0,,258.9431883,111.5385108,137.0641223,169.1819404
N/A,tlr0628,Intracellular trafficking_ assembly_ and processing,Peptidases,protease_ periplasmic,periplasmic processing metalloprotease YmxG,ymxG,1,D,3,G,177.9815018,282.6671535,755.5554409,405.4013654
N/A,tlr0630,Unknown function,General,None,hypothetical protein,,4,C,4,H,947.7000943,277.953805,189.4850812,471.7129935
N/A,tlr0631,Unknown function,General,None,hypothetical protein,,4,C,4,H,1325.833691,535.6192668,376.5759468,746.0096347
N/A,tlr0636,Energy metabolism,Oxidative phosphorylation,NAD(P)H:quinone oxidoreductase (complex I) NdhABCDEFGHIJKLMNOPQS,NADH-plastoquinone oxidoreductase subunit NdhS,ndhS,1,D,1,E,11906.77571,25164.86089,24312.75821,20461.46493
N/A,tlr0637,Unknown function,General,None,HAS barrel domain protein,,1,D,1,E,2285.353929,3303.846381,2874.157931,2821.119414
N/A,tlr0648,Translation,tRNA and rRNA base modification,tRNA modification factors,tRNA dimethylallyltransferase MiaA,miaA,4,C,4,H,356.0954551,151.4188826,127.6600765,211.7248047
N/A,tlr0651,Unknown function,General,None,protein of unknown function UPF0081,,0,,0,,59.18106875,63.40308546,99.52253793,74.03556405
N/A,tlr0652,Nucleic acid metabolism,RNA degradation,3' processing factors,exoribonuclease II Rnb,rnb,1,D,3,G,2993.122422,4738.361895,6793.388925,4841.624414
N/A,tlr0653,Unknown function,Enzymes of unknown specificity,None,Fe-S cluster protein,,1,D,4,H,737.507506,1413.403592,1046.809333,1065.90681
N/A,tlr0654,Unknown function,General,None,uncharacterized protein,,4,C,4,H,2933.89996,1181.445181,1178.959256,1764.768133
N/A,tlr0655,Transport and binding proteins,Unknown substrate,None,ABC-type export system hybrid permease / ATPase,,4,C,4,H,12444.69251,5985.926276,4894.514971,7775.044586
N/A,tlr0656,Translation,tRNA and rRNA base modification,16S rRNA modification,16S rRNA pseudouridylate 516 synthase RsuA,rsuA,4,C,4,H,4613.885237,2968.3073,1635.359206,3072.517247
N/A,tlr0658,Carbohydrate metabolism,Glycolysis / Gluconeogenesis,Embden-Meyerhof pathway,enolase Eno,eno,1,D,3,G,1425.780583,5761.651793,8315.025727,5167.486034
N/A,tlr0659,Translation,tRNA and rRNA base modification,16S rRNA modification,16S rRNA (adenine1518-N6/adenine1519-N6)-dimethyltransferase RsmA,rsmA,1,D,1,E,401.0925645,1090.415017,1002.91413,831.4739038
N/A,tlr0667,Energy metabolism,Oxidative phosphorylation,NAD(P)H:quinone oxidoreductase (complex I) NdhABCDEFGHIJKLMNOPQS,NADH-plastoquinone oxidoreductase subunit NdhA,ndhA,1,D,1,E,3800.835587,16006.76996,20799.51577,13535.7071
N/A,tlr0668,Energy metabolism,Oxidative phosphorylation,NAD(P)H:quinone oxidoreductase (complex I) NdhABCDEFGHIJKLMNOPQS,NADH-plastoquinone oxidoreductase subunit NdhI,ndhI,1,D,1,E,8899.58537,36053.47123,36963.12453,27305.39371
N/A,tlr0669,Energy metabolism,Oxidative phosphorylation,NAD(P)H:quinone oxidoreductase (complex I) NdhABCDEFGHIJKLMNOPQS,NADH-plastoquinone oxidoreductase subunit NdhG,ndhG,1,D,4,H,3330.825407,11628.99548,7592.72693,7517.515939
N/A,tlr0670,Energy metabolism,Oxidative phosphorylation,NAD(P)H:quinone oxidoreductase (complex I) NdhABCDEFGHIJKLMNOPQS,NADH-plastoquinone oxidoreductase K subunit NdhE,ndhE,1,D,4,H,3140.405192,10998.29461,8768.356473,7635.685426
N/A,tlr0671,Intracellular trafficking_ assembly_ and processing,Peptidases,periplasmic stress response system,periplasmic stress-inducible serine peptidase HhoB,hhoB,3,A,4,H,9796.470815,16744.10519,11754.04128,12764.87243
N/A,tlr0672,Unknown function,General,None,protein of unknown function DUF3326,,4,C,2,F,921.0631996,672.0536248,746.819304,779.9787095
N/A,tlr0673,Mobile and extrachromosomal element functions,Selfish genetic elements,insertion element,protein of unknown function DUF2887,,4,C,2,F,2647.736388,1693.244034,1253.319817,1864.766746
N/A,tlr0674,Mobile and extrachromosomal element functions,Selfish genetic elements,insertion element,protein of unknown function DUF2887,,4,C,4,H,2445.566333,1562.994554,734.8565236,1581.139137
N/A,tlr0675,Mobile and extrachromosomal element functions,Selfish genetic elements,insertion element,protein of unknown function DUF2887,,4,C,4,H,1728.07512,858.051856,548.3538257,1044.826934
N/A,tlr0676,Mobile and extrachromosomal element functions,Selfish genetic elements,insertion element,protein of unknown function DUF2887,,4,C,4,H,1458.838249,820.7868672,466.6468064,915.4239743
N/A,tlr0677,Mobile and extrachromosomal element functions,Selfish genetic elements,insertion element,protein of unknown function DUF2887,,4,C,4,H,3113.940314,1824.656757,1373.871047,2104.156039
N/A,tlr0678,Unknown function,General,None,hypothetical protein,,4,C,4,H,15050.66116,9808.195433,11279.70879,12046.18846
N/A,tlr0679,Unknown function,General,None,hypothetical protein,,4,C,4,H,12687.1493,10504.23031,10015.50731,11068.96231
N/A,tlr0680,Cell motility and adherance,Surface structures and assembly platforms,T2bSS type IVa pili,type IV pilus minor pilin protein,,4,C,4,H,11270.43672,9247.835822,8789.337763,9769.203434
N/A,tlr0681,Cell motility and adherance,Surface structures and assembly platforms,T2bSS type IVa pili,type IV pilus minor pilin protein,,4,C,4,H,7952.305799,5184.146185,4262.225677,5799.55922
N/A,tlr0682,Cell motility and adherance,Surface structures and assembly platforms,T2bSS type IVa pili,type IV pilus minor pilin protein,,4,C,4,H,13944.06428,12945.36044,13423.36641,13437.59704
N/A,tlr0690,Translation,Transfer RNA biogenesis,tRNA aminoacylation,phenylalanyl-tRNA synthetase alpha subunit PheS,pheS,1,D,3,G,867.0338956,1383.900128,3751.033362,2000.655795
N/A,tlr0691,Cell structure_ growth_ and death,Chromosome and assoicated proteins,None,CobQ/CobB/MinD/ParA nucleotide binding domain-containing protein,,1,D,4,H,338.8573996,1875.291643,2011.863412,1408.670818
N/A,tlr0693,Carbohydrate metabolism,Citrate cycle (TCA cycle),citrate cycle_ first carbon oxidation,bifunctional aconitate hydratase 2/2-methylisocitrate dehydratase AcnB,acnB,1,D,3,G,6312.421457,12497.63033,12453.10281,10421.05153
N/A,tlr0694,Prosthetic groups_ cofactors_ and carriers,Nicotinate and nicotinamide metabolism,NAD(P) biosynthesis,NAD(P) transhydrogenase alpha chain part 1 PntA,pntA,4,C,4,H,26940.3283,3964.30579,1347.203654,10750.61258
N/A,tlr0696,Prosthetic groups_ cofactors_ and carriers,Nicotinate and nicotinamide metabolism,NAD(P) biosynthesis common pathway,NAD(P) transhydrogenase beta subunit PntB,pntB,4,C,3,G,13740.72712,2082.052403,1216.72407,5679.834532
N/A,tlr0699,Unknown function,General,None,hypothetical protein,,1,D,0,,130.3117763,150.5985941,255.5242997,178.8115567
N/A,tlr0700,None,None,None,None,None,4,C,4,H,10388.99674,1752.717605,897.5418978,4346.418747
N/A,tlr0701,None,None,None,None,None,4,C,4,H,1108.60564,363.3339409,314.6636538,595.5344115
N/A,tlr0703,Signal transduction,Taxis,None,chemotaxis signal transduction system methyl-accepting receptor,,1,D,3,G,2070.288691,3447.997708,3649.7918,3056.026066
N/A,tlr0704,Amino acid metabolism,Alanine_ aspartate and glutamate metabolism,aspartate biosynthesis,L-asparagine amidopeptidase AnsA1,ansA1,3,A,4,H,5804.493972,7713.45125,4491.416882,6003.120702
N/A,tlr0705,Energy metabolism,Oxidative phosphorylation,NAD(P)H:quinone oxidoreductase (complex I) NdhABCDEFGHIJKLMNOPQS,NADH-plastoquinone oxidoreductase subunit NdhK,ndhK,1,D,4,H,7543.873257,25846.99488,22630.39886,18673.75566
N/A,tlr0707,Unknown function,General,None,protein of unknown function DUF3007,,3,A,4,H,1142.616509,1556.505018,681.9630208,1127.028183
N/A,tlr0708,Carbohydrate metabolism,Starch and sucrose metabolism,maltose degradation,4-alpha-glucanotransferase MalQ,malQ,1,D,3,G,960.1717276,1414.279101,3017.307676,1797.252835
N/A,tlr0710,Glycan biosynthesis and metabolism,Polysacharide and lipopolysaccharide metabolism,None,pyridoxal-phosphate-dependent aminotransferase DegT/DnrJ/EryC1/StrS family,,1,D,3,G,392.5166652,831.4173559,1065.271833,763.0686179
N/A,tlr0711,Carbohydrate metabolism,Pyruvate metabolism,lactate oxidation,fermentative lactate dehydrogenase LdhA,ldhA,1,D,0,,225.2237669,278.8048801,299.0507924,267.6931465
N/A,tlr0712,Amino acid metabolism,Arginine and proline metabolism,arginine biosynthesis from ornithine_ carbamoyl-p_ and aspartate (urea cycle),argininosuccinate synthase ArgG,argG,1,D,3,G,597.4131754,5890.837278,8040.473674,4842.908043
N/A,tlr0714,Unknown function,General,None,pentapeptide repeat protein,,2,B,3,G,3906.40451,3867.545085,4465.056372,4079.668656
N/A,tlr0715,Translation,Transfer RNA biogenesis,CCA adding factors,CC-adding tRNA nucleotidyltransferase PcnB,pcnB,4,C,4,H,770.9358294,428.1463796,522.5104036,573.8642042
N/A,tlr0722,Unknown function,General,None,protein of unknown function DUF500,,3,A,2,F,12098.31536,25622.79413,9891.559091,15870.88953
N/A,tlr0723,Unknown function,General,None,DNA-binding protein YbaB/EbfC family,,3,A,3,G,20130.8456,24657.01256,21446.74963,22078.20259
N/A,tlr0724,Signal transduction,Two-component systems,osmoprotection,hyperosmotic stress-responsive two component signal transduction system response regulator LuxR subfamily,,4,C,4,H,5405.4186,2291.665356,1804.08433,3167.056095
N/A,tlr0725,Unknown function,General,None,FHA domain protein,,4,C,4,H,377.4298973,119.2709226,87.82308283,194.8413009
N/A,tlr0728,None,None,None,None,None,4,C,4,H,288.194551,95.06193515,58.80225165,147.3529126
N/A,tlr0729,Unknown function,General,None,hypothetical protein,,1,D,3,G,1121.930462,6077.476396,14639.93091,7279.779257
N/A,tlr0731,Energy metabolism,Photosynthesis,photosystem I main subunits,photosystem I P700 chlorophyll a apoprotein A1 PsaA,psaA,4,C,1,E,946050.4609,746349.7071,475701.8878,722700.6853
N/A,tlr0732,Energy metabolism,Photosynthesis,photosystem I main subunits,photosystem I P700 chlorophyll a apoprotein A2 PsaB,psaB,4,C,1,E,576805.3151,411509.9603,302468.6771,430261.3175
N/A,tlr0733,Unknown function,General,None,membrane protein,,2,B,3,G,12718.15443,12304.80461,14242.05435,13088.33779
N/A,tlr0737,Glycan biosynthesis and metabolism,Peptidoglycan metabolism,biosynthesis of undecaprenyl phosphate (Und-P),undecaprenyl-diphosphatase UppP,uppP,1,D,3,G,538.4998353,1559.052141,1824.334415,1307.295464
N/A,tlr0738,Transcription,Transcription factors,RNA polymerase sigma factors,group 3 RNA polymerase sigma-70 subunit SigF,sigF,4,C,4,H,11056.60579,7101.302095,3421.610267,7193.172716
N/A,tlr0739,Signal transduction,General,circadian clock input_ redox state ETS,light-dependent circadian clock protein complex redox sensing component LdpA,ldpA,4,C,4,H,9154.310231,2261.409717,1379.352106,4265.024018
N/A,tlr0740,Unknown function,Enzymes of unknown specificity,None,ATPase-like protein Ycf45,ycf45,4,C,4,H,6017.032693,3294.963557,2463.760148,3925.252132
N/A,tlr0741,Prosthetic groups_ cofactors_ and carriers,Porphyrin and chlorophyll metabolism,protoporphyrin IX biosynthesis from uroporphyrinogen III,uroporphyrinogen decarboxylase HemE,hemE,1,D,3,G,3399.957507,7635.981083,13419.41544,8151.784677
N/A,tlr0742,Unknown function,Enzymes of unknown specificity,None,NAD-dependent epimerase/dehydratase family protein,,1,D,1,E,1241.337997,2140.269409,2059.350632,1813.652679
N/A,tlr0743,Unknown function,General,None,protein of unknown function DUF55,,3,A,4,H,1032.143396,1185.130096,785.2511723,1000.841555
N/A,tlr0749,Unknown function,General,None,hypothetical cyanobacterial membrane protein in cluster with PxcA,,4,C,3,G,1149.04375,683.9856188,918.6424223,917.2239302
N/A,tlr0750,Translation,Transfer RNA biogenesis,tRNA aminoacylation,methionyl-tRNA synthetase MetG,metG,2,B,3,G,1924.626885,1823.945941,2874.484819,2207.685882
N/A,tlr0751,Unknown function,General,None,protein of unknown function DUF88,,4,C,4,H,11586.65108,4752.034217,3492.976979,6610.554093
N/A,tlr0754,Transport and binding proteins,Carbohydrates_ organic alcohols_ and acids,lipopolysaccharide export LptABCDFG,lipopolysaccharde export component LptC,lptC,4,C,4,H,1481.782157,1153.098789,1096.362908,1243.747951
N/A,tlr0755,Unknown function,Enzymes of unknown specificity,None,2OG-Fe(II) oxygenase superfamily protein,,4,C,0,,450.0004633,275.2158937,340.2443253,355.1535608
N/A,tlr0756,Unknown function,General,None,hypothetical protein,,1,D,0,,476.0410133,640.8948748,605.57152,574.1691361
N/A,tlr0757,Unknown function,General,None,hypothetical protein,,1,D,3,G,1446.576422,7640.346295,8295.978195,5794.300304
N/A,tlr0758,Cell structure_ growth_ and death,Cell division,None,cell division protein ZipN,zipN,1,D,3,G,468.1877299,1113.241382,1983.770463,1188.399858
N/A,tlr0764,Amino acid metabolism,Arginine and proline metabolism,proline biosynthesis from glutamate,glutamate-5-semialdehyde dehydrogenase ProA,proA,4,C,3,G,10748.37569,6628.73759,6103.058103,7826.723793
N/A,tlr0765,Energy metabolism,Carbon fixation in prokaryotes,reductive citrate cycle (Arnon-Buchanan cycle) ,phosphoenolpyruvate synthase PpsA,ppsA,4,C,4,H,31867.65541,4141.272872,1685.79136,12564.90655
N/A,tlr0766,Energy metabolism,Photosynthesis - antenna proteins,phycobilisome turnover,phycocyanin alpha phycocyanobilin lyase related protein NblB,nblB,4,C,4,H,9082.094602,2799.296891,2001.266191,4627.552561
N/A,tlr0767,Prosthetic groups_ cofactors_ and carriers,Porphyrin and chlorophyll metabolism,coenzyme B12 biosynthesis upper pathway,cobalt-precorrin-5B (C1)-methyltransferase CbiD,cbiD,4,C,2,F,1267.429011,440.8739913,436.3713428,714.8914485
N/A,tlr0773,Unknown function,General,None,hypothetical protein,,4,C,4,H,2985.408148,304.4724472,226.5367368,1172.139111
N/A,tlr0776,None,None,None,None,None,0,,0,,137.248496,145.0977326,122.2338442,134.8600243
N/A,tlr0777,Translation,Transfer RNA biogenesis,tRNA aminoacylation,prolyl-tRNA synthetase ProS,proS,1,D,3,G,3293.673594,5784.121305,6359.733544,5145.842815
N/A,tlr0778,Unknown function,Enzymes of unknown specificity,None,methyltransferase type 11,,1,D,4,H,1131.220811,1573.2507,1323.706398,1342.72597
N/A,tlr0779,Unknown function,General,None,hypothetical protein,,4,C,4,H,504.5483966,331.2115933,257.637243,364.4657443
N/A,tlr0781,Unknown function,General,None,hypothetical protein,,4,C,4,H,1895.710854,885.9410364,986.1019799,1255.917957
N/A,tlr0782,Carbohydrate metabolism,Starch and sucrose metabolism,glycogen metabolism,starch phosphorylase GlgP,glgP,1,D,3,G,9789.473515,16937.99011,19524.76669,15417.41011
N/A,tlr0783,Transport and binding proteins,Amino acids_ peptides and amines,murein amino sugar recycling,cell wall degradation product uptake permease AmpG,ampG,1,D,3,G,2210.572925,2575.402118,3458.646939,2748.207327
N/A,tlr0784,Amino acid metabolism,Phenylalanine_ tyrosine and tryptophan biosynthesis,chorismate biosynthesis via shikimate,3-dehydroquinate synthase AroB,aroB,1,D,3,G,1291.447469,2321.468858,3286.459793,2299.79204
N/A,tlr0786,Unknown function,General,None,hypothetical protein,,1,D,3,G,8790.790169,25640.1812,23337.55029,19256.17389
