RAST Locus Tag,NCBI Locus Tag,Main_Role,Subrole,Subsystem,Curated Product Descriptor,gene,ClustID_ox,Clust name_ox,HLLO-CC-TS040514.18_AV,HLMO-CC-TS040514.19_AV,HLHO-CC-TS040514.20_AV,Average_ox_Conditions,resolved_locus_tag,resolution_method
fig.6666666.52381.peg.626,SY28_RS03100,Prosthetic groups_ cofactors_ and carriers,Sulfur relay system,Moco biosynthesis sulfur relay,cyclic pyranopterin phosphate synthase MoaC,moaC,1,E,12.45541656,45.75603391,44.32657424,34.17934157,SY28_03105,tier1:NCBI Locus Tag
fig.6666666.52381.peg.627,SY28_RS03105,Nucleic acid metabolism,DNA replication_ recombination_ and repair,Base excision repair,DNA-3-methyladenine glycosylase II AlkA,alkA,1,E,17.39931693,17.73605223,10.78654559,15.30730492,SY28_03110,tier1:NCBI Locus Tag
fig.6666666.52381.peg.628,SY28_RS03110,Unknown function,Enzymes of unknown specificity,,predicted metal-dependent enzyme,,1,E,177.536013,181.1755834,181.6702075,180.127268,SY28_03115,tier1:NCBI Locus Tag
fig.6666666.52381.peg.629,SY28_RS03115,Amino acid metabolism,Tryptophan metabolism,tryptophan degradation to anthranilate,arylformamidase KynB,kynB,3,G,112.4925165,92.29411864,61.14051833,88.6423845,SY28_03120,tier1:NCBI Locus Tag
fig.6666666.52381.peg.63,SY28_RS00310,Unknown function,Enzymes of unknown specificity,,short-chain dehydrogenase/reductase,,4,H,12.94777202,35.71582888,94.33434875,47.66598322,SY28_00310,tier1:NCBI Locus Tag
fig.6666666.52381.peg.630,SY28_RS03120,Prosthetic groups_ cofactors_ and carriers,Ubiquinone and other terpenoid-quinone biosynthesis,menaquione bioysynthesis,futalosine hydrolase MqnB,mqnB,4,H,117.2130036,120.7152091,123.2289823,120.3857317,SY28_03125,tier1:NCBI Locus Tag
fig.6666666.52381.peg.633,SY28_RS03135,Unknown function,Enzymes of unknown specificity,,dehydrogenase,,4,H,60.79961824,46.97743152,43.1150444,50.29736472,SY28_03140,tier1:NCBI Locus Tag
fig.6666666.52381.peg.636,SY28_RS03150,Transport and binding proteins,Unknown substrate,,TerC family permease YceF,yceF,4,H,33.06921793,87.0271433,75.24767952,65.11468025,SY28_03155,tier1:NCBI Locus Tag
fig.6666666.52381.peg.637,SY28_RS03155,Natural products biosynthesis,Biosynthesis of siderophore group nonribosomal peptides,enterobactin-mediated iron uptake,enterochelin esterase Fes,fes,1,E,47.92835298,106.7962793,54.11722477,69.61395234,SY28_03160,tier1:NCBI Locus Tag
fig.6666666.52381.peg.638,SY28_RS03160,Carbohydrate metabolism,Pyruvate metabolism,,phosphoenolpyruvate carboxylase PpcA,ppcA,4,H,58.46872866,56.14199931,51.90155684,55.50409494,SY28_03165,tier1:NCBI Locus Tag
fig.6666666.52381.peg.639,SY28_RS03165,Nucleic acid metabolism,Purine metabolism,,ADP-ribose pyrophosphatase NudF,nudF,3,G,133.7934054,51.07572307,48.87936526,77.91616458,SY28_03170,tier1:NCBI Locus Tag
fig.6666666.52381.peg.64,SY28_RS00315,Translation,Ribosomal proteins: synthesis and modification,ribosome GTPases,GTP-binding protein EngA,engA,1,E,83.38266849,94.9324885,127.0599726,101.7917099,SY28_00315,tier1:NCBI Locus Tag
fig.6666666.52381.peg.640,SY28_RS03170,Prosthetic groups_ cofactors_ and carriers,Riboflavin metabolism,riboflavin_ FAD and FMN from GTP and ribulose-5-P,bifunctional riboflavin kinase / FMN adenylyltransferase RibF,ribF,1,E,37.89917149,20.87976679,38.45596247,32.41163358,SY28_03175,tier1:NCBI Locus Tag
fig.6666666.52381.peg.641,SY28_RS03175,Unknown function,General,,hypothetical protein,,4,H,57.42158144,79.10365184,189.806718,108.7773171,SY28_03180,tier1:NCBI Locus Tag
fig.6666666.52381.peg.643,SY28_RS03185,Amino acid metabolism,Cysteine and methionine metabolism,methionine salvage pathway,methylthioribose-1-phosphate isomerase MtnA,mtnA,1,E,52.79453971,58.92500863,68.98526659,60.23493831,SY28_03190,tier1:NCBI Locus Tag
fig.6666666.52381.peg.644,SY28_RS03190,Unknown function,Enzymes of unknown specificity,,putative beta-lactamase,,3,G,111.3385198,69.71999115,61.75985641,80.93945578,SY28_03195,tier1:NCBI Locus Tag
fig.6666666.52381.peg.645,SY28_RS03195,Carbohydrate metabolism,Starch and sucrose metabolism,glycogen metabolism,starch phosphorylase GlgP,glgP,1,E,105.2629532,127.0135926,136.2628872,122.8464776,SY28_03200,tier1:NCBI Locus Tag
fig.6666666.52381.peg.646,SY28_RS03200,Unknown function,General,,protein with putative zinc-or iron-chelating domain,,1,E,17.57581037,23.20298879,11.15564112,17.31148009,SY28_03205,tier1:NCBI Locus Tag
fig.6666666.52381.peg.647,SY28_RS03205,Unknown function,General,,hypothetical protein,,2,F,101.4293856,69.62216031,146.810786,105.9541106,SY28_03210,tier1:NCBI Locus Tag
fig.6666666.52381.peg.649,SY28_RS03220,Translation,tRNA and rRNA base modification,tRNA modification factors,tRNA(Ile)-lysidine synthase TilS,tilS,1,E,20.64431361,18.79251707,4.231909901,14.55624686,SY28_03225,tier1:NCBI Locus Tag
fig.6666666.52381.peg.65,SY28_RS00320,Unknown function,General,,PrcB C-terminal domain protein,,4,H,12.48602462,58.323162,75.53106187,48.78008283,SY28_00320,tier1:NCBI Locus Tag
fig.6666666.52381.peg.650,SY28_RS03225,Translation,tRNA and rRNA base modification,tRNA modification factors,tRNA pseudouridine13 synthase TruD,truD,4,H,7.719311746,22.27260332,42.2958812,24.09593209,SY28_03230,tier1:NCBI Locus Tag
fig.6666666.52381.peg.651,SY28_RS03230,Intracellular trafficking_ assembly_ and processing,Protein export_ secretion_ and sorting,Sec protein export system,signal recognition particle subunit Ffh,ffh,4,H,376.1382426,328.3958508,362.4668504,355.6669813,SY28_03235,tier1:NCBI Locus Tag
fig.6666666.52381.peg.652,SY28_RS03235,Translation,Ribosomal proteins: synthesis and modification,ribosome small subunit,SSU ribosomal protein S16 RpsP,rpsP,2,F,1784.958577,1049.385694,1676.46774,1503.604003,SY28_03240,tier1:NCBI Locus Tag
fig.6666666.52381.peg.653,SY28_RS03240,Translation,Ribosomal proteins: synthesis and modification,,KH domain RNA binding protein YlqC,ylqC,4,H,201.1966592,369.8979801,417.5263135,329.5403176,SY28_03245,tier1:NCBI Locus Tag
fig.6666666.52381.peg.654,SY28_RS03245,Translation,Ribosomal proteins: synthesis and modification,ribosomal protein modification factors,16S rRNA processing protein RimM,rimM,4,H,168.4495695,261.2588772,296.3515666,242.0200044,SY28_03250,tier1:NCBI Locus Tag
fig.6666666.52381.peg.655,SY28_RS03250,Translation,tRNA and rRNA base modification,tRNA methyltransferase,tRNA (guanine37-N1)-methyltransferase TrmD,trmD,1,E,126.5354056,154.5509302,103.565214,128.2171833,SY28_03255,tier1:NCBI Locus Tag
fig.6666666.52381.peg.656,SY28_RS03255,Translation,Ribosomal proteins: synthesis and modification,ribosome large subunit,LSU ribosomal protein L19 RplS,rplS,1,E,463.2303094,666.9058742,544.6020712,558.2460849,SY28_03260,tier1:NCBI Locus Tag
fig.6666666.52381.peg.657,SY28_RS03260,Unknown function,General,,hypothetical protein,,4,H,10.99210659,8.574752811,17.58274149,12.3832003,SY28_03265,tier1:NCBI Locus Tag
fig.6666666.52381.peg.66,SY28_RS00325,Transport and binding proteins,Amino acids_ peptides and amines,peptides/nickel transport system PE,ABC-type peptide/nickel uptake system permease component DppC,dppC,2,F,21.70753536,7.151281228,60.47702003,29.7786122,SY28_00325,tier1:NCBI Locus Tag
fig.6666666.52381.peg.662,SY28_RS03305,Defense and invasion systems,Restriction-modification systems,,putative type II DNA modification enzyme,,2,F,27.11920707,27.13245019,22.41566193,25.55577307,SY28_03310,tier1:NCBI Locus Tag
fig.6666666.52381.peg.663,SY28_RS03310,Unknown function,Enzymes of unknown specificity,,helicase domain-containing protein,,2,F,27.02226584,37.05378162,18.39065151,27.48889966,SY28_03315,tier1:NCBI Locus Tag
fig.6666666.52381.peg.665,SY28_RS03320,Unknown function,General,,hypothetical protein,,2,F,31.69918611,65.97888141,64.2183718,53.96547977,SY28_03325,tier1:NCBI Locus Tag
fig.6666666.52381.peg.669,SY28_RS03340,Unknown function,General,,hypothetical protein,,2,F,183.7911381,102.7352459,171.8215305,152.7826382,SY28_03345,tier1:NCBI Locus Tag
fig.6666666.52381.peg.67,SY28_RS00330,Transport and binding proteins,Amino acids_ peptides and amines,peptides/nickel transport system PE,ABC-type peptide/nickel uptake system permease component DppB,dppB,2,F,33.23036331,23.67377407,96.67380348,51.19264695,SY28_00330,tier1:NCBI Locus Tag
fig.6666666.52381.peg.671,SY28_RS03350,Unknown function,General,,hypothetical protein,,2,F,99.31798595,36.1791896,106.1688774,80.55535098,SY28_03355,tier1:NCBI Locus Tag
fig.6666666.52381.peg.673,SY28_RS03365,Translation,Transfer RNA biogenesis,tRNA 3' processing factors,ribonuclease Rph,rph,2,F,39.95133784,44.12812604,56.89019233,46.9898854,SY28_03370,tier1:NCBI Locus Tag
fig.6666666.52381.peg.674,SY28_RS03370,Nucleic acid metabolism,Purine metabolism,,dITP/XTP pyrophosphatase RdgB,rdgB,3,G,156.1698669,108.5995441,85.18787771,116.6524296,SY28_03375,tier1:NCBI Locus Tag
fig.6666666.52381.peg.675,SY28_RS03375,Nucleic acid metabolism,DNA replication_ recombination_ and repair,mismatch excision repair,DNA mismatch repair protein MutS2,mutS2,2,F,80.32663062,75.95651702,87.4973133,81.26015365,SY28_03380,tier1:NCBI Locus Tag
fig.6666666.52381.peg.676,SY28_RS03380,Signal transduction,Two-component systems,,two component signal transduction system response regulator,,4,H,634.7244954,754.6446504,771.1452679,720.1714712,SY28_03385,tier1:NCBI Locus Tag
fig.6666666.52381.peg.677,SY28_RS03385,Signal transduction,Two-component systems,,two component signal transduction system histidine kinase,,2,F,57.18590983,87.42773614,78.13869971,74.25078189,SY28_03390,tier1:NCBI Locus Tag
fig.6666666.52381.peg.678,SY28_RS03390,Nucleic acid metabolism,General,,5'-nucleotidase SurE,surE,2,F,284.2739355,295.1373092,252.7579083,277.3897177,SY28_03395,tier1:NCBI Locus Tag
fig.6666666.52381.peg.679,SY28_RS03395,Transcription,Transcription factors,,transcription elongation factor GreA,greA,4,H,414.3160279,439.0762855,607.0163658,486.8028931,SY28_03400,tier1:NCBI Locus Tag
fig.6666666.52381.peg.68,SY28_RS00335,Transport and binding proteins,Amino acids_ peptides and amines,peptides/nickel transport system PE,ABC-type peptide/nickel uptake system substrate-binding component DppA,dppA,4,H,111.7137083,177.094818,159.6380203,149.4821822,SY28_00335,tier1:NCBI Locus Tag
fig.6666666.52381.peg.680,SY28_RS03400,Unknown function,General,,hypothetical protein,,4,H,45.95447476,75.13207935,60.70192241,60.59615884,SY28_03405,tier1:NCBI Locus Tag
fig.6666666.52381.peg.682,SY28_RS03410,Unknown function,Enzymes of unknown specificity,,aminoglycoside phosphotransferase,,4,H,45.32911371,45.82279383,80.23711293,57.12967349,SY28_03415,tier1:NCBI Locus Tag
fig.6666666.52381.peg.683,SY28_RS03415,Unknown function,Enzymes of unknown specificity,,acyl-CoA dehydrogenase domain-containing protein,,4,H,30.2278613,33.78057442,37.11629155,33.70824242,SY28_03420,tier1:NCBI Locus Tag
fig.6666666.52381.peg.684,SY28_RS03420,Unknown function,General,,hypothetical protein,,2,F,145.12245,78.01873387,187.0797091,136.7402977,SY28_03425,tier1:NCBI Locus Tag
fig.6666666.52381.peg.685,SY28_RS03425,Unknown function,Enzymes of unknown specificity,,acyl-CoA dehydrogenase,,3,G,376.1587118,183.5905958,139.5380356,233.0957811,SY28_03430,tier1:NCBI Locus Tag
fig.6666666.52381.peg.686,SY28_RS03430,Unknown function,General,,hypothetical protein,,4,H,34.89948977,9.620084867,6.937783877,17.15245284,SY28_03435,tier1:NCBI Locus Tag
fig.6666666.52381.peg.687,SY28_RS03435,Unknown function,General,,COG2353 family protein of unknown function,,4,H,15.4962303,14.23585274,14.65218535,14.79475613,SY28_03440,tier1:NCBI Locus Tag
fig.6666666.52381.peg.688,SY28_RS03440,Regulatory functions,DNA interactions,,HxlR family transcriptional regulator,,1,E,150.0428083,210.6819381,127.4190175,162.714588,SY28_03445,tier1:NCBI Locus Tag
fig.6666666.52381.peg.69,SY28_RS00340,Unknown function,General,,COG3339 family protein of unknown function,,1,E,140.8587842,187.7575184,87.8373872,138.8178966,SY28_00340,tier1:NCBI Locus Tag
fig.6666666.52381.peg.690,SY28_RS03445,Regulatory functions,DNA interactions,,HxlR family transcriptional regulator,,1,E,40.76657929,84.08607785,84.42722626,69.75996113,SY28_03450,tier1:NCBI Locus Tag
fig.6666666.52381.peg.691,SY28_RS03450,Intracellular trafficking_ assembly_ and processing,Chaperone and folding catalysis,chaperone system: GroEL/GroES,chaperonin GroEL,groEL,3,G,708.3962328,738.8350752,567.499913,671.5770737,SY28_03455,tier1:NCBI Locus Tag
fig.6666666.52381.peg.692,SY28_RS03455,Intracellular trafficking_ assembly_ and processing,Chaperone and folding catalysis,chaperone system: GroEL/GroES,chaperonin GroES,groES,3,G,1483.370811,842.926983,777.0713026,1034.456366,SY28_03460,tier1:NCBI Locus Tag
fig.6666666.52381.peg.693,SY28_RS03460,Translation,tRNA and rRNA base modification,tRNA methyltransferase,RNA methyltransferase SpoU,spoU,1,E,24.26776443,13.81971582,19.15206411,19.07984812,SY28_03465,tier1:NCBI Locus Tag
fig.6666666.52381.peg.694,SY28_RS03465,Unknown function,General,,hypothetical protein,,4,H,85.83676614,111.9874821,250.801858,149.5420354,SY28_03470,tier1:NCBI Locus Tag
fig.6666666.52381.peg.695,SY28_RS03470,Prosthetic groups_ cofactors_ and carriers,Pantothenate and CoA biosynthesis,coenzyme A biosynthesis from panthenate,type II pantothenate kinase CoaW,coaW,1,E,8.558017178,6.560202452,12.71051165,9.27624376,SY28_03475,tier1:NCBI Locus Tag
fig.6666666.52381.peg.698,SY28_RS03485,Carbohydrate metabolism,Starch and sucrose metabolism,cellulose degradation,beta-glucosidase BglB,bglB,1,E,71.49576551,98.15928594,63.3009036,77.65198501,SY28_03490,tier1:NCBI Locus Tag
fig.6666666.52381.peg.699,SY28_RS03490,Intracellular trafficking_ assembly_ and processing,Peptidases,,oligoendopeptidase PepF,pepF,1,E,49.00712175,66.87856273,37.18401197,51.02323215,SY28_03495,tier1:NCBI Locus Tag
fig.6666666.52381.peg.7,SY28_RS00035,Amino acid metabolism,Lysine biosynthesis,lysine biosynthesis from 2-oxoglutarate,methanogen homoaconitase small subunit AksE,aksE,3,G,95.30603287,62.81458896,44.39380058,67.50480747,SY28_00035,tier1:NCBI Locus Tag
fig.6666666.52381.peg.70,SY28_RS00345,Unknown function,Enzymes of unknown specificity,,GCN5 family N-acetyltransferase,,4,H,67.64203796,57.97383164,153.298335,92.97140153,SY28_00345,tier1:NCBI Locus Tag
fig.6666666.52381.peg.700,SY28_RS03495,Carbohydrate metabolism,Pyruvate metabolism,,pyruvate water dikinase PpsA,ppsA,4,H,232.4775317,279.5399203,271.0711471,261.029533,SY28_03500,tier1:NCBI Locus Tag
fig.6666666.52381.peg.701,SY28_RS03500,Fatty acid and lipid metabolism,Glycerolipid and glycerophospholid metabolism,,glycerol-3-phosphate dehydrogenase (NAD(P)+) GpsA,gpsA,4,H,21.20018247,36.78322371,16.44225172,24.80855264,SY28_03505,tier1:NCBI Locus Tag
fig.6666666.52381.peg.702,SY28_RS03505,Unknown function,General,,hypothetical protein,,4,H,71.7852827,57.33649197,32.058683,53.72681923,SY28_03510,tier1:NCBI Locus Tag
fig.6666666.52381.peg.703,SY28_RS03510,Nucleic acid metabolism,Pyrimidine metabolism,uridine monophosphate biosynthesis from glutamine,orotate phosphoribosyltransferase PyrE,pyrE,2,F,50.89167552,37.57858834,93.07278109,60.51434832,SY28_03515,tier1:NCBI Locus Tag
fig.6666666.52381.peg.704,SY28_RS03515,Unknown function,General,,hypothetical protein,,3,G,69.15655239,38.13757637,10.57008257,39.28807044,SY28_03520,tier1:NCBI Locus Tag
fig.6666666.52381.peg.705,SY28_RS03520,Unknown function,Enzymes of unknown specificity,,mandelate racemase/muconate lactonizing protein,,4,H,25.6142457,23.38080115,16.15350974,21.71618553,SY28_03525,tier1:NCBI Locus Tag
fig.6666666.52381.peg.709,SY28_RS03535,Unknown function,Enzymes of unknown specificity,,diguanylate phosphodiesterase,,4,H,28.62320629,48.63222857,27.37942421,34.87828636,SY28_03540,tier1:NCBI Locus Tag
fig.6666666.52381.peg.71,SY28_RS00350,Unknown function,General,,Cupin domain protein,,3,G,30.97305636,15.82839545,51.70924372,32.83689851,SY28_00350,tier1:NCBI Locus Tag
fig.6666666.52381.peg.711,SY28_RS03550,Prosthetic groups_ cofactors_ and carriers,Sulfur relay system,tRNA thiolation sulfur relay system,tRNA-specific 2-thiouridylase MnmA,mnmA,4,H,20.92175201,72.49442169,60.15907141,51.19174837,SY28_03555,tier1:NCBI Locus Tag
fig.6666666.52381.peg.718,SY28_RS03585,Regulatory functions,DNA interactions,,LacI family transcriptional regulator GalR,galR,3,G,17.08444146,22.33292801,3.230701949,14.21602381,SY28_03590,tier1:NCBI Locus Tag
fig.6666666.52381.peg.719,SY28_RS03590,Transport and binding proteins,Cations and iron carrying compounds,,CaCA family Na+/Ca+ antiporter,yrbG,3,G,7.646021806,19.93579455,23.37434393,16.98538676,SY28_03595,tier1:NCBI Locus Tag
fig.6666666.52381.peg.72,SY28_RS00355,Transport and binding proteins,Amino acids_ peptides and amines,branched-chain amino acid uptake system LivFGHKM,ABC-type branched-chain amino acid uptake system ATPase component LivF,livF,1,E,203.6417779,285.7277483,207.147469,232.1723317,SY28_00355,tier1:NCBI Locus Tag
fig.6666666.52381.peg.720,SY28_RS03595,Transport and binding proteins,Carbohydrates_ organic alcohols_ and acids,sn-glycerol-phosphate uptake system UgpABCE,ABC-type multiple sugar utptake system substrate-binidng component,,1,E,142.3356463,176.9460491,190.6669879,169.9828945,SY28_03600,tier1:NCBI Locus Tag
fig.6666666.52381.peg.721,SY28_RS03600,Transport and binding proteins,Carbohydrates_ organic alcohols_ and acids,,ABC-type multiple sugar uptake system permease component,,1,E,49.04405782,44.88219889,21.62839157,38.51821609,SY28_03605,tier1:NCBI Locus Tag
fig.6666666.52381.peg.722,SY28_RS03605,Transport and binding proteins,Carbohydrates_ organic alcohols_ and acids,,ABC-type multiple sugar uptake system permease component,,1,E,54.0455187,44.13110359,34.0065249,44.06104907,SY28_03610,tier1:NCBI Locus Tag
fig.6666666.52381.peg.723,SY28_RS03610,Energy metabolism,Oxidative phosphorylation,TCA cycle second carbon oxidation,succinate dehydrogenase iron-sulfur subunit SdhB,sdhB,4,H,377.9489931,497.0427913,538.1345668,471.0421171,SY28_03615,tier1:NCBI Locus Tag
fig.6666666.52381.peg.724,SY28_RS03615,Energy metabolism,Oxidative phosphorylation,TCA cycle second carbon oxidation,succinate dehydrogenase flavoprotein subunit SdhA,sdhA,2,F,728.723596,682.0433661,732.9863736,714.5844453,SY28_03620,tier1:NCBI Locus Tag
fig.6666666.52381.peg.725,SY28_RS03620,Energy metabolism,Oxidative phosphorylation,TCA cycle second carbon oxidation,succinate dehydrogenase membrane anchor subunit SdhC,sdhC,4,H,375.2852817,477.3893898,710.1254977,520.9333897,SY28_03625,tier1:NCBI Locus Tag
fig.6666666.52381.peg.726,SY28_RS03625,Amino acid metabolism,Arginine and proline metabolism,polyamine biosynthesis,S-adenosylmethionine decarboxylase,,2,F,260.2580564,76.77542564,113.7556137,150.2630319,SY28_03630,tier1:NCBI Locus Tag
fig.6666666.52381.peg.728,SY28_RS03635,Carbohydrate metabolism,Citrate cycle (TCA cycle),glyoxylate shunt,malate synthase GlcB,glcB,4,H,39.92562012,57.46736072,91.82351641,63.07216575,SY28_03640,tier1:NCBI Locus Tag
fig.6666666.52381.peg.729,SY28_RS03640,Nucleic acid metabolism,DNA replication_ recombination_ and repair,DNA replication initiation factors,single-strand DNA-binding protein Ssb,ssb,1,E,20.91103574,32.78429709,35.07736141,29.59089808,SY28_03645,tier1:NCBI Locus Tag
fig.6666666.52381.peg.73,SY28_RS00360,Transport and binding proteins,Amino acids_ peptides and amines,branched-chain amino acid uptake system LivFGHKM,ABC-type branched-chain amino acid uptake system ATPase component LivG,livG,3,G,115.764098,112.1790529,111.4021141,113.1150884,SY28_00360,tier1:NCBI Locus Tag
fig.6666666.52381.peg.730,SY28_RS03645,Translation,Ribosomal proteins: synthesis and modification,ribosome large subunit,LSU ribosomal protein L25 RplY,rplY,1,E,1157.8172,1177.417432,1120.383238,1151.872623,SY28_03650,tier1:NCBI Locus Tag
fig.6666666.52381.peg.731,SY28_RS03650,Translation,Translation factors,translation release factor,peptidyl-tRNA hydrolase Pth1,pth1,3,G,20.57083258,53.99519866,47.03278452,40.53293859,SY28_03655,tier1:NCBI Locus Tag
fig.6666666.52381.peg.732,SY28_RS03655,Transport and binding proteins,Anions,phosphate signalling cascade PhoBRU-PstABCS,ABC-type phosphate uptake system ATPase component PstB,pstB,1,E,198.1880385,263.0259357,184.6336471,215.2825404,SY28_03660,tier1:NCBI Locus Tag
fig.6666666.52381.peg.733,SY28_RS03660,Transport and binding proteins,Anions,phosphate signalling cascade PhoBRU-PstABCS,ABC-type phosphate uptake system permease component PstA,pstA,1,E,170.5934993,269.1481034,194.3643987,211.3686672,SY28_03665,tier1:NCBI Locus Tag
fig.6666666.52381.peg.734,SY28_RS03665,Transport and binding proteins,Anions,phosphate signalling cascade PhoBRU-PstABCS,ABC-type phosphate uptake system permease component PstC,pstC,3,G,387.7807698,416.2977372,241.7925044,348.6236705,SY28_03670,tier1:NCBI Locus Tag
fig.6666666.52381.peg.735,SY28_RS03670,Transport and binding proteins,Anions,phosphate signalling cascade PhoBRU-PstABCS,ABC-type phosphate uptake system substrate-binding component PstS,pstS,1,E,1462.149867,1846.168656,1307.434599,1538.584374,SY28_03675,tier1:NCBI Locus Tag
fig.6666666.52381.peg.737,SY28_RS03680,Unknown function,General,,uncharacterized protein,,3,G,18.15072046,26.47472302,19.09296114,21.23946821,SY28_03685,tier1:NCBI Locus Tag
fig.6666666.52381.peg.738,SY28_RS03685,Carbohydrate metabolism,Pentose and glucuronate interconversions,glucuronate pathway,xylulokinase XylB,xylB,3,G,4.922417268,3.839892831,16.78110202,8.514470705,SY28_03690,tier1:NCBI Locus Tag
fig.6666666.52381.peg.739,SY28_RS03690,Transport and binding proteins,Carbohydrates_ organic alcohols_ and acids,fructose uptake system FrcABC,ABC-type fructose uptake system ATPase component FrcA,frcA,3,G,15.11565102,30.62151079,12.35330757,19.36348979,SY28_03695,tier1:NCBI Locus Tag
fig.6666666.52381.peg.74,SY28_RS00365,Transport and binding proteins,Amino acids_ peptides and amines,branched-chain amino acid uptake system LivFGHKM,ABC-type branched-chain amino acid uptake system permease component LivM,livM,3,G,89.42081654,80.49376343,110.764015,93.55953164,SY28_00365,tier1:NCBI Locus Tag
fig.6666666.52381.peg.740,SY28_RS03695,Transport and binding proteins,Carbohydrates_ organic alcohols_ and acids,fructose uptake system FrcABC,ABC-type fructose uptake system permease component FrcC,frcC,3,G,7.204010404,7.738759706,18.66460042,11.20245684,SY28_03700,tier1:NCBI Locus Tag
fig.6666666.52381.peg.741,SY28_RS03700,Transport and binding proteins,Carbohydrates_ organic alcohols_ and acids,fructose uptake system FrcABC,ABC-type fructose uptake system substrate-binding component FrcB,frcB,3,G,129.6415358,97.69326976,130.9952445,119.44335,SY28_03705,tier1:NCBI Locus Tag
fig.6666666.52381.peg.742,SY28_RS03705,Regulatory functions,DNA interactions,,LacI family transcriptional regulator,,3,G,86.03798413,42.95300322,56.27053611,61.75384115,SY28_03710,tier1:NCBI Locus Tag
fig.6666666.52381.peg.745,SY28_RS03720,Unknown function,General,,phospholipase,,3,G,132.2456273,150.4290535,107.0236204,129.8994337,SY28_03725,tier1:NCBI Locus Tag
fig.6666666.52381.peg.746,SY28_RS03725,Prosthetic groups_ cofactors_ and carriers,Vitamin B6 metabolism,pyridoxal biosynthesis from erythrose-4P,pyridoxine kinase PdxK,pdxK,3,G,28.07931139,18.54132134,24.64786097,23.75616457,SY28_03730,tier1:NCBI Locus Tag
fig.6666666.52381.peg.749,SY28_RS03740,Unknown function,Enzymes of unknown specificity,,rhodanese domain-containing protein,,3,G,34.04872042,18.61077334,38.31010414,30.3231993,SY28_03745,tier1:NCBI Locus Tag
fig.6666666.52381.peg.75,SY28_RS00370,Transport and binding proteins,Amino acids_ peptides and amines,branched-chain amino acid uptake system LivFGHKM,ABC-type branched-chain amino acid uptake system permease component LivH,livH,3,G,155.3167723,102.2777375,74.4876203,110.6940434,SY28_00370,tier1:NCBI Locus Tag
fig.6666666.52381.peg.750,SY28_RS03750,Unknown function,General,,hypothetical protein,,1,E,335.6111951,522.9088068,161.9297401,340.149914,SY28_03755,tier1:NCBI Locus Tag
fig.6666666.52381.peg.753,SY28_RS03760,Unknown function,Enzymes of unknown specificity,,4Fe-4S ferredoxin,,3,G,25.53507965,54.19848748,57.21231923,45.64862879,SY28_03765,tier1:NCBI Locus Tag
fig.6666666.52381.peg.754,SY28_RS03765,Amino acid metabolism,Phenylalanine_ tyrosine and tryptophan biosynthesis,shikimate pathway,bifunctional 3-deoxy-7-phosphoheptulonate synthase / chorismate mutase AroG,aroG,3,G,74.92125968,74.69921275,107.1151011,85.57852453,SY28_03770,tier1:NCBI Locus Tag
fig.6666666.52381.peg.755,SY28_RS03770,Intracellular trafficking_ assembly_ and processing,Protein export_ secretion_ and sorting,twin-arginine protein export system TatABCE,sec-independent protein translocase protein TatC,tatC,2,F,92.27887086,48.48259984,105.3285493,82.03000667,SY28_03775,tier1:NCBI Locus Tag
fig.6666666.52381.peg.756,SY28_RS03775,Intracellular trafficking_ assembly_ and processing,Protein export_ secretion_ and sorting,twin-arginine protein export system TatABCE,sec-independent protein translocase protein TatA,tatA,2,F,441.2925706,265.9936006,492.6424215,399.9761976,SY28_03780,tier1:NCBI Locus Tag
fig.6666666.52381.peg.757,SY28_RS03780,Transport and binding proteins,Carbohydrates_ organic alcohols_ and acids,simple sugar transport system SS,ABC-type simple sugar transport system permease component,,3,G,82.7914915,40.65939218,40.40240619,54.61776329,SY28_03785,tier1:NCBI Locus Tag
fig.6666666.52381.peg.758,SY28_RS03785,Transport and binding proteins,Carbohydrates_ organic alcohols_ and acids,simple sugar transport system SS,ABC-type simple sugar transport system permease component,,3,G,83.13516797,82.56092435,93.15279024,86.28296085,SY28_03790,tier1:NCBI Locus Tag
fig.6666666.52381.peg.759,SY28_RS03790,Prosthetic groups_ cofactors_ and carriers,Ubiquinone and other terpenoid-quinone biosynthesis,menaquinone biosynthesis via futalosine,ubiquinone/menaquinone biosynthesis methyltransferase UbiE,ubiE,3,G,86.45682757,72.43980668,41.80561363,66.90074929,SY28_03795,tier1:NCBI Locus Tag
fig.6666666.52381.peg.76,SY28_RS00375,Transport and binding proteins,Amino acids_ peptides and amines,branched-chain amino acid uptake system LivFGHKM,ABC-type branched-chain amino acid uptake system substrate-binding component LivK,livK,4,H,922.9859864,1050.008378,1359.280331,1110.758232,SY28_00375,tier1:NCBI Locus Tag
fig.6666666.52381.peg.760,SY28_RS03795,Unknown function,General,,hypothetical protein,,4,H,39.95740547,28.00153053,20.48631348,29.48174983,SY28_03800,tier1:NCBI Locus Tag
fig.6666666.52381.peg.761,SY28_RS03800,Intracellular trafficking_ assembly_ and processing,Chaperone and folding catalysis,,FKBP-type peptidylprolyl isomerase,slyD,3,G,3886.235465,3992.284524,3216.095103,3698.205031,SY28_03805,tier1:NCBI Locus Tag
