RAST Locus Tag,NCBI Locus Tag,Main_Role,Subrole,Subsystem,Curated Product Descriptor,gene,ClustID_ox,Clust name_ox,HLLO-CC-TS040514.18_AV,HLMO-CC-TS040514.19_AV,HLHO-CC-TS040514.20_AV,Average_ox_Conditions,resolved_locus_tag,resolution_method
,tlr1573,Nucleic acid metabolism,DNA replication_ recombination_ and repair,DNA replication elongation factor_ DNA polymerase IIIl,DNA polymerase III delta subunit HolA,holA,0,,536.2705497,502.3432876,517.2904271,518.6347548,tlr1573,locus_tag:NCBI Locus Tag
,tlr1575,Unknown function,General,,hypothetical protein,,4,H,5204.321544,5252.878513,6180.89931,5546.033122,,unresolved
,tlr1576,Signal transduction,Two-component systems,nickel homeostasis - cytoplasmic sensing,internal nickel-responsive sensor InrS,inrS,2,F,2273.010602,2139.398369,2532.24161,2314.883527,tlr1576,locus_tag:NCBI Locus Tag
,tlr1577,Cell structure_ growth_ and death,Cell division,,YggT family putative K+ uptake protein,,4,H,11086.27366,11458.64737,14526.33442,12357.08515,tlr1577,locus_tag:NCBI Locus Tag
,tlr1578,Defense and invasion systems,Restriction-modification systems,type II restriction-modification system,type II restriction-modification system GATC-specific DNA-methyltransferase DamP,damP,4,H,73.83483187,115.3897499,134.6923475,107.9723098,tlr1578,locus_tag:NCBI Locus Tag
,tlr1583,Transport and binding proteins,Carbohydrates_ organic alcohols_ and acids,lipid-linked murein precursor export,rod shape determining protein RodA,rodA,3,G,2387.384134,2341.671661,1720.55384,2149.869878,tlr1583,locus_tag:NCBI Locus Tag
,tlr1585,Translation,Ribosomal proteins: synthesis and modification,other ribosome maturation factor,rRNA maturation factor YbeY,ybeY,4,H,440.9498347,580.4414091,580.9656791,534.1189743,tlr1585,locus_tag:NCBI Locus Tag
,tlr1586,Fatty acid and lipid metabolism,Glycerolipid and glycerophospholid metabolism,phosphatidylglycerol biosynthesis from triacylglycerol,diacylglycerol kinase DgkA,dgkA,2,F,3653.901091,3265.485749,3496.656933,3472.014591,tlr1586,locus_tag:NCBI Locus Tag
,tlr1592,Transport and binding proteins,Amino acids_ peptides and amines,neutral amino acid uptake sysetm NatABCDE,ABC-type netural amino acid transport system permease protein NatD,natD,3,G,2082.6161,1979.853939,1813.667249,1958.712429,tlr1592,locus_tag:NCBI Locus Tag
,tlr1593,Glycan biosynthesis and metabolism,Polysacharide and lipopolysaccharide metabolism,LPS inner core biosynthesis_ ketodeoxyoctonate and heptose type,D-glycero-beta-D-manno-heptose 7-phosphate kinase RfaEb,rafE2,4,H,1392.050231,1410.808992,1557.657096,1453.50544,tlr1593,locus_tag:NCBI Locus Tag
,tlr1594,Regulatory functions,Protein interactions,chlorophyllide a biosynthesis from protoporphyrin IX,posttranslational regulator of chlorophyll biosynthesis Ycf53,ycf53,4,H,1682.352873,1817.12318,1790.57552,1763.350524,tlr1594,locus_tag:NCBI Locus Tag
,tlr1595,Unknown function,General,,hypothetical protein,,4,H,15074.48036,17851.81684,20142.85987,17689.71903,tlr1595,locus_tag:NCBI Locus Tag
,tlr1597,Prosthetic groups_ cofactors_ and carriers,General,7_8-didemethyl-8-hydroxy-5-deazariboflavin (FO) biosynthesis,7_8-didemethyl-8-hydroxy-5-deazariboflavin synthase subunit CofH,cofH,4,H,2226.007403,2401.606611,2718.73213,2448.782048,tlr1597,locus_tag:NCBI Locus Tag
,tlr1598,Unknown function,General,,hypothetical protein,,3,G,4756.268104,4617.732172,4608.060651,4660.686976,tlr1598,locus_tag:NCBI Locus Tag
,tlr1599,Unknown function,General,,pentapeptide repeat protein,,4,H,402.4368145,368.1422995,553.3147821,441.2979654,tlr1599,locus_tag:NCBI Locus Tag
,tlr1600,Amino acid metabolism,Valine_ leucine and isoleucine metabolism,leucine biosynthesis from pyruvate and acetyl-CoA,3-isopropylmalate dehydrogenase LeuB,leuB,3,G,4987.409422,3909.532372,2451.280079,3782.740624,tlr1600,locus_tag:NCBI Locus Tag
,tlr1605,Transport and binding proteins,Porins and secretins,heterocyst-specific glycolipid layer formation,ABC-type glycolipid export system outer membrane secretin component HgdD,hgdD,3,G,3831.063363,3552.756248,3460.060083,3614.626565,tlr1605,locus_tag:NCBI Locus Tag
,tlr1606,Translation,tRNA and rRNA base modification,tRNA modification factors - pseudoridine synthases,tRNA pseudouridine55 synthase TruB,truB,4,H,307.7256818,336.2311056,423.1928626,355.71655,tlr1606,locus_tag:NCBI Locus Tag
,tlr1607,Intracellular trafficking_ assembly_ and processing,Peptidases,photosystem II biogenesis,periplasmic carboxyl-terminal processing serine protease CtpA,ctpA,4,H,2558.861684,3751.969701,5405.085562,3905.305649,tlr1607,locus_tag:NCBI Locus Tag
,tlr1610,Intracellular trafficking_ assembly_ and processing,Peptidases,,signal peptide peptidase SppA,sppA,3,G,1104.746752,1009.888477,849.254102,987.9631104,tlr1610,locus_tag:NCBI Locus Tag
,tlr1611,Translation,tRNA and rRNA base modification,tRNA modification factors - methyltransferases,tRNA (Guanine37-N1) -methyltransferase TrmD,trmD,4,H,724.6476573,733.295876,774.5314904,744.1583413,tlr1611,locus_tag:NCBI Locus Tag
,tlr1612,Regulatory functions,Small molecule interactions,,diguanylate cyclase/phosphodiesterase (GGDEF & EAL domains) with PAS/PAC sensor(s),,4,H,880.7060603,930.7626654,1269.788883,1027.08587,tlr1612,locus_tag:NCBI Locus Tag
,tlr1613,Nucleic acid metabolism,DNA replication_ recombination_ and repair,DNA Repair,helicase SNF2 family,,4,H,441.088538,437.1543266,521.6338262,466.6255636,tlr1613,locus_tag:NCBI Locus Tag
,tlr1615,Intracellular trafficking_ assembly_ and processing,Enzyme assembly,c-type cytochrome biogenesis_ system II,c-type cytochrome biogenesis protein CcsA,ccsA,1,E,5734.459005,6170.829877,5501.924873,5802.404585,tlr1615,locus_tag:NCBI Locus Tag
,tlr1616,Translation,tRNA and rRNA base modification,tRNA modification factors,tRNA(Ile) lysidine synthetase TilS,tilS,4,H,671.5293966,736.6424852,874.7395892,760.9704903,tlr1616,locus_tag:NCBI Locus Tag
,tlr1620,Translation,Translation factors,translation initiation,translation initiation factor InfC,infC,2,F,9853.821229,9606.208856,10436.58225,9965.537446,tlr1620,locus_tag:NCBI Locus Tag
,tlr1621,Unknown function,General,,hypothetical protein,,4,H,640.4040414,791.9658954,914.164907,782.1782813,tlr1621,locus_tag:NCBI Locus Tag
,tlr1626,Unknown function,Enzymes of unknown specificity,,Zn-dependent hydroxylase,,3,G,1993.356077,1821.841251,1450.333141,1755.176823,tlr1626,locus_tag:NCBI Locus Tag
,tlr1627,Translation,tRNA and rRNA base modification,tRNA modification,rhodanese-related sulfurtransferase with DUF2892 domain,,1,E,1043.004244,1073.137764,969.2135589,1028.451856,tlr1627,locus_tag:NCBI Locus Tag
,tlr1628,Transport and binding proteins,Carbohydrates_ organic alcohols_ and acids,,sulfoacetate export translocase,,0,,156.9017968,195.7617631,199.3387928,184.0007842,tlr1628,locus_tag:NCBI Locus Tag
,tlr1630,Energy metabolism,Photosynthesis,photosystem II main subunits,photosystem II P680 reaction center protein PsbD1,psbD1,4,H,40007.67696,58445.88633,53043.32835,50498.96388,tlr1630,locus_tag:NCBI Locus Tag
,tlr1631,Energy metabolism,Photosynthesis,photosystem II main subunits,photosystem II CP43 chlorophyll apoprotein PsbC,psbC,4,H,63135.86808,93951.35013,82366.07174,79817.76332,tlr1631,locus_tag:NCBI Locus Tag
,tlr1636,Energy metabolism,Sulfur metabolism,,3'-phosphoadenosine-5'-phosphosulfate (PAPS) 3'-phosphatase CysQ,cysQ,0,,55.41926704,47.95406709,65.99099998,56.45477804,tlr1636,locus_tag:NCBI Locus Tag
,tlr1637,Intracellular trafficking_ assembly_ and processing,Peptidases,,protease with TPR repeat domains,,4,H,858.7112962,970.3789978,1003.979827,944.356707,tlr1637,locus_tag:NCBI Locus Tag
,tlr1640,Defense and invasion systems,Restriction-modification systems,type II restriction-modification system,type II restriction-modification system GATC-specific DNA-methyltransferase DamP,damP,4,H,618.187802,642.8342787,807.6037974,689.5419594,tlr1640,locus_tag:NCBI Locus Tag
,tlr1643,Fatty acid and lipid metabolism,Biosynthesis,acetyl-CoA carboxylase complex,acetyl-CoA carboxylase complex carboxyl transferase beta subunit AccD,accD,3,G,11863.39887,8684.88463,5587.055766,8711.779756,tlr1643,locus_tag:NCBI Locus Tag
,tlr1644,Regulatory functions,Protein interactions,,phosphoprotein phosphatase,,3,G,2270.189616,2187.074266,2048.860755,2168.708213,tlr1644,locus_tag:NCBI Locus Tag
,tlr1645,Unknown function,Enzymes of unknown specificity,,caspase-hemoglobinase domain protein,,2,F,964.4186748,867.8166896,958.795206,930.3435235,tlr1645,locus_tag:NCBI Locus Tag
,tlr1649,Transport and binding proteins,Amino acids_ peptides and amines,,ABC-type peptide export system hybrid permease / ATPase,,4,H,1679.283612,1770.822191,1989.574519,1813.226774,tlr1649,locus_tag:NCBI Locus Tag
,tlr1653,Fatty acid and lipid metabolism,Biosynthesis of unsaturated fatty acids,,delta-9 acyl-lipid desaturase DesC,desC,4,H,6872.135969,8833.183517,8436.238773,8047.186086,tlr1653,locus_tag:NCBI Locus Tag
,tlr1656,Energy metabolism,Photosynthesis,plastoquinol—plastocyanin reductase (cytochrome b6-f complex),2Fe-2S ferredoxin PetF,petF,3,G,11667.93655,8202.135102,6061.702867,8643.92484,tlr1656,locus_tag:NCBI Locus Tag
,tlr1657,Carbohydrate metabolism,Inositol phosphate metabolism,myo-inositol degradation,myo-inositol-1(or 4)-monophosphatase SuhB,suhB,3,G,3179.608781,2659.385956,2405.778315,2748.257684,tlr1657,locus_tag:NCBI Locus Tag
,tlr1660,Unknown function,Enzymes of unknown specificity,,ABC1 family kinase-like protein,,1,E,11176.34936,12342.27097,11874.87503,11797.83179,tlr1660,locus_tag:NCBI Locus Tag
,tlr1661,Unknown function,General,,hypothetical protein,,3,G,6319.074028,6507.924961,5540.368791,6122.455927,tlr1661,locus_tag:NCBI Locus Tag
,tlr1662,Unknown function,General,,hypothetical protein,,3,G,4105.868504,4123.82901,3989.987136,4073.228217,tlr1662,locus_tag:NCBI Locus Tag
,tlr1666,Unknown function,General,Iron homeostasis?,protein of unknown function DUF3598,,3,G,2704.737863,2682.268109,2602.166813,2663.057595,tlr1666,locus_tag:NCBI Locus Tag
,tlr1669,Unknown function,General,,uncharacterized protein,,4,H,456.0896532,1214.675008,1255.839737,975.5347996,tlr1669,locus_tag:NCBI Locus Tag
,tlr1674,Unknown function,General,,hypothetical protein,,4,H,6097.377599,6500.975788,7164.353979,6587.569122,tlr1674,locus_tag:NCBI Locus Tag
,tlr1675,Unknown function,General,,protein of unknown function DUF1049,,3,G,25893.09327,22911.12561,18124.94516,22309.72135,tlr1675,locus_tag:NCBI Locus Tag
,tlr1676,Intracellular trafficking_ assembly_ and processing,Peptidases,,peptide deformylase Def,def,4,H,18258.27675,18338.19655,18434.90416,18343.79249,tlr1676,locus_tag:NCBI Locus Tag
,tlr1678,Amino acid metabolism,Glycine_ serine and threonine metabolism,glycine cleavage system GcvHLPT,glycine cleavage system protein GcvH,gcvH,1,E,4138.304681,4742.003467,4071.950075,4317.419408,tlr1678,locus_tag:NCBI Locus Tag
,tlr1679,Transport and binding proteins,Amino acids_ peptides and amines,branched-chain amino acid uptake system LivFGHKM,ABC-type branched-chain amino acid uptake system permease component LivH,livH,4,H,834.986788,894.778392,886.9176588,872.227613,tlr1679,locus_tag:NCBI Locus Tag
,tlr1682,Unknown function,Enzymes of unknown specificity,,N-acetyltransferase GNAT family Ycf52,ycf52,4,H,1388.391066,1525.653702,1561.369156,1491.804641,tlr1682,locus_tag:NCBI Locus Tag
,tlr1683,Nucleic acid metabolism,Purine metabolism,purine (inosine-5'-phosphate) biosynthesis from ribose-5-phosphate,phosphoribosylformylglycinamidine synthase PurL,purL,3,G,4675.105244,4352.873249,4191.525275,4406.501256,tlr1683,locus_tag:NCBI Locus Tag
,tlr1684,Nucleic acid metabolism,Purine metabolism,purine (inosine-5'-phosphate) biosynthesis from ribose-5-phosphate,amidophosphoribosyltransferase PurF,purF,4,H,4285.506181,4570.221483,4846.012484,4567.246716,tlr1684,locus_tag:NCBI Locus Tag
,tlr1685,Intracellular trafficking_ assembly_ and processing,Peptidases,,prolyl oligopeptidase family protein,,4,H,2063.981216,2238.714573,2359.360612,2220.685467,tlr1685,locus_tag:NCBI Locus Tag
,tlr1686,Prosthetic groups_ cofactors_ and carriers,Riboflavin metabolism,riboflavin_ FAD and FMN from GTP and ribulose-5-P,riboflavin synthase RibE,ribE,4,H,1112.131242,1273.757413,1438.492094,1274.793583,tlr1686,locus_tag:NCBI Locus Tag
,tlr1689,Cell structure_ growth_ and death,Cell division,,chromosome partitioning ATPase Soj,soj,4,H,526.4185281,487.7488242,734.3335745,582.8336423,tlr1689,locus_tag:NCBI Locus Tag
,tlr1690,Transport and binding proteins,Anions,sulfate uptake system CysAPUW,sulfate/thiosulfate ABC uptake system ATPase component CysA,cysA,1,E,5229.917631,5464.906589,4783.20691,5159.34371,tlr1690,locus_tag:NCBI Locus Tag
,tlr1691,Unknown function,Enzymes of unknown specificity,,putative phosphatase,,0,,398.2981899,377.8909671,424.325149,400.1714354,tlr1691,locus_tag:NCBI Locus Tag
,tlr1697,Regulatory functions,DNA interactions,,sugar fermentation stimulation protein SfsA,sfsA,3,G,1300.503416,908.1377234,578.7584333,929.133191,tlr1697,locus_tag:NCBI Locus Tag
,tlr1700,Unknown function,General,,protein of unknown function DUF2605,,4,H,4533.533328,7395.235562,12446.79056,8125.186484,tlr1700,locus_tag:NCBI Locus Tag
,tlr1707,Nucleic acid metabolism,DNA replication_ recombination_ and repair,Stress response,DNA repair protein RadC,radC,3,G,1499.403951,1024.801227,760.2561139,1094.820431,tlr1707,locus_tag:NCBI Locus Tag
,tlr1709,Unknown function,General,,hypothetical protein,,4,H,184.2779105,235.805089,368.2300493,262.7710163,tlr1709,locus_tag:NCBI Locus Tag
,tlr1710,Amino acid metabolism,Arginine and proline metabolism,proline biosynthesis from glutamate,glutamate-5-semialdehyde dehydrogenase ProA,proA,3,G,862.9234473,725.9043742,600.7663998,729.8647404,tlr1710,locus_tag:NCBI Locus Tag
,tlr1718,Unknown function,General,,membrane protein related to metalloendopeptidase,,3,G,4426.14879,3767.920383,3790.428282,3994.832485,tlr1718,locus_tag:NCBI Locus Tag
,tlr1722,Prosthetic groups_ cofactors_ and carriers,Porphyrin and chlorophyll metabolism,chlorophyllide a biosynthesis from protoporphyrin IX,low oxygen-dependent Mg protoporphyrin IX monomethyl ester oxidative cyclase AcsF2,acsF2,3,G,36310.18529,764.1198636,341.2908882,12471.86535,tlr1722,locus_tag:NCBI Locus Tag
,tlr1725,Unknown function,General,,protein of unknown function UPF0227,,4,H,201.1689926,233.1507,297.8639974,244.06123,tlr1725,locus_tag:NCBI Locus Tag
,tlr1727,Prosthetic groups_ cofactors_ and carriers,Riboflavin metabolism,riboflavin biosynthesis from GTP,bifunctional 3_4-dihydroxy 2-butanone 4-phosphate synthase / GTP cyclohydrolase II RibB-RibA,ribA-ribB,4,H,2224.647415,2503.606704,3418.53489,2715.596336,tlr1727,locus_tag:NCBI Locus Tag
,tlr1732,Translation,tRNA and rRNA base modification,queuosine (Q-tRNA) biosynthesis from preQ0,7-cyano-7-deazaguanine synthase QueC,queC,4,H,674.4935376,684.6482117,836.6639364,731.9352285,tlr1732,locus_tag:NCBI Locus Tag
,tlr1733,Intracellular trafficking_ assembly_ and processing,Chaperone and folding catalysis,chaperone system: DnaK-DnaJ-GrpE,molecular chaperone DnaK,hscA,1,E,113760.529,122110.1705,103206.206,113025.6352,tlr1733,locus_tag:NCBI Locus Tag
,tlr1735,Transport and binding proteins,Cations and iron carrying compounds,,CAC2 family Ca2::H+ antiporter,,0,,158.1679933,150.2565801,161.7798961,156.7348232,tlr1735,locus_tag:NCBI Locus Tag
,tlr1736,Transport and binding proteins,Unknown substrate,,small-conductance mechanosensitive channel,kefA,2,F,2243.823276,2155.67744,2314.498384,2237.9997,tlr1736,locus_tag:NCBI Locus Tag
,tlr1739,Transport and binding proteins,Cations and iron carrying compounds,ferrous iron uptake system FeoAB,ferrous iron uptake system accessory component FeoA,feoA,3,G,223.7383653,153.9872293,114.1437632,163.9564526,tlr1739,locus_tag:NCBI Locus Tag
,tlr1740,Transport and binding proteins,Cations and iron carrying compounds,ferrous iron uptake system FeoAB,ferrous iron uptake system permease component FeoB,feoB,3,G,526.2009575,462.3640599,425.433865,471.3329608,tlr1740,locus_tag:NCBI Locus Tag
,tlr1741,Prosthetic groups_ cofactors_ and carriers,Porphyrin and chlorophyll metabolism,ferritin biosynthesis,ferritin FtnA,ftnA,3,G,1897.217982,1467.079845,1275.104129,1546.467319,tlr1741,locus_tag:NCBI Locus Tag
,tlr1743,Transport and binding proteins,Unknown substrate,RND-type exporter Rnd4,RND-type transport system membrane fusion component,,4,H,2811.684319,3589.024314,4240.235626,3546.98142,tlr1743,locus_tag:NCBI Locus Tag
,tlr1744,Unknown function,Enzymes of unknown specificity,,glyoxalase family protein,,4,H,578.9433475,872.9445396,1057.476224,836.4547038,tlr1744,locus_tag:NCBI Locus Tag
,tlr1745,Intracellular trafficking_ assembly_ and processing,Peptidases,,cytosol aminopeptidase PepA,pepA,3,G,8444.945635,8384.695386,6938.342002,7922.661008,tlr1745,locus_tag:NCBI Locus Tag
,tlr1746,Translation,tRNA and rRNA base modification,16S rRNA modification,16S rRNA (uracil1498-N3)-methyltransferase RsmE,rsmE,4,H,719.6318266,817.2046649,989.4396233,842.0920382,tlr1746,locus_tag:NCBI Locus Tag
,tlr1747,Translation,Ribosomal proteins: synthesis and modification,ribosome small subunit,SSU ribosomal protein S12 RpsL,rpsL,3,G,163743.083,155434.6307,136726.1995,151967.9711,tlr1747,locus_tag:NCBI Locus Tag
,tlr1748,Translation,Ribosomal proteins: synthesis and modification,ribosome small subunit,SSU ribosomal protein S7 RpsG,rpsG,3,G,50069.76256,48305.6175,36494.72499,44956.70168,tlr1748,locus_tag:NCBI Locus Tag
,tlr1749,Translation,Translation factors,translation elongation,translation elongation factor G FusA,fusA,3,G,120311.6911,104031.2024,83914.76331,102752.5522,tlr1749,locus_tag:NCBI Locus Tag
,tlr1750,Translation,Translation factors,translation elongation,translation elongation factor Tu TufA,tufA,3,G,98352.88544,89427.78267,71780.17659,86520.28157,tlr1750,locus_tag:NCBI Locus Tag
,tlr1751,Translation,Ribosomal proteins: synthesis and modification,ribosome small subunit,SSU ribosomal protein S10 RpsJ,rpsJ,3,G,54897.13199,41780.37517,26280.36733,40985.95816,tlr1751,locus_tag:NCBI Locus Tag
,tlr1752,Intracellular trafficking_ assembly_ and processing,Peptidases,,glycyl aminopeptidase M61 family,,4,H,2630.717674,3015.715808,4088.979711,3245.137731,tlr1752,locus_tag:NCBI Locus Tag
,tlr1753,Nucleic acid metabolism,DNA replication_ recombination_ and repair,Nucleotide excision repair,UvrABC system excinuclease subunit UvrC,uvrC,4,H,961.4812927,914.8526504,1231.086318,1035.806754,tlr1753,locus_tag:NCBI Locus Tag
,tlr1754,Energy metabolism,Oxidative phosphorylation,TCA cycle second carbon oxidation,succinate dehydrogenase iron-sulfur subunit SdhB,sdhB,4,H,2421.660687,2403.939014,2772.139321,2532.579674,tlr1754,locus_tag:NCBI Locus Tag
,tlr1756,Transport and binding proteins,Carbohydrates_ organic alcohols_ and acids,multiple sugar uptake system,ABC-type multiple sugar uptake system ATPase component,,4,H,201.5690338,272.5665748,257.2128011,243.7828032,TLL_RS13070,multi:NCBI Locus Tag
,tlr1757,Terpenoids and polyketides metabolism,Terpenoid backbone biosynthesis,carotenoid biosynthesis,solanesyl diphosphate synthase SdsA,sdsA,4,H,1329.311727,1651.417138,2225.968928,1735.565931,tlr1757,locus_tag:NCBI Locus Tag
,tlr1758,Cell structure_ growth_ and death,Cell division,,septum formation and cell wall maintenance protein ConR,conR,3,G,5239.947399,4677.984599,4665.549012,4861.160336,tlr1758,locus_tag:NCBI Locus Tag
,tlr1760,Unknown function,General,FtsH modulation,prohibitin family protein,,2,F,2998.132335,2425.394746,2571.476319,2665.001133,tlr1760,locus_tag:NCBI Locus Tag
,tlr1761,Amino acid metabolism,Lysine biosynthesis,lysine biosynthesis via diaminopimelate (DAP) utilizing ammonia and NADPH,diaminopimelate decarboxylase LysA,lysA,3,G,8496.05487,8098.364881,6927.747578,7840.722443,tlr1761,locus_tag:NCBI Locus Tag
,tlr1762,Unknown function,General,,protein with nucleotide-binding domain of DisA bacterial checkpoint controller,,4,H,638.888444,652.2773776,768.5926355,686.5861523,tlr1762,locus_tag:NCBI Locus Tag
,tlr1763,Terpenoids and polyketides metabolism,Terpenoid backbone biosynthesis,biosynthesis of undecaprenyl phosphate (Und-P),undecaprenyl diphosphate synthase UppS,uppS,3,G,1148.106608,870.5004248,767.6364682,928.7478336,tlr1763,locus_tag:NCBI Locus Tag
,tlr1764,Nucleic acid metabolism,Pyrimidine metabolism,Pyrimidine conversions,uracil phosphoribosyltransferase Upp,upp,3,G,7706.598195,7175.448741,5524.012395,6802.019777,tlr1764,locus_tag:NCBI Locus Tag
,tlr1765,Amino acid metabolism,Glycine_ serine and threonine metabolism,threonine biosynthesis from homoserine,homoserine kinase ThrB1,thrB1,3,G,3290.59569,3039.250495,2672.830116,3000.892101,tlr1765,locus_tag:NCBI Locus Tag
,tlr1766,Intracellular trafficking_ assembly_ and processing,Enzyme assembly,rubisco biosynthesis,rubisco accumulation factor Raf1,raf1,3,G,6162.100357,4989.82784,4181.146653,5111.02495,tlr1766,locus_tag:NCBI Locus Tag
,tlr1769,Transport and binding proteins,General,,ABC-type septal ring translocating system ATPase component FtsE,ftsE,2,F,2253.505685,2004.800911,2320.994125,2193.10024,tlr1769,locus_tag:NCBI Locus Tag
,tlr1770,Unknown function,General,,protein of unknown function DUF427,,4,H,615.4054808,712.0927488,847.7895645,725.0959313,tlr1770,locus_tag:NCBI Locus Tag
,tlr1773,Glycan biosynthesis and metabolism,Polysacharide and lipopolysaccharide metabolism,LPS inner core biosynthesis_ ketodeoxyoctonate and heptose type,ADP-heptose synthase RfaEa,rfaEa,3,G,5391.974179,4648.615949,3303.115623,4447.901917,tlr1773,locus_tag:NCBI Locus Tag
,tlr1782,Unknown function,Enzymes of unknown specificity,,transglutaminase-like protein,,3,G,729.5377557,492.6110377,354.5629282,525.5705739,tlr1782,locus_tag:NCBI Locus Tag
,tlr1785,Nucleic acid metabolism,DNA replication_ recombination_ and repair,Base excision repair,exodeoxyribonuclease III XthA,xthA,3,G,652.7650219,575.0574258,379.1736062,535.6653513,tlr1785,locus_tag:NCBI Locus Tag
,tlr1788,Defense and invasion systems,Detoxification and inactivation,peroxide detoxification,Prx-like1 family peroxiredoxin,,1,E,14128.88356,16608.73001,13667.15463,14801.5894,tlr1788,locus_tag:NCBI Locus Tag
,tlr1789,Transport and binding proteins,Porins and secretins,outer membrane biogenesis,Omp85 family outer membrane protein,,1,E,4282.294135,4523.820088,4347.043056,4384.38576,tlr1789,locus_tag:NCBI Locus Tag
,tlr1790,Glycan biosynthesis and metabolism,Polysacharide and lipopolysaccharide metabolism,KDO(2)-lipid A (Re LPS) biosynthesis and delivery,UDP-3-O-[3-hydroxymyristoyl] N-acetylglucosamine deacetylase LpxC,lpxC,4,H,2866.086267,2865.205453,2977.230742,2902.84082,tlr1790,locus_tag:NCBI Locus Tag
,tlr1791,Fatty acid and lipid metabolism,Biosynthesis,fatty acid biosynthesis_ elongation,beta-hydroxyacyl-(acyl-carrier-protein) dehydratase FabZ,fabZ,3,G,6642.3815,6661.628623,5775.620107,6359.876743,tlr1791,locus_tag:NCBI Locus Tag
,tlr1792,Glycan biosynthesis and metabolism,Polysacharide and lipopolysaccharide metabolism,KDO(2)-lipid A (Re LPS) biosynthesis and delivery,UDP-N-acetylglucosamine O-acyltransferase LpxA,lpxA,4,H,1039.160612,1042.361191,1195.245772,1092.255858,tlr1792,locus_tag:NCBI Locus Tag
,tlr1793,Translation,tRNA and rRNA base modification,tRNA modification factors - methyltransferases,tRNA (cytidine(34)-2'-O)-methyltransferase TrmL,trmL,4,H,111.8037109,164.8028189,142.9961353,139.867555,tlr1793,locus_tag:NCBI Locus Tag
,tlr1794,Unknown function,General,,hypothetical protein,,1,E,1239.200458,1367.300486,1217.546822,1274.682589,tlr1794,locus_tag:NCBI Locus Tag
,tlr1795,Unknown function,Enzymes of unknown specificity,,family 2 glycoside transferase (celluose synthase homolog),,4,H,809.810009,917.8245985,956.2707551,894.6351209,tlr1795,locus_tag:NCBI Locus Tag
,tlr1799,Defense and invasion systems,General,polymorphic toxins,Uma2 family endonuclease toxin,,0,,50.6154284,33.98370488,42.35465354,42.31792894,tlr1799,locus_tag:NCBI Locus Tag
,tlr1808,Fatty acid and lipid metabolism,Biosynthesis,acetyl-CoA carboxylase complex,acetyl-CoA carboxylase complex biotin carboxylase subunit AccC,accC,3,G,4835.537561,3093.488333,2189.216526,3372.747473,tlr1808,locus_tag:NCBI Locus Tag
,tlr1809,Glycan biosynthesis and metabolism,Peptidoglycan metabolism,peptidoglycan biosynthesis,UDP-N-acetylglucosamine--N-acetylmuramyl-(pentapeptide) pyrophosphoryl-undecaprenol N-acetylglucosamine transferase MurG,murG,3,G,1746.031666,1592.270109,1579.155147,1639.152307,tlr1809,locus_tag:NCBI Locus Tag
,tlr1810,Regulatory functions,Protein interactions,,protein-tyrosine phosphatase,,3,G,1684.408669,1566.009375,1429.557619,1559.991888,tlr1810,locus_tag:NCBI Locus Tag
,tlr1811,Nucleic acid metabolism,Purine metabolism,purine (inosine-5'-phosphate) biosynthesis from ribose-5-phosphate,phosphoribosylformylglycinamidine cyclo-ligase PurM,purM,3,G,3569.95574,3253.220375,3216.095282,3346.423799,tlr1811,locus_tag:NCBI Locus Tag
,tlr1819,Energy metabolism,Oxidative phosphorylation,NAD(P)H:quinone oxidoreductase (complex I) NdhABCDEFGHIJKLMNOPQS,NADH-plastoquinone oxidoreductase subunit NdhD3,ndhD3,1,E,9130.580429,10239.31501,8956.002813,9441.966084,tlr1819,locus_tag:NCBI Locus Tag
,tlr1821,Unknown function,Enzymes of unknown specificity,,fructosamine kinase family protein,,4,H,1270.949527,1329.667946,1936.290962,1512.302812,tlr1821,locus_tag:NCBI Locus Tag
,tlr1822,Intracellular trafficking_ assembly_ and processing,Protein modification and repair,signal recognition system,signal peptidase I LepB2,lepB2,1,E,3376.078148,3596.497275,3272.720056,3415.098493,tlr1822,locus_tag:NCBI Locus Tag
,tlr1823,Unknown function,Enzymes of unknown specificity,,FAD-dependent oxidoreductase,,2,F,1011.092017,922.4114771,973.7281643,969.0772196,tlr1823,locus_tag:NCBI Locus Tag
,tlr1827,Translation,Transfer RNA biogenesis,tRNA aminoacylation,cysteinyl-tRNA synthetase CysS,cysS,3,G,6253.444984,5165.169423,3911.378035,5109.997481,tlr1827,locus_tag:NCBI Locus Tag
,tlr1828,Nucleic acid metabolism,Pyrimidine metabolism,uridine monophosphate biosynthesis from glutamine,orotate phosphoribosyltransferase PyrE,pyrE,2,F,1742.7276,1631.53955,1960.313372,1778.193508,tlr1828,locus_tag:NCBI Locus Tag
,tlr1833,Amino acid metabolism,Lysine biosynthesis,lysine biosynthesis,aspartate kinase LysC,lysC,3,G,6184.258979,6085.710415,4645.875436,5638.614943,tlr1833,locus_tag:NCBI Locus Tag
,tlr1834,Transport and binding proteins,Unknown substrate,,DMT superfamily transporter,,1,E,560.8945294,615.344827,514.2684801,563.5026122,tlr1834,locus_tag:NCBI Locus Tag
,tlr1836,Translation,Translation factors,release factors,release factor glutamine methyltransferase HemK,hemK,4,H,838.906985,923.446031,1101.120379,954.4911317,tlr1836,locus_tag:NCBI Locus Tag
