am_hot1a3_id,locus_tag
AMHOT1A3_single_00632,ACZ81_03160
AMHOT1A3_single_00633,ACZ81_03165
AMHOT1A3_single_00634,ACZ81_03170
AMHOT1A3_single_00635,ACZ81_03175
AMHOT1A3_single_00636,ACZ81_03180
AMHOT1A3_single_00637,ACZ81_03185
AMHOT1A3_single_00638,ACZ81_03190
AMHOT1A3_single_00640,ACZ81_03195
AMHOT1A3_single_00641,ACZ81_03200
AMHOT1A3_single_00642,ACZ81_03205
AMHOT1A3_single_00643,ACZ81_03210
AMHOT1A3_single_00644,ACZ81_03215
AMHOT1A3_single_00645,ACZ81_03220
AMHOT1A3_single_00646,ACZ81_03225
AMHOT1A3_single_00647,ACZ81_03230
AMHOT1A3_single_00648,ACZ81_03235
AMHOT1A3_single_00649,ACZ81_03240
AMHOT1A3_single_00650,ACZ81_03245
AMHOT1A3_single_00651,ACZ81_03250
AMHOT1A3_single_00652,ACZ81_03255
AMHOT1A3_single_00653,ACZ81_03260
AMHOT1A3_single_00654,ACZ81_03265
AMHOT1A3_single_00655,ACZ81_03270
AMHOT1A3_single_00656,ACZ81_03275
AMHOT1A3_single_00657,ACZ81_03280
AMHOT1A3_single_00659,ACZ81_03285
AMHOT1A3_single_00660,ACZ81_03290
AMHOT1A3_single_00661,ACZ81_03295
AMHOT1A3_single_00662,ACZ81_03300
AMHOT1A3_single_00663,ACZ81_03305
AMHOT1A3_single_00664,ACZ81_03310
AMHOT1A3_single_00665,ACZ81_03315
AMHOT1A3_single_00666,ACZ81_03320
AMHOT1A3_single_00667,ACZ81_03325
AMHOT1A3_single_00668,ACZ81_03330
AMHOT1A3_single_00669,ACZ81_03335
AMHOT1A3_single_00670,ACZ81_03340
AMHOT1A3_single_00671,ACZ81_03345
AMHOT1A3_single_00672,ACZ81_03350
AMHOT1A3_single_00673,ACZ81_03355
AMHOT1A3_single_00674,ACZ81_03360
AMHOT1A3_single_00675,ACZ81_03365
AMHOT1A3_single_00677,ACZ81_03370
AMHOT1A3_single_00678,ACZ81_03375
AMHOT1A3_single_00679,ACZ81_03380
AMHOT1A3_single_00680,ACZ81_03385
AMHOT1A3_single_00681,ACZ81_03390
AMHOT1A3_single_00682,ACZ81_03395
AMHOT1A3_single_00683,ACZ81_03400
AMHOT1A3_single_00684,ACZ81_03405
AMHOT1A3_single_00685,ACZ81_03410
AMHOT1A3_single_00686,ACZ81_03415
AMHOT1A3_single_00687,ACZ81_03420
AMHOT1A3_single_00688,ACZ81_03425
AMHOT1A3_single_00689,ACZ81_03430
AMHOT1A3_single_00690,ACZ81_03435
AMHOT1A3_single_00691,ACZ81_03445
AMHOT1A3_single_00692,ACZ81_03450
AMHOT1A3_single_00693,ACZ81_03455
AMHOT1A3_single_00694,ACZ81_03460
AMHOT1A3_single_00695,ACZ81_03465
AMHOT1A3_single_00696,ACZ81_03470
AMHOT1A3_single_00697,ACZ81_03475
AMHOT1A3_single_00698,ACZ81_03480
AMHOT1A3_single_00699,ACZ81_03485
AMHOT1A3_single_00700,ACZ81_03490
AMHOT1A3_single_00701,ACZ81_03495
AMHOT1A3_single_00702,ACZ81_03500
AMHOT1A3_single_00703,ACZ81_03505
AMHOT1A3_single_00704,ACZ81_03510
AMHOT1A3_single_00705,ACZ81_03515
AMHOT1A3_single_00706,ACZ81_03525
AMHOT1A3_single_00707,ACZ81_03530
AMHOT1A3_single_00708,ACZ81_03535
AMHOT1A3_single_00709,ACZ81_03540
AMHOT1A3_single_00710,ACZ81_03545
AMHOT1A3_single_00711,ACZ81_03550
AMHOT1A3_single_00712,ACZ81_03555
AMHOT1A3_single_00713,ACZ81_03560
AMHOT1A3_single_00714,ACZ81_03565
AMHOT1A3_single_00715,ACZ81_03570
AMHOT1A3_single_00716,ACZ81_03575
AMHOT1A3_single_00717,ACZ81_03585
AMHOT1A3_single_00718,ACZ81_03590
AMHOT1A3_single_00719,ACZ81_03595
AMHOT1A3_single_00720,ACZ81_03600
AMHOT1A3_single_00721,ACZ81_03605
AMHOT1A3_single_00722,ACZ81_03610
AMHOT1A3_single_00723,ACZ81_03615
AMHOT1A3_single_00724,ACZ81_03620
AMHOT1A3_single_00725,ACZ81_03625
AMHOT1A3_single_00726,ACZ81_03630
AMHOT1A3_single_00727,ACZ81_03635
AMHOT1A3_single_00728,ACZ81_03640
AMHOT1A3_single_00729,ACZ81_03645
AMHOT1A3_single_00730,ACZ81_03650
AMHOT1A3_single_00731,ACZ81_03655
AMHOT1A3_single_00732,ACZ81_03660
AMHOT1A3_single_00733,ACZ81_03665
AMHOT1A3_single_00734,ACZ81_03670
AMHOT1A3_single_00735,ACZ81_03675
AMHOT1A3_single_00736,ACZ81_03680
AMHOT1A3_single_00737,ACZ81_03685
AMHOT1A3_single_00738,ACZ81_03690
AMHOT1A3_single_00739,ACZ81_03695
AMHOT1A3_single_00740,ACZ81_03700
AMHOT1A3_single_00741,ACZ81_03705
AMHOT1A3_single_00742,ACZ81_03710
AMHOT1A3_single_00743,ACZ81_03715
AMHOT1A3_single_00744,ACZ81_03720
AMHOT1A3_single_00745,ACZ81_03725
AMHOT1A3_single_00746,ACZ81_03730
AMHOT1A3_single_00747,ACZ81_03735
AMHOT1A3_single_00748,ACZ81_03740
AMHOT1A3_single_00749,ACZ81_03745
AMHOT1A3_single_00750,ACZ81_03750
AMHOT1A3_single_00751,ACZ81_03755
AMHOT1A3_single_00752,ACZ81_03760
AMHOT1A3_single_00753,ACZ81_03765
AMHOT1A3_single_00754,ACZ81_03770
AMHOT1A3_single_00755,ACZ81_03775
AMHOT1A3_single_00756,ACZ81_03780
AMHOT1A3_single_00757,ACZ81_03785
AMHOT1A3_single_00758,ACZ81_03790
AMHOT1A3_single_00759,ACZ81_03795
AMHOT1A3_single_00760,ACZ81_03800
AMHOT1A3_single_00761,ACZ81_03805
AMHOT1A3_single_00763,ACZ81_03815
AMHOT1A3_single_00764,ACZ81_03820
AMHOT1A3_single_00765,ACZ81_03825
AMHOT1A3_single_00766,ACZ81_03830
AMHOT1A3_single_00767,ACZ81_03840
AMHOT1A3_single_00768,ACZ81_03845
AMHOT1A3_single_00769,ACZ81_03850
AMHOT1A3_single_00770,ACZ81_03855
AMHOT1A3_single_00771,ACZ81_03860
AMHOT1A3_single_00772,ACZ81_03865
AMHOT1A3_single_00773,ACZ81_03870
AMHOT1A3_single_00774,ACZ81_03875
AMHOT1A3_single_00775,ACZ81_03880
AMHOT1A3_single_00776,ACZ81_03885
AMHOT1A3_single_00777,ACZ81_03890
AMHOT1A3_single_00778,ACZ81_03895
AMHOT1A3_single_00782,ACZ81_03900
AMHOT1A3_single_00783,ACZ81_03905
AMHOT1A3_single_00784,ACZ81_03910
AMHOT1A3_single_00785,ACZ81_03915
AMHOT1A3_single_00786,ACZ81_03920
AMHOT1A3_single_00787,ACZ81_03925
AMHOT1A3_single_00788,ACZ81_03930
AMHOT1A3_single_00789,ACZ81_03935
AMHOT1A3_single_00790,ACZ81_03940
AMHOT1A3_single_00791,ACZ81_03945
AMHOT1A3_single_00792,ACZ81_03950
AMHOT1A3_single_00793,ACZ81_03960
AMHOT1A3_single_00794,ACZ81_03965
AMHOT1A3_single_00795,ACZ81_03970
AMHOT1A3_single_00796,ACZ81_03975
AMHOT1A3_single_00797,ACZ81_03980
AMHOT1A3_single_00798,ACZ81_03985
AMHOT1A3_single_00799,ACZ81_03990
AMHOT1A3_single_00800,ACZ81_03995
AMHOT1A3_single_00801,ACZ81_04000
AMHOT1A3_single_00802,ACZ81_04005
AMHOT1A3_single_00803,ACZ81_04010
AMHOT1A3_single_00804,ACZ81_04015
AMHOT1A3_single_00805,ACZ81_04020
AMHOT1A3_single_00806,ACZ81_04025
AMHOT1A3_single_00807,ACZ81_04030
AMHOT1A3_single_00808,ACZ81_04035
AMHOT1A3_single_00809,ACZ81_04040
AMHOT1A3_single_00810,ACZ81_04045
AMHOT1A3_single_00811,ACZ81_04050
AMHOT1A3_single_00812,ACZ81_04055
AMHOT1A3_single_00814,ACZ81_04060
AMHOT1A3_single_00815,ACZ81_04065
AMHOT1A3_single_00816,ACZ81_04070
AMHOT1A3_single_00817,ACZ81_04075
AMHOT1A3_single_00818,ACZ81_04080
AMHOT1A3_single_00819,ACZ81_04085
AMHOT1A3_single_00821,ACZ81_04095
AMHOT1A3_single_00822,ACZ81_04100
AMHOT1A3_single_00823,ACZ81_04105
AMHOT1A3_single_00824,ACZ81_04110
AMHOT1A3_single_00825,ACZ81_04120
AMHOT1A3_single_00826,ACZ81_04125
AMHOT1A3_single_00828,ACZ81_RS21455
AMHOT1A3_single_00829,ACZ81_04135
AMHOT1A3_single_00830,ACZ81_04140
AMHOT1A3_single_00831,ACZ81_04145
AMHOT1A3_single_00832,ACZ81_04150
AMHOT1A3_single_00833,ACZ81_04155
AMHOT1A3_single_00834,ACZ81_04160
AMHOT1A3_single_00835,ACZ81_04165
AMHOT1A3_single_00836,ACZ81_04170
AMHOT1A3_single_00837,ACZ81_04175
AMHOT1A3_single_00838,ACZ81_04180
AMHOT1A3_single_00839,ACZ81_04185
AMHOT1A3_single_00840,ACZ81_04190
AMHOT1A3_single_00841,ACZ81_04195
AMHOT1A3_single_00842,ACZ81_04200
AMHOT1A3_single_00843,ACZ81_04205
AMHOT1A3_single_00844,ACZ81_04210
AMHOT1A3_single_00845,ACZ81_04215
AMHOT1A3_single_00846,ACZ81_04220
AMHOT1A3_single_00847,ACZ81_04225
AMHOT1A3_single_00848,ACZ81_04230
AMHOT1A3_single_00849,ACZ81_RS20765
AMHOT1A3_single_00850,ACZ81_04240
AMHOT1A3_single_00851,ACZ81_04245
AMHOT1A3_single_00852,ACZ81_04250
AMHOT1A3_single_00853,ACZ81_04255
AMHOT1A3_single_00855,ACZ81_04260
AMHOT1A3_single_00856,ACZ81_RS21205
AMHOT1A3_single_00857,ACZ81_04265
AMHOT1A3_single_00858,ACZ81_04270
AMHOT1A3_single_00860,ACZ81_04275
AMHOT1A3_single_00862,ACZ81_04280
AMHOT1A3_single_00863,ACZ81_04285
AMHOT1A3_single_00864,ACZ81_04290
AMHOT1A3_single_00865,ACZ81_04295
AMHOT1A3_single_00866,ACZ81_04300
AMHOT1A3_single_00867,ACZ81_04305
AMHOT1A3_single_00868,ACZ81_04310
AMHOT1A3_single_00869,ACZ81_04315
AMHOT1A3_single_00870,ACZ81_04320
AMHOT1A3_single_00872,ACZ81_04325
AMHOT1A3_single_00873,ACZ81_04330
AMHOT1A3_single_00874,ACZ81_04335
AMHOT1A3_single_00875,ACZ81_04340
AMHOT1A3_single_00876,ACZ81_04345
AMHOT1A3_single_00877,ACZ81_04350
AMHOT1A3_single_00878,ACZ81_04355
AMHOT1A3_single_00879,ACZ81_04360
AMHOT1A3_single_00880,ACZ81_04365
AMHOT1A3_single_00881,ACZ81_04370
AMHOT1A3_single_00882,ACZ81_04375
AMHOT1A3_single_00883,ACZ81_04380
AMHOT1A3_single_00884,ACZ81_04385
AMHOT1A3_single_00885,ACZ81_RS04385
AMHOT1A3_single_00886,ACZ81_04395
AMHOT1A3_single_00887,ACZ81_RS04395
AMHOT1A3_single_00888,ACZ81_04405
AMHOT1A3_single_00889,ACZ81_04410
AMHOT1A3_single_00890,ACZ81_04415
AMHOT1A3_single_00892,ACZ81_04435
AMHOT1A3_single_00893,ACZ81_04440
AMHOT1A3_single_00894,ACZ81_04445
AMHOT1A3_single_00895,ACZ81_04450
AMHOT1A3_single_00896,ACZ81_04455
AMHOT1A3_single_00897,ACZ81_04460
AMHOT1A3_single_00898,ACZ81_04465
AMHOT1A3_single_00899,ACZ81_04470
AMHOT1A3_single_00900,ACZ81_04475
AMHOT1A3_single_00901,ACZ81_04480
AMHOT1A3_single_00902,ACZ81_04485
AMHOT1A3_single_00903,ACZ81_04490
AMHOT1A3_single_00904,ACZ81_04495
AMHOT1A3_single_00905,ACZ81_04500
AMHOT1A3_single_00906,ACZ81_04510
AMHOT1A3_single_00907,ACZ81_04515
AMHOT1A3_single_00908,ACZ81_04520
AMHOT1A3_single_00909,ACZ81_04525
AMHOT1A3_single_00910,ACZ81_04530
AMHOT1A3_single_00911,ACZ81_04535
AMHOT1A3_single_00912,ACZ81_04540
AMHOT1A3_single_00913,ACZ81_04545
AMHOT1A3_single_00914,ACZ81_04550
AMHOT1A3_single_00915,ACZ81_04555
AMHOT1A3_single_00916,ACZ81_04560
AMHOT1A3_single_00917,ACZ81_04565
AMHOT1A3_single_00918,ACZ81_04570
AMHOT1A3_single_00919,ACZ81_04575
AMHOT1A3_single_00920,ACZ81_04580
AMHOT1A3_single_00921,ACZ81_04585
AMHOT1A3_single_00922,ACZ81_04590
AMHOT1A3_single_00923,ACZ81_04595
AMHOT1A3_single_00924,ACZ81_04600
AMHOT1A3_single_00925,ACZ81_04605
AMHOT1A3_single_00926,ACZ81_04610
AMHOT1A3_single_00927,ACZ81_04615
AMHOT1A3_single_00928,ACZ81_04620
AMHOT1A3_single_00929,ACZ81_04625
AMHOT1A3_single_00930,ACZ81_04630
AMHOT1A3_single_00931,ACZ81_04635
AMHOT1A3_single_00932,ACZ81_04640
AMHOT1A3_single_00933,ACZ81_04645
AMHOT1A3_single_00934,ACZ81_04650
AMHOT1A3_single_00935,ACZ81_04655
AMHOT1A3_single_00936,ACZ81_04660
AMHOT1A3_single_00937,ACZ81_04665
AMHOT1A3_single_00938,ACZ81_04670
AMHOT1A3_single_00939,ACZ81_04675
AMHOT1A3_single_00940,ACZ81_04680
AMHOT1A3_single_00941,ACZ81_04685
AMHOT1A3_single_00942,ACZ81_04690
AMHOT1A3_single_00943,ACZ81_04695
AMHOT1A3_single_00944,ACZ81_04700
AMHOT1A3_single_00945,ACZ81_04705
AMHOT1A3_single_00946,ACZ81_04710
AMHOT1A3_single_00947,ACZ81_04715
AMHOT1A3_single_00948,ACZ81_04725
AMHOT1A3_single_00949,ACZ81_04730
AMHOT1A3_single_00950,ACZ81_04735
AMHOT1A3_single_00951,ACZ81_04740
AMHOT1A3_single_00952,ACZ81_04745
AMHOT1A3_single_00953,ACZ81_04750
AMHOT1A3_single_00954,ACZ81_04755
AMHOT1A3_single_00955,ACZ81_04760
AMHOT1A3_single_00956,ACZ81_04765
AMHOT1A3_single_00957,ACZ81_04770
AMHOT1A3_single_00958,ACZ81_04775
AMHOT1A3_single_00959,ACZ81_04780
AMHOT1A3_single_00960,ACZ81_04785
AMHOT1A3_single_00961,ACZ81_04790
AMHOT1A3_single_00962,ACZ81_04795
AMHOT1A3_single_00963,ACZ81_04800
AMHOT1A3_single_00964,ACZ81_04805
AMHOT1A3_single_00965,ACZ81_04810
AMHOT1A3_single_00966,ACZ81_04815
AMHOT1A3_single_00967,ACZ81_04820
AMHOT1A3_single_00968,ACZ81_04825
AMHOT1A3_single_00969,ACZ81_04830
AMHOT1A3_single_00971,ACZ81_04835
AMHOT1A3_single_00972,ACZ81_04840
AMHOT1A3_single_00973,ACZ81_04845
AMHOT1A3_single_00974,ACZ81_04850
AMHOT1A3_single_00975,ACZ81_04855
AMHOT1A3_single_00976,ACZ81_04860
AMHOT1A3_single_00977,ACZ81_04865
AMHOT1A3_single_00978,ACZ81_04870
AMHOT1A3_single_00979,ACZ81_04875
AMHOT1A3_single_00980,ACZ81_04880
AMHOT1A3_single_00981,ACZ81_04885
AMHOT1A3_single_00982,ACZ81_04890
AMHOT1A3_single_00983,ACZ81_04895
AMHOT1A3_single_00984,ACZ81_04900
AMHOT1A3_single_00985,ACZ81_04905
AMHOT1A3_single_00986,ACZ81_04910
AMHOT1A3_single_00987,ACZ81_04915
AMHOT1A3_single_00988,ACZ81_04920
AMHOT1A3_single_00989,ACZ81_04925
AMHOT1A3_single_00990,ACZ81_04930
AMHOT1A3_single_00991,ACZ81_04935
AMHOT1A3_single_00992,ACZ81_RS21290
AMHOT1A3_single_00993,ACZ81_04940
AMHOT1A3_single_00994,ACZ81_04945
AMHOT1A3_single_00996,ACZ81_04955
AMHOT1A3_single_00997,ACZ81_RS21730
AMHOT1A3_single_00999,ACZ81_04965
AMHOT1A3_single_01000,ACZ81_04970
AMHOT1A3_single_01001,ACZ81_04975
AMHOT1A3_single_01002,ACZ81_04980
AMHOT1A3_single_01003,ACZ81_04985
AMHOT1A3_single_01004,ACZ81_04990
AMHOT1A3_single_01005,ACZ81_04995
AMHOT1A3_single_01006,ACZ81_05000
AMHOT1A3_single_01007,ACZ81_05005
AMHOT1A3_single_01008,ACZ81_05010
AMHOT1A3_single_01009,ACZ81_05015
AMHOT1A3_single_01010,ACZ81_05020
AMHOT1A3_single_01011,ACZ81_05025
AMHOT1A3_single_01012,ACZ81_05030
AMHOT1A3_single_01013,ACZ81_05035
AMHOT1A3_single_01014,ACZ81_05040
AMHOT1A3_single_01015,ACZ81_05045
AMHOT1A3_single_01016,ACZ81_05050
AMHOT1A3_single_01017,ACZ81_05055
AMHOT1A3_single_01018,ACZ81_05060
AMHOT1A3_single_01019,ACZ81_05065
AMHOT1A3_single_01020,ACZ81_05070
AMHOT1A3_single_01021,ACZ81_05075
AMHOT1A3_single_01022,ACZ81_05080
AMHOT1A3_single_01023,ACZ81_05085
AMHOT1A3_single_01024,ACZ81_05090
AMHOT1A3_single_01025,ACZ81_05095
AMHOT1A3_single_01026,ACZ81_05100
AMHOT1A3_single_01027,ACZ81_05105
AMHOT1A3_single_01028,ACZ81_05110
AMHOT1A3_single_01029,ACZ81_05115
AMHOT1A3_single_01030,ACZ81_05120
AMHOT1A3_single_01031,ACZ81_05125
AMHOT1A3_single_01032,ACZ81_05130
AMHOT1A3_single_01033,ACZ81_05135
AMHOT1A3_single_01034,ACZ81_05140
AMHOT1A3_single_01035,ACZ81_05145
AMHOT1A3_single_01036,ACZ81_05150
AMHOT1A3_single_01037,ACZ81_05155
AMHOT1A3_single_01038,ACZ81_05160
AMHOT1A3_single_01039,ACZ81_05165
AMHOT1A3_single_01040,ACZ81_05170
AMHOT1A3_single_01041,ACZ81_05175
AMHOT1A3_single_01042,ACZ81_05180
AMHOT1A3_single_01043,ACZ81_05185
AMHOT1A3_single_01044,ACZ81_05190
AMHOT1A3_single_01045,ACZ81_05195
AMHOT1A3_single_01046,ACZ81_05200
AMHOT1A3_single_01047,ACZ81_05205
AMHOT1A3_single_01048,ACZ81_05210
AMHOT1A3_single_01049,ACZ81_05215
AMHOT1A3_single_01050,ACZ81_05220
AMHOT1A3_single_01051,ACZ81_05225
AMHOT1A3_single_01052,ACZ81_05230
AMHOT1A3_single_01053,ACZ81_05235
AMHOT1A3_single_01054,ACZ81_05240
AMHOT1A3_single_01055,ACZ81_05245
AMHOT1A3_single_01056,ACZ81_05250
AMHOT1A3_single_01057,ACZ81_05255
AMHOT1A3_single_01058,ACZ81_05260
AMHOT1A3_single_01059,ACZ81_05265
AMHOT1A3_single_01060,ACZ81_05270
AMHOT1A3_single_01061,ACZ81_05275
AMHOT1A3_single_01062,ACZ81_05280
AMHOT1A3_single_01063,ACZ81_05285
AMHOT1A3_single_01064,ACZ81_05290
AMHOT1A3_single_01065,ACZ81_05295
AMHOT1A3_single_01066,ACZ81_05300
AMHOT1A3_single_01067,ACZ81_05305
AMHOT1A3_single_01068,ACZ81_05310
AMHOT1A3_single_01069,ACZ81_05315
AMHOT1A3_single_01070,ACZ81_05320
AMHOT1A3_single_01071,ACZ81_05325
AMHOT1A3_single_01072,ACZ81_05330
AMHOT1A3_single_01073,ACZ81_05335
AMHOT1A3_single_01074,ACZ81_05340
AMHOT1A3_single_01075,ACZ81_05345
AMHOT1A3_single_01076,ACZ81_05350
AMHOT1A3_single_01077,ACZ81_05355
AMHOT1A3_single_01078,ACZ81_05370
AMHOT1A3_single_01079,ACZ81_05375
AMHOT1A3_single_01080,ACZ81_05380
AMHOT1A3_single_01081,ACZ81_05385
AMHOT1A3_single_01082,ACZ81_05390
AMHOT1A3_single_01083,ACZ81_05395
AMHOT1A3_single_01084,ACZ81_05400
AMHOT1A3_single_01090,ACZ81_05425
AMHOT1A3_single_01091,ACZ81_05430
AMHOT1A3_single_01092,ACZ81_05435
AMHOT1A3_single_01093,ACZ81_05440
AMHOT1A3_single_01094,ACZ81_05445
AMHOT1A3_single_01095,ACZ81_05450
AMHOT1A3_single_01096,ACZ81_05455
AMHOT1A3_single_01097,ACZ81_05460
AMHOT1A3_single_01098,ACZ81_05465
AMHOT1A3_single_01099,ACZ81_05470
AMHOT1A3_single_01100,ACZ81_05475
AMHOT1A3_single_01101,ACZ81_05480
AMHOT1A3_single_01102,ACZ81_05485
AMHOT1A3_single_01103,ACZ81_05490
AMHOT1A3_single_01104,ACZ81_05495
AMHOT1A3_single_01105,ACZ81_05500
AMHOT1A3_single_01106,ACZ81_05505
AMHOT1A3_single_01107,ACZ81_05510
AMHOT1A3_single_01109,ACZ81_05515
AMHOT1A3_single_01110,ACZ81_05520
AMHOT1A3_single_01111,ACZ81_05525
AMHOT1A3_single_01112,ACZ81_05530
AMHOT1A3_single_01113,ACZ81_05535
AMHOT1A3_single_01114,ACZ81_05540
AMHOT1A3_single_01115,ACZ81_05545
AMHOT1A3_single_01116,ACZ81_05550
AMHOT1A3_single_01117,ACZ81_05555
AMHOT1A3_single_01118,ACZ81_05560
AMHOT1A3_single_01119,ACZ81_05565
AMHOT1A3_single_01120,ACZ81_05570
AMHOT1A3_single_01121,ACZ81_05575
AMHOT1A3_single_01122,ACZ81_05580
AMHOT1A3_single_01123,ACZ81_05585
AMHOT1A3_single_01124,ACZ81_05590
AMHOT1A3_single_01125,ACZ81_05595
AMHOT1A3_single_01127,ACZ81_05600
AMHOT1A3_single_01128,ACZ81_05605
AMHOT1A3_single_01129,ACZ81_05610
AMHOT1A3_single_01130,ACZ81_05615
AMHOT1A3_single_01132,ACZ81_05625
AMHOT1A3_single_01133,ACZ81_05630
AMHOT1A3_single_01134,ACZ81_05635
AMHOT1A3_single_01135,ACZ81_05640
AMHOT1A3_single_01136,ACZ81_05645
AMHOT1A3_single_01139,ACZ81_05655
AMHOT1A3_single_01140,ACZ81_05660
AMHOT1A3_single_01141,ACZ81_05665
AMHOT1A3_single_01142,ACZ81_05670
AMHOT1A3_single_01143,ACZ81_05675
AMHOT1A3_single_01144,ACZ81_05680
AMHOT1A3_single_01145,ACZ81_05685
AMHOT1A3_single_01146,ACZ81_05690
AMHOT1A3_single_01147,ACZ81_05695
AMHOT1A3_single_01148,ACZ81_05700
AMHOT1A3_single_01149,ACZ81_05705
AMHOT1A3_single_01150,ACZ81_05710
AMHOT1A3_single_01151,ACZ81_05715
AMHOT1A3_single_01152,ACZ81_05720
AMHOT1A3_single_01153,ACZ81_05725
AMHOT1A3_single_01154,ACZ81_05730
AMHOT1A3_single_01155,ACZ81_05735
AMHOT1A3_single_01156,ACZ81_05740
AMHOT1A3_single_01157,ACZ81_05745
AMHOT1A3_single_01158,ACZ81_RS21475
AMHOT1A3_single_01159,ACZ81_RS21480
AMHOT1A3_single_01160,ACZ81_05755
AMHOT1A3_single_01161,ACZ81_05760
AMHOT1A3_single_01162,ACZ81_05765
AMHOT1A3_single_01163,ACZ81_05770
AMHOT1A3_single_01164,ACZ81_05775
AMHOT1A3_single_01165,ACZ81_05780
AMHOT1A3_single_01166,ACZ81_05785
AMHOT1A3_single_01167,ACZ81_05790
AMHOT1A3_single_01168,ACZ81_05795
AMHOT1A3_single_01169,ACZ81_05800
AMHOT1A3_single_01170,ACZ81_05805
AMHOT1A3_single_01171,ACZ81_05810
AMHOT1A3_single_01172,ACZ81_05815
AMHOT1A3_single_01174,ACZ81_05820
AMHOT1A3_single_01175,ACZ81_05825
AMHOT1A3_single_01176,ACZ81_05830
AMHOT1A3_single_01177,ACZ81_05835
AMHOT1A3_single_01178,ACZ81_05840
AMHOT1A3_single_01179,ACZ81_05845
AMHOT1A3_single_01180,ACZ81_05850
AMHOT1A3_single_01181,ACZ81_RS21735
AMHOT1A3_single_01182,ACZ81_05855
AMHOT1A3_single_01183,ACZ81_05860
AMHOT1A3_single_01184,ACZ81_05865
AMHOT1A3_single_01185,ACZ81_05870
AMHOT1A3_single_01186,ACZ81_05875
AMHOT1A3_single_01187,ACZ81_05880
AMHOT1A3_single_01188,ACZ81_05885
AMHOT1A3_single_01189,ACZ81_05890
AMHOT1A3_single_01190,ACZ81_05895
AMHOT1A3_single_01191,ACZ81_05900
AMHOT1A3_single_01192,ACZ81_05905
AMHOT1A3_single_01193,ACZ81_05910
AMHOT1A3_single_01194,ACZ81_05915
AMHOT1A3_single_01195,ACZ81_05920
AMHOT1A3_single_01196,ACZ81_05925
AMHOT1A3_single_01197,ACZ81_05930
AMHOT1A3_single_01198,ACZ81_05935
AMHOT1A3_single_01199,ACZ81_05940
AMHOT1A3_single_01200,ACZ81_05945
AMHOT1A3_single_01201,ACZ81_05950
AMHOT1A3_single_01203,ACZ81_05955
AMHOT1A3_single_01204,ACZ81_05960
AMHOT1A3_single_01205,ACZ81_05965
AMHOT1A3_single_01206,ACZ81_05970
AMHOT1A3_single_01207,ACZ81_05975
AMHOT1A3_single_01208,ACZ81_05980
AMHOT1A3_single_01209,ACZ81_05985
AMHOT1A3_single_01210,ACZ81_05990
AMHOT1A3_single_01211,ACZ81_05995
AMHOT1A3_single_01212,ACZ81_06000
AMHOT1A3_single_01215,ACZ81_06015
AMHOT1A3_single_01216,ACZ81_06020
AMHOT1A3_single_01217,ACZ81_06025
AMHOT1A3_single_01218,ACZ81_06030
AMHOT1A3_single_01219,ACZ81_06035
AMHOT1A3_single_01220,ACZ81_06040
AMHOT1A3_single_01221,ACZ81_06050
AMHOT1A3_single_01222,ACZ81_06055
AMHOT1A3_single_01223,ACZ81_06060
AMHOT1A3_single_01224,ACZ81_06070
AMHOT1A3_single_01225,ACZ81_06075
AMHOT1A3_single_01226,ACZ81_06080
AMHOT1A3_single_01227,ACZ81_06085
AMHOT1A3_single_01228,ACZ81_06090
AMHOT1A3_single_01229,ACZ81_06095
AMHOT1A3_single_01230,ACZ81_06100
AMHOT1A3_single_01231,ACZ81_06105
AMHOT1A3_single_01232,ACZ81_06110
AMHOT1A3_single_01233,ACZ81_06115
AMHOT1A3_single_01234,ACZ81_06120
AMHOT1A3_single_01235,ACZ81_06125
AMHOT1A3_single_01236,ACZ81_06130
AMHOT1A3_single_01237,ACZ81_06135
AMHOT1A3_single_01238,ACZ81_06140
AMHOT1A3_single_01239,ACZ81_06145
AMHOT1A3_single_01240,ACZ81_06150
AMHOT1A3_single_01241,ACZ81_06155
AMHOT1A3_single_01242,ACZ81_06160
AMHOT1A3_single_01243,ACZ81_RS20790
AMHOT1A3_single_01244,ACZ81_RS21305
AMHOT1A3_single_01245,ACZ81_06165
AMHOT1A3_single_01246,ACZ81_06170
AMHOT1A3_single_01247,ACZ81_06175
AMHOT1A3_single_01248,ACZ81_06180
AMHOT1A3_single_01249,ACZ81_06185
AMHOT1A3_single_01250,ACZ81_06190
AMHOT1A3_single_01251,ACZ81_06195
AMHOT1A3_single_01252,ACZ81_06200
AMHOT1A3_single_01253,ACZ81_06205
AMHOT1A3_single_01254,ACZ81_06210
AMHOT1A3_single_01255,ACZ81_06215
AMHOT1A3_single_01256,ACZ81_06220
AMHOT1A3_single_01257,ACZ81_06225
AMHOT1A3_single_01258,ACZ81_06230
AMHOT1A3_single_01259,ACZ81_06235
AMHOT1A3_single_01260,ACZ81_06240
AMHOT1A3_single_01261,ACZ81_06245
AMHOT1A3_single_01262,ACZ81_06250
AMHOT1A3_single_01263,ACZ81_06255
AMHOT1A3_single_01264,ACZ81_06260
AMHOT1A3_single_01265,ACZ81_06265
AMHOT1A3_single_01266,ACZ81_06270
AMHOT1A3_single_01267,ACZ81_06275
AMHOT1A3_single_01268,ACZ81_06280
AMHOT1A3_single_01269,ACZ81_06285
