baseMean,log2FoldChange (positive means more highly expressed in mitomycin C treatment),lfcSE,stat,pvalue,padj,gene
3538.831366,-0.706613124,0.193932146,-3.643610095,2.69E-04,3.72E-04,MIT0604_00298
481.9023929,-0.553501802,0.122060812,-4.534639692,5.77E-06,8.85E-06,MIT0604_00299
2556.030552,-1.385687051,0.092402619,-14.9961881,7.78E-51,3.80E-50,MIT0604_00300
2853.433099,0.066929045,0.161870015,0.413474016,0.679259356,0.702244395,MIT0604_00301
6397.864959,-1.027599578,0.149234232,-6.885816768,5.75E-12,1.15E-11,MIT0604_00302
285.8552896,0.201557092,0.39334195,0.512422059,0.608355656,0.634388196,MIT0604_00304
467.6221567,0.176913123,0.259409072,0.681985105,0.49524837,0.522294391,MIT0604_00305
628.1704388,0.982755525,0.108718675,9.039436176,1.57E-19,3.88E-19,MIT0604_00306
172.6434511,1.109371359,0.193674946,5.728006564,1.02E-08,1.77E-08,MIT0604_00307
269355.1723,-1.753268925,0.130728516,-13.41152631,5.18E-41,2.15E-40,MIT0604_00308
3746.588122,-1.912331399,0.12681854,-15.07927312,2.22E-51,1.10E-50,MIT0604_00309
6556.254448,-1.497926917,0.168415857,-8.894215448,5.88E-19,1.43E-18,MIT0604_00310
3969.518322,2.414676146,0.100953131,23.91878415,1.95E-126,2.58E-125,MIT0604_00311
463.6579788,1.311242022,0.112226792,11.68385908,1.54E-31,5.14E-31,MIT0604_00312
11262.94887,-1.659600609,0.127832483,-12.98262049,1.54E-38,6.01E-38,MIT0604_00313
1140.425296,2.013847104,0.104709764,19.23265822,1.97E-82,1.45E-81,MIT0604_00314
414.5034465,-0.840111857,0.176208325,-4.767719455,1.86E-06,2.92E-06,MIT0604_00315
572.4246913,1.407884299,0.140149824,10.04556598,9.61E-24,2.64E-23,MIT0604_00316
1965.345764,-4.090500315,0.123303616,-33.17421214,2.54E-241,9.61E-240,MIT0604_00317
1754.288707,-0.277075291,0.119798409,-2.312846167,0.020731098,0.025140141,MIT0604_00318
718.1259689,0.424330991,0.110369,3.844657372,1.21E-04,1.71E-04,MIT0604_00319
595.0166296,-0.447810123,0.117954063,-3.796479006,1.47E-04,2.06E-04,MIT0604_00321
337.9503038,0.973522145,0.171130193,5.688780723,1.28E-08,2.22E-08,MIT0604_00322
258.9797216,1.656346432,0.181783963,9.111620214,8.12E-20,2.01E-19,MIT0604_00323
487.4456694,0.440790361,0.115267053,3.824079393,1.31E-04,1.85E-04,MIT0604_00324
407.2690191,0.532013837,0.12880443,4.130400138,3.62E-05,5.31E-05,MIT0604_00325
1918.067164,-0.37535269,0.231081266,-1.624331982,0.104304975,0.119280606,MIT0604_00326
2083.135705,-2.881771263,0.099190744,-29.05282444,1.42E-185,3.37E-184,MIT0604_00327
3970.626887,-2.807114093,0.121706118,-23.06469165,1.05E-117,1.20E-116,MIT0604_00328
120.3639519,-0.770496951,0.194443568,-3.962573604,7.41E-05,1.07E-04,MIT0604_00329
720.9225208,-1.043482694,0.151936164,-6.86790206,6.52E-12,1.30E-11,MIT0604_00330
302.2851887,1.324507734,0.133658703,9.909625813,3.78E-23,1.02E-22,MIT0604_00331
141.9731253,1.096612986,0.22302255,4.917049806,8.79E-07,1.40E-06,MIT0604_00332
222.8812926,1.681480207,0.181996495,9.239080167,2.49E-20,6.26E-20,MIT0604_00333
1541.340186,-1.548609028,0.122178346,-12.67498771,8.14E-37,3.09E-36,MIT0604_00334
1772.559562,-1.896173282,0.098291153,-19.29139313,6.34E-83,4.76E-82,MIT0604_00335
876.3096241,-0.564618527,0.147306718,-3.832944863,1.27E-04,1.79E-04,MIT0604_00336
2050.16883,1.770330939,0.07832168,22.60333201,4.02E-113,4.35E-112,MIT0604_00337
1627.923035,-1.463002551,0.152139987,-9.616160621,6.83E-22,1.79E-21,MIT0604_00338
4027.761571,-1.385317911,0.197284633,-7.021925065,2.19E-12,4.43E-12,MIT0604_00339
1401.02722,-1.075383598,0.161697527,-6.650587789,2.92E-11,5.68E-11,MIT0604_00340
569.7971214,-1.845448376,0.182029905,-10.13816041,3.74E-24,1.04E-23,MIT0604_00341
2739.370884,-1.269190262,0.109735128,-11.56594326,6.13E-31,2.02E-30,MIT0604_00342
20661.65646,-4.84139423,0.193950506,-24.96200882,1.58E-137,2.38E-136,MIT0604_00343
15082.73881,-4.783350843,0.173056907,-27.64033474,3.65E-168,7.78E-167,MIT0604_00344
17780.57502,-4.429524421,0.144802529,-30.59010394,1.66E-205,4.52E-204,MIT0604_00345
692.013378,-0.418312905,0.15972107,-2.619021436,0.008818241,0.010993263,MIT0604_00346
469.5734401,-0.092892313,0.108924995,-0.852809892,0.393764737,0.419592096,MIT0604_00347
503.3192013,3.002566467,0.127799936,23.49427208,4.67E-122,5.65E-121,MIT0604_00348
1984.016081,2.056503195,0.102555507,20.0525866,1.92E-89,1.58E-88,MIT0604_00349
139.6389641,0.03820537,0.353115619,0.108195072,0.913840954,0.920194301,MIT0604_00350
1440.202407,-4.134752076,0.238646378,-17.32585308,3.00E-67,1.84E-66,MIT0604_00351
2404.87915,-2.03695869,0.094928883,-21.45773377,3.87E-102,3.77E-101,MIT0604_00352
1729.397015,-2.720128548,0.129668958,-20.97748451,1.05E-97,9.62E-97,MIT0604_00353
929.6472996,1.236809468,0.156227351,7.916728146,2.44E-15,5.35E-15,MIT0604_00354
479.6652181,1.134698623,0.157225353,7.21702067,5.31E-13,1.10E-12,MIT0604_00355
916.4344733,0.902116787,0.131551895,6.857497448,7.01E-12,1.39E-11,MIT0604_00357
3178.909117,-0.261376382,0.093178511,-2.805114404,0.005029872,0.006347811,MIT0604_00358
10066.72845,-0.521771489,0.110383741,-4.72688715,2.28E-06,3.55E-06,MIT0604_00359
1710.312728,-2.54738236,0.099279411,-25.65871751,3.38E-145,5.72E-144,MIT0604_00360
10328.14253,-3.702009992,0.135097274,-27.40255132,2.56E-165,5.29E-164,MIT0604_00361
76158.62414,-2.716579823,0.136625991,-19.88333109,5.67E-88,4.57E-87,MIT0604_00362
724.3216381,-3.475703176,0.195154336,-17.81002279,5.91E-71,3.77E-70,MIT0604_00363
2581.636492,-4.860108517,0.126940042,-38.28664641,0,0,MIT0604_00364
5685.810788,-4.789396363,0.147830906,-32.39780159,2.95E-230,1.04E-228,MIT0604_00365
278.037901,0.22171706,0.157943383,1.403775559,0.160385694,0.180101966,MIT0604_00366
38.12522784,0.793074985,0.348466695,2.275898952,0.022852058,0.027614028,MIT0604_00367
1276.478724,-1.389836689,0.157842758,-8.805197714,1.31E-18,3.15E-18,MIT0604_00369
2850.045307,-1.26410519,0.169371999,-7.463483912,8.43E-14,1.78E-13,MIT0604_00370
184.2125803,2.004639712,0.179892748,11.14352707,7.70E-29,2.39E-28,MIT0604_00371
927.8224794,0.8797153,0.110936135,7.929925661,2.19E-15,4.82E-15,MIT0604_00372
3082.895705,-1.035168581,0.085805109,-12.06418348,1.63E-33,5.75E-33,MIT0604_00373
18577.38407,-3.928016671,0.151885618,-25.86167623,1.80E-147,3.09E-146,MIT0604_00374
13609.85526,-2.963868736,0.119590279,-24.7835256,1.35E-135,2.02E-134,MIT0604_00375
2703.325445,-0.135120952,0.135164596,-0.999677106,0.317466795,0.343293465,MIT0604_00376
7533.111646,-2.028562744,0.092829886,-21.85247485,7.36E-106,7.57E-105,MIT0604_00382
6287.849367,-2.872624803,0.142038233,-20.22430674,5.98E-91,4.96E-90,MIT0604_00383
705.4185536,2.525777886,0.240501027,10.50215012,8.44E-26,2.46E-25,MIT0604_00384
3094.852957,4.43486234,0.092289812,48.05365037,0,0,MIT0604_00385
347.8668353,0.662881645,0.166386417,3.983988929,6.78E-05,9.78E-05,MIT0604_00386
2036.423422,3.418198491,0.145599356,23.4767418,7.05E-122,8.49E-121,MIT0604_00387
12.49249737,0.998759841,0.637560879,1.566532504,0.117224005,0.13345803,MIT0604_00388
138.0409951,-0.29277631,0.278467317,-1.05138482,0.293081885,0.31860787,MIT0604_00389
306.3264136,-0.459148306,0.14543594,-3.157048439,0.001593749,0.002088607,MIT0604_00390
493.1563637,-1.535766139,0.60362958,-2.544219483,0.010952224,0.013521835,MIT0604_00391
71.7796514,-0.283477389,0.260327387,-1.088926494,0.276186302,0.301843758,MIT0604_00392
3032.523777,3.276646158,0.740276256,4.426247811,9.59E-06,1.45E-05,MIT0604_00393
20622.16958,2.474529437,0.095140262,26.00927715,3.89E-149,6.80E-148,MIT0604_00394
1744.627331,-5.023903234,0.243935369,-20.59522265,3.03E-94,2.61E-93,MIT0604_00395
3200.735524,3.722025357,0.161921591,22.98659081,6.35E-117,7.22E-116,MIT0604_00396
514.8640564,3.920031904,0.166716711,23.5131312,2.99E-122,3.65E-121,MIT0604_00397
274.7031393,0.251278587,0.175106007,1.435008377,0.15128471,0.170716539,MIT0604_00398
343.743136,2.254425051,0.18214363,12.37718302,3.47E-35,1.27E-34,MIT0604_00399
577.3706066,-0.59894752,0.140660526,-4.25810665,2.06E-05,3.06E-05,MIT0604_00400
542.9087049,-2.018971835,0.177170742,-11.39562782,4.40E-30,1.40E-29,MIT0604_00401
1.714994353,3.559582306,1.769602491,2.011515198,0.044271067,0.052352902,MIT0604_00402
120.7584979,1.387786995,0.225398319,6.157042337,7.41E-10,1.36E-09,MIT0604_00403
3.014838225,2.312128958,1.35890821,1.701460732,0.088856505,0.102472826,MIT0604_00404
252.3731741,0.712600245,0.192157865,3.7084105,2.09E-04,2.90E-04,MIT0604_00405
409.4145072,-2.324274326,0.167364636,-13.88748775,7.54E-44,3.26E-43,MIT0604_00406
528.2096595,2.877555863,0.120784926,23.8237995,1.89E-125,2.47E-124,MIT0604_00407
92.81690158,2.367124305,0.405661481,5.835220781,5.37E-09,9.48E-09,MIT0604_00408
10715.40293,2.600456298,0.125496492,20.72134645,2.22E-95,1.96E-94,MIT0604_00409
165.8637783,-0.021970231,0.19073421,-0.11518768,0.908296363,0.916354192,MIT0604_00410
106.0059065,0.781340553,0.367733074,2.124749191,0.033607546,0.040090121,MIT0604_00411
783.4705358,2.77093253,0.114411975,24.21890299,1.41E-129,1.91E-128,MIT0604_00412
260.8305006,-1.04323494,0.237249247,-4.397210755,1.10E-05,1.65E-05,MIT0604_00413
217.9466617,4.868557132,0.348093559,13.98634649,1.89E-44,8.30E-44,MIT0604_00414
2.971259569,-0.142306345,1.112978377,-0.127860835,0.898259106,0.90801797,MIT0604_00415
38.69082929,-1.415344725,0.338216119,-4.184734685,2.85E-05,4.22E-05,MIT0604_00416
2311.198266,-0.367498293,0.149090448,-2.464935191,0.013703804,0.016787364,MIT0604_00417
40.63087138,1.117103988,0.337946204,3.305567499,9.48E-04,0.001258258,MIT0604_00418
229.1401614,0.920702899,0.181545033,5.071484936,3.95E-07,6.38E-07,MIT0604_00419
344.2104903,2.211837796,0.16538983,13.37348132,8.64E-41,3.57E-40,MIT0604_00420
255.4275371,1.237303845,0.143642558,8.613769231,7.07E-18,1.65E-17,MIT0604_00421
22.62705721,0.79598471,0.418298044,1.90291282,0.057051922,0.066964039,MIT0604_00422
1102.641012,-2.852103615,0.121037039,-23.56389114,9.04E-123,1.12E-121,MIT0604_00423
1353.828581,-0.955020125,0.119736076,-7.976043262,1.51E-15,3.34E-15,MIT0604_00424
278.9668848,0.846227993,0.172829548,4.896315496,9.77E-07,1.55E-06,MIT0604_00425
123.79451,1.83439387,0.350544432,5.232985324,1.67E-07,2.74E-07,MIT0604_00426
445.9027586,0.646516363,0.264053235,2.448431898,0.014347955,0.017544961,MIT0604_00427
130.5240767,-0.823191315,0.219089304,-3.757332281,1.72E-04,2.40E-04,MIT0604_00428
412.867431,-3.098434722,0.156137404,-19.84428233,1.23E-87,9.91E-87,MIT0604_00429
208.1929639,-2.038171651,0.169868118,-11.99855319,3.62E-33,1.26E-32,MIT0604_00430
2462.849442,0.996067127,0.137439106,7.24733415,4.25E-13,8.81E-13,MIT0604_00431
2239.138134,0.754180319,0.206419689,3.653625881,2.59E-04,3.58E-04,MIT0604_00432
2103.716215,3.379975029,0.123343064,27.40304102,2.52E-165,5.27E-164,MIT0604_00435
3451.597011,4.383024889,0.118930475,36.85367346,2.55E-297,1.49E-295,MIT0604_00436
2059.277873,5.363520958,0.127192354,42.16858018,0,0,MIT0604_00437
1445.47826,4.674516376,0.113821924,41.06868179,0,0,MIT0604_00438
2478.058387,2.305594853,0.095063371,24.25324111,6.11E-130,8.40E-129,MIT0604_00439
531.1669076,2.152607368,0.140466812,15.3246688,5.23E-53,2.66E-52,MIT0604_00440
468.1361188,-1.67962827,0.129213614,-12.99884911,1.24E-38,4.88E-38,MIT0604_00441
370.6558064,0.936732077,0.165176274,5.671105517,1.42E-08,2.45E-08,MIT0604_00442
5733.494517,-3.233145454,0.140523992,-23.00778254,3.90E-117,4.46E-116,MIT0604_00443
2100.690536,-2.826056069,0.089274507,-31.65580148,6.31E-220,2.02E-218,MIT0604_00444
379.9769356,0.16991034,0.128618233,1.321043968,0.186486704,0.208258747,MIT0604_00445
293.7501518,0.236885572,0.154446456,1.533771497,0.125085877,0.141699386,MIT0604_00446
1171.987127,-2.721218034,0.192569644,-14.13108515,2.44E-45,1.09E-44,MIT0604_00447
2646.659023,-4.2920155,0.135134554,-31.76105134,2.23E-221,7.26E-220,MIT0604_00448
89.72663378,1.484686017,0.323013626,4.596357234,4.30E-06,6.63E-06,MIT0604_00449
1520.772825,-1.499578763,0.096184251,-15.59068926,8.42E-55,4.45E-54,MIT0604_00450
1018.49443,-2.80539938,0.174519674,-16.07497489,3.82E-58,2.12E-57,MIT0604_00451
10405.45687,-1.00272586,0.098876151,-10.14123076,3.63E-24,1.01E-23,MIT0604_00452
1029.582285,0.496603644,0.089981648,5.518943654,3.41E-08,5.78E-08,MIT0604_00453
44794.69974,1.087655719,0.12791519,8.502944145,1.85E-17,4.26E-17,MIT0604_00454
1054.672778,1.858997572,0.125488491,14.81408813,1.19E-49,5.72E-49,MIT0604_00455
3837.420268,0.540611143,0.074867594,7.220896449,5.16E-13,1.07E-12,MIT0604_00456
14401.92651,-1.252204842,0.11969,-10.46206736,1.29E-25,3.72E-25,MIT0604_00457
434.4679365,-0.250556239,0.146174708,-1.714087487,0.086512659,0.099882354,MIT0604_00458
538.2913642,-0.129793654,0.116682303,-1.112367953,0.265979978,0.290844559,MIT0604_00459
734.1503696,3.429330762,0.119109315,28.79145736,2.74E-182,6.46E-181,MIT0604_00460
536.3575608,-0.11323099,0.213790479,-0.529635325,0.596364797,0.623790874,MIT0604_00461
647.5671981,-1.620236366,0.144548392,-11.20895462,3.69E-29,1.15E-28,MIT0604_00462
2351.851326,-3.673289173,0.115363348,-31.84104173,1.75E-222,5.98E-221,MIT0604_00463
72712.62122,-1.907759403,0.267695976,-7.12658977,1.03E-12,2.10E-12,MIT0604_00464
411.0888958,-4.571792973,0.293052459,-15.60059583,7.21E-55,3.82E-54,MIT0604_00465
1435.266079,-3.279615194,0.128164052,-25.58919714,2.01E-144,3.35E-143,MIT0604_00466
408.7311444,0.268920538,0.152325938,1.765428404,0.077491793,0.089872918,MIT0604_00467
1970.102917,-0.986869771,0.17082822,-5.776971564,7.61E-09,1.33E-08,MIT0604_00468
460.3329474,-0.116410925,0.130720098,-0.890535785,0.373178262,0.398901255,MIT0604_00469
1188.542216,1.11531843,0.102187108,10.91447304,9.83E-28,2.97E-27,MIT0604_00470
306.6124508,-1.096648828,0.202196774,-5.423671238,5.84E-08,9.74E-08,MIT0604_00471
201.0922266,2.242156348,0.164136323,13.66033006,1.75E-42,7.39E-42,MIT0604_00472
173.8528955,2.010298683,0.216426052,9.288616911,1.56E-20,3.95E-20,MIT0604_00473
335.4533665,3.297098522,0.208789257,15.79151425,3.56E-56,1.92E-55,MIT0604_00474
1339.559215,-2.193941683,0.19520723,-11.23903906,2.62E-29,8.25E-29,MIT0604_00475
551.1412192,-3.51619184,0.193241025,-18.19588696,5.56E-74,3.71E-73,MIT0604_00476
2685.756068,4.960161908,0.096830665,51.22511458,0,0,MIT0604_00477
425.0484298,0.386311597,0.120440637,3.207485493,0.001339008,0.001763803,MIT0604_00478
2953.270387,-2.139454651,0.101609344,-21.05568797,2.03E-98,1.86E-97,MIT0604_00479
1034.917718,-2.88926865,0.122654961,-23.55606846,1.09E-122,1.33E-121,MIT0604_00480
470.189512,1.106474264,0.124048416,8.919696816,4.68E-19,1.14E-18,MIT0604_00481
151.6453354,1.823431303,0.189075994,9.643907018,5.22E-22,1.37E-21,MIT0604_00482
229.3921047,-0.516443036,0.180661187,-2.858627495,0.004254781,0.005426503,MIT0604_00483
215.8081408,1.104777138,0.16846253,6.55799922,5.45E-11,1.05E-10,MIT0604_00484
843.1650246,4.20E-05,0.123044062,3.41E-04,0.999727747,0.999727747,MIT0604_00485
5861.200267,-0.773719632,0.137019837,-5.646770909,1.63E-08,2.82E-08,MIT0604_00486
3593.991633,-1.522648663,0.141486722,-10.7617778,5.22E-27,1.55E-26,MIT0604_00487
75.82092716,-0.837479492,0.319837389,-2.618454001,0.00883292,0.011004861,MIT0604_00488
762.8581083,0.731855891,0.123594049,5.921449287,3.19E-09,5.68E-09,MIT0604_00489
468.3229934,2.125411368,0.136922871,15.52269064,2.44E-54,1.28E-53,MIT0604_00490
340.7080306,1.261206409,0.163839734,7.697805529,1.38E-14,2.99E-14,MIT0604_00491
615.7365466,0.154815714,0.11606039,1.333923778,0.182228838,0.203614864,MIT0604_00492
401.9899833,-0.085700449,0.142895396,-0.59974255,0.548677826,0.575086283,MIT0604_00493
137.3893545,-0.619003794,0.174718888,-3.542855616,3.96E-04,5.41E-04,MIT0604_00494
515.6946704,-0.431418972,0.142960294,-3.017753813,0.002546557,0.003288834,MIT0604_00495
3295.822422,-0.44421367,0.156522199,-2.838023445,0.004539385,0.0057572,MIT0604_00496
904.1183893,0.578790883,0.140567001,4.117544503,3.83E-05,5.59E-05,MIT0604_00497
837.6085586,-1.000843016,0.098492016,-10.16166645,2.94E-24,8.21E-24,MIT0604_00498
821.1062597,-1.101489651,0.148763552,-7.404297876,1.32E-13,2.76E-13,MIT0604_00499
822.3634424,-0.440439911,0.1158648,-3.801326311,1.44E-04,2.02E-04,MIT0604_00500
1439.005468,-0.112091721,0.085724569,-1.307579868,0.191015849,0.212867401,MIT0604_00501
346.7623918,-0.026925217,0.190267664,-0.141512313,0.887465234,0.89843785,MIT0604_00502
21665.0501,0.610564173,0.080384321,7.595562951,3.06E-14,6.55E-14,MIT0604_00503
265.4280012,-1.874359187,0.159178859,-11.77517667,5.24E-32,1.78E-31,MIT0604_00504
1791.111846,-1.020618261,0.103570681,-9.854316375,6.57E-23,1.76E-22,MIT0604_00505
418.1069122,-0.045117685,0.151963782,-0.296897618,0.766544675,0.784558475,MIT0604_00506
1019.357848,2.610925372,0.133018077,19.62835004,8.85E-86,6.84E-85,MIT0604_00507
959.5235484,1.651937682,0.126238569,13.08583975,3.97E-39,1.58E-38,MIT0604_00508
578.7319378,0.225956483,0.164372659,1.374659776,0.169236947,0.189823578,MIT0604_00509
440.6021178,1.401820971,0.117380027,11.9425852,7.10E-33,2.45E-32,MIT0604_00510
680.9246029,0.892665015,0.137225057,6.505116717,7.76E-11,1.48E-10,MIT0604_00511
1704.566403,-0.798773554,0.168110121,-4.751489962,2.02E-06,3.16E-06,MIT0604_00512
9350.075441,-1.413503458,0.117468423,-12.03305042,2.38E-33,8.33E-33,MIT0604_00513
1717.468804,-1.261855232,0.122595551,-10.29283055,7.59E-25,2.15E-24,MIT0604_00514
73.77025064,1.647917256,0.229721246,7.173551793,7.31E-13,1.50E-12,MIT0604_00515
2560.372679,-0.396360174,0.143720793,-2.757848494,0.005818316,0.00732478,MIT0604_00516
2729.393459,-2.066008777,0.097609277,-21.16611082,1.96E-99,1.82E-98,MIT0604_00517
666.3608905,-0.9309741,0.140490206,-6.626612094,3.43E-11,6.66E-11,MIT0604_00518
448.6967417,1.643985252,0.166618,9.866792612,5.80E-23,1.56E-22,MIT0604_00519
8750.52953,-4.226985261,0.105599691,-40.02838683,0,0,MIT0604_00520
25274.40871,-4.590394344,0.11116032,-41.29526019,0,0,MIT0604_00521
781.8099386,-0.513306931,0.122856189,-4.178112111,2.94E-05,4.34E-05,MIT0604_00522
443.8186839,-2.378781541,0.165021536,-14.4149764,4.17E-47,1.93E-46,MIT0604_00523
466.6799354,0.983850282,0.134867007,7.294966405,2.99E-13,6.21E-13,MIT0604_00524
1942.596822,0.235187878,0.130115137,1.807536651,0.070678646,0.082344444,MIT0604_00525
4070.046915,-3.432366868,0.149893202,-22.89874947,4.78E-116,5.32E-115,MIT0604_00527
5151.48609,-3.089949458,0.142991491,-21.60932407,1.47E-103,1.45E-102,MIT0604_00529
296.1093799,0.1910166,0.154541629,1.236020359,0.216450996,0.239241463,MIT0604_00530
3216.092543,-1.150775723,0.098763542,-11.65182722,2.25E-31,7.45E-31,MIT0604_00531
184.2810798,-0.333643026,0.191404113,-1.743134048,0.081310202,0.094088177,MIT0604_00532
756.534861,0.309581943,0.117928961,2.625156193,0.008660923,0.010803723,MIT0604_00533
1080.846998,-1.558666462,0.205148238,-7.597757011,3.01E-14,6.44E-14,MIT0604_00534
706.8248513,-2.178830744,0.118357342,-18.40891915,1.11E-75,7.65E-75,MIT0604_00535
216.3603811,-1.506141253,0.177086909,-8.505096524,1.81E-17,4.18E-17,MIT0604_00536
8832.013295,-1.557774753,0.158640568,-9.819523315,9.28E-23,2.48E-22,MIT0604_00537
5064.262876,-0.216646652,0.137320831,-1.577667785,0.114641951,0.130663738,MIT0604_00538
457.9936757,-0.904917035,0.120917193,-7.483774763,7.22E-14,1.53E-13,MIT0604_00539
799.8909804,0.275784802,0.138867181,1.985960971,0.047037658,0.055528308,MIT0604_00540
1749.409955,1.886409336,0.216600186,8.709176911,3.06E-18,7.35E-18,MIT0604_00541
2237.658387,2.86510758,0.116908692,24.50722464,1.24E-132,1.77E-131,MIT0604_00542
598.1646392,3.527695798,0.125217399,28.17256894,1.27E-174,2.85E-173,MIT0604_00543
799.7261222,0.841908918,0.093945815,8.961643635,3.20E-19,7.83E-19,MIT0604_00544
925.1436513,0.100294328,0.094581997,1.060395538,0.288964691,0.314466094,MIT0604_00545
294.0741313,-1.698406096,0.227709366,-7.458657181,8.74E-14,1.84E-13,MIT0604_00546
158.7141655,-0.475707067,0.153902665,-3.090960566,0.001995101,0.002592524,MIT0604_00547
463.9150985,1.08922349,0.12559053,8.672815478,4.22E-18,1.00E-17,MIT0604_00548
2187.076245,-2.293806633,0.091201259,-25.15104119,1.38E-139,2.15E-138,MIT0604_00549
2644.177235,-2.195473913,0.118737042,-18.49021898,2.48E-76,1.71E-75,MIT0604_00550
12657.72497,-4.552788727,0.13707324,-33.21427824,6.70E-242,2.59E-240,MIT0604_00551
387.0876306,0.871104961,0.150530601,5.786896189,7.17E-09,1.26E-08,MIT0604_00552
653.5180532,0.577837547,0.144825838,3.989878854,6.61E-05,9.55E-05,MIT0604_00553
672.0076104,0.173976985,0.133056762,1.307539602,0.191029514,0.212867401,MIT0604_00554
1232.288908,-1.308414225,0.14189723,-9.220858146,2.95E-20,7.41E-20,MIT0604_00555
155.0227058,-2.265795805,0.223312424,-10.14630428,3.44E-24,9.58E-24,MIT0604_00556
945.9971841,-1.398455651,0.127233447,-10.99125805,4.21E-28,1.28E-27,MIT0604_00557
162.9605553,1.264143369,0.182700866,6.919197467,4.54E-12,9.11E-12,MIT0604_00558
92.45983564,0.009108329,0.263329201,0.034589135,0.972407365,0.973834577,MIT0604_00559
1423.557819,1.275673042,0.14952422,8.531547889,1.44E-17,3.34E-17,MIT0604_00560
4876.222308,0.145853216,0.07768699,1.877447118,0.060456839,0.07079814,MIT0604_00561
2948.629543,-2.766407151,0.104303954,-26.52255292,5.33E-155,9.82E-154,MIT0604_00562
1782.975236,2.029721876,0.132148117,15.35944609,3.06E-53,1.56E-52,MIT0604_00563
320.3064702,-2.035655288,0.193214613,-10.53572115,5.91E-26,1.73E-25,MIT0604_00564
2160.056261,-2.723482816,0.110534453,-24.63922092,4.80E-134,6.92E-133,MIT0604_00565
1738.472435,-1.686658241,0.116493899,-14.47851138,1.66E-47,7.69E-47,MIT0604_00566
217.3020219,0.902361845,0.234366687,3.850213758,1.18E-04,1.67E-04,MIT0604_00567
383.3591328,0.77725067,0.12242918,6.348573704,2.17E-10,4.06E-10,MIT0604_00568
1157.066435,-0.729302163,0.091296568,-7.988275806,1.37E-15,3.03E-15,MIT0604_00569
595.2949142,1.971974686,0.219706595,8.975491542,2.82E-19,6.92E-19,MIT0604_00570
62.73976509,1.852882111,0.259011402,7.153670066,8.45E-13,1.73E-12,MIT0604_00571
661.1093964,1.716058621,0.1455034,11.79394169,4.19E-32,1.43E-31,MIT0604_00572
13452.33375,-2.409250614,0.112915202,-21.33681351,5.17E-101,4.95E-100,MIT0604_00573
657.0054153,-0.192513568,0.092433658,-2.082721508,0.037276616,0.044415153,MIT0604_00574
1093.076054,-1.847761998,0.090238842,-20.47634862,3.50E-93,2.96E-92,MIT0604_00575
1439.742613,-1.416586002,0.103845092,-13.64133805,2.27E-42,9.58E-42,MIT0604_00576
168.7938738,0.18376795,0.161203634,1.139973987,0.254297139,0.278665012,MIT0604_00577
458.226094,0.436226828,0.154166201,2.829587971,0.004660798,0.005900219,MIT0604_00578
1339.298162,-0.528840301,0.185211831,-2.85532678,0.004299257,0.005472997,MIT0604_00579
5671.008492,-1.112749156,0.129192631,-8.61310082,7.11E-18,1.66E-17,MIT0604_00580
307.4290685,-0.533935859,0.152816975,-3.493956462,4.76E-04,6.47E-04,MIT0604_00581
182.052298,1.073187691,0.175317013,6.121412122,9.27E-10,1.69E-09,MIT0604_00582
1169.668468,-1.25236926,0.108592061,-11.53278834,9.02E-31,2.94E-30,MIT0604_00583
1996.332674,-2.130727928,0.114584039,-18.5953292,3.51E-77,2.44E-76,MIT0604_00584
953.0656285,0.200351843,0.118547195,1.690059755,0.091016523,0.104845708,MIT0604_00585
6135.410701,-2.063817144,0.114541794,-18.01802707,1.41E-72,9.20E-72,MIT0604_00586
3245.110113,-0.040780693,0.101055935,-0.403545748,0.686546787,0.709062197,MIT0604_00587
1494.688117,0.028944076,0.132447808,0.218531935,0.827014679,0.841819517,MIT0604_00588
670.1301833,0.593180479,0.19046589,3.114365927,0.001843407,0.002405006,MIT0604_00589
3651.599312,-0.174366065,0.086000889,-2.027491436,0.042612179,0.050507893,MIT0604_00590
208.4231492,0.594807045,0.164428341,3.617424104,2.98E-04,4.10E-04,MIT0604_00591
1164.960257,2.910669703,0.232555285,12.51603333,6.10E-36,2.28E-35,MIT0604_00592
341.7291065,-0.931156968,0.132537803,-7.025595336,2.13E-12,4.32E-12,MIT0604_00593
2011.619066,-3.884679712,0.126203887,-30.78098317,4.71E-208,1.34E-206,MIT0604_00594
2077.956089,-2.205447889,0.15374881,-14.34448757,1.15E-46,5.28E-46,MIT0604_00595
3300.596279,-0.518231367,0.107197194,-4.83437438,1.34E-06,2.11E-06,MIT0604_00596
7905.144048,-4.209385822,0.100755731,-41.77812794,0,0,MIT0604_00597
5248.295931,-1.053510227,0.121167341,-8.694671521,3.48E-18,8.31E-18,MIT0604_00598
10149.47855,-2.632803342,0.104912806,-25.09515712,5.62E-139,8.58E-138,MIT0604_00599
2321.439224,-1.777780183,0.116164726,-15.30395885,7.19E-53,3.63E-52,MIT0604_00600
438.9465722,-1.365967856,0.156923121,-8.704694662,3.18E-18,7.61E-18,MIT0604_00601
710.3530984,1.030349215,0.159990783,6.440053573,1.19E-10,2.26E-10,MIT0604_00602
11559.24698,-4.11702672,0.172749262,-23.8323839,1.54E-125,2.02E-124,MIT0604_00603
50909.2273,-2.688500435,0.175747231,-15.29754076,7.94E-53,3.99E-52,MIT0604_00604
