partner,treatment,product,logFC,logFC_rel_axenic,Pvalue
Synechococcus_WH8102,400ppm,ABC-2 type transport system permease protein_3,-0.17590095,-1.564596712,0.12556667
Synechococcus_WH8102,400ppm,putative thiamine transport system ATP-binding,-0.882052886,-0.421431184,0.000841035
Synechococcus_WH8102,400ppm,iron complex outermembrane receptor protein_5,-0.070431465,-0.647461097,0.642817459
Synechococcus_WH8102,400ppm,fucose permease_2,0.250724044,0.87800664,0.044974961
Synechococcus_WH8102,400ppm,amino acid ABC transporter substrate-binding,0.216170595,0.676009875,0.00696265
Synechococcus_WH8102,400ppm,iron complex outermembrane receptor protein_6,-0.173750574,-1.106775238,0.311346813
Synechococcus_WH8102,400ppm,outer membrane transport energization protein_1,-0.174327807,2.958256948,0.525207788
Synechococcus_WH8102,400ppm,putative ABC transport system ATP-binding_1,-0.079351761,-0.832527795,0.604544258
Synechococcus_WH8102,400ppm,iron complex outermembrane receptor protein_7,0.040800604,-0.48647082,0.674867487
Synechococcus_WH8102,400ppm,putative ABC transport system ATP-binding_2,-0.252747821,-0.985552259,0.110579207
Synechococcus_WH8102,400ppm,carboxylate/amino acid/amine transporter,0.312000635,1.232154194,0.073421784
Synechococcus_WH8102,400ppm,fucose permease_3,0.015142719,-0.865963419,0.889047346
Synechococcus_WH8102,400ppm,fucose permease_4,0.876103416,1.159642511,0.009989099
Synechococcus_WH8102,400ppm,putative ABC transport system permease protein_2,0.332017428,0.134933942,0.004150028
Synechococcus_WH8102,400ppm,iron complex transport system permease protein,-0.063186384,0.254490755,0.489988812
Synechococcus_WH8102,400ppm,iron complex outermembrane receptor protein_8,0.043706626,-0.248806019,0.665824457
Synechococcus_WH8102,400ppm,outer membrane transport energization protein_2,-0.035229566,3.253009201,0.892151417
Synechococcus_WH8102,400ppm,choline/glycine/proline betaine transport_1,-0.205058878,-0.975753959,0.113533654
Synechococcus_WH8102,400ppm,putative thiamine transport system permease,-1.273922662,-1.190195861,0.000102275
Synechococcus_WH8102,400ppm,phosphate ABC transporter substrate-binding,0.044701163,0.165813134,0.613951688
Synechococcus_WH8102,400ppm,cationic peptide transport system ATP-binding,0.460632369,1.612267662,0.000138047
Synechococcus_WH8102,400ppm,iron complex outermembrane receptor protein_9,-0.075770332,0.171992362,0.697148655
Synechococcus_WH8102,400ppm,outer membrane transport energization protein_3,-0.400232177,3.21965914,0.144830099
Synechococcus_WH8102,400ppm,putative ABC transport system ATP-binding_3,0.405127873,-0.155550232,0.040791946
Synechococcus_WH8102,400ppm,putative ABC transport system permease protein_3,-0.049875514,-0.041781732,0.728939825
Synechococcus_WH8102,400ppm,iron complex outermembrane receptor protein_10,-0.218180167,-2.910695465,0.322382095
Synechococcus_WH8102,400ppm,ammonium transporter,-1.145051349,2.103750133,0.00171201
Synechococcus_WH8102,400ppm,iron complex outermembrane receptor protein_11,-0.003465971,-0.590065022,0.973747229
Synechococcus_WH8102,400ppm,ABC-2 type transport system ATP-binding protein_2,-0.118917265,-0.785659782,0.396937603
Synechococcus_WH8102,400ppm,putative ABC transport system substrate-binding,-0.125477999,-0.418936167,0.15989389
Synechococcus_WH8102,400ppm,iron(III) transport system permease protein,0.166830743,0.012205706,0.101473526
Synechococcus_WH8102,400ppm,sugar phosphate permease,-0.787331847,0.17652393,0.000386096
Synechococcus_WH8102,400ppm,iron complex outermembrane receptor protein_12,0.241551633,0.76615264,0.011240757
Synechococcus_WH8102,400ppm,iron complex outermembrane receptor protein_13,0.749038724,1.918173077,0.012105058
Synechococcus_WH8102,400ppm,iron complex outermembrane receptor protein_14,-0.507816896,-0.925666475,0.001126542
Synechococcus_WH8102,400ppm,polar amino acid transport system,-0.072109256,-1.399299977,0.622465632
Synechococcus_WH8102,400ppm,long-chain fatty acid transport protein_1,0.312483333,1.230830447,0.111610054
Synechococcus_WH8102,400ppm,AGCS family alanine or glycine:cation symporter,-0.023858259,0.964059964,0.829408492
Synechococcus_WH8102,400ppm,amino acid ABC transporter substrate-binding_2,0.325963569,1.543201983,0.024051873
Synechococcus_WH8102,400ppm,phospholipid transport system transporter-binding,-0.66639767,-1.786014114,0.006074559
Synechococcus_WH8102,400ppm,iron(III) transport system ATP-binding protein,0.184233334,0.03016522,0.089475587
Synechococcus_WH8102,400ppm,iron complex outermembrane receptor protein_15,0.104469166,-0.155688901,0.302617634
Synechococcus_WH8102,400ppm,ABC-2 type transport system ATP-binding protein,-0.38725662,0.777934638,0.160104903
Synechococcus_WH8102,400ppm,long-chain fatty acid transport protein_2,-0.208003165,1.129662324,0.223610008
Synechococcus_WH8102,400ppm,outer membrane transport energization protein_4,-0.226515336,3.235619481,0.357687589
Synechococcus_WH8102,400ppm,phosphonate transport system substrate-binding,-0.019942214,1.637597607,0.903606582
Synechococcus_WH8102,400ppm,vitamin B12 transporter,-0.670978883,-1.483375665,2.64E-05
Synechococcus_WH8102,400ppm,phosphonate ABC transporter substrate-binding,0.182395676,-0.802809212,0.135485898
Synechococcus_WH8102,400ppm,ATPase subunit of ABC transporter with duplicated,0.752967806,1.959547721,0.018313295
Synechococcus_WH8102,400ppm,branched-subunit amino acid transport protein,-1.231600571,-2.769316124,0.002649919
Synechococcus_WH8102,400ppm,FHS family L-fucose permease-like MFS_2,-1.815376027,1.483909615,2.67E-06
Synechococcus_WH8102,400ppm,cation/acetate symporter,1.505200328,4.303057967,3.51E-07
Synechococcus_WH8102,400ppm,amino acid ABC transporter substrate-binding_3,0.750845289,1.823777952,4.83E-05
Synechococcus_WH8102,400ppm,iron complex outermembrane receptor protein_16,0.291237568,0.604027101,0.054127632
Synechococcus_WH8102,400ppm,PiT family inorganic phosphate transporter,0.160486822,1.573514645,0.411971106
Synechococcus_WH8102,400ppm,choline/glycine/proline betaine transport_2,0.176483013,-0.4121632,0.253449989
Synechococcus_WH8102,400ppm,iron complex outermembrane receptor protein_17,-1.197895312,1.364691172,0.000965348
Synechococcus_WH8102,400ppm,phospholipid transport system substrate-binding,-0.858426271,-2.041080486,0.00023822
Synechococcus_WH8102,400ppm,outer membrane transport energization protein_5,0.012640088,-1.225705759,0.939312243
Synechococcus_WH8102,400ppm,amino acid ABC transporter substrate-binding_4,-0.668057098,0.186244123,0.002386972
Synechococcus_WH8102,400ppm,amino acid/amide ABC transporter,-0.261076716,0.818098129,0.242058083
Synechococcus_WH8102,400ppm,iron-regulated ABC transporter ATPase subunit,-0.168711001,-0.918692211,0.455820869
Synechococcus_WH8102,400ppm,iron-regulated ABC transporter permease protein,0.056378462,-0.452036005,0.825588605
Synechococcus_WH8102,400ppm,iron complex outermembrane receptor protein_18,-0.249516581,-2.119359752,0.1920445
Synechococcus_WH8102,400ppm,iron complex outermembrane receptor protein_19,0.339722951,4.986674557,0.291522747
Synechococcus_WH8102,400ppm,iron complex outermembrane receptor protein_20,-0.333590716,-3.865224002,0.307048993
Synechococcus_WH8102,400ppm,iron complex outermembrane receptor protein_21,0.192129307,0.796769908,0.143132634
Synechococcus_WH8102,400ppm,iron-regulated ABC transporter membrane component,-0.149793787,-0.616584841,0.391151993
Synechococcus_WH8102,400ppm,fucose permease_5,-0.624650215,3.500583799,0.145286373
Synechococcus_WH8102,400ppm,iron complex outermembrane receptor protein_22,0.055545442,2.051659268,0.861228948
Synechococcus_WH8102,400ppm,lactate permease,0.473758179,4.008776916,0.024985234
General_coculture,400ppm,high-affinity iron transporter,-0.204156322,-0.204156322,0.645594798
General_coculture,400ppm,iron complex outermembrane receptor protein_1,-0.15204134,-0.15204134,0.751816918
General_coculture,400ppm,FHS family L-fucose permease-like MFS_1,-0.047253999,-0.047253999,0.936219999
General_coculture,400ppm,iron complex outermembrane receptor protein_2,-0.318731213,-0.318731213,0.292558854
General_coculture,800ppm,ABC-2 type transport system ATP-binding protein_1,0.854015611,0.854015611,0.031536007
General_coculture,800ppm,ABC-2 type transport system permease protein_1,-0.076823026,-0.076823026,0.770391722
General_coculture,800ppm,iron complex outermembrane receptor protein_3,0.936272141,0.936272141,0.009211937
General_coculture,800ppm,phosphate ABC transporter ATP-binding protein,0.017763449,0.017763449,0.961578247
General_coculture,800ppm,ABC-2 type transport system permease protein_2,-0.08191204,-0.08191204,0.792660275
General_coculture,800ppm,phosphate ABC transporter membrane protein 2,-0.097000081,-0.097000081,0.754554888
General_coculture,800ppm,vitamin B12 transport system substrate-binding,0.351585344,0.351585344,0.212107863
General_coculture,800ppm,vitamin B12 transport system ATP-binding protein,0.039601053,0.039601053,0.88098118
General_coculture,800ppm,fucose permease_1,0.956205418,0.956205418,0.023249146
General_coculture,800ppm,putative ABC transport system permease protein_1,-0.088535944,-0.088535944,0.759530022
General_coculture,800ppm,iron complex outermembrane receptor protein_4,0.993998901,0.993998901,0.000285226
General_coculture,800ppm,ABC-2 type transport system permease protein_3,0.530760788,0.530760788,0.066181474
General_coculture,800ppm,putative thiamine transport system ATP-binding,0.281769406,0.281769406,0.669057748
General_coculture,800ppm,iron complex outermembrane receptor protein_5,0.501647508,0.501647508,0.206380383
General_coculture,800ppm,fucose permease_2,0.158339383,0.158339383,0.641295949
General_coculture,800ppm,amino acid ABC transporter substrate-binding,-0.318553557,-0.318553557,0.14019971
General_coculture,800ppm,iron complex outermembrane receptor protein_6,0.694821114,0.694821114,0.118463961
General_coculture,800ppm,outer membrane transport energization protein_1,0.326229718,0.326229718,0.657798828
General_coculture,800ppm,putative ABC transport system ATP-binding_1,0.075957794,0.075957794,0.849102685
General_coculture,800ppm,iron complex outermembrane receptor protein_7,0.150266468,0.150266468,0.552196708
General_coculture,800ppm,putative ABC transport system ATP-binding_2,-0.670532645,-0.670532645,0.099135085
General_coculture,800ppm,carboxylate/amino acid/amine transporter,0.575972578,0.575972578,0.222874206
General_coculture,800ppm,fucose permease_3,0.85580828,0.85580828,0.002422809
General_coculture,800ppm,fucose permease_4,0.43663104,0.43663104,0.63885251
General_coculture,800ppm,putative ABC transport system permease protein_2,0.719175295,0.719175295,0.02031482
General_coculture,800ppm,iron complex transport system permease protein,0.74936323,0.74936323,0.002169044
General_coculture,800ppm,iron complex outermembrane receptor protein_8,0.121647186,0.121647186,0.645328909
General_coculture,800ppm,outer membrane transport energization protein_2,0.19238885,0.19238885,0.783498657
General_coculture,800ppm,choline/glycine/proline betaine transport_1,0.282873792,0.282873792,0.397755217
General_coculture,800ppm,putative thiamine transport system permease,1.459105402,1.459105402,0.065504623
General_coculture,800ppm,phosphate ABC transporter substrate-binding,-0.08469934,-0.08469934,0.717986958
General_coculture,800ppm,cationic peptide transport system ATP-binding,0.269835417,0.269835417,0.41615065
General_coculture,800ppm,iron complex outermembrane receptor protein_9,-0.307705862,-0.307705862,0.548423409
General_coculture,800ppm,outer membrane transport energization protein_3,-0.035157948,-0.035157948,0.962131957
General_coculture,800ppm,putative ABC transport system ATP-binding_3,1.165748045,1.165748045,0.029108581
General_coculture,800ppm,putative ABC transport system permease protein_3,-0.906069003,-0.906069003,0.016915818
General_coculture,800ppm,iron complex outermembrane receptor protein_10,1.399176104,1.399176104,0.014123727
General_coculture,800ppm,ammonium transporter,-1.359027266,-1.359027266,0.130301599
General_coculture,800ppm,iron complex outermembrane receptor protein_11,0.482167068,0.482167068,0.081069946
General_coculture,800ppm,ABC-2 type transport system ATP-binding protein_2,1.769999974,1.769999974,1.77E-06
General_coculture,800ppm,putative ABC transport system substrate-binding,-0.151206788,-0.151206788,0.515194763
General_coculture,800ppm,iron(III) transport system permease protein,-0.216891584,-0.216891584,0.423800649
General_coculture,800ppm,sugar phosphate permease,-0.77161647,-0.77161647,0.166104718
General_coculture,800ppm,iron complex outermembrane receptor protein_12,-0.130014771,-0.130014771,0.611596363
General_coculture,800ppm,iron complex outermembrane receptor protein_13,0.590775173,0.590775173,0.469614206
General_coculture,800ppm,iron complex outermembrane receptor protein_14,0.453046419,0.453046419,0.255366062
General_coculture,800ppm,polar amino acid transport system,-0.481817639,-0.481817639,0.208436673
General_coculture,800ppm,long-chain fatty acid transport protein_1,0.032568723,0.032568723,0.951009569
General_coculture,800ppm,AGCS family alanine or glycine:cation symporter,-0.311317535,-0.311317535,0.290149758
General_coculture,800ppm,amino acid ABC transporter substrate-binding_2,0.009074882,0.009074882,0.981488404
General_coculture,800ppm,phospholipid transport system transporter-binding,1.270338546,1.270338546,0.038895933
General_coculture,800ppm,iron(III) transport system ATP-binding protein,-0.654109808,-0.654109808,0.023836742
General_coculture,800ppm,iron complex outermembrane receptor protein_15,-0.187773818,-0.187773818,0.484959449
General_coculture,800ppm,ABC-2 type transport system ATP-binding protein,-0.533568596,-0.533568596,0.453885281
General_coculture,800ppm,long-chain fatty acid transport protein_2,-0.136450306,-0.136450306,0.760583291
General_coculture,800ppm,outer membrane transport energization protein_4,0.299670636,0.299670636,0.643564457
General_coculture,800ppm,phosphonate transport system substrate-binding,-0.214066109,-0.214066109,0.62416089
General_coculture,800ppm,vitamin B12 transporter,0.319299488,0.319299488,0.427983996
General_coculture,800ppm,phosphonate ABC transporter substrate-binding,-0.542042293,-0.542042293,0.095689044
General_coculture,800ppm,ATPase subunit of ABC transporter with duplicated,1.567690166,1.567690166,0.073325525
General_coculture,800ppm,branched-subunit amino acid transport protein,2.250929214,2.250929214,0.023885471
General_coculture,800ppm,FHS family L-fucose permease-like MFS_2,-1.864777457,-1.864777457,0.03707355
General_coculture,800ppm,cation/acetate symporter,-0.467420156,-0.467420156,0.566094935
General_coculture,800ppm,amino acid ABC transporter substrate-binding_3,0.301286976,0.301286976,0.550979645
General_coculture,800ppm,iron complex outermembrane receptor protein_16,1.694021132,1.694021132,3.35E-05
General_coculture,800ppm,PiT family inorganic phosphate transporter,0.513927063,0.513927063,0.325754852
General_coculture,800ppm,choline/glycine/proline betaine transport_2,0.327875434,0.327875434,0.426870209
General_coculture,800ppm,iron complex outermembrane receptor protein_17,-1.812319266,-1.812319266,0.040237812
General_coculture,800ppm,phospholipid transport system substrate-binding,0.998964524,0.998964524,0.086267906
General_coculture,800ppm,outer membrane transport energization protein_5,-0.776844566,-0.776844566,0.077510905
General_coculture,800ppm,amino acid ABC transporter substrate-binding_4,-0.601684843,-0.601684843,0.279503957
General_coculture,800ppm,amino acid/amide ABC transporter,-1.014111368,-1.014111368,0.081450398
General_coculture,800ppm,iron-regulated ABC transporter ATPase subunit,0.513782812,0.513782812,0.38596638
General_coculture,800ppm,iron-regulated ABC transporter permease protein,0.79274611,0.79274611,0.243535161
General_coculture,800ppm,iron complex outermembrane receptor protein_18,0.766757599,0.766757599,0.123890502
General_coculture,800ppm,iron complex outermembrane receptor protein_19,-1.889923556,-1.889923556,0.030498474
General_coculture,800ppm,iron complex outermembrane receptor protein_20,1.404006189,1.404006189,0.097764543
General_coculture,800ppm,iron complex outermembrane receptor protein_21,0.435509195,0.435509195,0.214665458
General_coculture,800ppm,iron-regulated ABC transporter membrane component,0.187290937,0.187290937,0.682592659
General_coculture,800ppm,fucose permease_5,-6.390902057,-6.390902057,3.09E-08
General_coculture,800ppm,iron complex outermembrane receptor protein_22,-1.810153947,-1.810153947,0.032744493
General_coculture,800ppm,lactate permease,-0.631308848,-0.631308848,0.270953366
Prochlorococcus_MIT9312,800ppm,high-affinity iron transporter,0.037792837,-0.166363485,0.879708044
Prochlorococcus_MIT9312,800ppm,iron complex outermembrane receptor protein_1,0.198169822,0.046128482,0.466431829
Prochlorococcus_MIT9312,800ppm,FHS family L-fucose permease-like MFS_1,0.092466403,0.045212404,0.784751516
Prochlorococcus_MIT9312,800ppm,iron complex outermembrane receptor protein_2,-0.162845024,-0.481576238,0.361907401
Prochlorococcus_MIT9312,800ppm,ABC-2 type transport system ATP-binding protein_1,0.189940959,1.043956571,0.423653088
Prochlorococcus_MIT9312,800ppm,ABC-2 type transport system permease protein_1,-0.072460506,-0.149283533,0.647746363
Prochlorococcus_MIT9312,800ppm,iron complex outermembrane receptor protein_3,0.311102105,1.247374246,0.121327963
Prochlorococcus_MIT9312,800ppm,phosphate ABC transporter ATP-binding protein,-0.020645583,-0.002882134,0.919176147
Prochlorococcus_MIT9312,800ppm,ABC-2 type transport system permease protein_2,-0.144780426,-0.226692466,0.427032387
Prochlorococcus_MIT9312,800ppm,phosphate ABC transporter membrane protein 2,0.212555008,0.115554927,0.22270349
Prochlorococcus_MIT9312,800ppm,vitamin B12 transport system substrate-binding,0.189476561,0.541061905,0.242933041
Prochlorococcus_MIT9312,800ppm,vitamin B12 transport system ATP-binding protein,-0.077543987,-0.037942934,0.603098688
Prochlorococcus_MIT9312,800ppm,fucose permease_1,-0.414711258,0.54149416,0.076129604
Prochlorococcus_MIT9312,800ppm,putative ABC transport system permease protein_1,0.284962192,0.196426248,0.08247065
Prochlorococcus_MIT9312,800ppm,iron complex outermembrane receptor protein_4,-0.156958447,0.837040455,0.314696525
Prochlorococcus_MIT9312,800ppm,ABC-2 type transport system permease protein_3,-0.169599694,0.361161094,0.316106485
Prochlorococcus_MIT9312,800ppm,putative thiamine transport system ATP-binding,-1.260695231,-0.978925825,0.000462051
Prochlorococcus_MIT9312,800ppm,iron complex outermembrane receptor protein_5,-0.164717262,0.336930246,0.455445869
Prochlorococcus_MIT9312,800ppm,fucose permease_2,-0.323750887,-0.165411504,0.081211318
Prochlorococcus_MIT9312,800ppm,amino acid ABC transporter substrate-binding,0.039971795,-0.278581761,0.756032878
Prochlorococcus_MIT9312,800ppm,iron complex outermembrane receptor protein_6,-0.058831299,0.635989815,0.810317372
Prochlorococcus_MIT9312,800ppm,outer membrane transport energization protein_1,0.212976935,0.539206653,0.581815525
Prochlorococcus_MIT9312,800ppm,putative ABC transport system ATP-binding_1,0.329344826,0.40530262,0.136829743
Prochlorococcus_MIT9312,800ppm,iron complex outermembrane receptor protein_7,0.083761048,0.234027516,0.564184607
Prochlorococcus_MIT9312,800ppm,putative ABC transport system ATP-binding_2,0.385995374,-0.284537271,0.086776901
Prochlorococcus_MIT9312,800ppm,carboxylate/amino acid/amine transporter,0.027440109,0.603412687,0.916013102
Prochlorococcus_MIT9312,800ppm,fucose permease_3,-0.174659179,0.6811491,0.27281212
Prochlorococcus_MIT9312,800ppm,fucose permease_4,1.000768675,1.437399715,0.049794212
Prochlorococcus_MIT9312,800ppm,putative ABC transport system permease protein_2,-0.168154668,0.551020627,0.338626383
Prochlorococcus_MIT9312,800ppm,iron complex transport system permease protein,-0.364737117,0.384626113,0.007327603
Prochlorococcus_MIT9312,800ppm,iron complex outermembrane receptor protein_8,0.008362209,0.130009394,0.955693426
Prochlorococcus_MIT9312,800ppm,outer membrane transport energization protein_2,0.37624946,0.56863831,0.30799769
Prochlorococcus_MIT9312,800ppm,choline/glycine/proline betaine transport_1,0.389453433,0.672327225,0.035563088
Prochlorococcus_MIT9312,800ppm,putative thiamine transport system permease,-0.79146467,0.667640732,0.062605484
Prochlorococcus_MIT9312,800ppm,phosphate ABC transporter substrate-binding,-0.215266403,-0.299965743,0.107250638
Prochlorococcus_MIT9312,800ppm,cationic peptide transport system ATP-binding,-0.005952007,0.26388341,0.973851259
Prochlorococcus_MIT9312,800ppm,iron complex outermembrane receptor protein_9,0.494606953,0.186901091,0.07521752
Prochlorococcus_MIT9312,800ppm,outer membrane transport energization protein_3,0.102503286,0.067345338,0.787481276
Prochlorococcus_MIT9312,800ppm,putative ABC transport system ATP-binding_3,-0.268858346,0.896889699,0.352165366
Prochlorococcus_MIT9312,800ppm,putative ABC transport system permease protein_3,0.344627924,-0.561441079,0.093817746
Prochlorococcus_MIT9312,800ppm,iron complex outermembrane receptor protein_10,-0.279245995,1.119930108,0.366453203
Prochlorococcus_MIT9312,800ppm,ammonium transporter,-2.172232596,-3.531259862,1.05E-05
Prochlorococcus_MIT9312,800ppm,iron complex outermembrane receptor protein_11,0.004622895,0.486789963,0.975944359
Prochlorococcus_MIT9312,800ppm,ABC-2 type transport system ATP-binding protein_2,-0.412293259,1.357706715,0.040618591
Prochlorococcus_MIT9312,800ppm,putative ABC transport system substrate-binding,-0.015495921,-0.166702709,0.90464022
Prochlorococcus_MIT9312,800ppm,iron(III) transport system permease protein,-0.077101764,-0.293993347,0.604580859
Prochlorococcus_MIT9312,800ppm,sugar phosphate permease,-0.249794252,-1.021410722,0.401422922
Prochlorococcus_MIT9312,800ppm,iron complex outermembrane receptor protein_12,0.121333537,-0.008681233,0.388039595
Prochlorococcus_MIT9312,800ppm,iron complex outermembrane receptor protein_13,2.179284548,2.770059721,1.39E-06
Prochlorococcus_MIT9312,800ppm,iron complex outermembrane receptor protein_14,-0.013802871,0.439243548,0.948902221
Prochlorococcus_MIT9312,800ppm,polar amino acid transport system,0.107751182,-0.374066456,0.605409235
Prochlorococcus_MIT9312,800ppm,long-chain fatty acid transport protein_1,-0.368245767,-0.335677044,0.195911618
Prochlorococcus_MIT9312,800ppm,AGCS family alanine or glycine:cation symporter,-0.08607831,-0.397395845,0.586927434
Prochlorococcus_MIT9312,800ppm,amino acid ABC transporter substrate-binding_2,0.353796922,0.362871804,0.091560444
Prochlorococcus_MIT9312,800ppm,phospholipid transport system transporter-binding,-0.083925678,1.186412868,0.798787316
Prochlorococcus_MIT9312,800ppm,iron(III) transport system ATP-binding protein,-0.15484471,-0.808954519,0.324246026
Prochlorococcus_MIT9312,800ppm,iron complex outermembrane receptor protein_15,0.026394746,-0.161379072,0.856491259
Prochlorococcus_MIT9312,800ppm,ABC-2 type transport system ATP-binding protein,-0.13284074,-0.666409336,0.727199458
Prochlorococcus_MIT9312,800ppm,long-chain fatty acid transport protein_2,0.663354205,0.526903899,0.005785402
Prochlorococcus_MIT9312,800ppm,outer membrane transport energization protein_4,0.207414363,0.507084999,0.546592768
Prochlorococcus_MIT9312,800ppm,phosphonate transport system substrate-binding,-0.497795014,-0.711861124,0.032966695
Prochlorococcus_MIT9312,800ppm,vitamin B12 transporter,-0.097433446,0.221866042,0.652041098
Prochlorococcus_MIT9312,800ppm,phosphonate ABC transporter substrate-binding,-0.274495474,-0.816537767,0.118295446
Prochlorococcus_MIT9312,800ppm,ATPase subunit of ABC transporter with duplicated,0.643819272,2.211509437,0.169577258
Prochlorococcus_MIT9312,800ppm,branched-subunit amino acid transport protein,0.247148524,2.498077738,0.64016118
Prochlorococcus_MIT9312,800ppm,FHS family L-fucose permease-like MFS_2,-0.003494804,-1.86827226,0.994731514
Prochlorococcus_MIT9312,800ppm,cation/acetate symporter,1.706009247,1.238589092,0.000122122
Prochlorococcus_MIT9312,800ppm,amino acid ABC transporter substrate-binding_3,0.070447071,0.371734047,0.794299927
Prochlorococcus_MIT9312,800ppm,iron complex outermembrane receptor protein_16,-0.522265103,1.171756028,0.016765872
Prochlorococcus_MIT9312,800ppm,PiT family inorganic phosphate transporter,-0.016262015,0.497665047,0.95367882
Prochlorococcus_MIT9312,800ppm,choline/glycine/proline betaine transport_2,-0.316966859,0.010908574,0.152057448
Prochlorococcus_MIT9312,800ppm,iron complex outermembrane receptor protein_17,0.892097664,-0.920221602,0.058903227
Prochlorococcus_MIT9312,800ppm,phospholipid transport system substrate-binding,-0.235410731,0.763553793,0.449405459
Prochlorococcus_MIT9312,800ppm,outer membrane transport energization protein_5,-0.74843748,-1.525282046,0.001565603
Prochlorococcus_MIT9312,800ppm,amino acid ABC transporter substrate-binding_4,-0.027694609,-0.629379452,0.925791488
Prochlorococcus_MIT9312,800ppm,amino acid/amide ABC transporter,-0.004653617,-1.018764985,0.988046939
Prochlorococcus_MIT9312,800ppm,iron-regulated ABC transporter ATPase subunit,-0.866313951,-0.352531139,0.006578095
Prochlorococcus_MIT9312,800ppm,iron-regulated ABC transporter permease protein,-1.011912145,-0.219166035,0.005702999
Prochlorococcus_MIT9312,800ppm,iron complex outermembrane receptor protein_18,-0.601968978,0.16478862,0.024254557
Prochlorococcus_MIT9312,800ppm,iron complex outermembrane receptor protein_19,-1.676183586,-3.566107143,0.00039769
Prochlorococcus_MIT9312,800ppm,iron complex outermembrane receptor protein_20,-0.995276607,0.408729582,0.028924946
Prochlorococcus_MIT9312,800ppm,iron complex outermembrane receptor protein_21,-0.08604205,0.349467145,0.646770084
Prochlorococcus_MIT9312,800ppm,iron-regulated ABC transporter membrane component,-0.976605378,-0.789314441,7.53E-05
Prochlorococcus_MIT9312,800ppm,fucose permease_5,0.192010648,-6.198891409,0.741269005
Prochlorococcus_MIT9312,800ppm,iron complex outermembrane receptor protein_22,-0.038381959,-1.848535906,0.932149014
Prochlorococcus_MIT9312,800ppm,lactate permease,0.404244749,-0.227064098,0.18687311
Synechococcus_9311,800ppm,high-affinity iron transporter,0.039617929,-0.164538393,0.866054105
Synechococcus_CC9311,800ppm,iron complex outermembrane receptor protein_1,-0.308583396,-0.460624736,0.241226589
Synechococcus_CC9311,800ppm,FHS family L-fucose permease-like MFS_1,-0.81968897,-0.866942969,0.008408981
Synechococcus_CC9311,800ppm,iron complex outermembrane receptor protein_2,0.006221658,-0.312509555,0.96995312
Synechococcus_CC9311,800ppm,ABC-2 type transport system ATP-binding protein_1,-0.080844445,0.773171166,0.725583465
Synechococcus_CC9311,800ppm,ABC-2 type transport system permease protein_1,0.153949847,0.077126821,0.301941776
Synechococcus_CC9311,800ppm,iron complex outermembrane receptor protein_3,-0.236600192,0.699671949,0.221723831
Synechococcus_CC9311,800ppm,phosphate ABC transporter ATP-binding protein,0.169692813,0.187456262,0.385698378
Synechococcus_CC9311,800ppm,ABC-2 type transport system permease protein_2,0.192995053,0.111083013,0.271178103
Synechococcus_CC9311,800ppm,phosphate ABC transporter membrane protein 2,0.007654734,-0.089345347,0.963033559
Synechococcus_CC9311,800ppm,vitamin B12 transport system substrate-binding,-0.118996675,0.232588669,0.414115513
Synechococcus_CC9311,800ppm,vitamin B12 transport system ATP-binding protein,0.017996902,0.057597954,0.897424871
Synechococcus_CC9311,800ppm,fucose permease_1,0.188314064,1.144519482,0.412158972
Synechococcus_CC9311,800ppm,putative ABC transport system permease protein_1,-0.047631783,-0.136167727,0.76309471
Synechococcus_CC9311,800ppm,iron complex outermembrane receptor protein_4,0.160976166,1.154975067,0.278851221
Synechococcus_CC9311,800ppm,ABC-2 type transport system permease protein_3,0.085295303,0.61605609,0.606558588
Synechococcus_CC9311,800ppm,putative thiamine transport system ATP-binding,0.226163792,0.507933198,0.522754644
Synechococcus_CC9311,800ppm,iron complex outermembrane receptor protein_5,0.285158838,0.786806346,0.185756133
Synechococcus_CC9311,800ppm,fucose permease_2,0.512654648,0.670994032,0.00477303
Synechococcus_CC9311,800ppm,amino acid ABC transporter substrate-binding,-0.127458129,-0.446011686,0.272293844
Synechococcus_CC9311,800ppm,iron complex outermembrane receptor protein_6,0.192538781,0.887359894,0.425696749
Synechococcus_CC9311,800ppm,outer membrane transport energization protein_1,0.233409088,0.559638806,0.543857786
Synechococcus_CC9311,800ppm,putative ABC transport system ATP-binding_1,-0.313343513,-0.237385719,0.151208748
Synechococcus_CC9311,800ppm,iron complex outermembrane receptor protein_7,0.040635115,0.190901583,0.773303903
Synechococcus_CC9311,800ppm,putative ABC transport system ATP-binding_2,-0.682039164,-1.352571808,0.002183889
Synechococcus_CC9311,800ppm,carboxylate/amino acid/amine transporter,-0.058016093,0.517956485,0.81700469
Synechococcus_CC9311,800ppm,fucose permease_3,0.203447293,1.059255572,0.194539874
Synechococcus_CC9311,800ppm,fucose permease_4,0.604219927,1.040850967,0.226599675
Synechococcus_CC9311,800ppm,putative ABC transport system permease protein_2,-0.1352857,0.583889595,0.420353513
Synechococcus_CC9311,800ppm,iron complex transport system permease protein,0.308292874,1.057656104,0.01796744
Synechococcus_CC9311,800ppm,iron complex outermembrane receptor protein_8,0.19034983,0.311997016,0.184308248
Synechococcus_CC9311,800ppm,outer membrane transport energization protein_2,0.156643904,0.349032754,0.669480917
Synechococcus_CC9311,800ppm,choline/glycine/proline betaine transport_1,-0.637621524,-0.354747732,0.000498536
