partner,treatment,product,logFC,logFC_rel_axenic,Pvalue
Prochlorococcus_MIT9312,800ppm,chemotaxis protein methyltransferase CheR_1,0.034934958,1.391083959,0.953127455
Prochlorococcus_MIT9312,800ppm,CheW protein_1,-0.998262478,-2.461153233,0.011491965
Prochlorococcus_MIT9312,800ppm,CheW protein_2,1.123210162,1.009400991,0.000373637
Prochlorococcus_MIT9312,800ppm,CheR-type MCP methyltransferase_1,-0.114720796,-0.331331932,0.641881634
Prochlorococcus_MIT9312,800ppm,CheD activator of MCP protein methylation,0.099297667,-0.739024537,0.675767397
Prochlorococcus_MIT9312,800ppm,chemotaxis protein methyltransferase CheR_2,1.377520483,1.875960002,6.69E-07
Prochlorococcus_MIT9312,800ppm,two-component system chemotaxis response_4,0.459771519,1.990758791,0.360406363
Prochlorococcus_MIT9312,800ppm,two-component system chemotaxis response_5,0.036222764,-0.545252234,0.857263995
Prochlorococcus_MIT9312,800ppm,response regulator receiver protein_1,-0.145605805,-1.289145643,0.683465167
Prochlorococcus_MIT9312,800ppm,hypothetical protein,0.541049043,2.51786016,0.004340836
Prochlorococcus_MIT9312,800ppm,purine-binding chemotaxis protein CheW_1,0.580241547,2.074861289,0.219075242
Prochlorococcus_MIT9312,800ppm,two-component system chemotaxis response_6,0.451340413,-0.599464525,0.07351269
Prochlorococcus_MIT9312,800ppm,methyl-accepting chemotaxis protein_1,0.089284024,-0.118813501,0.564214349
Prochlorococcus_MIT9312,800ppm,methyl-accepting chemotaxis protein_2,-0.266615987,-0.178274481,0.187493215
Prochlorococcus_MIT9312,800ppm,methyl-accepting chemotaxis sensory transducer_1,0.07638882,0.081436661,0.595950494
Prochlorococcus_MIT9312,800ppm,two-component system chemotaxis sensor kinase_1,-0.014922748,-0.214098066,0.958350377
Prochlorococcus_MIT9312,800ppm,methyl-accepting chemotaxis sensory transducer_2,-0.490969053,-1.565322344,0.088476779
Prochlorococcus_MIT9312,800ppm,two-component system chemotaxis sensor kinase_2,0.857598567,0.557688284,0.000708191
Prochlorococcus_MIT9312,800ppm,flagellar FliL protein_1,0.000185531,-0.586700881,0.999337892
Prochlorococcus_MIT9312,800ppm,methyl-accepting chemotaxis protein_3,0.794117482,0.32075131,0.001752792
Prochlorococcus_MIT9312,800ppm,flagellar motor switch protein FliM,0.210912267,-0.30835464,0.229083949
Prochlorococcus_MIT9312,800ppm,CheA signal transduction histidine kinase,-0.570290757,-1.606211781,0.101963484
Prochlorococcus_MIT9312,800ppm,chemotaxis protein CheC,0.226737266,-0.325778227,0.427595965
Prochlorococcus_MIT9312,800ppm,methyl-accepting chemotaxis sensory transducer_3,0.010837211,-0.026031101,0.972520283
Prochlorococcus_MIT9312,800ppm,methyl-accepting chemotaxis protein_4,1.04419548,1.304818632,0.024936781
Prochlorococcus_MIT9312,800ppm,two-component system chemotaxis response_8,-0.045259228,-1.175283283,0.804719399
Prochlorococcus_MIT9312,800ppm,methyl-accepting chemotaxis sensory transducer_4,0.342792935,-0.708711579,0.158028312
Prochlorococcus_MIT9312,800ppm,flagellin_1,0.361834387,4.277210819,0.308198437
Prochlorococcus_MIT9312,800ppm,CheR-type MCP methyltransferase_2,-0.047395733,-0.655427934,0.781714172
Prochlorococcus_MIT9312,800ppm,methyl-accepting chemotaxis sensory transducer_5,1.425726721,2.080268288,2.97E-07
Prochlorococcus_MIT9312,800ppm,methyl-accepting chemotaxis sensory transducer_6,-0.302444356,0.322746696,0.0895947
Prochlorococcus_MIT9312,800ppm,response regulator receiver protein_2,0.006926448,-0.347626158,0.959700849
Prochlorococcus_MIT9312,800ppm,chemotaxis protein MotA,-0.228809897,-1.357235495,0.103101647
Prochlorococcus_MIT9312,800ppm,flagellin_2,-0.350682221,1.88167937,0.122695937
Prochlorococcus_MIT9312,800ppm,methyl-accepting chemotaxis sensory transducer_7,0.147548732,-0.408093405,0.385239713
Prochlorococcus_MIT9312,800ppm,response regulator receiver protein_3,-0.329536431,-1.00676306,0.071297551
Prochlorococcus_MIT9312,800ppm,purine-binding chemotaxis protein CheW_2,0.448114695,-0.035132803,0.01264173
Prochlorococcus_MIT9312,800ppm,flagellar FliL protein_2,0.03798231,-0.255871593,0.879843722
Prochlorococcus_MIT9312,800ppm,methyl-accepting chemotaxis sensory transducer_8,-0.033028962,-0.345004595,0.894234498
Prochlorococcus_MIT9312,800ppm,CheW protein_3,0.155089619,-0.100848087,0.414849383
Prochlorococcus_MIT9312,800ppm,methyl-accepting chemotaxis sensory transducer_9,-0.047373505,-0.751245091,0.820504842
Prochlorococcus_MIT9312,800ppm,chemotaxis phosphatase CheZ,-0.198152333,-1.30275198,0.271536667
Prochlorococcus_MIT9312,800ppm,methyl-accepting chemotaxis protein_5,-0.168736665,-0.052623994,0.523900312
Prochlorococcus_MIT9312,800ppm,flagella synthesis protein FlgN,0.1778515,1.164342257,0.370168399
Prochlorococcus_MIT9312,800ppm,RNA polymerase sigma-28 (SigD/FliA/WhiG) subunit,-0.036045332,-1.28015343,0.828596478
Prochlorococcus_MIT9312,800ppm,methyl-accepting chemotaxis protein_6,-0.021625177,0.148953023,0.932520218
Prochlorococcus_MIT9312,800ppm,methyl-accepting chemotaxis protein_7,-0.064260744,-0.65409446,0.804717609
Prochlorococcus_MIT9312,800ppm,methyl-accepting chemotaxis sensory transducer_10,-0.129464807,-0.624405732,0.422569417
Prochlorococcus_MIT9312,800ppm,FlgM family anti-sigma-28 factor,0.200301316,0.869348863,0.299585538
Prochlorococcus_MIT9312,800ppm,two-component system chemotaxis sensor kinase_3,-0.04016494,-0.997261333,0.838253757
Prochlorococcus_MIT9312,800ppm,flagellin_3,0.297708788,-0.037829727,0.305717148
Prochlorococcus_MIT9312,800ppm,flagellin_4,-0.620118744,0.658422814,0.022116254
Synechococcus_CC9311,800ppm,two-component system chemotaxis response_1,-0.188212588,-0.690981126,0.662177836
Synechococcus_CC9311,800ppm,two-component system chemotaxis response_2,-0.051535278,-0.988434234,0.843631785
Synechococcus_CC9311,800ppm,two-component system chemotaxis response_3,-0.865763734,0.687989099,0.001674189
Synechococcus_CC9311,800ppm,chemotaxis protein methyltransferase CheR_1,-0.446868203,0.909280799,0.445216516
Synechococcus_CC9311,800ppm,CheW protein_1,0.813212965,-0.64967779,0.039481395
Synechococcus_CC9311,800ppm,CheW protein_2,-0.834843915,-0.948653087,0.006307948
Synechococcus_CC9311,800ppm,CheR-type MCP methyltransferase_1,0.075255251,-0.141355885,0.758999304
Synechococcus_CC9311,800ppm,CheD activator of MCP protein methylation,-0.1763603,-1.014682504,0.45109039
Synechococcus_CC9311,800ppm,chemotaxis protein methyltransferase CheR_2,-0.911810201,-0.413370682,0.000643226
Synechococcus_CC9311,800ppm,two-component system chemotaxis response_4,-0.902640361,0.628346911,0.072653324
Synechococcus_CC9311,800ppm,two-component system chemotaxis response_5,-0.086704915,-0.668179913,0.660200105
Synechococcus_CC9311,800ppm,response regulator receiver protein_1,0.154621772,-0.988918066,0.664509613
Synechococcus_CC9311,800ppm,hypothetical protein,-0.177969123,1.798841995,0.349724168
Synechococcus_CC9311,800ppm,purine-binding chemotaxis protein CheW_1,-1.021719522,0.472900219,0.030792106
Synechococcus_CC9311,800ppm,two-component system chemotaxis response_6,-0.405147604,-1.455952541,0.104013191
Synechococcus_CC9311,800ppm,methyl-accepting chemotaxis protein_1,0.005111154,-0.20298637,0.972469361
Synechococcus_CC9311,800ppm,methyl-accepting chemotaxis protein_2,-0.102330974,-0.013989468,0.611030131
Synechococcus_CC9311,800ppm,methyl-accepting chemotaxis sensory transducer_1,-0.082828689,-0.077780848,0.553678505
Synechococcus_CC9311,800ppm,two-component system chemotaxis sensor kinase_1,-0.326733442,-0.52590876,0.250257394
Synechococcus_CC9311,800ppm,methyl-accepting chemotaxis sensory transducer_2,0.03888574,-1.035467551,0.892973047
Synechococcus_CC9311,800ppm,two-component system chemotaxis sensor kinase_2,-0.670006098,-0.969916381,0.007215818
Synechococcus_CC9311,800ppm,flagellar FliL protein_1,-0.059425082,-0.646311494,0.78246162
Synechococcus_CC9311,800ppm,methyl-accepting chemotaxis protein_3,-0.354201671,-0.827567843,0.159323224
Synechococcus_CC9311,800ppm,flagellar motor switch protein FliM,-0.083643842,-0.602910749,0.629166037
Synechococcus_CC9311,800ppm,CheA signal transduction histidine kinase,0.273958741,-0.761962284,0.431069905
Synechococcus_CC9311,800ppm,chemotaxis protein CheC,-0.367558403,-0.920073896,0.197439146
Synechococcus_CC9311,800ppm,methyl-accepting chemotaxis sensory transducer_3,-0.295989939,-0.332858251,0.346166053
Synechococcus_CC9311,800ppm,methyl-accepting chemotaxis protein_4,-1.050344095,-0.789720943,0.023568192
Synechococcus_CC9311,800ppm,two-component system chemotaxis response_8,0.016311502,-1.113712553,0.92865451
Synechococcus_CC9311,800ppm,methyl-accepting chemotaxis sensory transducer_4,-0.382184425,-1.433688939,0.114448037
Synechococcus_CC9311,800ppm,flagellin_1,-0.138169828,3.777206604,0.699574351
Synechococcus_CC9311,800ppm,CheR-type MCP methyltransferase_2,0.036472743,-0.571559458,0.829967913
Synechococcus_CC9311,800ppm,methyl-accepting chemotaxis sensory transducer_5,-0.765131153,-0.110589586,0.005253636
Synechococcus_CC9311,800ppm,methyl-accepting chemotaxis sensory transducer_6,0.151789199,0.776980251,0.389201002
Synechococcus_CC9311,800ppm,response regulator receiver protein_2,-0.052458006,-0.407010612,0.698447493
Synechococcus_CC9311,800ppm,chemotaxis protein MotA,0.155134711,-0.973290888,0.266507612
Synechococcus_CC9311,800ppm,flagellin_2,0.148377854,2.380739446,0.515064337
Synechococcus_CC9311,800ppm,methyl-accepting chemotaxis sensory transducer_7,-0.189874908,-0.745517046,0.261116759
Synechococcus_CC9311,800ppm,response regulator receiver protein_3,0.293616877,-0.383609752,0.106747347
Synechococcus_CC9311,800ppm,purine-binding chemotaxis protein CheW_2,-0.159036639,-0.642284137,0.373155932
Synechococcus_CC9311,800ppm,flagellar FliL protein_2,-0.024224054,-0.318077957,0.922966119
Synechococcus_CC9311,800ppm,methyl-accepting chemotaxis sensory transducer_8,0.148030917,-0.163944716,0.550676217
Synechococcus_CC9311,800ppm,CheW protein_3,-0.010094024,-0.26603173,0.957501332
Synechococcus_CC9311,800ppm,methyl-accepting chemotaxis sensory transducer_9,-0.008438534,-0.71231012,0.967661297
Synechococcus_CC9311,800ppm,chemotaxis phosphatase CheZ,0.324457909,-0.780141739,0.07092801
Synechococcus_CC9311,800ppm,methyl-accepting chemotaxis protein_5,0.287236715,0.403349386,0.276630629
Synechococcus_CC9311,800ppm,flagella synthesis protein FlgN,-0.101143435,0.885347321,0.609562201
Synechococcus_CC9311,800ppm,RNA polymerase sigma-28 (SigD/FliA/WhiG) subunit,0.048961958,-1.19514614,0.767936854
Synechococcus_CC9311,800ppm,methyl-accepting chemotaxis protein_6,0.145722843,0.316301043,0.567714036
Synechococcus_CC9311,800ppm,methyl-accepting chemotaxis protein_7,0.01641048,-0.573423236,0.94959787
Synechococcus_CC9311,800ppm,methyl-accepting chemotaxis sensory transducer_10,0.207151817,-0.287789109,0.197737668
Synechococcus_CC9311,800ppm,FlgM family anti-sigma-28 factor,-0.075219018,0.593828529,0.696491052
Synechococcus_CC9311,800ppm,two-component system chemotaxis sensor kinase_3,0.098587662,-0.858508731,0.615914541
Synechococcus_CC9311,800ppm,flagellin_3,-0.501256828,-0.836795343,0.084467116
Synechococcus_CC9311,800ppm,flagellin_4,0.253011279,1.531552837,0.350394003
Synechococus_WH8102,800ppm,two-component system chemotaxis response_1,0.371271695,-0.131496842,0.385195019
Synechococus_WH8102,800ppm,two-component system chemotaxis response_2,0.497488109,-0.439410847,0.054819807
Synechococus_WH8102,800ppm,two-component system chemotaxis response_3,-0.328629308,1.225123525,0.232309398
Synechococus_WH8102,800ppm,chemotaxis protein methyltransferase CheR_1,0.411933245,1.768082247,0.479465239
Synechococus_WH8102,800ppm,CheW protein_1,0.185049512,-1.277841243,0.637792311
Synechococus_WH8102,800ppm,CheW protein_2,-0.288366247,-0.402175418,0.345878755
Synechococus_WH8102,800ppm,CheR-type MCP methyltransferase_1,0.039465545,-0.177145591,0.870838584
Synechococus_WH8102,800ppm,CheD activator of MCP protein methylation,0.077062633,-0.76125957,0.740690132
Synechococus_WH8102,800ppm,chemotaxis protein methyltransferase CheR_2,-0.465710282,0.032729237,0.080835033
Synechococus_WH8102,800ppm,two-component system chemotaxis response_4,0.442868842,1.973856113,0.376095624
Synechococus_WH8102,800ppm,two-component system chemotaxis response_5,0.05048215,-0.530992848,0.797319542
Synechococus_WH8102,800ppm,response regulator receiver protein_1,-0.009015967,-1.152555805,0.979829982
Synechococus_WH8102,800ppm,hypothetical protein,-0.36307992,1.613731197,0.051776015
Synechococus_WH8102,800ppm,purine-binding chemotaxis protein CheW_1,0.441477975,1.936097717,0.347626608
Synechococus_WH8102,800ppm,two-component system chemotaxis response_6,-0.046192809,-1.096997747,0.852747106
Synechococus_WH8102,800ppm,methyl-accepting chemotaxis protein_1,-0.094395179,-0.302492704,0.52469922
Synechococus_WH8102,800ppm,methyl-accepting chemotaxis protein_2,0.368946961,0.457288467,0.065088342
Synechococus_WH8102,800ppm,methyl-accepting chemotaxis sensory transducer_1,0.006439869,0.01148771,0.962877159
Synechococus_WH8102,800ppm,two-component system chemotaxis sensor kinase_1,0.341656191,0.142480873,0.228594081
Synechococus_WH8102,800ppm,methyl-accepting chemotaxis sensory transducer_2,0.452083313,-0.622269979,0.115694486
Synechococus_WH8102,800ppm,two-component system chemotaxis sensor kinase_2,-0.187592469,-0.487502753,0.450687701
Synechococus_WH8102,800ppm,flagellar FliL protein_1,0.059239551,-0.527646861,0.78297603
Synechococus_WH8102,800ppm,methyl-accepting chemotaxis protein_3,-0.439915811,-0.913281982,0.079209802
Synechococus_WH8102,800ppm,flagellar motor switch protein FliM,-0.127268425,-0.646535332,0.463257045
Synechococus_WH8102,800ppm,CheA signal transduction histidine kinase,0.296332016,-0.739589009,0.394331512
Synechococus_WH8102,800ppm,chemotaxis protein CheC,0.140821137,-0.411694356,0.620765282
Synechococus_WH8102,800ppm,methyl-accepting chemotaxis sensory transducer_3,0.285152729,0.248284417,0.363595563
Synechococus_WH8102,800ppm,methyl-accepting chemotaxis protein_4,0.006148615,0.266771767,0.989544691
Synechococus_WH8102,800ppm,two-component system chemotaxis response_8,0.028947726,-1.101076329,0.873793098
Synechococus_WH8102,800ppm,methyl-accepting chemotaxis sensory transducer_4,0.03939149,-1.012113023,0.870527521
Synechococus_WH8102,800ppm,flagellin_1,-0.223664559,3.691711873,0.529897155
Synechococus_WH8102,800ppm,CheR-type MCP methyltransferase_2,0.010922989,-0.597109212,0.948677652
Synechococus_WH8102,800ppm,methyl-accepting chemotaxis sensory transducer_5,-0.660595568,-0.006054002,0.015887192
Synechococus_WH8102,800ppm,methyl-accepting chemotaxis sensory transducer_6,0.150655157,0.775846209,0.39189938
Synechococus_WH8102,800ppm,response regulator receiver protein_2,0.045531558,-0.309021048,0.73644437
Synechococus_WH8102,800ppm,chemotaxis protein MotA,0.073675186,-1.054750413,0.596898076
Synechococus_WH8102,800ppm,flagellin_2,0.202304367,2.434665959,0.372200045
Synechococus_WH8102,800ppm,methyl-accepting chemotaxis sensory transducer_7,0.042326176,-0.513315962,0.802078496
Synechococus_WH8102,800ppm,response regulator receiver protein_3,0.035919554,-0.641307076,0.843645847
Synechococus_WH8102,800ppm,purine-binding chemotaxis protein CheW_2,-0.289078057,-0.772325555,0.105595983
Synechococus_WH8102,800ppm,flagellar FliL protein_2,-0.013758255,-0.307612158,0.956198696
Synechococus_WH8102,800ppm,methyl-accepting chemotaxis sensory transducer_8,-0.115001955,-0.426977588,0.64261291
Synechococus_WH8102,800ppm,CheW protein_3,-0.144995595,-0.400933301,0.444304663
Synechococus_WH8102,800ppm,methyl-accepting chemotaxis sensory transducer_9,0.055812039,-0.648059547,0.788681609
Synechococus_WH8102,800ppm,chemotaxis phosphatase CheZ,-0.126305576,-1.230905223,0.481761883
Synechococus_WH8102,800ppm,methyl-accepting chemotaxis protein_5,-0.11850005,-0.002387379,0.653543888
Synechococus_WH8102,800ppm,flagella synthesis protein FlgN,-0.076708065,0.909782691,0.698167722
Synechococus_WH8102,800ppm,RNA polymerase sigma-28 (SigD/FliA/WhiG) subunit,-0.012916626,-1.257024724,0.937948666
Synechococus_WH8102,800ppm,methyl-accepting chemotaxis protein_6,-0.124097667,0.046480533,0.626464514
Synechococus_WH8102,800ppm,methyl-accepting chemotaxis protein_7,0.047850264,-0.541983452,0.853738975
Synechococus_WH8102,800ppm,methyl-accepting chemotaxis sensory transducer_10,-0.07768701,-0.572627936,0.629022274
Synechococus_WH8102,800ppm,FlgM family anti-sigma-28 factor,-0.125082298,0.54396525,0.516361555
Synechococus_WH8102,800ppm,two-component system chemotaxis sensor kinase_3,-0.058422722,-1.015519114,0.766264102
Synechococus_WH8102,800ppm,flagellin_3,0.20354804,-0.131990474,0.482932583
Synechococus_WH8102,800ppm,flagellin_4,0.367107465,1.645649023,0.174763585
