ID,day,organism,eggnog_predicted_gene_name,eggnog_predicted_gene_description,eggnog_predicted_COG,KEGG_predicted_gene_name,KEGG_predicted_KEGG_identifier,Marinobacter_LFC,Marinobacter_pvalue,Marinobacter_padj,Alteromonas_LFC,Alteromonas_pvalue,Alteromonas_padj,Thalassospira_1_LFC,Thalassospira_1_pvalue,Thalassospira_1_padj,Thalassospira_2_LFC,Thalassospira_2_pvalue,Thalassospira_2_padj,Pseudohoeflea_LFC,Pseudohoeflea_pvalue,Pseudohoeflea_padj,Community_LFC,Community_pvalue,Community_padj
1_1556_MED4_genome,4,MED4,,Alternative locus ID,S,,,-0.970864968,0.000182206,0.070003685,0.527817568,0.011305259,0.220331375,-0.248702237,0.333476843,0.537874908,-0.047942128,0.796742118,0.836141018,1.254526335,0.002464679,0.016970064,0.255243732,0.383751477,0.952968986
1_1556_MED4_genome,5,MED4,,Alternative locus ID,S,,,-1.072602167,0.020660138,0.724256163,0.087163802,0.756905034,1,-0.657433425,0.103502716,0.559852193,-1.061538884,0.020632502,0.898808268,-0.914741665,0.022910455,0.893299861,0.102386138,0.751562292,0.881521768
1_1556_MED4_genome,2,MED4,,Alternative locus ID,S,,,-0.568890758,0.077826021,0.130843068,-0.193788956,0.737070283,0.864161927,-0.812732461,0.121888516,0.528550429,-1.404595981,0.0000364,0.001826638,-1.211721459,0.005777983,0.013441214,-1.377978399,0.000327117,0.209463757
1_1557_MED4_genome,5,MED4,,Alternative locus ID,S,,,-0.530556538,0.286945856,0.755378392,-0.219999742,0.58896226,1,-0.515081139,0.219783689,0.60748844,-0.459768718,0.28402066,0.898808268,-0.813077821,0.064667778,0.893299861,0.080292248,0.841340766,0.923024336
1_1557_MED4_genome,2,MED4,,Alternative locus ID,S,,,-0.121097287,0.714058535,0.761355084,-0.215028728,0.572139813,0.757308577,-0.740012726,0.442406617,0.791713195,-0.190349674,0.353939929,0.428050726,-0.615022357,0.040218361,0.065197866,-1.527204623,0.016152945,0.860144317
1_1557_MED4_genome,4,MED4,,Alternative locus ID,S,,,-0.227108146,0.561340679,0.768044996,0.906888602,0.041025419,0.295190493,0.713529125,0.063369766,0.366223526,0.804845262,0.083215376,0.119029588,2.320798423,0.00000376,0.00011829,0.470673324,0.372828367,0.952968986
1_1558_MED4_genome,4,MED4,,,None,,,-1.082545836,0.302097803,0.700302898,-0.858041929,0.067017415,0.32651329,-1.825080035,0.112839959,0.37608291,-2.501117185,0.001697735,0.005435582,-2.024153002,0.003633323,0.022228068,-0.647613495,0.267642127,0.952968986
1_1558_MED4_genome,5,MED4,,,None,,,-1.588157849,0.031554242,0.724256163,-0.622301449,0.365123146,1,-0.928924775,0.169921639,0.569305531,-1.473882384,0.054272796,0.898808268,-0.964032174,0.155969905,0.893299861,-1.303716725,0.08298466,0.538950993
1_1558_MED4_genome,2,MED4,,,None,,,-1.649960286,0.002628956,0.011604198,-0.369000992,0.622103742,0.788299003,1.327474102,0.227948911,0.628518529,-3.05140724,0.0000683,0.001826638,-1.819993928,0.000794178,0.003302201,0.766336706,0.263165482,0.860144317
1_1559_MED4_genome,5,MED4,,,,,,-0.440818065,0.152380902,0.724256163,0.034287101,0.841324954,1,0.296130299,0.080956765,0.548815156,-0.466211578,0.091632491,0.898808268,-0.214257849,0.429312133,0.893299861,-0.066138075,0.521572301,0.768948879
1_1559_MED4_genome,2,MED4,,,,,,-1.152729844,0.01204663,0.031566499,-0.793420671,0.363004832,0.629825119,-1.016089453,0.028683603,0.429731378,-2.391408363,0.000162153,0.002452727,-1.806440961,0.000476996,0.00248926,-0.722778014,0.057981626,0.860144317
1_1559_MED4_genome,4,MED4,,,,,,-1.114845561,0.044406415,0.700302898,-0.442970857,0.060692049,0.321753409,-1.561975519,0.008746739,0.366223526,-1.222575268,0.000836007,0.003257546,-0.42353398,0.300727903,0.463270491,-0.02557737,0.916800802,1
1_156_MED4_genome,4,MED4,scpA,Participates in chromosomal partition during cell division. May act via the formation of a condensin-like complex containing Smc and ScpB that pull DNA away from mid-cell into both cell halves,D,scpA; segregation and condensation protein A,K05896,0.021156783,0.938324707,0.967092273,0.250967322,0.120929297,0.389950546,0.067545514,0.809292768,0.892608669,0.452923278,0.018553731,0.033656012,0.451222344,0.012050635,0.050324498,0.084724343,0.660352774,0.990271413
1_156_MED4_genome,5,MED4,scpA,Participates in chromosomal partition during cell division. May act via the formation of a condensin-like complex containing Smc and ScpB that pull DNA away from mid-cell into both cell halves,D,scpA; segregation and condensation protein A,K05896,0.109062347,0.685171292,0.913007867,0.015947747,0.947665382,1,0.095122365,0.698309504,0.894301705,-0.05492157,0.836072097,0.978947011,0.043384588,0.873473208,0.988363766,0.069261438,0.776853786,0.893079666
1_156_MED4_genome,2,MED4,scpA,Participates in chromosomal partition during cell division. May act via the formation of a condensin-like complex containing Smc and ScpB that pull DNA away from mid-cell into both cell halves,D,scpA; segregation and condensation protein A,K05896,0.319362069,0.234156149,0.309576024,0.769107139,0.148709755,0.47307885,-0.057288069,0.904669537,0.984628998,0.268320795,0.40903768,0.482358124,-0.233808912,0.403837349,0.470449696,-0.343833091,0.383729141,0.860144317
1_1560_MED4_genome,5,MED4,,Alternative locus ID,S,,,-0.020839919,0.95148008,0.994360629,0.013020482,0.966088795,1,-0.031037568,0.93135342,0.984661486,-0.271475683,0.443797896,0.912840322,-0.102247425,0.753458089,0.971307192,0.276856203,0.388598963,0.686751248
1_1560_MED4_genome,2,MED4,,Alternative locus ID,S,,,-0.011347397,0.958726926,0.970344797,-0.185034751,0.556971981,0.747167022,-0.231120334,0.509145282,0.84025559,-0.191224114,0.304658608,0.379539031,-0.277564682,0.14926967,0.199545607,-0.454627645,0.094788901,0.860144317
1_1560_MED4_genome,4,MED4,,Alternative locus ID,S,,,-0.296983362,0.207123153,0.700302898,0.050677141,0.75594347,0.89490825,-0.322896076,0.147877015,0.395729464,0.094570235,0.389268896,0.45402887,0.609543298,0.004704679,0.026120486,0.364752023,0.168461231,0.898889704
1_1561_MED4_genome,4,MED4,,Belongs to the SOS response-associated peptidase family,E,,,0.787412664,0.04549521,0.700302898,-0.051621206,0.726493937,0.878838069,0.765332048,0.064804768,0.366223526,0.866520314,0.000513873,0.002328184,0.371825685,0.223181355,0.385015616,0.175212719,0.293754249,0.952968986
1_1561_MED4_genome,5,MED4,,Belongs to the SOS response-associated peptidase family,E,,,-0.106321423,0.64421879,0.894474749,-0.059845685,0.715229211,1,-0.19667296,0.339311589,0.69243181,-0.094515128,0.653080442,0.946554298,0.018780102,0.939084891,0.989409258,0.286214622,0.064457486,0.531349434
1_1561_MED4_genome,2,MED4,,Belongs to the SOS response-associated peptidase family,E,,,0.809227842,0.001979449,0.009928255,1.536516094,0.061540465,0.437141231,-0.166567854,0.797889072,0.959379949,0.655575138,0.019786349,0.0424688,0.966922767,0.000771613,0.003249573,-0.022186361,0.935556868,0.991470674
1_1562_MED4_genome,5,MED4,,Alternative locus ID,S,,,0.490826857,0.417837462,0.825138104,0.257960427,0.671911104,1,0.455651826,0.427375536,0.733025362,0.600557732,0.293167769,0.898808268,0.427354137,0.462133908,0.893299861,0.754405752,0.209765727,0.594915247
1_1562_MED4_genome,4,MED4,,Alternative locus ID,S,,,0.637357604,0.320141485,0.700302898,-0.00093567,0.998924897,1,0.805053116,0.256532473,0.479051502,1.166063362,0.128169412,0.17424872,0.544413513,0.354425206,0.514568875,0.698953701,0.302965538,0.952968986
1_1562_MED4_genome,2,MED4,,Alternative locus ID,S,,,0.395659525,0.439393155,0.519110856,2.193725632,0.079501734,0.437141231,-0.748075258,0.715030752,0.925465959,0.616430897,0.328482876,0.402805026,0.239934657,0.683188051,0.733186729,-1.120268259,0.278084076,0.860144317
1_1563_MED4_genome,4,MED4,desB,Fatty acid desaturase,I,,,-0.111580668,0.669112247,0.828707047,0.135436989,0.328982229,0.599166619,0.067814673,0.76328012,0.86301419,0.171425404,0.243770932,0.304278077,0.095898533,0.576307172,0.716097075,-0.019508322,0.90250229,1
1_1563_MED4_genome,5,MED4,desB,Fatty acid desaturase,I,,,0.216815469,0.303213252,0.763871451,-0.023935433,0.879966592,1,0.118561892,0.507163413,0.794745949,0.122878161,0.583501712,0.930626776,0.081302914,0.7395252,0.967887448,-0.146667276,0.33495941,0.654584972
1_1563_MED4_genome,2,MED4,desB,Fatty acid desaturase,I,,,-0.101686354,0.569864046,0.639631375,-0.295062205,0.451411244,0.684243974,-0.504362421,0.472654966,0.81467406,0.081329895,0.684941584,0.740029686,-0.276015292,0.19830783,0.255327977,-0.25177791,0.427470022,0.874893221
1_1564_MED4_genome,5,MED4,,Alternative locus ID,S,,,-0.616178545,0.174593198,0.724256163,-0.192361045,0.683077434,1,-0.340933986,0.430111698,0.735093035,-0.83106458,0.094863376,0.898808268,-0.35753862,0.418995202,0.893299861,-0.336157466,0.455774094,0.726184952
1_1564_MED4_genome,4,MED4,,Alternative locus ID,S,,,-0.911419443,0.151306936,0.700302898,-0.549259851,0.224160557,0.501879289,-1.261389761,0.08509236,0.37066309,-1.862327348,0.003252321,0.008558505,-1.64530694,0.000893336,0.007872012,-0.463330344,0.343561507,0.952968986
1_1564_MED4_genome,2,MED4,,Alternative locus ID,S,,,-1.487167762,0.000236694,0.003419325,-0.737118167,0.203610351,0.514716742,0.529095804,0.531284601,0.850498099,-2.619470601,0.0000179,0.001689153,-1.970817429,0.0000457,0.000562663,0.148590194,0.775185816,0.962593376
1_1565_MED4_genome,4,MED4,,,,,,-1.000517088,0.180713952,0.700302898,-0.650427624,0.168580192,0.453560993,-1.329118875,0.120787626,0.379123808,-2.1120336,0.002518663,0.007115222,-1.703554899,0.00196004,0.01448168,-0.488861633,0.353424796,0.952968986
1_1565_MED4_genome,2,MED4,,,,,,-1.73824197,0.0000593,0.002358535,-0.903899058,0.170766309,0.49181414,0.503486325,0.577972589,0.877695924,-2.793124462,0.00000597,0.001689153,-2.265583132,0.0000118,0.000293995,0.124035211,0.814398231,0.974793337
1_1565_MED4_genome,5,MED4,,,,,,-0.688247017,0.134048467,0.724256163,-0.245077656,0.60553831,1,-0.402293676,0.360773723,0.69541346,-0.861403613,0.090010902,0.898808268,-0.44051436,0.327020483,0.893299861,-0.448530446,0.324295491,0.647662331
1_1566_MED4_genome,2,MED4,,Alternative locus ID,J,,,-0.588060195,0.06082114,0.107092035,-0.563091341,0.185620935,0.503316758,-0.522831577,0.133125043,0.538581543,-0.573621262,0.107450791,0.16027275,-0.675278265,0.018179876,0.033419657,-0.623284592,0.074108988,0.860144317
1_1566_MED4_genome,4,MED4,,Alternative locus ID,J,,,-0.443721586,0.073851017,0.700302898,-0.357367894,0.231892896,0.509804777,0.046452111,0.859017931,0.923344432,-0.121544144,0.442282078,0.506331271,0.284876063,0.14187779,0.283607945,0.038101932,0.883540027,1
1_1566_MED4_genome,5,MED4,,Alternative locus ID,J,,,-0.516257022,0.210085809,0.724256163,-0.04294747,0.838340199,1,-0.335098979,0.232414624,0.615118783,-0.334028099,0.253279639,0.898808268,-0.354625276,0.352479202,0.893299861,0.251615628,0.233635103,0.612210287
1_1567_MED4_genome,4,MED4,,Alternative locus ID,S,,,0.328870994,0.156107821,0.700302898,-0.059919574,0.701865467,0.862666804,0.294103969,0.234596661,0.458657335,0.133184516,0.495616149,0.558731586,0.825192162,0.0000133,0.000305319,0.17787186,0.436814245,0.952968986
1_1567_MED4_genome,5,MED4,,Alternative locus ID,S,,,-0.082736785,0.751574394,0.936607117,0.034878445,0.896493313,1,-0.048720331,0.833629242,0.94915731,-0.115778054,0.697372212,0.949502779,-0.188841145,0.396252789,0.893299861,-0.398825267,0.048091439,0.51374809
1_1567_MED4_genome,2,MED4,,Alternative locus ID,S,,,-0.092892471,0.561269132,0.632003519,0.126531712,0.621810457,0.788299003,-0.130460376,0.657058453,0.904944621,-0.436485462,0.079002518,0.124498636,-0.140306384,0.470205751,0.537338042,0.216883059,0.461532849,0.874893221
1_1568_MED4_genome,4,MED4,,Alternative locus ID,S,,,-0.768883083,0.397946385,0.703027472,-0.750416338,0.051676076,0.309620823,-1.044204727,0.311568185,0.525019723,-2.202001273,0.00035613,0.001927115,-0.977947868,0.092400933,0.21396126,-0.727071373,0.121406008,0.878494537
1_1568_MED4_genome,2,MED4,,Alternative locus ID,S,,,-1.734002943,0.0000712,0.002358535,-0.859116977,0.312791688,0.596295663,0.182209761,0.798473471,0.959379949,-1.897443421,0.000125611,0.002213753,-1.499847752,0.000139399,0.001157805,0.370639741,0.357298004,0.860144317
1_1568_MED4_genome,5,MED4,,Alternative locus ID,S,,,0.054206718,0.908629691,0.981763688,-0.430548406,0.285549399,1,0.543217753,0.246600477,0.624427362,0.668037537,0.331703793,0.898808268,0.091523261,0.814800891,0.983238212,-0.5271173,0.178737533,0.583704603
1_1569_MED4_genome,4,MED4,,Alternative locus ID,S,,,-0.694431141,0.425442021,0.705983863,-0.563332662,0.097797192,0.361086532,-0.89096965,0.370913312,0.56923248,-2.094876571,0.000161744,0.001185918,-0.839881251,0.133829307,0.273787113,-0.696155547,0.080234218,0.835938139
1_1569_MED4_genome,2,MED4,,Alternative locus ID,S,,,-1.662352627,0.0000546,0.002357913,-0.80465872,0.333657732,0.609274243,0.143833433,0.827785735,0.968357472,-1.703037543,0.000159017,0.002452727,-1.460850108,0.000118407,0.00108314,0.332265038,0.369115626,0.860144317
1_1569_MED4_genome,5,MED4,,Alternative locus ID,S,,,0.186842345,0.664361814,0.907203201,-0.44790218,0.189281205,1,0.690523407,0.118036312,0.561372668,0.74824536,0.252280883,0.898808268,0.193603108,0.587078447,0.934251782,-0.433781588,0.186620198,0.583704603
1_157_MED4_genome,4,MED4,cugP,"Catalyzes the formation of UDP-glucose, from UTP and glucose 1-phosphate",H,GMPP; mannose-1-phosphate guanylyltransferase [EC:2.7.7.13],K00966,0.347921068,0.299706511,0.700302898,-0.202906581,0.31309437,0.584503679,0.299355895,0.376852233,0.571875697,0.627677502,0.008393103,0.017506135,0.137259377,0.570942001,0.711732371,-0.113490794,0.520036713,0.972450474
1_157_MED4_genome,2,MED4,cugP,"Catalyzes the formation of UDP-glucose, from UTP and glucose 1-phosphate",H,GMPP; mannose-1-phosphate guanylyltransferase [EC:2.7.7.13],K00966,1.026332906,0.002432186,0.011319576,1.925492639,0.017128247,0.437141231,0.821259546,0.044619027,0.433186095,0.785272636,0.019306103,0.041663409,1.061399073,0.001465865,0.004880288,0.3852471,0.242676385,0.860144317
1_157_MED4_genome,5,MED4,cugP,"Catalyzes the formation of UDP-glucose, from UTP and glucose 1-phosphate",H,GMPP; mannose-1-phosphate guanylyltransferase [EC:2.7.7.13],K00966,-0.073233665,0.758646889,0.936607117,0.122583461,0.504920423,1,-0.008250954,0.96658182,0.997083323,-0.116842161,0.61827489,0.938149783,0.158395063,0.46884652,0.89528247,-0.115828224,0.514573144,0.763316609
1_1570_MED4_genome,4,MED4,,,None,,,0.006423446,0.978027874,0.988837656,-0.327298506,0.299751119,0.574672554,-0.125409228,0.60134659,0.75354651,-0.278783085,0.118841643,0.164122786,-0.014214575,0.933045949,0.963128033,-0.541362815,0.065087994,0.835938139
1_1570_MED4_genome,2,MED4,,,None,,,-0.219926018,0.431240333,0.510735314,-0.686892064,0.177183201,0.494751255,-0.674817533,0.605945803,0.887303258,0.371702303,0.247066105,0.320685127,0.184286617,0.492473153,0.556041021,-0.137081968,0.691505528,0.93950099
1_1570_MED4_genome,5,MED4,,,None,,,-0.09584864,0.780575513,0.947242931,-0.004654955,0.984489382,1,-0.220218832,0.325385365,0.684627914,0.172714998,0.513412052,0.922965613,0.005772082,0.988912675,0.997166124,0.119215539,0.546107357,0.787684163
1_1571_MED4_genome,2,MED4,,,,,,1.101664029,0.006653114,0.020815363,-0.36079941,0.897366842,0.94624813,0.658247467,0.775011186,0.950994585,2.188586716,0.0000299,0.001826638,1.300218186,0.0000846,0.000860227,0.532370827,0.12029866,0.860144317
1_1571_MED4_genome,4,MED4,,,,,,0.735446852,0.149365696,0.700302898,0.278868657,0.507711659,0.742813478,0.758403231,0.196936466,0.427688919,1.182585031,0.039525908,0.063064177,-0.009089585,0.984183238,0.996109589,0.248012746,0.652054145,0.989279813
1_1571_MED4_genome,5,MED4,,,,,,0.806566629,0.015900704,0.724256163,0.274063233,0.638649427,1,-0.001718283,0.996777137,1,0.439198435,0.148782671,0.898808268,0.066562495,0.859654216,0.988363766,0.646400135,0.036602945,0.51374809
1_1572_MED4_genome,4,MED4,ycf84,Alternative locus ID,S,lptG; lipopolysaccharide export system permease protein,K11720,0.235077701,0.379467764,0.700302898,0.026993145,0.834782868,0.932809543,0.22843885,0.328320531,0.535712016,0.261788256,0.069617672,0.101622757,0.059459777,0.743160716,0.849617641,-0.001362156,0.993206905,1
1_1572_MED4_genome,2,MED4,ycf84,Alternative locus ID,S,lptG; lipopolysaccharide export system permease protein,K11720,0.206600596,0.248103013,0.324663412,0.178573881,0.561887231,0.749573174,-0.164596277,0.655484117,0.904836504,0.47573398,0.017502515,0.038602144,0.092374079,0.533957867,0.595318086,0.02583209,0.918636227,0.991470674
1_1572_MED4_genome,5,MED4,ycf84,Alternative locus ID,S,lptG; lipopolysaccharide export system permease protein,K11720,0.150651152,0.474233544,0.844840002,0.009068238,0.948414683,1,0.063184102,0.69371017,0.890786923,0.045187207,0.813940421,0.973143981,-0.072679276,0.698023325,0.959358788,0.111043887,0.390744706,0.688295401
1_1573_MED4_genome,4,MED4,,Alternative locus ID,S,,,0.401368399,0.38634065,0.700302898,-0.08657549,0.782145962,0.90827288,0.393555019,0.371743457,0.56923248,0.766040354,0.02689046,0.045633016,-0.693622309,0.088932393,0.208594783,-0.629780761,0.089121458,0.840487959
1_1573_MED4_genome,2,MED4,,Alternative locus ID,S,,,1.303558147,0.011822373,0.031153332,1.639656565,0.046455816,0.437141231,0.429900671,0.851720125,0.968711877,1.278090151,0.028806245,0.056989492,1.764402838,0.001924602,0.006021433,0.70332527,0.218205613,0.860144317
1_1573_MED4_genome,5,MED4,,Alternative locus ID,S,,,-0.465347005,0.249544516,0.734314532,0.511883209,0.185067469,1,-0.299154897,0.565294921,0.82199049,-0.288960137,0.533279854,0.925212277,-0.036105175,0.915313572,0.988363766,-0.194389702,0.575671671,0.802071063
1_1574_MED4_genome,2,MED4,,Alternative locus ID,S,,,0.925207045,0.003293398,0.013180454,1.241583818,0.087673415,0.437141231,1.110995288,0.010384477,0.429731378,0.704942933,0.017482404,0.038602144,1.456645397,0.000272495,0.001699555,0.599302015,0.066717745,0.860144317
1_1574_MED4_genome,5,MED4,,Alternative locus ID,S,,,-0.09906126,0.757983463,0.936607117,-0.102595549,0.59434744,1,-0.211117734,0.349616567,0.694427245,0.029625617,0.900175288,0.985482426,-0.252666155,0.396074374,0.893299861,-0.060739541,0.740800713,0.876395701
1_1574_MED4_genome,4,MED4,,Alternative locus ID,S,,,0.702867997,0.046860256,0.700302898,-0.365861196,0.086756703,0.349531877,0.470836967,0.247527284,0.472037185,0.640083078,0.009417023,0.019183565,0.288784769,0.29403262,0.455735175,-0.192968764,0.294267781,0.952968986
1_1575_MED4_genome,2,MED4,,Alternative locus ID,O,,,1.148212251,0.00017967,0.003159813,1.112847029,0.07850991,0.437141231,0.742504708,0.073094865,0.468548219,1.219981809,0.000885092,0.005768464,1.259866959,0.000125987,0.001115813,0.435416809,0.179439108,0.860144317
1_1575_MED4_genome,5,MED4,,Alternative locus ID,O,,,-0.024184851,0.917513372,0.98191821,-0.033946529,0.814146732,1,-0.371826581,0.066116179,0.548815156,-0.102138692,0.596914773,0.936134323,0.180158105,0.481281967,0.905144874,-0.057034896,0.626285962,0.830977015
1_1575_MED4_genome,4,MED4,,Alternative locus ID,O,,,0.351903232,0.414454263,0.705196315,0.117227696,0.531379913,0.759509534,0.45188498,0.314272016,0.525902656,0.760842647,0.004593306,0.010913136,0.445535045,0.151830225,0.29490987,0.003386167,0.989278693,1
1_1576_MED4_genome,4,MED4,,,None,,,-0.115767303,0.644487724,0.814231205,0.236334628,0.222159466,0.499530963,-0.671217639,0.010266968,0.366223526,-0.583366995,0.010670226,0.021262972,-0.88349705,0.0000134,0.000305319,-0.515729522,0.024612752,0.697492196
1_1576_MED4_genome,5,MED4,,,None,,,-0.059524475,0.877203365,0.979636452,0.278420692,0.037579535,1,0.075719671,0.659521615,0.878599877,0.177154138,0.328540523,0.898808268,-0.16033884,0.662501426,0.953307295,0.212640122,0.106900452,0.538950993
1_1576_MED4_genome,2,MED4,,,None,,,0.447031221,0.04161962,0.080768685,0.381728437,0.455347718,0.686544682,1.188805256,0.026990275,0.429731378,0.449249007,0.082759679,0.129253125,0.84283712,0.002652675,0.007597468,0.814042385,0.012205916,0.860144317
1_1577_MED4_genome,4,MED4,,Alternative locus ID,S,,,-0.198524937,0.623485422,0.803835903,0.729383589,0.006034085,0.193940213,0.896886214,0.019354075,0.366223526,0.561823199,0.0505253,0.077523244,0.292456719,0.281548115,0.443290016,0.857666833,0.004324787,0.370258009
1_1577_MED4_genome,2,MED4,,Alternative locus ID,S,,,0.329771372,0.430504846,0.510178784,0.38428786,0.364286179,0.629825119,0.224604961,0.679564774,0.909528054,1.278300814,0.004408393,0.014779272,0.834183547,0.022845478,0.040748526,-0.053495037,0.894511115,0.987642164
1_1577_MED4_genome,5,MED4,,Alternative locus ID,S,,,0.61685979,0.131403752,0.724256163,0.298227441,0.487404041,1,0.834610805,0.082554304,0.548815156,0.674799572,0.133262465,0.898808268,0.59596413,0.161606324,0.893299861,0.643182632,0.138793905,0.558962513
1_1578_MED4_genome,2,MED4,,,None,,,0.226613769,0.664788014,0.718659412,0.319243308,0.67004503,0.820890627,0.601567084,0.459766616,0.805799068,0.117324663,0.842626772,0.879720668,0.874461302,0.116413795,0.160654382,0.884939804,0.151648631,0.860144317
1_1578_MED4_genome,4,MED4,,,None,,,0.825124073,0.063307601,0.700302898,-0.578129566,0.006966098,0.193940213,-0.060557786,0.861432461,0.924568661,0.308233973,0.275130224,0.337284723,0.410174442,0.017119161,0.063609106,-0.727953247,0.00567425,0.419239745
1_1578_MED4_genome,5,MED4,,,None,,,-1.150925315,0.163920319,0.724256163,-0.3606966,0.242945767,1,-0.708002579,0.02847817,0.548815156,-0.055948498,0.916113992,0.991386417,-0.605726859,0.314504607,0.893299861,-1.043047576,0.017724811,0.462483539
1_1579_MED4_genome,4,MED4,,Heat-labile enterotoxin alpha chain,S,,,-0.047324761,0.912583363,0.954600491,-0.086388812,0.765703838,0.89877691,0.282575846,0.489902331,0.65912514,0.71817526,0.053538379,0.081045883,1.175933343,0.000710108,0.006641738,0.127566316,0.673547945,0.990722725
1_1579_MED4_genome,5,MED4,,Heat-labile enterotoxin alpha chain,S,,,0.154063733,0.6998064,0.920451814,-0.195089799,0.692898513,1,-0.030076181,0.937930709,0.987296332,-0.010692165,0.980469043,0.997285368,0.135097847,0.73105231,0.965659515,0.063857685,0.871077942,0.939551222
1_1579_MED4_genome,2,MED4,,Heat-labile enterotoxin alpha chain,S,,,0.551229631,0.036342677,0.072572018,0.010829003,0.981880319,0.996352208,-0.490320816,0.827842255,0.968357472,1.112181736,0.002852089,0.011366937,0.564508748,0.041273106,0.066514795,-0.453815097,0.367550228,0.860144317
1_158_MED4_genome,5,MED4,metF,Alternative locus ID,C,"metF, MTHFR; methylenetetrahydrofolate reductase (NADH) [EC:1.5.1.54]",K00297,-0.189587389,0.518389018,0.852965689,0.081734062,0.801062093,1,-0.166937328,0.55441502,0.815575092,-0.193973268,0.500578214,0.922965613,-0.068418504,0.809545616,0.983238212,-0.319184054,0.254089029,0.612323449
1_158_MED4_genome,2,MED4,metF,Alternative locus ID,C,"metF, MTHFR; methylenetetrahydrofolate reductase (NADH) [EC:1.5.1.54]",K00297,0.154175035,0.474873646,0.554211589,0.453988125,0.251861423,0.555065454,0.524338789,0.199929095,0.609282118,-0.043096552,0.850936635,0.885178176,0.294413026,0.273024024,0.333426033,0.234564387,0.46822762,0.874893221
1_158_MED4_genome,4,MED4,metF,Alternative locus ID,C,"metF, MTHFR; methylenetetrahydrofolate reductase (NADH) [EC:1.5.1.54]",K00297,0.456970095,0.063294502,0.700302898,-0.225510857,0.209597838,0.490215912,0.312384642,0.215152575,0.443463624,0.259678571,0.226790694,0.284748316,0.224972873,0.201782274,0.362604067,0.088695237,0.639301109,0.986255948
1_1580_MED4_genome,2,MED4,,Alternative locus ID,S,,,0.683239789,0.03540427,0.071216338,2.26329109,0.042262961,0.437141231,1.168659531,0.033827982,0.429731378,0.73536549,0.038774295,0.071551796,1.662935346,0.00535795,0.01270694,0.893882311,0.094158432,0.860144317
1_1580_MED4_genome,4,MED4,,Alternative locus ID,S,,,1.101587065,0.002843266,0.28746917,0.154358541,0.666442045,0.846716382,1.109785337,0.025310734,0.366223526,0.735296003,0.007956289,0.016734199,-0.205285952,0.524405086,0.674301985,0.039414217,0.814848261,0.998840664
1_1580_MED4_genome,5,MED4,,Alternative locus ID,S,,,-1.019079195,0.095184765,0.724256163,-0.440630943,0.286991664,1,-0.786654138,0.118509352,0.561372668,-0.560144203,0.244352049,0.898808268,-0.900744139,0.149562851,0.893299861,-0.215053378,0.590157473,0.808271616
1_1581_MED4_genome,2,MED4,,,,,,0.952610751,0.046260397,0.087466754,0.448702905,0.523292825,0.725809037,-0.370214143,0.869428318,0.974236332,1.488196892,0.025331958,0.051658908,2.209968832,0.000489512,0.00250094,0.829565686,0.112312511,0.860144317
1_1581_MED4_genome,5,MED4,,,,,,0.012307554,0.981845304,0.998793083,0.291335641,0.575194917,1,-0.021764559,0.967316802,0.997083323,-0.033070289,0.950399073,0.995483434,-0.375984089,0.494543646,0.912657903,0.01391921,0.977588244,0.994977345
1_1581_MED4_genome,4,MED4,,,,,,1.079093549,0.030588142,0.700302898,0.396946003,0.17822295,0.458774572,0.915311141,0.064868937,0.366223526,1.149551801,0.010155154,0.020534791,-0.014997976,0.971690298,0.990773388,-0.637227555,0.04051987,0.762445654
1_1582_MED4_genome,2,MED4,,,,,,1.108769309,0.027444406,0.058254921,0.641184073,0.348879974,0.621890204,-0.233854227,0.913204684,0.986651405,1.883273732,0.00468472,0.015409839,2.643512177,0.000168353,0.001243867,0.563456008,0.235899642,0.860144317
1_1582_MED4_genome,4,MED4,,,,,,0.728401214,0.201992533,0.700302898,0.087565155,0.827867417,0.930563668,0.882137569,0.138321837,0.39057044,0.991361571,0.056579679,0.084980112,-0.521645753,0.321841874,0.485670259,-0.917801527,0.048163562,0.775625398
1_1582_MED4_genome,5,MED4,,,,,,-0.240702355,0.614166724,0.889749385,0.299416944,0.47460704,1,-0.402914649,0.410261628,0.728076778,-0.21781313,0.615269893,0.938149783,-0.50861651,0.359445817,0.893299861,-0.441364886,0.328081464,0.648399683
1_1583_MED4_genome,2,MED4,,,,,,0.471264416,0.267435314,0.345257552,1.277601046,0.067001999,0.437141231,0.769234619,0.116581769,0.519613872,-0.113818591,0.807999867,0.849107081,0.718991582,0.083958538,0.120541368,0.477147987,0.328111077,0.860144317
1_1583_MED4_genome,5,MED4,,,,,,-0.514129378,0.088211836,0.724256163,-0.000175742,0.99943786,1,-0.454205411,0.220949784,0.607577653,-0.241561032,0.459714183,0.919911502,0.072769415,0.797430905,0.982908582,0.016640648,0.946700999,0.976875326
1_1583_MED4_genome,4,MED4,,,,,,0.404730463,0.084777029,0.700302898,-0.233645362,0.388892943,0.655318722,-0.176320872,0.471849786,0.648553254,0.204584899,0.155033496,0.204827611,-0.753828125,0.0000438,0.000786501,-0.065446317,0.671016774,0.990569285
