geneID,Path,KO,chr,start,end,strand,logFC,logCPM,LR,PValue,annot,bacterial_chemotaxis,biosynthesis_of_amino_acids,carbon_metabolism,fatty_acid_metabolism,flagellar_assembly,redox_genes,ribosome,tonb_associated_genes,resolved_locus_tag,resolution_method
AEZ55_1715,1200.0,K01963,scf7180000008834,1627907,1628752,+,0.064091613,7.038199323,0.055871391,0.813144565,"acetyl-CoA carboxylase, carboxyl transferase,",,,Y,Y,,,,,EZ55_02517,tier1:geneID
AEZ55_1787,2030.0,K03406,scf7180000008834,1695794,1697713,+,0.328345903,8.364961679,1.210404122,0.271252101,methyl-accepting chemotaxis protein signaling,Y,,,,,,,,EZ55_02450,tier1:geneID
AEZ55_1799,,,scf7180000008834,1713439,1716138,+,0.63225498,8.729263404,4.099358121,0.042899497,TonB-dependent receptor,,,,,,,,Y,EZ55_02441,tier1:geneID
AEZ55_1801,1200.0,K00874,scf7180000008834,1717422,1718393,-,0.091710197,4.20216846,0.141137402,0.707152889,"kinase, PfkB family",,,Y,,,,,,EZ55_02438,tier1:geneID
AEZ55_1802,1200.0,K01625,scf7180000008834,1718390,1719028,-,0.235887957,2.811790051,0.719934178,0.396165501,putative KHG/KDPG aldolase,,,Y,,,,,,EZ55_02437,tier1:geneID
AEZ55_1828,1230.0,K01243,scf7180000008834,1744756,1745664,-,0.339073685,4.782094348,2.307434169,0.128756434,MTA/SAH nucleosidase,,Y,,,,,,,EZ55_02413,tier1:geneID
AEZ55_1829,1200.0,K00873,scf7180000008834,1745860,1747296,-,-0.705540099,8.909847102,2.342759231,0.125866434,pyruvate kinase,,Y,Y,,,,,,EZ55_02412,tier1:geneID
AEZ55_1831,1200.0,K00036,scf7180000008834,1748671,1749222,+,-0.801719543,8.556149646,4.195826137,0.040523604,"glucose-6-phosphate dehydrogenase, NAD binding",,,Y,,,,,,,unresolved
AEZ55_1832,1200.0,K00036,scf7180000008834,1749315,1750163,+,-1.056531015,8.397642826,5.293803972,0.021401423,"glucose-6-phosphate dehydrogenase, C-terminal",,,Y,,,,,,EZ55_02410,tier1:geneID
AEZ55_1833,1200.0,K01057,scf7180000008834,1750165,1750818,+,-1.215767968,7.660337722,6.178685562,0.012929829,6-phosphogluconolactonase,,,Y,,,,,,EZ55_02409,tier1:geneID
AEZ55_1834,1200.0,K01690,scf7180000008834,1750866,1751609,+,-1.080576381,7.924877557,4.43219628,0.035267099,putative phosphogluconate dehydratase,,,Y,,,,,,,unresolved
AEZ55_1836,1200.0,K01690,scf7180000008834,1751855,1752694,+,-0.857511268,8.01568084,3.282723895,0.070012641,putative phosphogluconate dehydratase,,,Y,,,,,,EZ55_02408,tier1:geneID
AEZ55_1837,1200.0,K00845,scf7180000008834,1752694,1753647,+,-0.992854757,7.440638366,4.071022972,0.043624847,glucokinase,,,Y,,,,,,EZ55_02407,tier1:geneID
AEZ55_1838,1200.0,K01625,scf7180000008834,1753651,1754295,+,-0.727467601,6.649115048,2.363033001,0.124240426,KHG/KDPG aldolase,,,Y,,,,,,EZ55_02406,tier1:geneID
AEZ55_1840,1200.0,K00134,scf7180000008834,1755458,1755826,-,-1.100642966,8.606002164,4.292886823,0.03827213,"glyceraldehyde 3-phosphate dehydrogenase,",,Y,Y,,,,,,,unresolved
AEZ55_1842,1200.0,K00134,scf7180000008834,1755997,1756455,-,-0.945339176,9.567278701,3.668953871,0.055434968,putative glyceraldehyde-3-phosphate,,Y,Y,,,,,,EZ55_02404,tier1:geneID
AEZ55_1849,1200.0,K00033,scf7180000008834,1763693,1765246,+,0.130549883,7.971059237,0.218573529,0.640128973,"6-phosphogluconate dehydrogenase,",,,Y,,,,,,EZ55_02400,tier1:geneID
AEZ55_1852,1200.0,K00134,scf7180000008834,1767004,1768449,+,1.197180006,7.720394234,8.2321888,0.004115387,"glyceraldehyde-3-phosphate dehydrogenase, type",,Y,Y,,,,,,EZ55_02397,tier1:geneID
AEZ55_1906,,,scf7180000008834,1820106,1822415,-,-0.252017552,6.201079027,1.103744447,0.293445821,TonB-dependent receptor,,,,,,,,Y,EZ55_02349,tier1:geneID
AEZ55_1907,,,scf7180000008834,1822412,1822945,-,-1.461695995,3.999431213,21.94154345,2.81e-06,TonB-dependent receptor plug domain protein,,,,,,,,Y,,unresolved
AEZ55_1908,1230.0,K00549,scf7180000008834,1823673,1824713,-,-1.568305137,10.94952813,9.039820714,0.002641615,"methionine synthase, vitamin-B12 independent",,Y,,,,,,,EZ55_02348,tier1:geneID
AEZ55_1912,1230.0,K00817,scf7180000008834,1826745,1827926,+,-0.25997742,3.541508482,1.016097795,0.313446415,putative histidinol-phosphate transaminase,,Y,,,,,,,EZ55_02345,tier1:geneID
AEZ55_1915,,,scf7180000008834,1830662,1830907,-,-0.265008064,0.53923392,0.202748008,0.652511817,ferredoxin,,,,,,Y,,,EZ55_02342,tier1:geneID
AEZ55_1922,1230.0,K01750,scf7180000008834,1837534,1838469,+,-0.170513421,3.884709119,0.475857201,0.490304851,putative ornithine cyclodeaminase,,Y,,,,,,,EZ55_02336,tier1:geneID
AEZ55_1934,,,scf7180000008834,1848079,1848831,+,-0.347259142,4.818283893,2.439496997,0.118314159,DSBA-like thioredoxin domain protein,,,,,,Y,,,EZ55_02324,tier1:geneID
AEZ55_1935,,,scf7180000008834,1849848,1852478,-,-0.221121234,5.076617863,1.109728704,0.29214093,TonB-dependent receptor,,,,,,,,Y,EZ55_02322,tier1:geneID
AEZ55_1938,1200.0,K00249,scf7180000008834,1853514,1854485,+,-1.232814391,8.255923316,9.687815964,0.001854939,"acyl-CoA dehydrogenase, middle domain protein",,,Y,Y,,,,,EZ55_02320,tier1:geneID
AEZ55_1953,1230.0,K14260,scf7180000008834,1864526,1865017,-,-0.267179249,4.38575693,1.123914988,0.289077015,aminotransferase AlaT domain protein,,Y,,,,,,,,unresolved
AEZ55_1954,1230.0,K14260,scf7180000008834,1865032,1865745,-,-0.181963234,5.58972734,0.690866586,0.405869779,aminotransferase AlaT domain protein,,Y,,,,,,,EZ55_02309,tier1:geneID
AEZ55_1973,2030.0,K03406,scf7180000008834,1882717,1884723,+,-0.054798065,8.318358507,0.034157582,0.853372024,methyl-accepting chemotaxis protein signaling,Y,,,,,,,,EZ55_02295,tier1:geneID
AEZ55_1987,,K02014,scf7180000008834,1898786,1900087,-,0.138089229,8.249084035,0.199467904,0.655150682,TonB-dependent receptor,,,,,,,,Y,EZ55_02282,tier1:geneID
AEZ55_1990,1200.0,K00248,scf7180000008834,1902424,1904226,+,-1.00050174,8.800343021,4.063172825,0.043828077,"acyl-CoA dehydrogenase, C-terminal domain",,,Y,Y,,,,,EZ55_02280,tier1:geneID
AEZ55_1998,1230.0,K00813,scf7180000008834,1909299,1910489,-,0.476170975,8.481032741,2.18903281,0.138996573,"aminotransferase, class I/II",,Y,,,,,,,EZ55_02274,tier1:geneID
AEZ55_2036,1200.0,K01738,scf7180000008834,1937889,1938854,-,-0.010769147,9.278573442,0.001045848,0.974201253,cysteine synthase A,,Y,Y,,,,,,EZ55_02239,tier1:geneID
AEZ55_2052,1212.0,K06445,scf7180000008834,1953689,1956151,-,-0.030198568,10.97198711,0.008660358,0.925855067,acyl-CoA dehydrogenase,,,,Y,,,,,EZ55_02224,tier1:geneID
AEZ55_2063,,,scf7180000008834,1965220,1965732,+,0.061859623,5.094959189,0.088684149,0.765856701,thioredoxin,,,,,,Y,,,EZ55_02214,tier1:geneID
AEZ55_2067,,K03564,scf7180000008834,1968789,1969253,-,-0.351319186,5.275009056,2.241558237,0.134345534,thioredoxin-dependent thiol peroxidase,,,,,,Y,,,EZ55_02211,tier1:geneID
AEZ55_2069,1230.0,K01714,scf7180000008834,1969973,1970485,+,-0.056709844,7.064273561,0.04838443,0.825898716,putative dihydrodipicolinate synthase,,Y,,,,,,,EZ55_02209,tier1:geneID
AEZ55_2070,1230.0,K01714,scf7180000008834,1970499,1970858,+,-0.23949318,5.432883579,0.869438967,0.351110673,dihydrodipicolinate synthase family protein,,Y,,,,,,,,unresolved
AEZ55_2090,1200.0,K00831,scf7180000008834,1989055,1989477,+,-0.117477766,5.408451998,0.195966742,0.657996263,putative phosphoserine transaminase,,Y,Y,,,,,,,unresolved
AEZ55_2091,1200.0,K00831,scf7180000008834,1989474,1989899,+,0.07549385,4.872711082,0.085220186,0.770343994,putative phosphoserine transaminase,,Y,Y,,,,,,EZ55_02194,tier1:geneID
AEZ55_2092,1200.0,K00831,scf7180000008834,1989957,1990154,+,0.165383229,3.099710823,0.228107742,0.632930473,conserved domain protein,,Y,Y,,,,,,,unresolved
AEZ55_2093,1230.0,K00800,scf7180000008834,1990147,1991439,+,-0.095371766,6.549124857,0.093433108,0.759857213,3-phosphoshikimate 1-carboxyvinyltransferase,,Y,,,,,,,EZ55_02193,tier1:geneID
AEZ55_2095,3010.0,K02945,scf7180000008834,1992413,1994083,+,0.439295063,11.86806197,1.521919181,0.217329295,ribosomal protein S1,,,,,,,Y,,EZ55_02191,tier1:geneID
AEZ55_2110,,,scf7180000008834,2008677,2011583,+,0.501598761,6.517323648,4.253711588,0.039164646,TonB-dependent receptor,,,,,,,,Y,EZ55_02176,tier1:geneID
AEZ55_2127,1230.0,K14155,scf7180000008834,2023973,2025436,+,-0.004410397,6.453514633,0.000310625,0.985938365,"aminotransferase, class I/II",,Y,,,,,,,EZ55_02159,tier1:geneID
AEZ55_2174,,K16091,scf7180000008834,2066033,2068156,+,2.488423968,8.071620236,36.38892007,1.62e-09,TonB-dependent receptor,,,,,,,,Y,EZ55_02117,tier1:geneID
AEZ55_2196,,,scf7180000008835,14375,17308,+,0.605734594,4.343619319,5.225367214,0.022259746,TonB-dependent receptor,,,,,,,,Y,EZ55_03929,tier1:geneID
AEZ55_2212,1230.0,K03786,scf7180000008835,38624,39064,+,0.037840576,6.081200661,0.014249504,0.904981207,"3-dehydroquinate dehydratase, type II",,Y,,,,,,,EZ55_03944,tier1:geneID
AEZ55_2213,1200.0,K02160,scf7180000008835,39079,39543,+,0.122843679,6.42218313,0.101525815,0.750006223,"acetyl-CoA carboxylase, biotin carboxyl carrier",,,Y,Y,,,,,EZ55_03945,tier1:geneID
AEZ55_2214,1200.0,K01961,scf7180000008835,39558,40901,+,-0.246835193,7.493990851,0.458994885,0.49809409,"acetyl-CoA carboxylase, biotin carboxylase",,,Y,Y,,,,,EZ55_03946,tier1:geneID
AEZ55_2238,1200.0,K00855,scf7180000008835,60368,61273,+,0.014526969,6.338249016,0.003824361,0.950689119,phosphoribulokinase / Uridine kinase family,,,Y,,,,,,EZ55_03965,tier1:geneID
AEZ55_2245,1200.0,K01610,scf7180000008835,69076,70638,-,1.822609793,11.60232821,13.52600721,0.00023528,phosphoenolpyruvate carboxykinase (ATP),,,Y,,,,,,EZ55_03971,tier1:geneID
AEZ55_2292,,,scf7180000008835,112431,115469,-,-0.0025083,6.782788307,9.89e-05,0.992065668,TonB-dependent receptor,,,,,,,,Y,EZ55_04013,tier1:geneID
AEZ55_2302,1200.0,K00615,scf7180000008835,130565,131011,-,0.481049542,1.999090687,1.393934963,0.237741701,"transketolase, C-terminal domain protein",,Y,Y,,,,,,,unresolved
AEZ55_2303,1200.0,K00615,scf7180000008835,131008,132579,-,0.149999314,3.59470899,0.400836317,0.526657664,transketolase,,Y,Y,,,,,,EZ55_04022,tier1:geneID
AEZ55_2306,1200.0,K00616,scf7180000008835,135776,136729,+,0.203535285,2.996582585,0.405172906,0.524429772,transaldolase,,Y,Y,,,,,,EZ55_04025,tier1:geneID
AEZ55_2346,1200.0,K01754,scf7180000008835,183381,184937,-,0.109498236,6.810038219,0.068806828,0.793082024,"threonine ammonia-lyase, biosynthetic",,Y,Y,,,,,,EZ55_04060,tier1:geneID
AEZ55_2347,1230.0,K01687,scf7180000008835,184937,186787,-,0.445899918,7.802769721,1.575839478,0.209361002,dihydroxy-acid dehydratase,,Y,,,,,,,EZ55_04061,tier1:geneID
AEZ55_2351,1230.0,K00053,scf7180000008835,190621,192099,+,2.34913908,10.33433124,19.48179611,1.02e-05,ketol-acid reductoisomerase,,Y,,,,,,,EZ55_04065,tier1:geneID
AEZ55_2363,1200.0,K00018,scf7180000008835,204511,205527,-,-0.098811305,5.472687782,0.141105221,0.707184736,4-phosphoerythronate dehydrogenase,,,Y,,,,,,EZ55_04074,tier1:geneID
AEZ55_2365,1230.0,K00931,scf7180000008835,206094,207194,-,-0.018497933,4.89969442,0.007170185,0.932518223,glutamate 5-kinase,,Y,,,,,,,EZ55_04076,tier1:geneID
AEZ55_2388,,,scf7180000008835,227138,230149,-,-1.137016989,9.626899987,3.979503445,0.046057139,TonB-dependent receptor,,,,,,,,Y,EZ55_04098,tier1:geneID
AEZ55_2430,3010.0,K02914,scf7180000008835,260924,261058,-,-0.28669536,2.575296767,0.825846396,0.363476343,ribosomal protein L34,,,,,,,Y,,EZ55_04131,tier1:geneID
AEZ55_2488,1230.0,K00014,scf7180000008835,315076,315900,+,-0.030658494,4.324870839,0.019906575,0.887798319,shikimate 5-dehydrogenase,,Y,,,,,,,EZ55_00050,tier1:geneID
AEZ55_2523,3010.0,K02902,scf7180000008835,347587,347823,+,0.26770991,9.026024308,0.665875732,0.414493221,ribosomal protein L28,,,,,,,Y,,EZ55_00079,tier1:geneID
AEZ55_2524,3010.0,K02913,scf7180000008835,347835,347990,+,0.064664992,6.630992346,0.044583061,0.832772557,ribosomal protein L33,,,,,,,Y,,EZ55_00080,tier1:geneID
AEZ55_2554,,K16088,scf7180000008835,375678,377771,+,1.046416005,4.968568203,9.810798715,0.001734901,TonB-dependent siderophore receptor,,,,,,,,Y,EZ55_00107,tier1:geneID
AEZ55_2612,,,scf7180000008835,430240,430980,-,1.961721279,7.881358421,15.22878428,9.52e-05,glutaredoxin,,,,,,Y,,,EZ55_00157,tier1:geneID
AEZ55_2614,2030.0,K03406,scf7180000008835,431658,433139,-,0.096751176,8.073061204,0.111472035,0.738474429,methyl-accepting chemotaxis protein signaling,Y,,,,,,,,EZ55_00159,tier1:geneID
AEZ55_2631,1200.0,K00640,scf7180000008835,449996,450802,+,-0.093485264,8.680010185,0.071343998,0.789389878,serine O-acetyltransferase,,Y,Y,,,,,,EZ55_00172,tier1:geneID
AEZ55_2637,1230.0,K01778,scf7180000008835,454955,455644,-,-0.025631634,5.558748474,0.010997311,0.9164805,diaminopimelate epimerase,,Y,,,,,,,EZ55_00177,tier1:geneID
AEZ55_2639,1230.0,K01586,scf7180000008835,455820,456113,-,0.235835888,4.389107928,1.059903148,0.303237276,"pyridoxal-dependent decarboxylase, C-terminal",,Y,,,,,,,,unresolved
AEZ55_2640,1230.0,K01586,scf7180000008835,456092,457069,-,0.274516111,6.200191764,1.194055922,0.274512953,diaminopimelate decarboxylase,,Y,,,,,,,EZ55_00178,tier1:geneID
AEZ55_2650,1200.0,K03841,scf7180000008835,464290,465267,+,0.078477975,7.141539163,0.095990447,0.756695369,"fructose-1,6-bisphosphatase",,,Y,,,,,,EZ55_00187,tier1:geneID
AEZ55_2656,1230.0,K01714,scf7180000008835,466583,467530,+,-0.352010483,5.088312694,2.788009461,0.094972132,dihydrodipicolinate synthetase family protein,,Y,,,,,,,EZ55_00190,tier1:geneID
AEZ55_2682,,,scf7180000008835,494125,496869,-,-0.873740053,14.25021581,5.830548185,0.015750215,TonB-dependent receptor,,,,,,,,Y,EZ55_00212,tier1:geneID
AEZ55_2786,2030.0,K03406,scf7180000008835,600456,601640,+,0.471886522,6.657264515,3.765081651,0.052333303,methyl-accepting chemotaxis protein signaling,Y,,,,,,,,,unresolved
AEZ55_2787,2030.0,K03413,scf7180000008835,601697,602062,+,0.603704894,4.7597482,6.548918299,0.010494794,response regulator receiver domain protein,Y,,,,,,,,EZ55_00307,tier1:geneID
AEZ55_2788,2030.0,K03407,scf7180000008835,602100,604193,+,1.311594873,5.46716133,20.45167227,6.12e-06,chemotaxis protein CheA,Y,,,,,,,,EZ55_00308,tier1:geneID
AEZ55_2789,2030.0,K03408,scf7180000008835,604190,604693,+,1.908548031,3.729195301,42.01228226,9.07e-11,chemotaxis protein CheW,Y,,,,,,,,EZ55_00309,tier1:geneID
AEZ55_2790,2030.0,K03406,scf7180000008835,604745,607645,+,2.369212837,7.343499164,58.53790773,1.99e-14,PAS domain S-box,Y,,,,,,,,EZ55_00310,tier1:geneID
AEZ55_2791,2030.0,K00575,scf7180000008835,607649,608479,+,2.140302978,4.241786136,60.39534758,7.76e-15,"CheR methyltransferase, SAM binding domain",Y,,,,,,,,EZ55_00311,tier1:geneID
AEZ55_2792,2030.0,K03411,scf7180000008835,608494,609123,+,1.93565913,3.633692187,36.78330928,1.32e-09,CheD protein,Y,,,,,,,,EZ55_00312,tier1:geneID
AEZ55_2793,2030.0,K03412,scf7180000008835,609098,610144,+,2.142927544,3.537852031,40.45044992,2.02e-10,protein-glutamate methylesterase,Y,,,,,,,,EZ55_00313,tier1:geneID
AEZ55_2794,2030.0,K03406,scf7180000008835,610345,611556,+,0.313346913,6.912292899,0.687538538,0.407002879,methyl-accepting chemotaxis protein signaling,Y,,,,,,,,EZ55_00314,tier1:geneID
AEZ55_2795,2030.0,K03413,scf7180000008835,611623,611877,+,0.033245308,4.132804888,0.009890487,0.92078025,conserved domain protein,Y,,,,,,,,EZ55_00315,tier1:geneID
AEZ55_2796,2030.0,K03413,scf7180000008835,611864,611989,+,-0.132564808,1.529614185,0.085829802,0.769547195,chemotaxis protein CheY,Y,,,,,,,,,unresolved
AEZ55_2797,2030.0,K03407,scf7180000008835,612026,613987,+,-0.774784857,6.982766592,5.154170637,0.023190608,chemotaxis protein CheA,Y,,,,,,,,EZ55_00316,tier1:geneID
AEZ55_2798,2030.0,K03408,scf7180000008835,613984,614487,+,-1.170972734,4.257803047,13.42702135,0.000248026,chemotaxis protein CheW,Y,,,,,,,,EZ55_00317,tier1:geneID
AEZ55_2799,2030.0,K03406,scf7180000008835,614492,616687,+,-1.382639818,7.38738064,14.68156151,0.000127285,PAS domain S-box,Y,,,,,,,,EZ55_00318,tier1:geneID
AEZ55_2800,2030.0,K03406,scf7180000008835,616901,617992,+,-0.659246303,4.97347076,4.201959369,0.040377301,PAS domain S-box,Y,,,,,,,,,unresolved
AEZ55_2801,2030.0,K03406,scf7180000008835,617995,619809,+,-0.514186722,5.736184814,1.964236676,0.161060937,PAS domain S-box,Y,,,,,,,,EZ55_00319,tier1:geneID
AEZ55_2802,2030.0,K00575,scf7180000008835,619809,620516,+,0.223445442,3.806275221,0.422164011,0.515859215,"CheR methyltransferase, SAM binding domain",Y,,,,,,,,EZ55_00320,tier1:geneID
AEZ55_2803,2030.0,K00575,scf7180000008835,620730,621149,+,-0.105323197,2.322768447,0.075416734,0.783607374,"CheR methyltransferase, SAM binding domain",Y,,,,,,,,,unresolved
AEZ55_2804,2030.0,K03411,scf7180000008835,621158,621775,+,0.197759367,3.982282078,0.621490746,0.430493854,CheD protein,Y,,,,,,,,EZ55_00321,tier1:geneID
AEZ55_2805,2030.0,K03412,scf7180000008835,621778,622824,+,0.141638655,4.539101457,0.263167389,0.607952419,protein-glutamate methylesterase,Y,,,,,,,,EZ55_00322,tier1:geneID
AEZ55_2810,,,scf7180000008835,626044,628302,-,-0.701190852,5.724807842,7.455466114,0.00632441,TonB-dependent receptor,,,,,,,,Y,EZ55_00326,tier1:geneID
AEZ55_2835,1230.0,K00826,scf7180000008835,656885,657886,+,-0.099118224,7.868995659,0.124233175,0.724487862,branched-chain amino acid aminotransferase,,Y,,,,,,,EZ55_00352,tier1:geneID
AEZ55_2836,1200.0,K01834,scf7180000008835,657953,658699,-,-0.218911953,7.413897574,0.611517284,0.434217097,phosphoglycerate mutase 1 family protein,,Y,Y,,,,,,EZ55_00353,tier1:geneID
AEZ55_2839,1200.0,K01681,scf7180000008835,659828,662545,+,1.06766461,9.944067809,9.969187582,0.001591817,aconitate hydratase 1,,Y,Y,,,,,,EZ55_00355,tier1:geneID
AEZ55_2842,3010.0,K02946,scf7180000008835,665858,666169,+,1.540280909,9.444784963,16.60886548,4.59e-05,ribosomal protein S10,,,,,,,Y,,EZ55_00358,tier1:geneID
AEZ55_2843,3010.0,K02906,scf7180000008835,666188,666826,+,1.506184671,9.619702677,13.42241058,0.000248636,50S ribosomal protein L3,,,,,,,Y,,EZ55_00359,tier1:geneID
AEZ55_2844,3010.0,K02926,scf7180000008835,666845,667450,+,1.628396722,8.572230362,16.48166008,4.91e-05,ribosomal protein L4/L1 family protein,,,,,,,Y,,EZ55_00360,tier1:geneID
AEZ55_2845,3010.0,K02892,scf7180000008835,667447,667746,+,1.749124127,7.840483043,22.80679581,1.79e-06,ribosomal protein L23,,,,,,,Y,,EZ55_00361,tier1:geneID
AEZ55_2846,3010.0,K02886,scf7180000008835,667761,668585,+,1.786005222,9.807274418,18.47777316,1.72e-05,ribosomal protein L2,,,,,,,Y,,EZ55_00362,tier1:geneID
AEZ55_2847,3010.0,K02965,scf7180000008835,668601,668876,+,1.676641655,7.758570272,21.24855683,4.03e-06,ribosomal protein S19,,,,,,,Y,,EZ55_00363,tier1:geneID
AEZ55_2848,3010.0,K02890,scf7180000008835,668888,669220,+,1.719685823,8.006042649,21.27741821,3.97e-06,ribosomal protein L22,,,,,,,Y,,EZ55_00364,tier1:geneID
AEZ55_2849,3010.0,K02982,scf7180000008835,669230,669934,+,1.719552821,9.27360713,18.71771541,1.52e-05,ribosomal protein S3,,,,,,,Y,,EZ55_00365,tier1:geneID
AEZ55_2850,3010.0,K02878,scf7180000008835,669937,670347,+,1.725712155,8.009311303,21.85044438,2.95e-06,ribosomal protein L16,,,,,,,Y,,EZ55_00366,tier1:geneID
AEZ55_2851,3010.0,K02904,scf7180000008835,670347,670475,+,1.586802248,5.241529165,20.19961494,6.98e-06,ribosomal protein L29,,,,,,,Y,,EZ55_00367,tier1:geneID
AEZ55_2852,3010.0,K02961,scf7180000008835,670536,670703,+,1.818496846,7.312830371,26.36211176,2.83e-07,ribosomal protein S17,,,,,,,Y,,EZ55_00368,tier1:geneID
AEZ55_2860,2030.0,K03406,scf7180000008835,677775,679685,-,-0.138857685,6.231169389,0.324248352,0.569065657,methyl-accepting chemotaxis protein signaling,Y,,,,,,,,EZ55_00374,tier1:geneID
AEZ55_2901,1230.0,K00821,scf7180000008835,727386,728594,-,0.28049733,10.33772069,0.668758155,0.413484906,bifunctional,,Y,,,,,,,EZ55_00411,tier1:geneID
AEZ55_2905,1200.0,K01783,scf7180000008835,732277,732954,-,0.026800782,6.834144905,0.010697693,0.91762198,ribulose-phosphate 3-epimerase,,Y,Y,,,,,,EZ55_00415,tier1:geneID
AEZ55_2913,1230.0,K01735,scf7180000008835,737566,737955,-,0.170441274,6.124092331,0.480299749,0.488286574,3-dehydroquinate synthase,,Y,,,,,,,,unresolved
AEZ55_2914,1230.0,K01735,scf7180000008835,737949,738632,-,0.068502113,6.08519318,0.080291952,0.776902156,3-dehydroquinate synthase,,Y,,,,,,,EZ55_00421,tier1:geneID
AEZ55_2915,1230.0,K00891,scf7180000008835,738663,739178,-,-0.012527637,8.251379176,0.00188531,0.965366611,shikimate kinase,,Y,,,,,,,EZ55_00422,tier1:geneID
AEZ55_2922,1200.0,K00027,scf7180000008835,746845,748563,+,0.284324679,7.033988202,0.72096098,0.395828871,"malic enzyme, NAD binding domain protein",,,Y,,,,,,EZ55_00429,tier1:geneID
AEZ55_2937,1230.0,K14682,scf7180000008835,759686,760996,-,-0.259206582,5.630064627,0.497808728,0.480464534,amino-acid N-acetyltransferase,,Y,,,,,,,EZ55_00439,tier1:geneID
AEZ55_2938,1230.0,K01755,scf7180000008835,761015,762397,-,-0.431998831,7.192922216,1.178909044,0.277578204,argininosuccinate lyase,,Y,,,,,,,EZ55_00440,tier1:geneID
AEZ55_2939,1230.0,K01940,scf7180000008835,762472,763656,-,-0.413311975,7.676020579,1.267509186,0.260234475,argininosuccinate synthase,,Y,,,,,,,EZ55_00441,tier1:geneID
AEZ55_2940,1230.0,K00611,scf7180000008835,763713,764624,-,-0.444986244,6.709655419,2.027784732,0.154445585,ornithine carbamoyltransferase,,Y,,,,,,,EZ55_00442,tier1:geneID
AEZ55_2941,1230.0,K00930,scf7180000008835,764695,765465,-,-0.266632789,5.863512058,0.955237502,0.32838971,acetylglutamate kinase,,Y,,,,,,,EZ55_00443,tier1:geneID
AEZ55_2942,1230.0,K00145,scf7180000008835,765462,766508,-,-0.211431328,6.845815292,0.592516427,0.441447678,N-acetyl-gamma-glutamyl-phosphate reductase,,Y,,,,,,,EZ55_00444,tier1:geneID
AEZ55_2946,2040.0,K02393,scf7180000008835,768669,769418,+,-0.014915703,1.455228146,0.0013887,0.970273499,flagellar L-ring protein FlgH,,,,,Y,,,,EZ55_00447,tier1:geneID
AEZ55_2958,,K16087,scf7180000008835,778012,780075,+,0.491459426,5.641888675,4.14620581,0.041727926,TonB-dependent heme/hemoglobin receptor family,,,,,,,,Y,EZ55_00456,tier1:geneID
AEZ55_2967,,K03676,scf7180000008835,788865,789125,-,-0.058830882,4.638355016,0.06093988,0.805016542,glutaredoxin 3,,,,,,Y,,,EZ55_00465,tier1:geneID
AEZ55_2980,,,scf7180000008835,798293,800953,+,0.077618127,6.832235162,0.075993783,0.782801771,TonB-dependent receptor plug domain protein,,,,,,,,Y,EZ55_00478,tier1:geneID
AEZ55_2986,1230.0,K01652,scf7180000008835,805606,807324,+,0.174777431,10.12918877,0.25245457,0.615352018,"acetolactate synthase, large subunit,",,Y,,,,,,,EZ55_00485,tier1:geneID
AEZ55_2987,1230.0,K01653,scf7180000008835,807324,807821,+,-0.670555575,7.704832276,3.738064742,0.053186012,"acetolactate synthase, small subunit",,Y,,,,,,,EZ55_00486,tier1:geneID
AEZ55_2998,,K03671,scf7180000008835,817757,818083,+,-0.163950902,8.208229238,0.332899211,0.563956894,thioredoxin,,,,,,Y,,,EZ55_00497,tier1:geneID
AEZ55_3013,,K05838,scf7180000008835,833125,833994,+,0.155254933,5.263967186,0.473974984,0.491164151,thioredoxin,,,,,,Y,,,EZ55_00510,tier1:geneID
AEZ55_3042,1200.0,K00600,scf7180000008835,858090,859346,-,0.907859194,6.584132546,2.971778846,0.08472864,glycine hydroxymethyltransferase,,Y,Y,,,,,,EZ55_00533,tier1:geneID
AEZ55_3049,,,scf7180000008835,862190,862624,-,0.331698631,3.644569571,1.89940774,0.168144627,TonB family C-terminal domain protein,,,,,,,,Y,EZ55_00539,tier1:geneID
AEZ55_3094,1212.0,K00632,scf7180000008835,889151,890314,-,-0.203741722,8.625920638,0.369572757,0.543237245,acetyl-CoA C-acyltransferase FadA,,,,Y,,,,,EZ55_00585,tier1:geneID
AEZ55_3095,1200.0,K01825,scf7180000008835,890333,890878,-,-0.200825244,7.379245449,0.44607811,0.504203306,multifunctional fatty acid oxidation complex,,,Y,Y,,,,,,unresolved
AEZ55_3096,1200.0,K01825,scf7180000008835,890860,892482,-,0.137430147,9.784732608,0.190160361,0.662783184,"putative fatty oxidation complex, alpha subunit",,,Y,Y,,,,,EZ55_00586,tier1:geneID
AEZ55_3102,3010.0,K02888,scf7180000008835,899397,899708,+,-0.093297158,10.03331569,0.084215108,0.771664464,ribosomal protein L21,,,,,,,Y,,EZ55_00591,tier1:geneID
AEZ55_3103,3010.0,K02899,scf7180000008835,899724,899981,+,-0.004482613,9.704559701,0.000177842,0.989359927,ribosomal protein L27,,,,,,,Y,,EZ55_00592,tier1:geneID
AEZ55_3120,2030.0,K03406,scf7180000008835,911978,913600,-,0.144891155,7.805072314,0.282490833,0.595073265,methyl-accepting chemotaxis protein signaling,Y,,,,,,,,EZ55_00608,tier1:geneID
