locus_tag,island_id,product,resolved_locus_tag,resolution_method
P9301_08751,MIT9301_1_750720_775450,conserved hypothetical protein,P9301_08751,locus_tag:locus_tag
P9301_08761,MIT9301_1_750720_775450,Conserved hypothetical protein,P9301_08761,locus_tag:locus_tag
P9301_08771,MIT9301_1_750720_775450,conserved hypothetical protein,P9301_08771,locus_tag:locus_tag
P9301_08781,MIT9301_1_750720_775450,conserved hypothetical protein,P9301_08781,locus_tag:locus_tag
P9301_08791,MIT9301_1_750720_775450,conserved hypothetical protein,P9301_08791,locus_tag:locus_tag
P9301_08811,MIT9301_1_750720_775450,conserved hypothetical protein,P9301_08811,locus_tag:locus_tag
P9301_08821,MIT9301_1_750720_775450,"ABC-type urea transporter, ATPase component UrtE",P9301_08821,locus_tag:locus_tag
P9301_08831,MIT9301_1_750720_775450,"ABC-type urea transporter, ATP-binding component UrtD",P9301_08831,locus_tag:locus_tag
P9301_08841,MIT9301_1_750720_775450,"ABC-type urea transporter, membrane component",P9301_08841,locus_tag:locus_tag
P9301_08851,MIT9301_1_750720_775450,"ABC-type urea transporter, permease component",P9301_08851,locus_tag:locus_tag
P9301_08861,MIT9301_1_750720_775450,"ABC-type urea transporter, substrate binding component",P9301_08861,locus_tag:locus_tag
P9301_08871,MIT9301_1_750720_775450,urease accessory protein UreG,P9301_08871,locus_tag:locus_tag
P9301_08881,MIT9301_1_750720_775450,urease accessory protein UreF,P9301_08881,locus_tag:locus_tag
P9301_08891,MIT9301_1_750720_775450,urease accessory protein UreE,P9301_08891,locus_tag:locus_tag
P9301_08901,MIT9301_1_750720_775450,urease accessory protein UreD,P9301_08901,locus_tag:locus_tag
P9301_08911,MIT9301_1_750720_775450,urease gamma subunit,P9301_08911,locus_tag:locus_tag
P9301_08921,MIT9301_1_750720_775450,urease beta subunit,P9301_08921,locus_tag:locus_tag
P9301_08931,MIT9301_1_750720_775450,urease alpha subunit,P9301_08931,locus_tag:locus_tag
P9301_08941,MIT9301_1_750720_775450,glucosyl-3-phosphoglycerate synthase,P9301_08941,locus_tag:locus_tag
P9301_08951,MIT9301_1_750720_775450,possible glucosyl(mannosyl)glycerate-glucosidase,P9301_08951,locus_tag:locus_tag
P9301_08961,MIT9301_1_750720_775450,glucosyl-3-phosphoglycerate phosphatase,P9301_08961,locus_tag:locus_tag
P9301_08971,MIT9301_1_750720_775450,D-glycerate 3-kinase,P9301_08971,locus_tag:locus_tag
P9301_08981,MIT9301_1_750720_775450,conserved hypothetical protein (DUF1830),P9301_08981,locus_tag:locus_tag
P9301_08991,MIT9301_1_750720_775450,uncharacterized conserved membrane protein,P9301_08991,locus_tag:locus_tag
P9301_09001,MIT9301_1_750720_775450,NADH dehydrogenase subunit NdhP,P9301_09001,locus_tag:locus_tag
P9301_09011,MIT9301_1_750720_775450,putative gRAM domain,P9301_09011,locus_tag:locus_tag
P9301_09021,MIT9301_1_750720_775450,undecaprenyl-diphosphatase,P9301_09021,locus_tag:locus_tag
P9301_RS13265,MIT9301_1_750720_775450,hypothetical protein,P9301_RS13265,locus_tag:locus_tag
P9301_09901,MIT9301_1_863190_882885,50S ribosomal protein L33,P9301_09901,locus_tag:locus_tag
P9301_09911,MIT9301_1_863190_882885,30S ribosomal protein S18,P9301_09911,locus_tag:locus_tag
P9301_09921,MIT9301_1_863190_882885,exoribonuclease II,P9301_09921,locus_tag:locus_tag
P9301_09931,MIT9301_1_863190_882885,methionine--tRNA ligase,P9301_09931,locus_tag:locus_tag
P9301_09941,MIT9301_1_863190_882885,possible SMC domain N terminal domain,P9301_09941,locus_tag:locus_tag
P9301_09951,MIT9301_1_863190_882885,cofactor assembly of complex C subunit CCB2,P9301_09951,locus_tag:locus_tag
P9301_09961,MIT9301_1_863190_882885,uncharacterized conserved membrane protein,P9301_09961,locus_tag:locus_tag
P9301_09971,MIT9301_1_863190_882885,bifunctional adenosylcobinamide kinase / adenosylcobinamide-phosphate guanylyltransferase,P9301_09971,locus_tag:locus_tag
P9301_09981,MIT9301_1_863190_882885,tRNA (cytidine/uridine-2'-O)-ribose methyltransferase,P9301_09981,locus_tag:locus_tag
P9301_09991,MIT9301_1_863190_882885,ATP-dependent Clp protease adaptor protein ClpS,P9301_09991,locus_tag:locus_tag
P9301_10001,MIT9301_1_863190_882885,protein of unknown function (DUF1651),P9301_10001,locus_tag:locus_tag
P9301_10011,MIT9301_1_863190_882885,Hypothetical protein,P9301_10011,locus_tag:locus_tag
P9301_10021,MIT9301_1_863190_882885,conserved hypothetical protein,P9301_10021,locus_tag:locus_tag
P9301_10031,MIT9301_1_863190_882885,thioredoxin domain-containing protein,P9301_10031,locus_tag:locus_tag
P9301_10041,MIT9301_1_863190_882885,conserved hypothetical protein,P9301_10041,locus_tag:locus_tag
P9301_10051,MIT9301_1_863190_882885,conserved hypothetical protein,P9301_10051,locus_tag:locus_tag
P9301_10071,MIT9301_1_863190_882885,conserved hypothetical protein,P9301_10071,locus_tag:locus_tag
P9301_10091,MIT9301_1_863190_882885,Conserved hypothetical protein,P9301_10091,locus_tag:locus_tag
P9301_10101,MIT9301_1_863190_882885,conserved hypothetical protein,P9301_10101,locus_tag:locus_tag
P9301_10111,MIT9301_1_863190_882885,conserved hypothetical protein,P9301_10111,locus_tag:locus_tag
P9301_10121,MIT9301_1_863190_882885,2-Cys peroxiredoxin,P9301_10121,locus_tag:locus_tag
P9301_10141,MIT9301_1_863190_882885,possible photosystem II D1 repair protein FtsH3,P9301_10141,locus_tag:locus_tag
P9301_10151,MIT9301_1_863190_882885,50S ribosomal protein L32,P9301_10151,locus_tag:locus_tag
P9301_10161,MIT9301_1_863190_882885,conserved hypothetical protein,P9301_10161,locus_tag:locus_tag
P9301_10171,MIT9301_1_863190_882885,"HAD hydrolase, IA, variant 3 family protein",P9301_10171,locus_tag:locus_tag
P9301_10181,MIT9301_1_863190_882885,zinc- or iron-chelating domain-containing protein,P9301_10181,locus_tag:locus_tag
P9301_10191,MIT9301_1_863190_882885,uncharacterized membrane protein,P9301_10191,locus_tag:locus_tag
P9301_10201,MIT9301_1_863190_882885,uncharacterized membrane protein (UPF0016),P9301_10201,locus_tag:locus_tag
P9301_10211,MIT9301_1_863190_882885,exoribonuclease R,P9301_10211,locus_tag:locus_tag
P9301_10221,MIT9301_1_863190_882885,uncharacterized conserved membrane protein,P9301_10221,locus_tag:locus_tag
P9301_10231,MIT9301_1_863190_882885,NADH dehydrogenase subunit NdhV,P9301_10231,locus_tag:locus_tag
P9301_RS18980,MIT9301_1_863190_882885,photosystem II biogenesis protein Psb30,P9301_RS18980,locus_tag:locus_tag
P9301_10501,MIT9301_1_911202_950410,conserved hypothetical protein (DUF2862),P9301_10501,locus_tag:locus_tag
P9301_10511,MIT9301_1_911202_950410,ATP-binding cassette-type viologen exporter,P9301_10511,locus_tag:locus_tag
P9301_10531,MIT9301_1_911202_950410,"ATP-binding cassette-type viologen exporter, permease component",P9301_10531,locus_tag:locus_tag
P9301_10541,MIT9301_1_911202_950410,ATP-binding cassette-type viologen exporter,P9301_10541,locus_tag:locus_tag
P9301_10551,MIT9301_1_911202_950410,uncharacterized conserved membrane protein,P9301_10551,locus_tag:locus_tag
P9301_10561,MIT9301_1_911202_950410,conserved hypothetical protein,P9301_10561,locus_tag:locus_tag
P9301_10571,MIT9301_1_911202_950410,sulfite exporter TauE/SafE family protein,P9301_10571,locus_tag:locus_tag
P9301_10581,MIT9301_1_911202_950410,HNH endonuclease,P9301_10581,locus_tag:locus_tag
P9301_10601,MIT9301_1_911202_950410,"uncharacterized secreted protein, Prochlorococcus-specific",P9301_10601,locus_tag:locus_tag
P9301_10611,MIT9301_1_911202_950410,Conserved hypothetical protein,P9301_10611,locus_tag:locus_tag
P9301_10621,MIT9301_1_911202_950410,uncharacterized conserved membrane protein,P9301_10621,locus_tag:locus_tag
P9301_10641,MIT9301_1_911202_950410,conserved hypothetical protein,P9301_10641,locus_tag:locus_tag
P9301_10651,MIT9301_1_911202_950410,Conserved hypothetical protein,P9301_10651,locus_tag:locus_tag
P9301_10661,MIT9301_1_911202_950410,phosphoribosyl transferase domain containing protein,P9301_10661,locus_tag:locus_tag
P9301_10671,MIT9301_1_911202_950410,nucleoside 2-deoxyribosyltransferase family protein,P9301_10671,locus_tag:locus_tag
P9301_10681,MIT9301_1_911202_950410,30S ribosomal protein S21,P9301_10681,locus_tag:locus_tag
P9301_10691,MIT9301_1_911202_950410,helix-hairpin-helix DNA-binding motif class 1-containing protein,P9301_10691,locus_tag:locus_tag
P9301_10701,MIT9301_1_911202_950410,possible uridine kinase,P9301_10701,locus_tag:locus_tag
P9301_10711,MIT9301_1_911202_950410,FAD/NAD-binding domain-containing protein,P9301_10711,locus_tag:locus_tag
P9301_10721,MIT9301_1_911202_950410,conserved hypothetical protein,P9301_10721,locus_tag:locus_tag
P9301_10731,MIT9301_1_911202_950410,possible uncharacterized conserved secreted protein,P9301_10731,locus_tag:locus_tag
P9301_10741,MIT9301_1_911202_950410,conserved hypothetical protein,P9301_10741,locus_tag:locus_tag
P9301_10751,MIT9301_1_911202_950410,peptidase S51,P9301_10751,locus_tag:locus_tag
P9301_10761,MIT9301_1_911202_950410,acetyltransferase family protein,P9301_10761,locus_tag:locus_tag
P9301_10781,MIT9301_1_911202_950410,conserved hypothetical protein,P9301_10781,locus_tag:locus_tag
P9301_10791,MIT9301_1_911202_950410,conserved hypothetical protein (DUF3303),P9301_10791,locus_tag:locus_tag
P9301_10841,MIT9301_1_911202_950410,uncharacterized conserved membrane protein,P9301_10841,locus_tag:locus_tag
P9301_10851,MIT9301_1_911202_950410,conserved hypothetical protein,P9301_10851,locus_tag:locus_tag
P9301_10861,MIT9301_1_911202_950410,conserved hypothetical protein,P9301_10861,locus_tag:locus_tag
P9301_10871,MIT9301_1_911202_950410,conserved hypothetical protein,P9301_10871,locus_tag:locus_tag
P9301_10891,MIT9301_1_911202_950410,conserved hypothetical protein,P9301_10891,locus_tag:locus_tag
P9301_10901,MIT9301_1_911202_950410,aminopeptidase N,P9301_10901,locus_tag:locus_tag
P9301_10911,MIT9301_1_911202_950410,conserved hypothetical protein,P9301_10911,locus_tag:locus_tag
P9301_10921,MIT9301_1_911202_950410,conserved hypothetical protein,P9301_10921,locus_tag:locus_tag
P9301_10931,MIT9301_1_911202_950410,formate-dependent phosphoribosyl glycinamide formyl transferase,P9301_10931,locus_tag:locus_tag
P9301_10941,MIT9301_1_911202_950410,possible Legume lectins alpha domain,P9301_10941,locus_tag:locus_tag
P9301_10951,MIT9301_1_911202_950410,glutathione peroxidase,P9301_10951,locus_tag:locus_tag
P9301_10961,MIT9301_1_911202_950410,conserved hypothetical protein,P9301_10961,locus_tag:locus_tag
P9301_10971,MIT9301_1_911202_950410,uncharacterized conserved secreted protein,P9301_10971,locus_tag:locus_tag
P9301_10981,MIT9301_1_911202_950410,"TIM-barrel , nifR3 family protein",P9301_10981,locus_tag:locus_tag
P9301_10991,MIT9301_1_911202_950410,FMN-binding split barrel domain-containing protein,P9301_10991,locus_tag:locus_tag
P9301_11001,MIT9301_1_911202_950410,conserved hypothetical protein,P9301_11001,locus_tag:locus_tag
P9301_11011,MIT9301_1_911202_950410,uncharacterized conserved secreted protein,P9301_11011,locus_tag:locus_tag
P9301_11021,MIT9301_1_911202_950410,thioesterase superfamily protein,P9301_11021,locus_tag:locus_tag
P9301_11031,MIT9301_1_911202_950410,uncharacterized conserved membrane protein,P9301_11031,locus_tag:locus_tag
P9301_11041,MIT9301_1_911202_950410,conserved hypothetical protein,P9301_11041,locus_tag:locus_tag
P9301_11051,MIT9301_1_911202_950410,type II-like restriction endonuclease,P9301_11051,locus_tag:locus_tag
P9301_11061,MIT9301_1_911202_950410,MAPEG family protein,P9301_11061,locus_tag:locus_tag
P9301_11081,MIT9301_1_911202_950410,possible uncharacterized conserved secreted protein,P9301_11081,locus_tag:locus_tag
P9301_11091,MIT9301_1_911202_950410,plastid lipid-associated protein (PAP)/fibrillin family,P9301_11091,locus_tag:locus_tag
P9301_11101,MIT9301_1_911202_950410,conserved hypothetical protein,P9301_11101,locus_tag:locus_tag
P9301_11111,MIT9301_1_911202_950410,Conserved hypothetical protein,P9301_11111,locus_tag:locus_tag
P9301_11121,MIT9301_1_911202_950410,possible high light inducible protein,P9301_11121,locus_tag:locus_tag
P9301_11131,MIT9301_1_911202_950410,conserved hypothetical protein,P9301_11131,locus_tag:locus_tag
P9301_11141,MIT9301_1_911202_950410,possible Integrin alpha cytoplasmic region,P9301_11141,locus_tag:locus_tag
P9301_11151,MIT9301_1_911202_950410,conserved hypothetical protein,P9301_11151,locus_tag:locus_tag
P9301_11161,MIT9301_1_911202_950410,uncharacterized conserved membrane protein (DUF2839),P9301_11161,locus_tag:locus_tag
P9301_11171,MIT9301_1_911202_950410,nif11-like leader peptide domain protein,P9301_11171,locus_tag:locus_tag
P9301_11181,MIT9301_1_911202_950410,possible Gram-negative pili assembly chaperone,P9301_11181,locus_tag:locus_tag
P9301_11201,MIT9301_1_911202_950410,uncharacterized conserved membrane protein,P9301_11201,locus_tag:locus_tag
P9301_11211,MIT9301_1_911202_950410,uncharacterized conserved membrane protein,P9301_11211,locus_tag:locus_tag
P9301_11221,MIT9301_1_911202_950410,conserved hypothetical protein,P9301_11221,locus_tag:locus_tag
P9301_11231,MIT9301_1_911202_950410,uncharacterized conserved secreted protein,P9301_11231,locus_tag:locus_tag
P9301_11241,MIT9301_1_911202_950410,OsmC/Ohr family domain-containing protein,P9301_11241,locus_tag:locus_tag
P9301_11261,MIT9301_1_911202_950410,conserved hypothetical protein,P9301_11261,locus_tag:locus_tag
P9301_11271,MIT9301_1_911202_950410,Conserved hypothetical protein,P9301_11271,locus_tag:locus_tag
P9301_11291,MIT9301_1_911202_950410,uncharacterized conserved secreted protein,P9301_11291,locus_tag:locus_tag
P9301_11301,MIT9301_1_911202_950410,Conserved hypothetical protein,P9301_11301,locus_tag:locus_tag
P9301_RS14260,MIT9301_1_911202_950410,hypothetical protein,P9301_RS14260,locus_tag:locus_tag
P9301_RS14435,MIT9301_1_911202_950410,hypothetical protein,P9301_RS14435,locus_tag:locus_tag
P9301_11371,MIT9301_1_956617_961517,conserved hypothetical protein,P9301_11371,locus_tag:locus_tag
P9301_11391,MIT9301_1_956617_961517,"possible DNA gyrase/topoisomerase IV, subunit",P9301_11391,locus_tag:locus_tag
P9301_11401,MIT9301_1_956617_961517,possible uncharacterized conserved secreted protein,P9301_11401,locus_tag:locus_tag
P9301_11411,MIT9301_1_956617_961517,conserved hypothetical protein,P9301_11411,locus_tag:locus_tag
P9301_11431,MIT9301_1_956617_961517,A circularly permuted ATPgrasp family protein,P9301_11431,locus_tag:locus_tag
P9301_11441,MIT9301_1_956617_961517,A predicted alpha-helical domain with a conserved ER motif family protein,P9301_11441,locus_tag:locus_tag
P9301_11451,MIT9301_1_956617_961517,transglutaminase-like superfamily protein,P9301_11451,locus_tag:locus_tag
P9301_12251,MIT9301_1_1040897_1106256,high light inducible protein,P9301_12251,locus_tag:locus_tag
P9301_12261,MIT9301_1_1040897_1106256,outer membrane porin,P9301_12261,locus_tag:locus_tag
P9301_12271,MIT9301_1_1040897_1106256,outer membrane porin,P9301_12271,locus_tag:locus_tag
P9301_12281,MIT9301_1_1040897_1106256,conserved hypothetical protein,P9301_12281,locus_tag:locus_tag
P9301_12301,MIT9301_1_1040897_1106256,hypothetical protein,P9301_12301,locus_tag:locus_tag
P9301_12311,MIT9301_1_1040897_1106256,hydrogenase/urease accessory protein,P9301_12311,locus_tag:locus_tag
P9301_12321,MIT9301_1_1040897_1106256,Conserved hypothetical protein,P9301_12321,locus_tag:locus_tag
P9301_12341,MIT9301_1_1040897_1106256,uncharacterized conserved lipoprotein,P9301_12341,locus_tag:locus_tag
P9301_12351,MIT9301_1_1040897_1106256,"bacterial regulatory protein, ArsR family",P9301_12351,locus_tag:locus_tag
P9301_12361,MIT9301_1_1040897_1106256,glyceraldehyde-3-phosphate dehydrogenase,P9301_12361,locus_tag:locus_tag
P9301_12371,MIT9301_1_1040897_1106256,"multidrug efflux transporter, MFS family",P9301_12371,locus_tag:locus_tag
P9301_12381,MIT9301_1_1040897_1106256,chromate transporter,P9301_12381,locus_tag:locus_tag
P9301_12391,MIT9301_1_1040897_1106256,"phosphate ABC transporter, phosphate-binding protein PstS",P9301_12391,locus_tag:locus_tag
P9301_12401,MIT9301_1_1040897_1106256,outer membrane porin,P9301_12401,locus_tag:locus_tag
P9301_12411,MIT9301_1_1040897_1106256,"two-component system sensor histidine kinase, phosphate sensing PhoR",P9301_12411,locus_tag:locus_tag
P9301_12431,MIT9301_1_1040897_1106256,two-component system response regulator RR class II (RRII)-CheY-OmpR,P9301_12431,locus_tag:locus_tag
P9301_12441,MIT9301_1_1040897_1106256,conserved hypothetical protein,P9301_12441,locus_tag:locus_tag
P9301_12451,MIT9301_1_1040897_1106256,possible Myosin N-terminal SH3-like domain,P9301_12451,locus_tag:locus_tag
P9301_12461,MIT9301_1_1040897_1106256,conserved hypothetical protein,P9301_12461,locus_tag:locus_tag
P9301_12471,MIT9301_1_1040897_1106256,conserved hypothetical protein,P9301_12471,locus_tag:locus_tag
P9301_12481,MIT9301_1_1040897_1106256,conserved hypothetical protein,P9301_12481,locus_tag:locus_tag
P9301_12491,MIT9301_1_1040897_1106256,conserved hypothetical protein (DUF3764),P9301_12491,locus_tag:locus_tag
P9301_12501,MIT9301_1_1040897_1106256,"phosphonate ABC transporter, ATP-binding protein",P9301_12501,locus_tag:locus_tag
P9301_12511,MIT9301_1_1040897_1106256,"phosphonate ABC transporter, periplasmic component",P9301_12511,locus_tag:locus_tag
P9301_12521,MIT9301_1_1040897_1106256,"phosphonate ABC transporter, permease protein PhnE",P9301_12521,locus_tag:locus_tag
P9301_12531,MIT9301_1_1040897_1106256,phosphonate dehydrogenase,P9301_12531,locus_tag:locus_tag
P9301_12541,MIT9301_1_1040897_1106256,conserved hypothetical protein,P9301_12541,locus_tag:locus_tag
P9301_12551,MIT9301_1_1040897_1106256,phytanoyl-CoA dioxygenase family protein,P9301_12551,locus_tag:locus_tag
P9301_12561,MIT9301_1_1040897_1106256,conserved hypothetical protein,P9301_12561,locus_tag:locus_tag
P9301_12571,MIT9301_1_1040897_1106256,conserved hypothetical protein,P9301_12571,locus_tag:locus_tag
P9301_12581,MIT9301_1_1040897_1106256,arsenate efflux pump,P9301_12581,locus_tag:locus_tag
P9301_12591,MIT9301_1_1040897_1106256,bacterial surface protein,P9301_12591,locus_tag:locus_tag
P9301_12601,MIT9301_1_1040897_1106256,possible Hantavirus glycoprotein G1,P9301_12601,locus_tag:locus_tag
P9301_12611,MIT9301_1_1040897_1106256,Hypothetical protein,P9301_12611,locus_tag:locus_tag
P9301_12621,MIT9301_1_1040897_1106256,peptidase S1C,P9301_12621,locus_tag:locus_tag
P9301_12631,MIT9301_1_1040897_1106256,2OG-Fe(II) oxygenase family protein,P9301_12631,locus_tag:locus_tag
P9301_12641,MIT9301_1_1040897_1106256,outer membrane beta-barrel domain protein,P9301_12641,locus_tag:locus_tag
P9301_12651,MIT9301_1_1040897_1106256,L-aspartate oxidase,P9301_12651,locus_tag:locus_tag
P9301_12661,MIT9301_1_1040897_1106256,high light inducible protein,P9301_12661,locus_tag:locus_tag
P9301_12671,MIT9301_1_1040897_1106256,conserved hypothetical protein,P9301_12671,locus_tag:locus_tag
P9301_12681,MIT9301_1_1040897_1106256,pseudouridine synthase,P9301_12681,locus_tag:locus_tag
P9301_12691,MIT9301_1_1040897_1106256,protein of unknown function (DUF1651),P9301_12691,locus_tag:locus_tag
P9301_12701,MIT9301_1_1040897_1106256,putative SOS response associated peptidase,P9301_12701,locus_tag:locus_tag
P9301_12711,MIT9301_1_1040897_1106256,Conserved hypothetical protein,P9301_12711,locus_tag:locus_tag
P9301_12721,MIT9301_1_1040897_1106256,conserved hypothetical protein,P9301_12721,locus_tag:locus_tag
P9301_12731,MIT9301_1_1040897_1106256,conserved hypothetical protein,P9301_12731,locus_tag:locus_tag
P9301_12741,MIT9301_1_1040897_1106256,conserved hypothetical protein,P9301_12741,locus_tag:locus_tag
P9301_12751,MIT9301_1_1040897_1106256,conserved hypothetical protein (DUF3303),P9301_12751,locus_tag:locus_tag
P9301_12761,MIT9301_1_1040897_1106256,conserved hypothetical protein,P9301_12761,locus_tag:locus_tag
P9301_12771,MIT9301_1_1040897_1106256,conserved hypothetical protein,P9301_12771,locus_tag:locus_tag
P9301_12791,MIT9301_1_1040897_1106256,conserved hypothetical protein,P9301_12791,locus_tag:locus_tag
P9301_12811,MIT9301_1_1040897_1106256,possible Uncharacterized protein family UPF003,P9301_12811,locus_tag:locus_tag
P9301_12821,MIT9301_1_1040897_1106256,glutaredoxin family protein,P9301_12821,locus_tag:locus_tag
P9301_12831,MIT9301_1_1040897_1106256,conserved hypothetical protein (DUF411),P9301_12831,locus_tag:locus_tag
P9301_12841,MIT9301_1_1040897_1106256,conserved hypothetical protein,P9301_12841,locus_tag:locus_tag
P9301_12851,MIT9301_1_1040897_1106256,pepSY-associated TM helix family protein,P9301_12851,locus_tag:locus_tag
P9301_12861,MIT9301_1_1040897_1106256,conserved hypothetical protein,P9301_12861,locus_tag:locus_tag
P9301_12871,MIT9301_1_1040897_1106256,uncharacterized conserved membrane protein,P9301_12871,locus_tag:locus_tag
P9301_12881,MIT9301_1_1040897_1106256,conserved hypothetical protein,P9301_12881,locus_tag:locus_tag
P9301_12891,MIT9301_1_1040897_1106256,conserved hypothetical protein,P9301_12891,locus_tag:locus_tag
P9301_12901,MIT9301_1_1040897_1106256,conserved hypothetical protein,P9301_12901,locus_tag:locus_tag
P9301_12921,MIT9301_1_1040897_1106256,conserved hypothetical protein,P9301_12921,locus_tag:locus_tag
P9301_12931,MIT9301_1_1040897_1106256,uncharacterized conserved membrane protein (DUF2839),P9301_12931,locus_tag:locus_tag
P9301_12941,MIT9301_1_1040897_1106256,conserved hypothetical protein,P9301_12941,locus_tag:locus_tag
P9301_12961,MIT9301_1_1040897_1106256,"Mn2+/Fe2+ transporter, NRAMP family",P9301_12961,locus_tag:locus_tag
P9301_12991,MIT9301_1_1040897_1106256,conserved hypothetical protein,P9301_12991,locus_tag:locus_tag
P9301_13001,MIT9301_1_1040897_1106256,Predicted protein family PM-11,P9301_13001,locus_tag:locus_tag
P9301_13011,MIT9301_1_1040897_1106256,conserved hypothetical protein (DUF3764),P9301_13011,locus_tag:locus_tag
P9301_13021,MIT9301_1_1040897_1106256,sodium-dependent transporter,P9301_13021,locus_tag:locus_tag
P9301_13031,MIT9301_1_1040897_1106256,ACR YdiU/UPF0061 family protein,P9301_13031,locus_tag:locus_tag
P9301_13041,MIT9301_1_1040897_1106256,cupin domain-containing protein,P9301_13041,locus_tag:locus_tag
P9301_13051,MIT9301_1_1040897_1106256,Conserved hypothetical protein,P9301_13051,locus_tag:locus_tag
P9301_13061,MIT9301_1_1040897_1106256,conserved hypothetical protein,P9301_13061,locus_tag:locus_tag
P9301_13071,MIT9301_1_1040897_1106256,conserved hypothetical protein (DUF1651),P9301_13071,locus_tag:locus_tag
P9301_13081,MIT9301_1_1040897_1106256,possible Heat-labile enterotoxin alpha chain,P9301_13081,locus_tag:locus_tag
P9301_13091,MIT9301_1_1040897_1106256,Glutamine amidotransferase class-I,P9301_13091,locus_tag:locus_tag
P9301_13101,MIT9301_1_1040897_1106256,high light inducible protein,P9301_13101,locus_tag:locus_tag
P9301_13111,MIT9301_1_1040897_1106256,flavoprotein involved in K+ transport,P9301_13111,locus_tag:locus_tag
P9301_13121,MIT9301_1_1040897_1106256,dsrE/DsrF-like family protein,P9301_13121,locus_tag:locus_tag
P9301_13131,MIT9301_1_1040897_1106256,aliphatic nitrilase,P9301_13131,locus_tag:locus_tag
P9301_13141,MIT9301_1_1040897_1106256,radical SAM superfamily protein,P9301_13141,locus_tag:locus_tag
P9301_13151,MIT9301_1_1040897_1106256,acyl-CoA N-acyltransferase,P9301_13151,locus_tag:locus_tag
P9301_13161,MIT9301_1_1040897_1106256,AIR synthase-like protein,P9301_13161,locus_tag:locus_tag
P9301_13171,MIT9301_1_1040897_1106256,conserved hypothetical protein (CHP40402),P9301_13171,locus_tag:locus_tag
P9301_13181,MIT9301_1_1040897_1106256,high light inducible protein,P9301_13181,locus_tag:locus_tag
P9301_13191,MIT9301_1_1040897_1106256,high light inducible protein,P9301_13191,locus_tag:locus_tag
P9301_13211,MIT9301_1_1040897_1106256,uncharacterized conserved secreted protein,P9301_13211,locus_tag:locus_tag
P9301_13221,MIT9301_1_1040897_1106256,uncharacterized conserved membrane protein,P9301_13221,locus_tag:locus_tag
P9301_13241,MIT9301_1_1040897_1106256,conserved hypothetical protein,P9301_13241,locus_tag:locus_tag
P9301_13251,MIT9301_1_1040897_1106256,Conserved hypothetical protein,P9301_13251,locus_tag:locus_tag
P9301_13261,MIT9301_1_1040897_1106256,Conserved hypothetical protein,P9301_13261,locus_tag:locus_tag
P9301_RS15205,MIT9301_1_1040897_1106256,hypothetical protein,P9301_RS15205,locus_tag:locus_tag
P9301_RS18680,MIT9301_1_1040897_1106256,hypothetical protein,P9301_RS18680,locus_tag:locus_tag
P9301_RS18875,MIT9301_1_1040897_1106256,DUF1651 domain-containing protein,P9301_RS18875,locus_tag:locus_tag
P9301_13551,MIT9301_1_1131329_1143308,Conserved hypothetical protein,P9301_13551,locus_tag:locus_tag
P9301_13561,MIT9301_1_1131329_1143308,Conserved hypothetical protein,P9301_13561,locus_tag:locus_tag
P9301_13571,MIT9301_1_1131329_1143308,uncharacterized conserved membrane protein,P9301_13571,locus_tag:locus_tag
P9301_13581,MIT9301_1_1131329_1143308,conserved hypothetical protein family PM-14,P9301_13581,locus_tag:locus_tag
P9301_13591,MIT9301_1_1131329_1143308,Conserved hypothetical protein,P9301_13591,locus_tag:locus_tag
P9301_13601,MIT9301_1_1131329_1143308,Hypothetical protein,P9301_13601,locus_tag:locus_tag
P9301_13611,MIT9301_1_1131329_1143308,iron deficiency-induced protein A,P9301_13611,locus_tag:locus_tag
P9301_13621,MIT9301_1_1131329_1143308,iron-uptake factor PiuC,P9301_13621,locus_tag:locus_tag
P9301_13631,MIT9301_1_1131329_1143308,possible peptidase,P9301_13631,locus_tag:locus_tag
P9301_13641,MIT9301_1_1131329_1143308,outer membrane porin,P9301_13641,locus_tag:locus_tag
P9301_13651,MIT9301_1_1131329_1143308,"glycine--tRNA ligase, alpha subunit",P9301_13651,locus_tag:locus_tag
P9301_13661,MIT9301_1_1131329_1143308,conserved hypothetical protein,P9301_13661,locus_tag:locus_tag
P9301_13671,MIT9301_1_1131329_1143308,macrophage migration inhibitory factor MIF-like protein,P9301_13671,locus_tag:locus_tag
P9301_13681,MIT9301_1_1131329_1143308,conserved hypothetical protein,P9301_13681,locus_tag:locus_tag
P9301_13691,MIT9301_1_1131329_1143308,methyltransferase domain protein,P9301_13691,locus_tag:locus_tag
P9301_13701,MIT9301_1_1131329_1143308,conserved hypothetical protein,P9301_13701,locus_tag:locus_tag
P9301_13711,MIT9301_1_1131329_1143308,conserved hypothetical protein (DUF3386),P9301_13711,locus_tag:locus_tag
P9301_13721,MIT9301_1_1131329_1143308,"divinyl-chlorophyll a/b binding light harvesting protein, photosystem I-associated",P9301_13721,locus_tag:locus_tag
