locus_tag,island_id,product
P9303_03501,MIT9303_1_345732_382457,hypothetical protein
P9303_03511,MIT9303_1_345732_382457,hypothetical protein
P9303_03521,MIT9303_1_345732_382457,conserved hypothetical protein
P9303_03531,MIT9303_1_345732_382457,conserved hypothetical protein
P9303_03561,MIT9303_1_345732_382457,cytochrome P450
P9303_03571,MIT9303_1_345732_382457,uncharacterized conserved membrane protein
P9303_03591,MIT9303_1_345732_382457,conserved hypothetical protein
P9303_03601,MIT9303_1_345732_382457,conserved hypothetical protein DUF985
P9303_03621,MIT9303_1_345732_382457,conserved hypothetical protein
P9303_03631,MIT9303_1_345732_382457,putative nuclease
P9303_03671,MIT9303_1_345732_382457,conserved hypothetical protein
P9303_03691,MIT9303_1_345732_382457,hypothetical protein
P9303_03701,MIT9303_1_345732_382457,putative membrane protein
P9303_03721,MIT9303_1_345732_382457,uncharacterized conserved membrane protein
P9303_03731,MIT9303_1_345732_382457,carotenoid isomerase
P9303_03761,MIT9303_1_345732_382457,possible Transthyretin precursor (formerly preal
P9303_03771,MIT9303_1_345732_382457,conserved hypothetical protein
P9303_RS01595,MIT9303_1_345732_382457,hypothetical protein
P9303_RS01650,MIT9303_1_345732_382457,hypothetical protein
P9303_RS01715,MIT9303_1_345732_382457,hypothetical protein
P9303_RS14740,MIT9303_1_345732_382457,chlorophyll a/b-binding protein
P9303_pseudoVIMSS1362599,MIT9303_1_345732_382457,hypothetical protein
P9303_04171,MIT9303_1_417232_433282,"small-conductance mechanosensitive ion channel, MscS family"
P9303_04181,MIT9303_1_417232_433282,conserved hypothetical protein
P9303_04191,MIT9303_1_417232_433282,uncharacterized conserved lipoprotein (DUF1254/DUF1214)
P9303_04201,MIT9303_1_417232_433282,uncharacterized conserved lipoprotein (DUF1254/DUF1214)
P9303_04211,MIT9303_1_417232_433282,Conserved hypothetical protein
P9303_04221,MIT9303_1_417232_433282,"radical SAM/SPASM domain, GRRM system family protein"
P9303_04231,MIT9303_1_417232_433282,rSAM-associated Gly-rich repeat secreted protein
P9303_04241,MIT9303_1_417232_433282,rSAM-associated Gly-rich repeat secreted protein
P9303_04251,MIT9303_1_417232_433282,"extracellular substrate-binding orphan, GRRM family protein"
P9303_04261,MIT9303_1_417232_433282,sulfatase-modifying factor enzyme 1
P9303_04271,MIT9303_1_417232_433282,arylsulfatase subfamily S1_4
P9303_04281,MIT9303_1_417232_433282,uncharacterized conserved secreted protein
P9303_04291,MIT9303_1_417232_433282,outer membrane protein
P9303_04311,MIT9303_1_417232_433282,photosystem II assembly factor
P9303_05721,MIT9303_1_551489_564678,glutamyl-Q-tRNA(Asp) synthetase
P9303_05731,MIT9303_1_551489_564678,possible DnaJ type IV chaperone protein
P9303_05751,MIT9303_1_551489_564678,Conserved hypothetical protein
P9303_05761,MIT9303_1_551489_564678,uncharacterized conserved secreted protein
P9303_05771,MIT9303_1_551489_564678,ACR YdiU/UPF0061 family protein
P9303_05801,MIT9303_1_551489_564678,putative membrane protein
P9303_05841,MIT9303_1_551489_564678,conserved hypothetical protein
P9303_05861,MIT9303_1_551489_564678,Conserved hypothetical protein
P9303_05891,MIT9303_1_551489_564678,metallo-hydrolase/oxidoreductase
P9303_05901,MIT9303_1_551489_564678,conserved hypothetical protein
P9303_05921,MIT9303_1_551489_564678,Conserved hypothetical protein
P9303_05931,MIT9303_1_551489_564678,conserved hypothetical protein
P9303_05941,MIT9303_1_551489_564678,conserved hypothetical protein
P9303_05951,MIT9303_1_551489_564678,conserved hypothetical protein
P9303_05961,MIT9303_1_551489_564678,conserved hypothetical protein
P9303_RS13890,MIT9303_1_551489_564678,hypothetical protein
P9303_pseudoVIMSS1362605,MIT9303_1_551489_564678,hypothetical protein
P9303_08991,MIT9303_1_815290_824518,conserved hypothetical protein
P9303_09001,MIT9303_1_815290_824518,possible (AF314193) Toutatis
P9303_09011,MIT9303_1_815290_824518,conserved hypothetical protein
P9303_09021,MIT9303_1_815290_824518,conserved hypothetical protein
P9303_09041,MIT9303_1_815290_824518,hypothetical protein
P9303_09051,MIT9303_1_815290_824518,hypothetical protein
P9303_09061,MIT9303_1_815290_824518,possible Paralytic/GBP/PSP peptide
P9303_09071,MIT9303_1_815290_824518,hypothetical protein
P9303_RS04035,MIT9303_1_815290_824518,hypothetical protein
P9303_RS04055,MIT9303_1_815290_824518,hypothetical protein
P9303_10021,MIT9303_1_916895_990423,methylenetetrahydrofolate--tRNA-(uracil(54)-C(5))-methyltransferase (FADH(2)-oxidizing)
P9303_10031,MIT9303_1_916895_990423,photosystem II PsbY protein
P9303_10041,MIT9303_1_916895_990423,conserved hypothetical protein
P9303_10051,MIT9303_1_916895_990423,possible Trypsin and protease inhibitor
P9303_10061,MIT9303_1_916895_990423,conserved hypothetical protein
P9303_10111,MIT9303_1_916895_990423,Conserved hypothetical protein
P9303_10131,MIT9303_1_916895_990423,"divinyl-chlorophyll a/b binding light harvesting protein, photosystem II-associated"
P9303_10141,MIT9303_1_916895_990423,hypothetical protein
P9303_10151,MIT9303_1_916895_990423,possible Glyceraldehyde 3-phosphate dehydrogenase
P9303_10171,MIT9303_1_916895_990423,proline/betaine transporter
P9303_10181,MIT9303_1_916895_990423,possible Domain of unknown function DUF38
P9303_10191,MIT9303_1_916895_990423,hypothetical protein
P9303_10201,MIT9303_1_916895_990423,conserved hypothetical protein
P9303_10211,MIT9303_1_916895_990423,conserved hypothetical protein
P9303_10221,MIT9303_1_916895_990423,conserved hypothetical protein
P9303_10231,MIT9303_1_916895_990423,Conserved hypothetical protein
P9303_10251,MIT9303_1_916895_990423,OsmC/Ohr family domain-containing protein
P9303_10261,MIT9303_1_916895_990423,conserved hypothetical protein
P9303_10281,MIT9303_1_916895_990423,conserved hypothetical protein
P9303_10291,MIT9303_1_916895_990423,Conserved hypothetical protein
P9303_10331,MIT9303_1_916895_990423,subtilisin DY domain protein
P9303_10341,MIT9303_1_916895_990423,conserved hypothetical protein
P9303_10351,MIT9303_1_916895_990423,possible Ets-domain
P9303_10361,MIT9303_1_916895_990423,conserved hypothetical protein
P9303_10371,MIT9303_1_916895_990423,dienelactone hydrolase family protein
P9303_10381,MIT9303_1_916895_990423,possible Legume lectins alpha domain
P9303_10391,MIT9303_1_916895_990423,conserved hypothetical protein
P9303_10401,MIT9303_1_916895_990423,marC integral membrane family protein
P9303_10411,MIT9303_1_916895_990423,aspartate aminotransferase
P9303_10421,MIT9303_1_916895_990423,Hypothetical protein
P9303_10431,MIT9303_1_916895_990423,hypothetical protein
P9303_10441,MIT9303_1_916895_990423,uncharacterized conserved membrane protein
P9303_10461,MIT9303_1_916895_990423,conserved hypothetical protein
P9303_10471,MIT9303_1_916895_990423,Conserved hypothetical protein
P9303_10491,MIT9303_1_916895_990423,conserved hypothetical protein
P9303_10521,MIT9303_1_916895_990423,Predicted protein family PM-6
P9303_10531,MIT9303_1_916895_990423,NUDIX hydrolase superfamily
P9303_10551,MIT9303_1_916895_990423,"membrane-associated, eicosanoid/glutathione metabolism (MAPEG) protein"
P9303_10571,MIT9303_1_916895_990423,ion transport family protein
P9303_10581,MIT9303_1_916895_990423,Conserved hypothetical protein
P9303_10611,MIT9303_1_916895_990423,30S ribosomal protein S21
P9303_10671,MIT9303_1_916895_990423,uncharacterized conserved membrane protein
P9303_10691,MIT9303_1_916895_990423,conserved hypothetical protein
P9303_10711,MIT9303_1_916895_990423,Conserved hypothetical protein
P9303_10731,MIT9303_1_916895_990423,conserved hypothetical protein
P9303_10751,MIT9303_1_916895_990423,methyltransferase domain protein
P9303_10761,MIT9303_1_916895_990423,uncharacterized conserved membrane protein
P9303_10781,MIT9303_1_916895_990423,conserved hypothetical protein
P9303_10791,MIT9303_1_916895_990423,phytochelatin synthase
P9303_10801,MIT9303_1_916895_990423,2-Cys peroxiredoxin
P9303_10821,MIT9303_1_916895_990423,conserved hypothetical protein
P9303_10831,MIT9303_1_916895_990423,Amino acid transporter
P9303_10841,MIT9303_1_916895_990423,acetyltransferase family protein
P9303_10851,MIT9303_1_916895_990423,hypothetical protein
P9303_10861,MIT9303_1_916895_990423,AMP-dependent synthetase/ligase
P9303_10871,MIT9303_1_916895_990423,"possible 7S seed storage protein, N-terminal doma"
P9303_10881,MIT9303_1_916895_990423,Conserved hypothetical protein
P9303_10911,MIT9303_1_916895_990423,conserved hypothetical protein
P9303_10951,MIT9303_1_916895_990423,Conserved hypothetical protein
P9303_10961,MIT9303_1_916895_990423,conserved hypothetical protein
P9303_10971,MIT9303_1_916895_990423,possible Cystine-knot domain
P9303_10981,MIT9303_1_916895_990423,possible Gamma-thionins family
P9303_10991,MIT9303_1_916895_990423,cupin domain-containing protein
P9303_11001,MIT9303_1_916895_990423,conserved hypothetical protein
P9303_11021,MIT9303_1_916895_990423,glycosyl hydrolase 57 family protein
P9303_11031,MIT9303_1_916895_990423,conserved hypothetical protein
P9303_11041,MIT9303_1_916895_990423,"bacterial regulatory protein, ArsR family"
P9303_11051,MIT9303_1_916895_990423,glyceraldehyde-3-phosphate dehydrogenase
P9303_11061,MIT9303_1_916895_990423,"multidrug efflux transporter, MFS family"
P9303_11071,MIT9303_1_916895_990423,"transcriptional phosphate regulator, Crp family"
P9303_RS04550,MIT9303_1_916895_990423,hypothetical protein
P9303_RS04645,MIT9303_1_916895_990423,hypothetical protein
P9303_RS04745,MIT9303_1_916895_990423,trigger factor family protein
P9303_RS13970,MIT9303_1_916895_990423,hypothetical protein
P9303_RS13995,MIT9303_1_916895_990423,cytochrome B6
P9303_RS14010,MIT9303_1_916895_990423,hypothetical protein
P9303_RS14015,MIT9303_1_916895_990423,hypothetical protein
P9303_RS14550,MIT9303_1_916895_990423,hypothetical protein
P9303_pseudoVIMSS1362616,MIT9303_1_916895_990423,Ets-domain-containing protein
P9303_11311,MIT9303_1_1011717_1125566,arsenate efflux pump
P9303_11331,MIT9303_1_1011717_1125566,hypothetical protein
P9303_11341,MIT9303_1_1011717_1125566,conserved hypothetical protein DUF4278
P9303_11361,MIT9303_1_1011717_1125566,Conserved hypothetical protein
P9303_11371,MIT9303_1_1011717_1125566,Hypothetical protein
P9303_11381,MIT9303_1_1011717_1125566,conserved hypothetical protein
P9303_11411,MIT9303_1_1011717_1125566,conserved hypothetical protein
P9303_11431,MIT9303_1_1011717_1125566,Hypothetical protein
P9303_11441,MIT9303_1_1011717_1125566,hypothetical protein
P9303_11451,MIT9303_1_1011717_1125566,Hypothetical protein
P9303_11471,MIT9303_1_1011717_1125566,possible kinesin motor domain
P9303_11481,MIT9303_1_1011717_1125566,conserved hypothetical protein
P9303_11491,MIT9303_1_1011717_1125566,calcineurin-like phosphoesterase family protein
P9303_11501,MIT9303_1_1011717_1125566,conserved hypothetical protein
P9303_11511,MIT9303_1_1011717_1125566,conserved hypothetical protein
P9303_11541,MIT9303_1_1011717_1125566,possible bZIP transcription factor
P9303_11561,MIT9303_1_1011717_1125566,conserved hypothetical protein
P9303_11581,MIT9303_1_1011717_1125566,hypothetical protein
P9303_11601,MIT9303_1_1011717_1125566,conserved hypothetical protein
P9303_11611,MIT9303_1_1011717_1125566,Hypothetical protein
P9303_11631,MIT9303_1_1011717_1125566,conserved hypothetical protein
P9303_11641,MIT9303_1_1011717_1125566,conserved hypothetical protein
P9303_11671,MIT9303_1_1011717_1125566,nuclease
P9303_11681,MIT9303_1_1011717_1125566,hypothetical protein
P9303_11721,MIT9303_1_1011717_1125566,subtilisin DY domain protein
P9303_11731,MIT9303_1_1011717_1125566,Predicted protein family PM-11
P9303_11741,MIT9303_1_1011717_1125566,putative RIKEN cDNA 1200003J11; EST AA930106
P9303_11751,MIT9303_1_1011717_1125566,possible Herpesvirus VP23 like capsid protein
P9303_11761,MIT9303_1_1011717_1125566,hypothetical protein
P9303_11771,MIT9303_1_1011717_1125566,conserved hypothetical protein
P9303_11781,MIT9303_1_1011717_1125566,hypothetical protein
P9303_11791,MIT9303_1_1011717_1125566,hypothetical protein
P9303_11801,MIT9303_1_1011717_1125566,monoamine oxidase
P9303_11811,MIT9303_1_1011717_1125566,"lantipeptide precursor, Nif11-like leader peptide domain protein"
P9303_11821,MIT9303_1_1011717_1125566,conserved hypothetical protein
P9303_11831,MIT9303_1_1011717_1125566,FAD-dependent pyridine nucleotide-disulfide oxidoreductase
P9303_11841,MIT9303_1_1011717_1125566,vanW like family protein
P9303_11851,MIT9303_1_1011717_1125566,possible Peptidase family M1
P9303_11861,MIT9303_1_1011717_1125566,Conserved hypothetical protein
P9303_11871,MIT9303_1_1011717_1125566,conserved hypothetical protein (DUF3303)
P9303_11881,MIT9303_1_1011717_1125566,conserved hypothetical protein
P9303_11891,MIT9303_1_1011717_1125566,conserved hypothetical protein
P9303_11901,MIT9303_1_1011717_1125566,hypothetical protein
P9303_11921,MIT9303_1_1011717_1125566,Hypothetical protein
P9303_11931,MIT9303_1_1011717_1125566,Hypothetical protein
P9303_11941,MIT9303_1_1011717_1125566,possible kinesin motor domain
P9303_11951,MIT9303_1_1011717_1125566,conserved hypothetical protein
P9303_11971,MIT9303_1_1011717_1125566,nif11-like leader peptide domain protein
P9303_11981,MIT9303_1_1011717_1125566,nif11-like leader peptide domain protein
P9303_12011,MIT9303_1_1011717_1125566,conserved hypothetical protein (DUF3303)
P9303_12021,MIT9303_1_1011717_1125566,conserved hypothetical protein
P9303_12031,MIT9303_1_1011717_1125566,hypothetical protein
P9303_12041,MIT9303_1_1011717_1125566,conserved hypothetical protein
P9303_12051,MIT9303_1_1011717_1125566,putative membrane protein
P9303_12061,MIT9303_1_1011717_1125566,conserved hypothetical protein
P9303_12071,MIT9303_1_1011717_1125566,putative Sec7 domain protein
P9303_12081,MIT9303_1_1011717_1125566,conserved hypothetical protein
P9303_12091,MIT9303_1_1011717_1125566,conserved hypothetical protein
P9303_12101,MIT9303_1_1011717_1125566,"BgtA-like ABC-type uptake transporter for acidic and neutral polar amino acids (N-II), ATPase subunit"
P9303_12111,MIT9303_1_1011717_1125566,"ABC-type uptake transporter for acidic and neutral polar amino acids (N-II), membrane protein"
P9303_12121,MIT9303_1_1011717_1125566,Conserved hypothetical protein
P9303_12131,MIT9303_1_1011717_1125566,putative membrane protein
P9303_12141,MIT9303_1_1011717_1125566,"ABC-type uptake transporter for acidic and neutral polar amino acids (N-II), membrane protein"
P9303_12151,MIT9303_1_1011717_1125566,"ABC-type uptake transporter for acidic and neutral polar amino acids (N-II), substrate binding protein"
P9303_12171,MIT9303_1_1011717_1125566,putative antibiotic biosynthesis monooxygenase domain protein
P9303_12181,MIT9303_1_1011717_1125566,sulfate permease
P9303_12191,MIT9303_1_1011717_1125566,FAD domain-containing protein
P9303_12211,MIT9303_1_1011717_1125566,sirohydrochlorin cobaltochelatase
P9303_12241,MIT9303_1_1011717_1125566,conserved hypothetical protein (DUF2811)
P9303_12251,MIT9303_1_1011717_1125566,FAD binding domain protein
P9303_12261,MIT9303_1_1011717_1125566,conserved hypothetical protein
P9303_12271,MIT9303_1_1011717_1125566,uncharacterized conserved membrane protein
P9303_12301,MIT9303_1_1011717_1125566,conserved hypothetical protein
P9303_12311,MIT9303_1_1011717_1125566,"uncharacterized secreted protein, Prochlorococcus-specific"
P9303_12321,MIT9303_1_1011717_1125566,prohibitin-like protein
P9303_12331,MIT9303_1_1011717_1125566,sodium:dicarboxylate symporter
P9303_12381,MIT9303_1_1011717_1125566,ribokinase
P9303_12401,MIT9303_1_1011717_1125566,conserved hypothetical protein
P9303_12421,MIT9303_1_1011717_1125566,conserved hypothetical protein
P9303_12431,MIT9303_1_1011717_1125566,Conserved hypothetical protein
P9303_12441,MIT9303_1_1011717_1125566,conserved hypothetical protein
P9303_12451,MIT9303_1_1011717_1125566,tryptophan-rich conserved hypothetical protein CHP02450
P9303_12461,MIT9303_1_1011717_1125566,uncharacterized conserved membrane protein
P9303_12471,MIT9303_1_1011717_1125566,Bacterial outer membrane protein
P9303_12481,MIT9303_1_1011717_1125566,conserved hypothetical protein
P9303_12511,MIT9303_1_1011717_1125566,putative membrane protein
P9303_12531,MIT9303_1_1011717_1125566,conserved hypothetical protein
P9303_12541,MIT9303_1_1011717_1125566,drug/metabolite transporter (DMT) superfamily efflux protein
P9303_12591,MIT9303_1_1011717_1125566,conserved hypothetical protein
P9303_12601,MIT9303_1_1011717_1125566,Conserved hypothetical protein
P9303_12611,MIT9303_1_1011717_1125566,conserved hypothetical protein
P9303_12621,MIT9303_1_1011717_1125566,dephospho-CoA kinase family protein
P9303_12631,MIT9303_1_1011717_1125566,conserved hypothetical protein
P9303_12641,MIT9303_1_1011717_1125566,conserved hypothetical protein
P9303_12651,MIT9303_1_1011717_1125566,conserved hypothetical protein
P9303_12671,MIT9303_1_1011717_1125566,conserved hypothetical protein
P9303_12681,MIT9303_1_1011717_1125566,subtilase family protein
P9303_12701,MIT9303_1_1011717_1125566,conserved hypothetical protein
P9303_12711,MIT9303_1_1011717_1125566,hypothetical protein
P9303_12731,MIT9303_1_1011717_1125566,Conserved hypothetical protein
P9303_12741,MIT9303_1_1011717_1125566,possible Eukaryotic-type carbonic anhydrase
P9303_12751,MIT9303_1_1011717_1125566,conserved hypothetical protein
P9303_12761,MIT9303_1_1011717_1125566,conserved hypothetical protein
P9303_12771,MIT9303_1_1011717_1125566,phage integrase
P9303_12791,MIT9303_1_1011717_1125566,"putative signal transduction response regulator, LuxR family"
P9303_12801,MIT9303_1_1011717_1125566,type I secretion target repeat domain protein
P9303_12831,MIT9303_1_1011717_1125566,hypothetical protein
P9303_12841,MIT9303_1_1011717_1125566,conserved hypothetical protein
P9303_12851,MIT9303_1_1011717_1125566,conserved hypothetical protein
P9303_12861,MIT9303_1_1011717_1125566,Conserved hypothetical protein
P9303_12921,MIT9303_1_1011717_1125566,uncharacterized conserved membrane protein
P9303_12951,MIT9303_1_1011717_1125566,conserved hypothetical protein
P9303_12971,MIT9303_1_1011717_1125566,Conserved hypothetical protein
P9303_12981,MIT9303_1_1011717_1125566,conserved hypothetical protein
P9303_12991,MIT9303_1_1011717_1125566,phage integrase
P9303_13001,MIT9303_1_1011717_1125566,conserved hypothetical protein (DUF3764)
P9303_13011,MIT9303_1_1011717_1125566,TPR repeat
P9303_13021,MIT9303_1_1011717_1125566,conserved hypothetical protein (DUF3764)
P9303_13031,MIT9303_1_1011717_1125566,TPR repeat-containing protein
P9303_13041,MIT9303_1_1011717_1125566,conserved hypothetical protein (DUF3303)
P9303_13051,MIT9303_1_1011717_1125566,hypothetical protein
P9303_13061,MIT9303_1_1011717_1125566,possible GRAM domain
P9303_13141,MIT9303_1_1011717_1125566,"alpha-ketoglutarate-dependent dioxygenase, AlkB-like superfamily"
P9303_13151,MIT9303_1_1011717_1125566,protein kinase
P9303_13161,MIT9303_1_1011717_1125566,"endo-1,4-beta-glucanase"
P9303_13171,MIT9303_1_1011717_1125566,conserved hypothetical protein
P9303_RS04980,MIT9303_1_1011717_1125566,hypothetical protein
P9303_RS05165,MIT9303_1_1011717_1125566,Nif11-like leader peptide family natural product precursor
P9303_RS05295,MIT9303_1_1011717_1125566,hypothetical protein
P9303_RS05395,MIT9303_1_1011717_1125566,hypothetical protein
P9303_RS05400,MIT9303_1_1011717_1125566,hypothetical protein
P9303_RS05460,MIT9303_1_1011717_1125566,hypothetical protein
P9303_RS05520,MIT9303_1_1011717_1125566,hypothetical protein
P9303_RS05530,MIT9303_1_1011717_1125566,hypothetical protein
P9303_RS13455,MIT9303_1_1011717_1125566,hypothetical protein
P9303_RS13480,MIT9303_1_1011717_1125566,hypothetical protein
P9303_RS14045,MIT9303_1_1011717_1125566,hypothetical protein
P9303_RS14050,MIT9303_1_1011717_1125566,hypothetical protein
P9303_RS14075,MIT9303_1_1011717_1125566,hypothetical protein
P9303_RS14130,MIT9303_1_1011717_1125566,hypothetical protein
P9303_RS14140,MIT9303_1_1011717_1125566,hypothetical protein
P9303_RS14155,MIT9303_1_1011717_1125566,hypothetical protein
P9303_RS14160,MIT9303_1_1011717_1125566,hypothetical protein
P9303_RS14170,MIT9303_1_1011717_1125566,hypothetical protein
P9303_RS14180,MIT9303_1_1011717_1125566,hypothetical protein
P9303_RS14185,MIT9303_1_1011717_1125566,hypothetical protein
P9303_RS14195,MIT9303_1_1011717_1125566,hypothetical protein
P9303_RS14210,MIT9303_1_1011717_1125566,hypothetical protein
P9303_RS14560,MIT9303_1_1011717_1125566,hypothetical protein
P9303_RS14575,MIT9303_1_1011717_1125566,hypothetical protein
P9303_RS14580,MIT9303_1_1011717_1125566,hypothetical protein
P9303_RS14755,MIT9303_1_1011717_1125566,helix-turn-helix domain-containing protein
