locus_tag,island_id,product,resolved_locus_tag,resolution_method
Pro1198,SS120_1_1086417_1132253,Predicted protein family PM-8,Pro1198,locus_tag:locus_tag
Pro1199,SS120_1_1086417_1132253,conserved hypothetical protein,Pro1199,locus_tag:locus_tag
Pro1200,SS120_1_1086417_1132253,2-oxoglutarate/iron-dependent dioxygenase,Pro1200,locus_tag:locus_tag
Pro1201,SS120_1_1086417_1132253,AEC transporter family,Pro1201,locus_tag:locus_tag
Pro1202,SS120_1_1086417_1132253,conserved hypothetical protein,Pro1202,locus_tag:locus_tag
Pro1203,SS120_1_1086417_1132253,"Mn2+/Fe2+ transporter, NRAMP family",Pro1203,locus_tag:locus_tag
Pro1204,SS120_1_1086417_1132253,macrophage migration inhibitory factor MIF-like protein,Pro1204,locus_tag:locus_tag
Pro1205,SS120_1_1086417_1132253,conserved hypothetical protein,Pro1205,locus_tag:locus_tag
Pro1207,SS120_1_1086417_1132253,conserved hypothetical protein,Pro1207,locus_tag:locus_tag
Pro1208,SS120_1_1086417_1132253,delta-12 fatty acid desaturase DesA3,Pro1208,locus_tag:locus_tag
Pro1209,SS120_1_1086417_1132253,conserved hypothetical protein,Pro1209,locus_tag:locus_tag
Pro1210,SS120_1_1086417_1132253,nucleoside 2-deoxyribosyltransferase family protein,Pro1210,locus_tag:locus_tag
Pro1211,SS120_1_1086417_1132253,phosphoribosyl transferase domain containing protein,Pro1211,locus_tag:locus_tag
Pro1212,SS120_1_1086417_1132253,conserved hypothetical protein,Pro1212,locus_tag:locus_tag
Pro1213,SS120_1_1086417_1132253,conserved hypothetical protein,Pro1213,locus_tag:locus_tag
Pro1214,SS120_1_1086417_1132253,delta-12 fatty acid desaturase DesA2,Pro1214,locus_tag:locus_tag
Pro1215,SS120_1_1086417_1132253,Predicted membrane protein,Pro1215,locus_tag:locus_tag
Pro1216,SS120_1_1086417_1132253,conserved hypothetical protein,Pro1216,locus_tag:locus_tag
Pro1217,SS120_1_1086417_1132253,conserved hypothetical protein,Pro1217,locus_tag:locus_tag
Pro1218,SS120_1_1086417_1132253,conserved hypothetical protein (DUF1651),Pro1218,locus_tag:locus_tag
Pro1219,SS120_1_1086417_1132253,conserved hypothetical protein,Pro1219,locus_tag:locus_tag
Pro1220,SS120_1_1086417_1132253,uncharacterized conserved membrane protein,Pro1220,locus_tag:locus_tag
Pro1221,SS120_1_1086417_1132253,glutathione peroxidase,Pro1221,locus_tag:locus_tag
Pro1223,SS120_1_1086417_1132253,conserved hypothetical protein,Pro1223,locus_tag:locus_tag
Pro1224,SS120_1_1086417_1132253,conserved hypothetical protein,Pro1224,locus_tag:locus_tag
Pro1225,SS120_1_1086417_1132253,RF-1 domain protein,Pro1225,locus_tag:locus_tag
Pro1226,SS120_1_1086417_1132253,conserved hypothetical protein,Pro1226,locus_tag:locus_tag
Pro1227,SS120_1_1086417_1132253,"potassium ion channel, VIC family",Pro1227,locus_tag:locus_tag
Pro1228,SS120_1_1086417_1132253,conserved hypothetical protein,Pro1228,locus_tag:locus_tag
Pro1229,SS120_1_1086417_1132253,NAD binding domain of 6-phosphogluconate dehydrogenase family protein,Pro1229,locus_tag:locus_tag
Pro1260,SS120_1_1159172_1199720,2Fe-2S ferredoxin,Pro1260,locus_tag:locus_tag
Pro1261,SS120_1_1159172_1199720,beta-lactamase superfamily domain protein,Pro1261,locus_tag:locus_tag
Pro1262,SS120_1_1159172_1199720,acyltransferase family protein,Pro1262,locus_tag:locus_tag
Pro1263,SS120_1_1159172_1199720,conserved hypothetical protein,Pro1263,locus_tag:locus_tag
Pro1264,SS120_1_1159172_1199720,conserved hypothetical protein,Pro1264,locus_tag:locus_tag
Pro1265,SS120_1_1159172_1199720,conserved hypothetical protein,Pro1265,locus_tag:locus_tag
Pro1266,SS120_1_1159172_1199720,conserved hypothetical protein,Pro1266,locus_tag:locus_tag
Pro1267,SS120_1_1159172_1199720,Predicted calcineurin family phosphoesterase,Pro1267,locus_tag:locus_tag
Pro1268,SS120_1_1159172_1199720,"glycine--tRNA ligase, alpha subunit",Pro1268,locus_tag:locus_tag
Pro1269,SS120_1_1159172_1199720,outer membrane porin,Pro1269,locus_tag:locus_tag
Pro1270,SS120_1_1159172_1199720,possible peptidase,Pro1270,locus_tag:locus_tag
Pro1271,SS120_1_1159172_1199720,iron-uptake factor PiuC,Pro1271,locus_tag:locus_tag
Pro1272,SS120_1_1159172_1199720,iron deficiency-induced protein A,Pro1272,locus_tag:locus_tag
Pro1273,SS120_1_1159172_1199720,conserved hypothetical protein,Pro1273,locus_tag:locus_tag
Pro1274,SS120_1_1159172_1199720,Putative DNA helicase,Pro1274,locus_tag:locus_tag
Pro1275,SS120_1_1159172_1199720,conserved hypothetical protein,Pro1275,locus_tag:locus_tag
Pro1276,SS120_1_1159172_1199720,conserved hypothetical protein,Pro1276,locus_tag:locus_tag
Pro1277,SS120_1_1159172_1199720,SAM-dependent methyltransferase,Pro1277,locus_tag:locus_tag
Pro1278,SS120_1_1159172_1199720,"Predicted hydrolase, HAD superfamily",Pro1278,locus_tag:locus_tag
Pro1279,SS120_1_1159172_1199720,"Predicted hydrolase, HAD superfamily",Pro1279,locus_tag:locus_tag
Pro1280,SS120_1_1159172_1199720,"transketolase, N-terminal domain-like protein",Pro1280,locus_tag:locus_tag
Pro1281,SS120_1_1159172_1199720,"transketolase, C-terminal domain",Pro1281,locus_tag:locus_tag
Pro1282,SS120_1_1159172_1199720,NAD dependent epimerase/dehydratase,Pro1282,locus_tag:locus_tag
Pro1283,SS120_1_1159172_1199720,conserved hypothetical protein,Pro1283,locus_tag:locus_tag
Pro1284,SS120_1_1159172_1199720,conserved hypothetical protein,Pro1284,locus_tag:locus_tag
Pro1285,SS120_1_1159172_1199720,methyltransferase domain protein,Pro1285,locus_tag:locus_tag
Pro1286,SS120_1_1159172_1199720,NAD(P)-binding Rossmann-like domain protein,Pro1286,locus_tag:locus_tag
Pro1287,SS120_1_1159172_1199720,conserved hypothetical protein,Pro1287,locus_tag:locus_tag
Pro1288,SS120_1_1159172_1199720,"divinyl-chlorophyll a/b binding light harvesting protein, photosystem II-associated",Pro1288,locus_tag:locus_tag
Pro1289,SS120_1_1159172_1199720,"uncharacterized conserved secreted protein, PM-13 family",Pro1289,locus_tag:locus_tag
Pro1290,SS120_1_1159172_1199720,"uncharacterized conserved secreted protein, PM-13 family",Pro1290,locus_tag:locus_tag
Pro1291,SS120_1_1159172_1199720,beta-barrel porin-like outer membrane protein,Pro1291,locus_tag:locus_tag
Pro1292,SS120_1_1159172_1199720,nif11-like leader peptide domain protein,Pro1292,locus_tag:locus_tag
Pro1293,SS120_1_1159172_1199720,4-amino-4-deoxy-L-arabinose transferase and related glycosyltransferase of PMT family,Pro1293,locus_tag:locus_tag
Pro1294,SS120_1_1159172_1199720,glycosyl transferase family GT1,Pro1294,locus_tag:locus_tag
Pro1295,SS120_1_1159172_1199720,eamA-like transporter family protein,Pro1295,locus_tag:locus_tag
Pro1296,SS120_1_1159172_1199720,signal peptide peptidase SppA (protease IV),Pro1296,locus_tag:locus_tag
Pro1297,SS120_1_1159172_1199720,chorismate mutase,Pro1297,locus_tag:locus_tag
Pro1298,SS120_1_1159172_1199720,uncharacterized conserved lipoprotein (DUF2808),Pro1298,locus_tag:locus_tag
Pro1299,SS120_1_1159172_1199720,50S ribosomal protein L34,Pro1299,locus_tag:locus_tag
Pro1316,SS120_1_1217080_1240331,polysaccharide biosynthesis/export family protein,Pro1316,locus_tag:locus_tag
Pro1317,SS120_1_1217080_1240331,S-adenosyl-L-methionine-dependent methyltransferase,Pro1317,locus_tag:locus_tag
Pro1318,SS120_1_1217080_1240331,"D-glycero-D-manno-heptose 1,7-bisphosphate phosphatase",Pro1318,locus_tag:locus_tag
Pro1319,SS120_1_1217080_1240331,FAD/NAD-binding oxidoreductase,Pro1319,locus_tag:locus_tag
Pro1320,SS120_1_1217080_1240331,mobA-like NTP transferase domain protein,Pro1320,locus_tag:locus_tag
Pro1321,SS120_1_1217080_1240331,D-sedoheptulose 7-phosphate isomerase,Pro1321,locus_tag:locus_tag
Pro1322,SS120_1_1217080_1240331,cytidyltransferase-like domain protein,Pro1322,locus_tag:locus_tag
Pro1323,SS120_1_1217080_1240331,polysaccharide biosynthesis family protein,Pro1323,locus_tag:locus_tag
Pro1324,SS120_1_1217080_1240331,SAM-dependent methyltransferase,Pro1324,locus_tag:locus_tag
Pro1325,SS120_1_1217080_1240331,possible beta-glycosyltransferase,Pro1325,locus_tag:locus_tag
Pro1326,SS120_1_1217080_1240331,"beta-glycosyltransferase, family 2",Pro1326,locus_tag:locus_tag
Pro1327,SS120_1_1217080_1240331,"possible alpha-glycosyltransferase, family 4",Pro1327,locus_tag:locus_tag
Pro1328,SS120_1_1217080_1240331,"beta-glycosyltransferase, family 2",Pro1328,locus_tag:locus_tag
Pro1329,SS120_1_1217080_1240331,"possible alpha-glycosyltransferase, family 4",Pro1329,locus_tag:locus_tag
Pro1330,SS120_1_1217080_1240331,capsular exopolysaccharide family domain protein,Pro1330,locus_tag:locus_tag
Pro1331,SS120_1_1217080_1240331,Predicted membrane protein,Pro1331,locus_tag:locus_tag
Pro1332,SS120_1_1217080_1240331,"ABC transporter type 1, ATPase component",Pro1332,locus_tag:locus_tag
Pro1333,SS120_1_1217080_1240331,SAM-dependent methyltransferase,Pro1333,locus_tag:locus_tag
Pro1334,SS120_1_1217080_1240331,hypothetical protein distantly related to glycosyltransferases,Pro1334,locus_tag:locus_tag
Pro1335,SS120_1_1217080_1240331,conserved hypothetical protein,Pro1335,locus_tag:locus_tag
PRO_RS07125,SS120_1_1338866_1438725,hypothetical protein,PRO_RS07125,locus_tag:locus_tag
PRO_RS07200,SS120_1_1338866_1438725,Hypothetical protein,PRO_RS07200,locus_tag:locus_tag
PRO_RS07310,SS120_1_1338866_1438725,hypothetical protein,PRO_RS07310,locus_tag:locus_tag
PRO_RS07425,SS120_1_1338866_1438725,Hypothetical protein,PRO_RS07425,locus_tag:locus_tag
PRO_RS07480,SS120_1_1338866_1438725,Conserved hypothetical protein,PRO_RS07480,locus_tag:locus_tag
PRO_RS07565,SS120_1_1338866_1438725,hypothetical protein,PRO_RS07565,locus_tag:locus_tag
PRO_RS07600,SS120_1_1338866_1438725,Conserved hypothetical protein,PRO_RS07600,locus_tag:locus_tag
PRO_RS07610,SS120_1_1338866_1438725,hypothetical protein,PRO_RS07610,locus_tag:locus_tag
PRO_RS07630,SS120_1_1338866_1438725,Hypothetical protein,PRO_RS07630,locus_tag:locus_tag
PRO_RS07650,SS120_1_1338866_1438725,hypothetical protein,PRO_RS07650,locus_tag:locus_tag
PRO_RS07680,SS120_1_1338866_1438725,Hypothetical protein,PRO_RS07680,locus_tag:locus_tag
PRO_RS09620,SS120_1_1338866_1438725,Conserved hypothetical protein,PRO_RS09620,locus_tag:locus_tag
Pro1440,SS120_1_1338866_1438725,conserved hypothetical protein,Pro1440,locus_tag:locus_tag
Pro1441,SS120_1_1338866_1438725,"protein of unknown function DUF1499, Prochlorococcus-specific",Pro1441,locus_tag:locus_tag
Pro1442,SS120_1_1338866_1438725,conserved hypothetical protein,Pro1442,locus_tag:locus_tag
Pro1443,SS120_1_1338866_1438725,conserved hypothetical protein,Pro1443,locus_tag:locus_tag
Pro1444,SS120_1_1338866_1438725,conserved hypothetical protein,Pro1444,locus_tag:locus_tag
Pro1445,SS120_1_1338866_1438725,adenine phosphoribosyltransferase,Pro1445,locus_tag:locus_tag
Pro1446,SS120_1_1338866_1438725,putative membrane protein,Pro1446,locus_tag:locus_tag
Pro1447,SS120_1_1338866_1438725,methyltransferase domain protein,Pro1447,locus_tag:locus_tag
Pro1448,SS120_1_1338866_1438725,conserved hypothetical protein,Pro1448,locus_tag:locus_tag
Pro1449,SS120_1_1338866_1438725,Predicted protein family PM-20,Pro1449,locus_tag:locus_tag
Pro1450,SS120_1_1338866_1438725,"divinyl-chlorophyll a/b binding light harvesting protein, photosystem II-associated",Pro1450,locus_tag:locus_tag
Pro1451,SS120_1_1338866_1438725,Glutamine amidotransferase class-I,Pro1451,locus_tag:locus_tag
Pro1452,SS120_1_1338866_1438725,sodium-dependent transporter,Pro1452,locus_tag:locus_tag
Pro1453,SS120_1_1338866_1438725,conserved hypothetical protein,Pro1453,locus_tag:locus_tag
Pro1454,SS120_1_1338866_1438725,conserved hypothetical protein,Pro1454,locus_tag:locus_tag
Pro1455,SS120_1_1338866_1438725,uncharacterized conserved membrane protein,Pro1455,locus_tag:locus_tag
Pro1456,SS120_1_1338866_1438725,DegT/DnrJ/EryC1/StrS aminotransferase family enzyme,Pro1456,locus_tag:locus_tag
Pro1457,SS120_1_1338866_1438725,conserved hypothetical protein,Pro1457,locus_tag:locus_tag
Pro1458,SS120_1_1338866_1438725,conserved hypothetical protein,Pro1458,locus_tag:locus_tag
Pro1459,SS120_1_1338866_1438725,AbrB-like transcriptional regulator involved in photosynthesis regulation,Pro1459,locus_tag:locus_tag
Pro1460,SS120_1_1338866_1438725,conserved hypothetical protein,Pro1460,locus_tag:locus_tag
Pro1461,SS120_1_1338866_1438725,conserved hypothetical protein,Pro1461,locus_tag:locus_tag
Pro1462,SS120_1_1338866_1438725,metallo-beta-lactamase domain-containing protein,Pro1462,locus_tag:locus_tag
Pro1463,SS120_1_1338866_1438725,conserved hypothetical protein,Pro1463,locus_tag:locus_tag
Pro1464,SS120_1_1338866_1438725,Predicted protein family PM-26,Pro1464,locus_tag:locus_tag
Pro1465,SS120_1_1338866_1438725,conserved hypothetical protein,Pro1465,locus_tag:locus_tag
Pro1466,SS120_1_1338866_1438725,Predicted protein family PM-12,Pro1466,locus_tag:locus_tag
Pro1467,SS120_1_1338866_1438725,conserved hypothetical protein (DUF2811),Pro1467,locus_tag:locus_tag
Pro1468,SS120_1_1338866_1438725,conserved hypothetical protein,Pro1468,locus_tag:locus_tag
Pro1470,SS120_1_1338866_1438725,conserved hypothetical protein family PM-14,Pro1470,locus_tag:locus_tag
Pro1471,SS120_1_1338866_1438725,conserved hypothetical protein,Pro1471,locus_tag:locus_tag
Pro1472,SS120_1_1338866_1438725,conserved hypothetical protein,Pro1472,locus_tag:locus_tag
Pro1473,SS120_1_1338866_1438725,Predicted protein family PM-11,Pro1473,locus_tag:locus_tag
Pro1474,SS120_1_1338866_1438725,conserved hypothetical protein,Pro1474,locus_tag:locus_tag
Pro1475,SS120_1_1338866_1438725,conserved hypothetical protein,Pro1475,locus_tag:locus_tag
Pro1476,SS120_1_1338866_1438725,conserved hypothetical protein,Pro1476,locus_tag:locus_tag
Pro1477,SS120_1_1338866_1438725,drug/metabolite transporter (DMT) superfamily efflux protein,Pro1477,locus_tag:locus_tag
Pro1478,SS120_1_1338866_1438725,conserved hypothetical protein,Pro1478,locus_tag:locus_tag
Pro1479,SS120_1_1338866_1438725,conserved hypothetical protein,Pro1479,locus_tag:locus_tag
Pro1480,SS120_1_1338866_1438725,"conserved membrane protein, ArbrB family",Pro1480,locus_tag:locus_tag
Pro1481,SS120_1_1338866_1438725,conserved hypothetical protein,Pro1481,locus_tag:locus_tag
Pro1482,SS120_1_1338866_1438725,conserved hypothetical protein,Pro1482,locus_tag:locus_tag
Pro1483,SS120_1_1338866_1438725,conserved hypothetical protein,Pro1483,locus_tag:locus_tag
Pro1484,SS120_1_1338866_1438725,conserved hypothetical protein,Pro1484,locus_tag:locus_tag
Pro1487,SS120_1_1338866_1438725,conserved hypothetical protein,Pro1487,locus_tag:locus_tag
Pro1488,SS120_1_1338866_1438725,conserved hypothetical protein,Pro1488,locus_tag:locus_tag
Pro1489,SS120_1_1338866_1438725,Pyrimidine dimer DNA glycosylase,Pro1489,locus_tag:locus_tag
Pro1491,SS120_1_1338866_1438725,Predicted protein family PM-7,Pro1491,locus_tag:locus_tag
Pro1492,SS120_1_1338866_1438725,conserved hypothetical protein,Pro1492,locus_tag:locus_tag
Pro1493,SS120_1_1338866_1438725,conserved hypothetical protein,Pro1493,locus_tag:locus_tag
Pro1494,SS120_1_1338866_1438725,"cytochrome b559, beta subunit-like protein",Pro1494,locus_tag:locus_tag
Pro1495,SS120_1_1338866_1438725,uncharacterized conserved secreted protein (DUF3721),Pro1495,locus_tag:locus_tag
Pro1498,SS120_1_1338866_1438725,Uncharacterized membrane protein,Pro1498,locus_tag:locus_tag
Pro1499,SS120_1_1338866_1438725,conserved hypothetical protein,Pro1499,locus_tag:locus_tag
Pro1500,SS120_1_1338866_1438725,photosystem II reaction center assembly factor PsbN-like protein,Pro1500,locus_tag:locus_tag
Pro1501,SS120_1_1338866_1438725,"ABC-type Mn2+/Zn2+ transport system, permease component",Pro1501,locus_tag:locus_tag
Pro1502,SS120_1_1338866_1438725,zinc uptake regulator family protein,Pro1502,locus_tag:locus_tag
Pro1503,SS120_1_1338866_1438725,"ABC-type Mn2+/Zn2+ transport system, ATP-binding component",Pro1503,locus_tag:locus_tag
Pro1504,SS120_1_1338866_1438725,"ABC-type Mn2+/Zn2+ transport system, periplasmic component",Pro1504,locus_tag:locus_tag
Pro1505,SS120_1_1338866_1438725,conserved hypothetical protein,Pro1505,locus_tag:locus_tag
Pro1506,SS120_1_1338866_1438725,CobW-like pseudocobalamin biosynthesis protein,Pro1506,locus_tag:locus_tag
Pro1507,SS120_1_1338866_1438725,WD40-repeat-containing protein,Pro1507,locus_tag:locus_tag
Pro1508,SS120_1_1338866_1438725,CobW-like pseudocobalamin biosynthesis proteinn,Pro1508,locus_tag:locus_tag
Pro1509,SS120_1_1338866_1438725,Conserved hypothetical protein,Pro1509,locus_tag:locus_tag
Pro1511,SS120_1_1338866_1438725,conserved hypothetical protein,Pro1511,locus_tag:locus_tag
Pro1512,SS120_1_1338866_1438725,possible high light inducible protein,Pro1512,locus_tag:locus_tag
Pro1513,SS120_1_1338866_1438725,high light inducible protein,Pro1513,locus_tag:locus_tag
Pro1514,SS120_1_1338866_1438725,high light inducible protein,Pro1514,locus_tag:locus_tag
Pro1515,SS120_1_1338866_1438725,"conserved hypothetical protein, Prochlorococcus-specific (PM-15)",Pro1515,locus_tag:locus_tag
Pro1517,SS120_1_1338866_1438725,conserved hypothetical protein,Pro1517,locus_tag:locus_tag
Pro1518,SS120_1_1338866_1438725,Predicted protein family PM-27,Pro1518,locus_tag:locus_tag
Pro1519,SS120_1_1338866_1438725,conserved hypothetical protein,Pro1519,locus_tag:locus_tag
Pro1520,SS120_1_1338866_1438725,Predicted protein family PM-12,Pro1520,locus_tag:locus_tag
Pro1521,SS120_1_1338866_1438725,ACR YdiU/UPF0061 family protein,Pro1521,locus_tag:locus_tag
Pro1522,SS120_1_1338866_1438725,gamma-glutamyltranspeptidase,Pro1522,locus_tag:locus_tag
Pro1523,SS120_1_1338866_1438725,conserved hypothetical protein family PM-17,Pro1523,locus_tag:locus_tag
Pro1524,SS120_1_1338866_1438725,Predicted protein family PM-12,Pro1524,locus_tag:locus_tag
Pro1525,SS120_1_1338866_1438725,conserved hypothetical protein,Pro1525,locus_tag:locus_tag
Pro1526,SS120_1_1338866_1438725,Predicted protein family PM-16,Pro1526,locus_tag:locus_tag
Pro1527,SS120_1_1338866_1438725,ion transport family protein,Pro1527,locus_tag:locus_tag
Pro1528,SS120_1_1338866_1438725,high light inducible protein,Pro1528,locus_tag:locus_tag
Pro1529,SS120_1_1338866_1438725,conserved hypothetical protein,Pro1529,locus_tag:locus_tag
Pro1530,SS120_1_1338866_1438725,Predicted protein family PM-21,Pro1530,locus_tag:locus_tag
Pro1531,SS120_1_1338866_1438725,"helper component proteinase, Prochlorococcus-specific",Pro1531,locus_tag:locus_tag
Pro1532,SS120_1_1338866_1438725,conserved hypothetical protein,Pro1532,locus_tag:locus_tag
Pro1533,SS120_1_1338866_1438725,"phosphate ABC transporter, phosphate-binding protein PstS",Pro1533,locus_tag:locus_tag
Pro1534,SS120_1_1338866_1438725,hypothetical protein,Pro1534,locus_tag:locus_tag
Pro1535,SS120_1_1338866_1438725,uncharacterized conserved membrane protein PM-23,Pro1535,locus_tag:locus_tag
Pro1536,SS120_1_1338866_1438725,acyltransferase family protein,Pro1536,locus_tag:locus_tag
Pro1537,SS120_1_1338866_1438725,short-chain dehydrogenase/reductase (SDR) superfamily,Pro1537,locus_tag:locus_tag
Pro1538,SS120_1_1338866_1438725,amino acid carrier family protein,Pro1538,locus_tag:locus_tag
Pro1539,SS120_1_1338866_1438725,UDP-N-acetylglucosamine 1-carboxyvinyltransferase,Pro1539,locus_tag:locus_tag
Pro1540,SS120_1_1338866_1438725,uncharacterized conserved secreted protein,Pro1540,locus_tag:locus_tag
Pro1541,SS120_1_1338866_1438725,conserved hypothetical protein,Pro1541,locus_tag:locus_tag
Pro1542,SS120_1_1338866_1438725,two-component system response regulator RR class II (RRII)-CheY-LuxR,Pro1542,locus_tag:locus_tag
Pro1543,SS120_1_1338866_1438725,membrane-associated sensory histidine kinase,Pro1543,locus_tag:locus_tag
Pro1544,SS120_1_1338866_1438725,conserved hypothetical protein,Pro1544,locus_tag:locus_tag
Pro1545,SS120_1_1338866_1438725,putative zn-dependent protease,Pro1545,locus_tag:locus_tag
Pro1546,SS120_1_1338866_1438725,conserved hypothetical protein,Pro1546,locus_tag:locus_tag
Pro1547,SS120_1_1338866_1438725,uncharacterized conserved membrane protein (DUF2905),Pro1547,locus_tag:locus_tag
Pro1548,SS120_1_1338866_1438725,conserved hypothetical protein family PM-12,Pro1548,locus_tag:locus_tag
Pro1549,SS120_1_1338866_1438725,Predicted protein family PM-9,Pro1549,locus_tag:locus_tag
Pro1550,SS120_1_1338866_1438725,uncharacterized conserved membrane protein,Pro1550,locus_tag:locus_tag
Pro1551,SS120_1_1338866_1438725,Conserved hypothetical protein,Pro1551,locus_tag:locus_tag
Pro1552,SS120_1_1338866_1438725,bi-domain OsmC/Ohr and RmlC-like cupin family protein,Pro1552,locus_tag:locus_tag
Pro1554,SS120_1_1338866_1438725,conserved hypothetical protein family PM-17,Pro1554,locus_tag:locus_tag
Pro1555,SS120_1_1338866_1438725,ATP-dependent Clp protease adaptor protein ClpS,Pro1555,locus_tag:locus_tag
Pro1556,SS120_1_1338866_1438725,Predicted protein family PM-21,Pro1556,locus_tag:locus_tag
Pro1557,SS120_1_1338866_1438725,Conserved hypothetical protein,Pro1557,locus_tag:locus_tag
Pro1558,SS120_1_1338866_1438725,conserved hypothetical protein,Pro1558,locus_tag:locus_tag
Pro1559,SS120_1_1338866_1438725,conserved hypothetical protein,Pro1559,locus_tag:locus_tag
Pro1560,SS120_1_1338866_1438725,Predicted protein family PM-18,Pro1560,locus_tag:locus_tag
Pro1561,SS120_1_1338866_1438725,conserved hypothetical protein,Pro1561,locus_tag:locus_tag
Pro1562,SS120_1_1338866_1438725,conserved hypothetical protein,Pro1562,locus_tag:locus_tag
Pro1563,SS120_1_1338866_1438725,outer membrane beta-barrel domain protein,Pro1563,locus_tag:locus_tag
Pro1564,SS120_1_1338866_1438725,Predicted protein family PM-23,Pro1564,locus_tag:locus_tag
Pro1566,SS120_1_1338866_1438725,high light inducible protein,Pro1566,locus_tag:locus_tag
Pro1567,SS120_1_1338866_1438725,conserved hypothetical protein,Pro1567,locus_tag:locus_tag
Pro1568,SS120_1_1338866_1438725,calcineurin-like phosphoesterase family protein,Pro1568,locus_tag:locus_tag
Pro1569,SS120_1_1338866_1438725,conserved hypothetical protein,Pro1569,locus_tag:locus_tag
Pro1570,SS120_1_1338866_1438725,beta-lactamase family protein,Pro1570,locus_tag:locus_tag
Pro1571,SS120_1_1338866_1438725,Predicted protein family PM-9,Pro1571,locus_tag:locus_tag
Pro1572,SS120_1_1338866_1438725,conserved hypothetical protein,Pro1572,locus_tag:locus_tag
Pro1573,SS120_1_1338866_1438725,conserved hypothetical protein,Pro1573,locus_tag:locus_tag
Pro1574,SS120_1_1338866_1438725,"transcriptional phosphate regulator, Crp family",Pro1574,locus_tag:locus_tag
Pro1575,SS120_1_1338866_1438725,"phosphate ABC transporter, phosphate-binding protein PstS",Pro1575,locus_tag:locus_tag
Pro1576,SS120_1_1338866_1438725,"multidrug efflux transporter, MFS family",Pro1576,locus_tag:locus_tag
Pro1577,SS120_1_1338866_1438725,glyceraldehyde-3-phosphate dehydrogenase,Pro1577,locus_tag:locus_tag
Pro1578,SS120_1_1338866_1438725,"bacterial regulatory protein, ArsR family",Pro1578,locus_tag:locus_tag
Pro1579,SS120_1_1338866_1438725,GTP cyclohydrolase I,Pro1579,locus_tag:locus_tag
Pro1580,SS120_1_1338866_1438725,conserved hypothetical protein,Pro1580,locus_tag:locus_tag
