locus_tag,island_id,product
P9301_11441,MIT9301_1_956617_961517,A predicted alpha-helical domain with a conserved ER motif family protein
P9301_11451,MIT9301_1_956617_961517,transglutaminase-like superfamily protein
P9301_12251,MIT9301_1_1040897_1106256,high light inducible protein
P9301_12261,MIT9301_1_1040897_1106256,outer membrane porin
P9301_12271,MIT9301_1_1040897_1106256,outer membrane porin
P9301_12281,MIT9301_1_1040897_1106256,conserved hypothetical protein
P9301_12301,MIT9301_1_1040897_1106256,hypothetical protein
P9301_12311,MIT9301_1_1040897_1106256,hydrogenase/urease accessory protein
P9301_12321,MIT9301_1_1040897_1106256,Conserved hypothetical protein
P9301_12341,MIT9301_1_1040897_1106256,uncharacterized conserved lipoprotein
P9301_12351,MIT9301_1_1040897_1106256,"bacterial regulatory protein, ArsR family"
P9301_12361,MIT9301_1_1040897_1106256,glyceraldehyde-3-phosphate dehydrogenase
P9301_12371,MIT9301_1_1040897_1106256,"multidrug efflux transporter, MFS family"
P9301_12381,MIT9301_1_1040897_1106256,chromate transporter
P9301_12391,MIT9301_1_1040897_1106256,"phosphate ABC transporter, phosphate-binding protein PstS"
P9301_12401,MIT9301_1_1040897_1106256,outer membrane porin
P9301_12411,MIT9301_1_1040897_1106256,"two-component system sensor histidine kinase, phosphate sensing PhoR"
P9301_12431,MIT9301_1_1040897_1106256,two-component system response regulator RR class II (RRII)-CheY-OmpR
P9301_12441,MIT9301_1_1040897_1106256,conserved hypothetical protein
P9301_12451,MIT9301_1_1040897_1106256,possible Myosin N-terminal SH3-like domain
P9301_12461,MIT9301_1_1040897_1106256,conserved hypothetical protein
P9301_12471,MIT9301_1_1040897_1106256,conserved hypothetical protein
P9301_12481,MIT9301_1_1040897_1106256,conserved hypothetical protein
P9301_12491,MIT9301_1_1040897_1106256,conserved hypothetical protein (DUF3764)
P9301_12501,MIT9301_1_1040897_1106256,"phosphonate ABC transporter, ATP-binding protein"
P9301_12511,MIT9301_1_1040897_1106256,"phosphonate ABC transporter, periplasmic component"
P9301_12521,MIT9301_1_1040897_1106256,"phosphonate ABC transporter, permease protein PhnE"
P9301_12531,MIT9301_1_1040897_1106256,phosphonate dehydrogenase
P9301_12541,MIT9301_1_1040897_1106256,conserved hypothetical protein
P9301_12551,MIT9301_1_1040897_1106256,phytanoyl-CoA dioxygenase family protein
P9301_12561,MIT9301_1_1040897_1106256,conserved hypothetical protein
P9301_12571,MIT9301_1_1040897_1106256,conserved hypothetical protein
P9301_12581,MIT9301_1_1040897_1106256,arsenate efflux pump
P9301_12591,MIT9301_1_1040897_1106256,bacterial surface protein
P9301_12601,MIT9301_1_1040897_1106256,possible Hantavirus glycoprotein G1
P9301_12611,MIT9301_1_1040897_1106256,Hypothetical protein
P9301_12621,MIT9301_1_1040897_1106256,peptidase S1C
P9301_12631,MIT9301_1_1040897_1106256,2OG-Fe(II) oxygenase family protein
P9301_12641,MIT9301_1_1040897_1106256,outer membrane beta-barrel domain protein
P9301_12651,MIT9301_1_1040897_1106256,L-aspartate oxidase
P9301_12661,MIT9301_1_1040897_1106256,high light inducible protein
P9301_12671,MIT9301_1_1040897_1106256,conserved hypothetical protein
P9301_12681,MIT9301_1_1040897_1106256,pseudouridine synthase
P9301_12691,MIT9301_1_1040897_1106256,protein of unknown function (DUF1651)
P9301_12701,MIT9301_1_1040897_1106256,putative SOS response associated peptidase
P9301_12711,MIT9301_1_1040897_1106256,Conserved hypothetical protein
P9301_12721,MIT9301_1_1040897_1106256,conserved hypothetical protein
P9301_12731,MIT9301_1_1040897_1106256,conserved hypothetical protein
P9301_12741,MIT9301_1_1040897_1106256,conserved hypothetical protein
P9301_12751,MIT9301_1_1040897_1106256,conserved hypothetical protein (DUF3303)
P9301_12761,MIT9301_1_1040897_1106256,conserved hypothetical protein
P9301_12771,MIT9301_1_1040897_1106256,conserved hypothetical protein
P9301_12791,MIT9301_1_1040897_1106256,conserved hypothetical protein
P9301_12811,MIT9301_1_1040897_1106256,possible Uncharacterized protein family UPF003
P9301_12821,MIT9301_1_1040897_1106256,glutaredoxin family protein
P9301_12831,MIT9301_1_1040897_1106256,conserved hypothetical protein (DUF411)
P9301_12841,MIT9301_1_1040897_1106256,conserved hypothetical protein
P9301_12851,MIT9301_1_1040897_1106256,pepSY-associated TM helix family protein
P9301_12861,MIT9301_1_1040897_1106256,conserved hypothetical protein
P9301_12871,MIT9301_1_1040897_1106256,uncharacterized conserved membrane protein
P9301_12881,MIT9301_1_1040897_1106256,conserved hypothetical protein
P9301_12891,MIT9301_1_1040897_1106256,conserved hypothetical protein
P9301_12901,MIT9301_1_1040897_1106256,conserved hypothetical protein
P9301_12921,MIT9301_1_1040897_1106256,conserved hypothetical protein
P9301_12931,MIT9301_1_1040897_1106256,uncharacterized conserved membrane protein (DUF2839)
P9301_12941,MIT9301_1_1040897_1106256,conserved hypothetical protein
P9301_12961,MIT9301_1_1040897_1106256,"Mn2+/Fe2+ transporter, NRAMP family"
P9301_12991,MIT9301_1_1040897_1106256,conserved hypothetical protein
P9301_13001,MIT9301_1_1040897_1106256,Predicted protein family PM-11
P9301_13011,MIT9301_1_1040897_1106256,conserved hypothetical protein (DUF3764)
P9301_13021,MIT9301_1_1040897_1106256,sodium-dependent transporter
P9301_13031,MIT9301_1_1040897_1106256,ACR YdiU/UPF0061 family protein
P9301_13041,MIT9301_1_1040897_1106256,cupin domain-containing protein
P9301_13051,MIT9301_1_1040897_1106256,Conserved hypothetical protein
P9301_13061,MIT9301_1_1040897_1106256,conserved hypothetical protein
P9301_13071,MIT9301_1_1040897_1106256,conserved hypothetical protein (DUF1651)
P9301_13081,MIT9301_1_1040897_1106256,possible Heat-labile enterotoxin alpha chain
P9301_13091,MIT9301_1_1040897_1106256,Glutamine amidotransferase class-I
P9301_13101,MIT9301_1_1040897_1106256,high light inducible protein
P9301_13111,MIT9301_1_1040897_1106256,flavoprotein involved in K+ transport
P9301_13121,MIT9301_1_1040897_1106256,dsrE/DsrF-like family protein
P9301_13131,MIT9301_1_1040897_1106256,aliphatic nitrilase
P9301_13141,MIT9301_1_1040897_1106256,radical SAM superfamily protein
P9301_13151,MIT9301_1_1040897_1106256,acyl-CoA N-acyltransferase
P9301_13161,MIT9301_1_1040897_1106256,AIR synthase-like protein
P9301_13171,MIT9301_1_1040897_1106256,conserved hypothetical protein (CHP40402)
P9301_13181,MIT9301_1_1040897_1106256,high light inducible protein
P9301_13191,MIT9301_1_1040897_1106256,high light inducible protein
P9301_13211,MIT9301_1_1040897_1106256,uncharacterized conserved secreted protein
P9301_13221,MIT9301_1_1040897_1106256,uncharacterized conserved membrane protein
P9301_13241,MIT9301_1_1040897_1106256,conserved hypothetical protein
P9301_13251,MIT9301_1_1040897_1106256,Conserved hypothetical protein
P9301_13261,MIT9301_1_1040897_1106256,Conserved hypothetical protein
P9301_RS15205,MIT9301_1_1040897_1106256,hypothetical protein
P9301_RS18680,MIT9301_1_1040897_1106256,hypothetical protein
P9301_RS18875,MIT9301_1_1040897_1106256,DUF1651 domain-containing protein
P9301_13551,MIT9301_1_1131329_1143308,Conserved hypothetical protein
P9301_13561,MIT9301_1_1131329_1143308,Conserved hypothetical protein
P9301_13571,MIT9301_1_1131329_1143308,uncharacterized conserved membrane protein
P9301_13581,MIT9301_1_1131329_1143308,conserved hypothetical protein family PM-14
P9301_13591,MIT9301_1_1131329_1143308,Conserved hypothetical protein
P9301_13601,MIT9301_1_1131329_1143308,Hypothetical protein
P9301_13611,MIT9301_1_1131329_1143308,iron deficiency-induced protein A
P9301_13621,MIT9301_1_1131329_1143308,iron-uptake factor PiuC
P9301_13631,MIT9301_1_1131329_1143308,possible peptidase
P9301_13641,MIT9301_1_1131329_1143308,outer membrane porin
P9301_13651,MIT9301_1_1131329_1143308,"glycine--tRNA ligase, alpha subunit"
P9301_13661,MIT9301_1_1131329_1143308,conserved hypothetical protein
P9301_13671,MIT9301_1_1131329_1143308,macrophage migration inhibitory factor MIF-like protein
P9301_13681,MIT9301_1_1131329_1143308,conserved hypothetical protein
P9301_13691,MIT9301_1_1131329_1143308,methyltransferase domain protein
P9301_13701,MIT9301_1_1131329_1143308,conserved hypothetical protein
P9301_13711,MIT9301_1_1131329_1143308,conserved hypothetical protein (DUF3386)
P9301_13721,MIT9301_1_1131329_1143308,"divinyl-chlorophyll a/b binding light harvesting protein, photosystem I-associated"
