cyanorak_locus_tag,locus_tag
ProMIT1327_00797,PMIT1327_00797
ProMIT1327_00802,PMIT1327_00802
ProMIT1327_00803,PMIT1327_00803
ProMIT1327_00804,PMIT1327_00804
ProMIT1327_00807,PMIT1327_00807
ProMIT1327_00809,PMIT1327_00809
ProMIT1327_00813,PMIT1327_00813
ProMIT1327_00814,PMIT1327_00814
ProMIT1327_00815,PMIT1327_00815
ProMIT1327_00816,PMIT1327_00816
ProMIT1327_00817,PMIT1327_00817
ProMIT1327_00820,PMIT1327_00820
ProMIT1327_00823,PMIT1327_00823
ProMIT1327_00824,PMIT1327_00824
ProMIT1327_00825,PMIT1327_00825
ProMIT1327_00826,PMIT1327_00826
ProMIT1327_00828,PMIT1327_00828
ProMIT1327_00829,PMIT1327_00829
ProMIT1327_00830,PMIT1327_00830
ProMIT1327_00831,PMIT1327_00831
ProMIT1327_00832,PMIT1327_00832
ProMIT1327_00833,PMIT1327_00833
ProMIT1327_00834,PMIT1327_00834
ProMIT1327_00835,PMIT1327_00835
ProMIT1327_00837,PMIT1327_00837
ProMIT1327_00838,PMIT1327_00838
ProMIT1327_00840,PMIT1327_00840
ProMIT1327_00841,PMIT1327_00841
ProMIT1327_00842,PMIT1327_00842
ProMIT1327_00843,PMIT1327_00843
ProMIT1327_00844,PMIT1327_00844
ProMIT1327_00845,PMIT1327_00845
ProMIT1327_00846,PMIT1327_00846
ProMIT1327_00847,PMIT1327_00847
ProMIT1327_00848,PMIT1327_00848
ProMIT1327_00849,PMIT1327_00849
ProMIT1327_00850,PMIT1327_00850
ProMIT1327_00851,PMIT1327_00851
ProMIT1327_00853,PMIT1327_00853
ProMIT1327_00854,PMIT1327_00854
ProMIT1327_00855,PMIT1327_00855
ProMIT1327_00856,PMIT1327_00856
ProMIT1327_00857,PMIT1327_00857
ProMIT1327_00858,PMIT1327_00858
ProMIT1327_00859,PMIT1327_00859
ProMIT1327_00861,PMIT1327_00861
ProMIT1327_00862,PMIT1327_00862
ProMIT1327_00863,PMIT1327_00863
ProMIT1327_00864,PMIT1327_00864
ProMIT1327_00865,PMIT1327_00865
ProMIT1327_00866,PMIT1327_00866
ProMIT1327_00867,PMIT1327_00867
ProMIT1327_00868,PMIT1327_00868
ProMIT1327_00869,PMIT1327_00869
ProMIT1327_00870,PMIT1327_00870
ProMIT1327_00871,PMIT1327_00871
ProMIT1327_00872,PMIT1327_00872
ProMIT1327_00873,PMIT1327_00873
ProMIT1327_00874,PMIT1327_00874
ProMIT1327_00875,PMIT1327_00875
ProMIT1327_00876,PMIT1327_00876
ProMIT1327_00877,PMIT1327_00877
ProMIT1327_00878,PMIT1327_00878
ProMIT1327_00879,PMIT1327_00879
ProMIT1327_00880,PMIT1327_00880
ProMIT1327_00881,PMIT1327_00881
ProMIT1327_00882,PMIT1327_00882
ProMIT1327_00883,PMIT1327_00883
ProMIT1327_00884,PMIT1327_00884
ProMIT1327_00885,PMIT1327_00885
ProMIT1327_00886,PMIT1327_00886
ProMIT1327_00887,PMIT1327_00887
ProMIT1327_00888,PMIT1327_00888
ProMIT1327_00889,PMIT1327_00889
ProMIT1327_00890,PMIT1327_00890
ProMIT1327_00891,PMIT1327_00891
ProMIT1327_00892,PMIT1327_00892
ProMIT1327_00893,PMIT1327_00893
ProMIT1327_00894,PMIT1327_00894
ProMIT1327_00895,PMIT1327_00895
ProMIT1327_00896,PMIT1327_00896
ProMIT1327_00897,PMIT1327_00897
ProMIT1327_00898,PMIT1327_00898
ProMIT1327_00899,PMIT1327_00899
ProMIT1327_00901,PMIT1327_00901
ProMIT1327_00903,PMIT1327_00903
ProMIT1327_00904,PMIT1327_00904
ProMIT1327_00906,PMIT1327_00906
ProMIT1327_00907,PMIT1327_00907
ProMIT1327_00908,PMIT1327_00908
ProMIT1327_00909,PMIT1327_00909
ProMIT1327_00910,PMIT1327_00910
ProMIT1327_00911,PMIT1327_00911
ProMIT1327_00912,PMIT1327_00912
ProMIT1327_00913,PMIT1327_00913
ProMIT1327_00914,PMIT1327_00914
ProMIT1327_00915,PMIT1327_00915
ProMIT1327_00916,PMIT1327_00916
ProMIT1327_00917,PMIT1327_00917
ProMIT1327_00918,PMIT1327_00918
ProMIT1327_00919,PMIT1327_00919
ProMIT1327_00920,PMIT1327_00920
ProMIT1327_00921,PMIT1327_00921
ProMIT1327_00922,PMIT1327_00922
ProMIT1327_00923,PMIT1327_00923
ProMIT1327_00924,PMIT1327_00924
ProMIT1327_00925,PMIT1327_00925
ProMIT1327_00926,PMIT1327_00926
ProMIT1327_00927,PMIT1327_00927
ProMIT1327_00928,PMIT1327_00928
ProMIT1327_00929,PMIT1327_00929
ProMIT1327_00930,PMIT1327_00930
ProMIT1327_00931,PMIT1327_00931
ProMIT1327_00932,PMIT1327_00932
ProMIT1327_00933,PMIT1327_00933
ProMIT1327_00934,PMIT1327_00934
ProMIT1327_00935,PMIT1327_00935
ProMIT1327_00936,PMIT1327_00936
ProMIT1327_00937,PMIT1327_00937
ProMIT1327_00938,PMIT1327_00938
ProMIT1327_00939,PMIT1327_00939
ProMIT1327_00940,PMIT1327_00940
ProMIT1327_00941,PMIT1327_00941
ProMIT1327_00942,PMIT1327_00942
ProMIT1327_00943,PMIT1327_00943
ProMIT1327_00944,PMIT1327_00944
ProMIT1327_00945,PMIT1327_00945
ProMIT1327_00946,PMIT1327_00946
ProMIT1327_00948,PMIT1327_00948
ProMIT1327_00949,PMIT1327_00949
ProMIT1327_00950,PMIT1327_00950
ProMIT1327_00951,PMIT1327_00951
ProMIT1327_00952,PMIT1327_00952
ProMIT1327_00953,PMIT1327_00953
ProMIT1327_00954,PMIT1327_00954
ProMIT1327_00955,PMIT1327_00955
ProMIT1327_00956,PMIT1327_00956
ProMIT1327_00957,PMIT1327_00957
ProMIT1327_00958,PMIT1327_00958
ProMIT1327_00959,PMIT1327_00959
ProMIT1327_00960,PMIT1327_00960
ProMIT1327_00961,PMIT1327_00961
ProMIT1327_00962,PMIT1327_00962
ProMIT1327_00963,PMIT1327_00963
ProMIT1327_00964,PMIT1327_00964
ProMIT1327_00965,PMIT1327_00965
ProMIT1327_00966,PMIT1327_00966
ProMIT1327_00967,PMIT1327_00967
ProMIT1327_00968,PMIT1327_00968
ProMIT1327_00969,PMIT1327_00969
ProMIT1327_00970,PMIT1327_00970
ProMIT1327_00972,PMIT1327_00972
ProMIT1327_00973,PMIT1327_00973
ProMIT1327_00974,PMIT1327_00974
ProMIT1327_00975,PMIT1327_00975
ProMIT1327_00976,PMIT1327_00976
ProMIT1327_00977,PMIT1327_00977
ProMIT1327_00978,PMIT1327_00978
ProMIT1327_00979,PMIT1327_00979
ProMIT1327_00980,PMIT1327_00980
ProMIT1327_00981,PMIT1327_00981
ProMIT1327_00982,PMIT1327_00982
ProMIT1327_00984,PMIT1327_00984
ProMIT1327_00985,PMIT1327_00985
ProMIT1327_00986,PMIT1327_00986
ProMIT1327_00987,PMIT1327_00987
ProMIT1327_00988,PMIT1327_00988
ProMIT1327_00989,PMIT1327_00989
ProMIT1327_00990,PMIT1327_00990
ProMIT1327_00991,PMIT1327_00991
ProMIT1327_00992,PMIT1327_00992
ProMIT1327_00993,PMIT1327_00993
ProMIT1327_00994,PMIT1327_00994
ProMIT1327_00998,PMIT1327_00998
ProMIT1327_00999,PMIT1327_00999
ProMIT1327_01000,PMIT1327_01000
ProMIT1327_01001,PMIT1327_01001
ProMIT1327_01002,PMIT1327_01002
ProMIT1327_01004,PMIT1327_01004
ProMIT1327_01005,PMIT1327_01005
ProMIT1327_01006,PMIT1327_01006
ProMIT1327_01007,PMIT1327_01007
ProMIT1327_01008,PMIT1327_01008
ProMIT1327_01010,PMIT1327_01010
ProMIT1327_01011,PMIT1327_01011
ProMIT1327_01012,PMIT1327_01012
ProMIT1327_01013,PMIT1327_01013
ProMIT1327_01014,PMIT1327_01014
ProMIT1327_01015,PMIT1327_01015
ProMIT1327_01017,PMIT1327_01017
ProMIT1327_01018,PMIT1327_01018
ProMIT1327_01019,PMIT1327_01019
ProMIT1327_01020,PMIT1327_01020
ProMIT1327_01021,PMIT1327_01021
ProMIT1327_01022,PMIT1327_01022
ProMIT1327_01023,PMIT1327_01023
ProMIT1327_01024,PMIT1327_01024
ProMIT1327_01025,PMIT1327_01025
ProMIT1327_01026,PMIT1327_01026
ProMIT1327_01027,PMIT1327_01027
ProMIT1327_01028,PMIT1327_01028
ProMIT1327_01030,PMIT1327_01030
ProMIT1327_01032,PMIT1327_01032
ProMIT1327_01033,PMIT1327_01033
ProMIT1327_01036,PMIT1327_01036
ProMIT1327_01037,PMIT1327_01037
ProMIT1327_01040,PMIT1327_01040
ProMIT1327_01042,PMIT1327_01042
ProMIT1327_01043,PMIT1327_01043
ProMIT1327_01044,PMIT1327_01044
ProMIT1327_01045,PMIT1327_01045
ProMIT1327_01046,PMIT1327_01046
ProMIT1327_01048,PMIT1327_01048
ProMIT1327_01049,PMIT1327_01049
ProMIT1327_01051,PMIT1327_01051
ProMIT1327_01052,PMIT1327_01052
ProMIT1327_01053,PMIT1327_01053
ProMIT1327_01054,PMIT1327_01054
ProMIT1327_01055,PMIT1327_01055
ProMIT1327_01056,PMIT1327_01056
ProMIT1327_01057,PMIT1327_01057
ProMIT1327_01058,PMIT1327_01058
ProMIT1327_01059,PMIT1327_01059
ProMIT1327_01060,PMIT1327_01060
ProMIT1327_01061,PMIT1327_01061
ProMIT1327_01062,PMIT1327_01062
ProMIT1327_01063,PMIT1327_01063
ProMIT1327_01064,PMIT1327_01064
ProMIT1327_01065,PMIT1327_01065
ProMIT1327_01066,PMIT1327_01066
ProMIT1327_01067,PMIT1327_01067
ProMIT1327_01068,PMIT1327_01068
ProMIT1327_01069,PMIT1327_01069
ProMIT1327_01070,PMIT1327_01070
ProMIT1327_01071,PMIT1327_01071
ProMIT1327_01073,PMIT1327_01073
ProMIT1327_01074,PMIT1327_01074
ProMIT1327_01076,PMIT1327_01076
ProMIT1327_01077,PMIT1327_01077
ProMIT1327_01078,PMIT1327_01078
ProMIT1327_01080,PMIT1327_01080
ProMIT1327_01083,PMIT1327_01083
ProMIT1327_01084,PMIT1327_01084
ProMIT1327_01085,PMIT1327_01085
ProMIT1327_01086,PMIT1327_01086
ProMIT1327_01088,PMIT1327_01088
ProMIT1327_01089,PMIT1327_01089
ProMIT1327_01090,PMIT1327_01090
ProMIT1327_01091,PMIT1327_01091
ProMIT1327_01092,PMIT1327_01092
ProMIT1327_01093,PMIT1327_01093
ProMIT1327_01094,PMIT1327_01094
ProMIT1327_01095,PMIT1327_01095
ProMIT1327_01096,PMIT1327_01096
ProMIT1327_01097,PMIT1327_01097
ProMIT1327_01098,PMIT1327_01098
ProMIT1327_01099,PMIT1327_01099
ProMIT1327_01100,PMIT1327_01100
ProMIT1327_01101,PMIT1327_01101
ProMIT1327_01102,PMIT1327_01102
ProMIT1327_01103,PMIT1327_01103
ProMIT1327_01104,PMIT1327_01104
ProMIT1327_01108,PMIT1327_01108
ProMIT1327_01109,PMIT1327_01109
ProMIT1327_01110,PMIT1327_01110
ProMIT1327_01111,PMIT1327_01111
ProMIT1327_01112,PMIT1327_01112
ProMIT1327_01113,PMIT1327_01113
ProMIT1327_01114,PMIT1327_01114
ProMIT1327_01115,PMIT1327_01115
ProMIT1327_01116,PMIT1327_01116
ProMIT1327_01117,PMIT1327_01117
ProMIT1327_01118,PMIT1327_01118
ProMIT1327_01119,PMIT1327_01119
ProMIT1327_01120,PMIT1327_01120
ProMIT1327_01121,PMIT1327_01121
ProMIT1327_01122,PMIT1327_01122
ProMIT1327_01123,PMIT1327_01123
ProMIT1327_01124,PMIT1327_01124
ProMIT1327_01125,PMIT1327_01125
ProMIT1327_01127,PMIT1327_01127
ProMIT1327_01129,PMIT1327_01129
ProMIT1327_01130,PMIT1327_01130
ProMIT1327_01131,PMIT1327_01131
ProMIT1327_01132,PMIT1327_01132
ProMIT1327_01133,PMIT1327_01133
ProMIT1327_01134,PMIT1327_01134
ProMIT1327_01135,PMIT1327_01135
ProMIT1327_01138,PMIT1327_01138
ProMIT1327_01139,PMIT1327_01139
ProMIT1327_01140,PMIT1327_01140
ProMIT1327_01141,PMIT1327_01141
ProMIT1327_01142,PMIT1327_01142
ProMIT1327_01143,PMIT1327_01143
ProMIT1327_01144,PMIT1327_01144
ProMIT1327_01145,PMIT1327_01145
ProMIT1327_01146,PMIT1327_01146
ProMIT1327_01147,PMIT1327_01147
ProMIT1327_01148,PMIT1327_01148
ProMIT1327_01149,PMIT1327_01149
ProMIT1327_01150,PMIT1327_01150
ProMIT1327_01151,PMIT1327_01151
ProMIT1327_01152,PMIT1327_01152
ProMIT1327_01155,PMIT1327_01155
ProMIT1327_01156,PMIT1327_01156
ProMIT1327_01157,PMIT1327_01157
ProMIT1327_01159,PMIT1327_01159
ProMIT1327_01160,PMIT1327_01160
ProMIT1327_01162,PMIT1327_01162
ProMIT1327_01163,PMIT1327_01163
ProMIT1327_01164,PMIT1327_01164
ProMIT1327_01165,PMIT1327_01165
ProMIT1327_01166,PMIT1327_01166
ProMIT1327_01167,PMIT1327_01167
ProMIT1327_01168,PMIT1327_01168
ProMIT1327_01169,PMIT1327_01169
ProMIT1327_01170,PMIT1327_01170
ProMIT1327_01171,PMIT1327_01171
ProMIT1327_01172,PMIT1327_01172
ProMIT1327_01173,PMIT1327_01173
ProMIT1327_01174,PMIT1327_01174
ProMIT1327_01175,PMIT1327_01175
ProMIT1327_01176,PMIT1327_01176
ProMIT1327_01177,PMIT1327_01177
ProMIT1327_01178,PMIT1327_01178
ProMIT1327_01179,PMIT1327_01179
ProMIT1327_01180,PMIT1327_01180
ProMIT1327_01181,PMIT1327_01181
ProMIT1327_01182,PMIT1327_01182
ProMIT1327_01183,PMIT1327_01183
ProMIT1327_01184,PMIT1327_01184
ProMIT1327_01185,PMIT1327_01185
ProMIT1327_01186,PMIT1327_01186
ProMIT1327_01187,PMIT1327_01187
ProMIT1327_01188,PMIT1327_01188
ProMIT1327_01189,PMIT1327_01189
ProMIT1327_01190,PMIT1327_01190
ProMIT1327_01191,PMIT1327_01191
ProMIT1327_01192,PMIT1327_01192
ProMIT1327_01193,PMIT1327_01193
ProMIT1327_01194,PMIT1327_01194
ProMIT1327_01195,PMIT1327_01195
ProMIT1327_01196,PMIT1327_01196
ProMIT1327_01197,PMIT1327_01197
ProMIT1327_01200,PMIT1327_01200
ProMIT1327_01201,PMIT1327_01201
ProMIT1327_01202,PMIT1327_01202
ProMIT1327_01203,PMIT1327_01203
ProMIT1327_01204,PMIT1327_01204
ProMIT1327_01205,PMIT1327_01205
ProMIT1327_01206,PMIT1327_01206
ProMIT1327_01207,PMIT1327_01207
ProMIT1327_01208,PMIT1327_01208
ProMIT1327_01209,PMIT1327_01209
ProMIT1327_01210,PMIT1327_01210
ProMIT1327_01211,PMIT1327_01211
ProMIT1327_01212,PMIT1327_01212
ProMIT1327_01213,PMIT1327_01213
ProMIT1327_01214,PMIT1327_01214
ProMIT1327_01216,PMIT1327_01216
ProMIT1327_01217,PMIT1327_01217
ProMIT1327_01218,PMIT1327_01218
ProMIT1327_01219,PMIT1327_01219
ProMIT1327_01220,PMIT1327_01220
ProMIT1327_01222,PMIT1327_01222
ProMIT1327_01223,PMIT1327_01223
ProMIT1327_01224,PMIT1327_01224
ProMIT1327_01225,PMIT1327_01225
ProMIT1327_01226,PMIT1327_01226
ProMIT1327_01227,PMIT1327_01227
ProMIT1327_01228,PMIT1327_01228
ProMIT1327_01230,PMIT1327_01230
ProMIT1327_01231,PMIT1327_01231
ProMIT1327_01232,PMIT1327_01232
ProMIT1327_01233,PMIT1327_01233
ProMIT1327_01234,PMIT1327_01234
ProMIT1327_01235,PMIT1327_01235
ProMIT1327_01236,PMIT1327_01236
ProMIT1327_01237,PMIT1327_01237
ProMIT1327_01238,PMIT1327_01238
ProMIT1327_01240,PMIT1327_01240
ProMIT1327_01242,PMIT1327_01242
ProMIT1327_01243,PMIT1327_01243
ProMIT1327_01244,PMIT1327_01244
ProMIT1327_01245,PMIT1327_01245
ProMIT1327_01246,PMIT1327_01246
ProMIT1327_01247,PMIT1327_01247
ProMIT1327_01248,PMIT1327_01248
ProMIT1327_01249,PMIT1327_01249
ProMIT1327_01252,PMIT1327_01252
ProMIT1327_01253,PMIT1327_01253
ProMIT1327_01254,PMIT1327_01254
ProMIT1327_01255,PMIT1327_01255
ProMIT1327_01256,PMIT1327_01256
ProMIT1327_01257,PMIT1327_01257
ProMIT1327_01258,PMIT1327_01258
ProMIT1327_01259,PMIT1327_01259
ProMIT1327_01260,PMIT1327_01260
ProMIT1327_01261,PMIT1327_01261
ProMIT1327_01262,PMIT1327_01262
ProMIT1327_01263,PMIT1327_01263
ProMIT1327_01264,PMIT1327_01264
ProMIT1327_01267,PMIT1327_01267
ProMIT1327_01269,PMIT1327_01269
ProMIT1327_01270,PMIT1327_01270
ProMIT1327_01271,PMIT1327_01271
ProMIT1327_01272,PMIT1327_01272
ProMIT1327_01274,PMIT1327_01274
ProMIT1327_01275,PMIT1327_01275
ProMIT1327_01276,PMIT1327_01276
ProMIT1327_01278,PMIT1327_01278
ProMIT1327_01279,PMIT1327_01279
ProMIT1327_01280,PMIT1327_01280
ProMIT1327_01281,PMIT1327_01281
ProMIT1327_01282,PMIT1327_01282
ProMIT1327_01283,PMIT1327_01283
ProMIT1327_01284,PMIT1327_01284
ProMIT1327_01286,PMIT1327_01286
ProMIT1327_01287,PMIT1327_01287
ProMIT1327_01288,PMIT1327_01288
ProMIT1327_01289,PMIT1327_01289
ProMIT1327_01290,PMIT1327_01290
ProMIT1327_01291,PMIT1327_01291
ProMIT1327_01292,PMIT1327_01292
ProMIT1327_01293,PMIT1327_01293
ProMIT1327_01294,PMIT1327_01294
ProMIT1327_01295,PMIT1327_01295
ProMIT1327_01296,PMIT1327_01296
ProMIT1327_01297,PMIT1327_01297
ProMIT1327_01299,PMIT1327_01299
ProMIT1327_01300,PMIT1327_01300
ProMIT1327_01302,PMIT1327_01302
ProMIT1327_01303,PMIT1327_01303
ProMIT1327_01304,PMIT1327_01304
ProMIT1327_01305,PMIT1327_01305
ProMIT1327_01306,PMIT1327_01306
ProMIT1327_01307,PMIT1327_01307
ProMIT1327_01308,PMIT1327_01308
ProMIT1327_01309,PMIT1327_01309
ProMIT1327_01310,PMIT1327_01310
ProMIT1327_01311,PMIT1327_01311
ProMIT1327_01312,PMIT1327_01312
ProMIT1327_01313,PMIT1327_01313
ProMIT1327_01314,PMIT1327_01314
ProMIT1327_01315,PMIT1327_01315
ProMIT1327_01316,PMIT1327_01316
ProMIT1327_01317,PMIT1327_01317
ProMIT1327_01318,PMIT1327_01318
ProMIT1327_01319,PMIT1327_01319
ProMIT1327_01321,PMIT1327_01321
ProMIT1327_01322,PMIT1327_01322
ProMIT1327_01323,PMIT1327_01323
ProMIT1327_01324,PMIT1327_01324
ProMIT1327_01325,PMIT1327_01325
ProMIT1327_01326,PMIT1327_01326
ProMIT1327_01327,PMIT1327_01327
ProMIT1327_01328,PMIT1327_01328
ProMIT1327_01329,PMIT1327_01329
ProMIT1327_01330,PMIT1327_01330
ProMIT1327_01331,PMIT1327_01331
ProMIT1327_01333,PMIT1327_01333
ProMIT1327_01334,PMIT1327_01334
ProMIT1327_01335,PMIT1327_01335
ProMIT1327_01336,PMIT1327_01336
ProMIT1327_01337,PMIT1327_01337
ProMIT1327_01338,PMIT1327_01338
ProMIT1327_01339,PMIT1327_01339
ProMIT1327_01340,PMIT1327_01340
ProMIT1327_01341,PMIT1327_01341
ProMIT1327_01342,PMIT1327_01342
ProMIT1327_01343,PMIT1327_01343
ProMIT1327_01344,PMIT1327_01344
ProMIT1327_01345,PMIT1327_01345
ProMIT1327_01346,PMIT1327_01346
ProMIT1327_01347,PMIT1327_01347
ProMIT1327_01349,PMIT1327_01349
ProMIT1327_01350,PMIT1327_01350
ProMIT1327_01351,PMIT1327_01351
ProMIT1327_01352,PMIT1327_01352
ProMIT1327_01353,PMIT1327_01353
ProMIT1327_01354,PMIT1327_01354
ProMIT1327_01355,PMIT1327_01355
ProMIT1327_01356,PMIT1327_01356
ProMIT1327_01357,PMIT1327_01357
ProMIT1327_01358,PMIT1327_01358
ProMIT1327_01359,PMIT1327_01359
ProMIT1327_01361,PMIT1327_RS13800
ProMIT1327_01362,PMIT1327_01362
ProMIT1327_01363,PMIT1327_01363
ProMIT1327_01364,PMIT1327_01364
ProMIT1327_01365,PMIT1327_01365
ProMIT1327_01366,PMIT1327_01366
ProMIT1327_01367,PMIT1327_01367
ProMIT1327_01368,PMIT1327_01368
ProMIT1327_01369,PMIT1327_01369
ProMIT1327_01370,PMIT1327_01370
ProMIT1327_01371,PMIT1327_01371
ProMIT1327_01372,PMIT1327_01372
ProMIT1327_01373,PMIT1327_01373
ProMIT1327_01374,PMIT1327_01374
ProMIT1327_01375,PMIT1327_01375
ProMIT1327_01376,PMIT1327_01376
ProMIT1327_01377,PMIT1327_01377
ProMIT1327_01379,PMIT1327_01379
ProMIT1327_01380,PMIT1327_01380
ProMIT1327_01381,PMIT1327_01381
ProMIT1327_01382,PMIT1327_RS13400
ProMIT1327_01384,PMIT1327_01384
ProMIT1327_01385,PMIT1327_01385
ProMIT1327_01387,PMIT1327_01387
ProMIT1327_01388,PMIT1327_01388
ProMIT1327_01389,PMIT1327_01389
ProMIT1327_01390,PMIT1327_01390
ProMIT1327_01391,PMIT1327_01391
ProMIT1327_01392,PMIT1327_RS13405
ProMIT1327_01393,PMIT1327_01393
ProMIT1327_01394,PMIT1327_01394
ProMIT1327_01395,PMIT1327_01395
ProMIT1327_01396,PMIT1327_01396
ProMIT1327_01397,PMIT1327_01397
ProMIT1327_01398,PMIT1327_01398
ProMIT1327_01399,PMIT1327_01399
ProMIT1327_01400,PMIT1327_01400
ProMIT1327_01401,PMIT1327_01401
ProMIT1327_01402,PMIT1327_01402
ProMIT1327_01403,PMIT1327_01403
ProMIT1327_01404,PMIT1327_01404
ProMIT1327_01405,PMIT1327_01405
ProMIT1327_01406,PMIT1327_01406
ProMIT1327_01407,PMIT1327_01407
ProMIT1327_01408,PMIT1327_01408
ProMIT1327_01409,PMIT1327_01409
ProMIT1327_01410,PMIT1327_01410
ProMIT1327_01411,PMIT1327_01411
ProMIT1327_01412,PMIT1327_01412
ProMIT1327_01413,PMIT1327_01413
ProMIT1327_01414,PMIT1327_01414
ProMIT1327_01415,PMIT1327_01415
ProMIT1327_01416,PMIT1327_01416
ProMIT1327_01417,PMIT1327_01417
ProMIT1327_01418,PMIT1327_01418
ProMIT1327_01419,PMIT1327_01419
ProMIT1327_01420,PMIT1327_01420
ProMIT1327_01421,PMIT1327_01421
ProMIT1327_01422,PMIT1327_01422
ProMIT1327_01423,PMIT1327_01423
ProMIT1327_01424,PMIT1327_01424
ProMIT1327_01425,PMIT1327_01425
ProMIT1327_01426,PMIT1327_01426
ProMIT1327_01427,PMIT1327_01427
ProMIT1327_01429,PMIT1327_01429
ProMIT1327_01430,PMIT1327_01430
ProMIT1327_01431,PMIT1327_01044
ProMIT1327_01432,PMIT1327_01432
ProMIT1327_01433,PMIT1327_01433
ProMIT1327_01434,PMIT1327_01434
ProMIT1327_01435,PMIT1327_01435
ProMIT1327_01436,PMIT1327_01436
ProMIT1327_01437,PMIT1327_01437
ProMIT1327_01438,PMIT1327_01438
ProMIT1327_01439,PMIT1327_01439
ProMIT1327_01440,PMIT1327_01440
ProMIT1327_01441,PMIT1327_01441
ProMIT1327_01442,PMIT1327_01442
ProMIT1327_01443,PMIT1327_01443
ProMIT1327_01444,PMIT1327_01444
ProMIT1327_01445,PMIT1327_01445
ProMIT1327_01446,PMIT1327_01446
ProMIT1327_01447,PMIT1327_01447
ProMIT1327_01448,PMIT1327_01448
ProMIT1327_01449,PMIT1327_01449
ProMIT1327_01451,PMIT1327_01451
ProMIT1327_01452,PMIT1327_01452
ProMIT1327_01453,PMIT1327_01453
ProMIT1327_01454,PMIT1327_01454
ProMIT1327_01455,PMIT1327_01455
ProMIT1327_01456,PMIT1327_01456
ProMIT1327_01457,PMIT1327_01457
ProMIT1327_01458,PMIT1327_01458
ProMIT1327_01459,PMIT1327_01459
ProMIT1327_01460,PMIT1327_01460
ProMIT1327_01461,PMIT1327_01461
ProMIT1327_01462,PMIT1327_01462
ProMIT1327_01463,PMIT1327_01463
ProMIT1327_01466,PMIT1327_01466
ProMIT1327_01467,PMIT1327_01467
ProMIT1327_01468,PMIT1327_01468
ProMIT1327_01469,PMIT1327_01469
ProMIT1327_01471,PMIT1327_01471
ProMIT1327_01472,PMIT1327_01472
ProMIT1327_01473,PMIT1327_01473
ProMIT1327_01474,PMIT1327_01474
ProMIT1327_01475,PMIT1327_01475
ProMIT1327_01476,PMIT1327_01476
ProMIT1327_01477,PMIT1327_01477
ProMIT1327_01478,PMIT1327_01478
ProMIT1327_01479,PMIT1327_01479
ProMIT1327_01480,PMIT1327_01480
ProMIT1327_01481,PMIT1327_01481
ProMIT1327_01483,PMIT1327_01483
ProMIT1327_01484,PMIT1327_01484
ProMIT1327_01485,PMIT1327_01485
ProMIT1327_01487,PMIT1327_01487
ProMIT1327_01488,PMIT1327_01488
ProMIT1327_01490,PMIT1327_01490
ProMIT1327_01491,PMIT1327_01491
ProMIT1327_01492,PMIT1327_01492
ProMIT1327_01493,PMIT1327_01493
ProMIT1327_01494,PMIT1327_01494
ProMIT1327_01495,PMIT1327_01495
ProMIT1327_01496,PMIT1327_01496
ProMIT1327_01497,PMIT1327_01497
ProMIT1327_01498,PMIT1327_01498
ProMIT1327_01499,PMIT1327_01499
ProMIT1327_01501,PMIT1327_01501
ProMIT1327_01502,PMIT1327_01502
ProMIT1327_01503,PMIT1327_01503
ProMIT1327_01504,PMIT1327_01504
ProMIT1327_01505,PMIT1327_01505
ProMIT1327_01506,PMIT1327_01506
ProMIT1327_01507,PMIT1327_01507
ProMIT1327_01509,PMIT1327_01509
ProMIT1327_01510,PMIT1327_01510
ProMIT1327_01511,PMIT1327_01511
ProMIT1327_01512,PMIT1327_01512
ProMIT1327_01513,PMIT1327_01513
ProMIT1327_01514,PMIT1327_01514
ProMIT1327_01515,PMIT1327_01515
ProMIT1327_01516,PMIT1327_01516
ProMIT1327_01517,PMIT1327_01517
ProMIT1327_01518,PMIT1327_01518
ProMIT1327_01519,PMIT1327_01519
ProMIT1327_01520,PMIT1327_01520
ProMIT1327_01521,PMIT1327_01521
ProMIT1327_01522,PMIT1327_01522
ProMIT1327_01523,PMIT1327_RS07100
ProMIT1327_01524,PMIT1327_01524
ProMIT1327_01525,PMIT1327_01525
ProMIT1327_01526,PMIT1327_01526
ProMIT1327_01528,PMIT1327_01528
ProMIT1327_01529,PMIT1327_01529
ProMIT1327_01530,PMIT1327_01530
ProMIT1327_01531,PMIT1327_01531
ProMIT1327_01532,PMIT1327_01532
ProMIT1327_01533,PMIT1327_01533
ProMIT1327_01534,PMIT1327_01534
ProMIT1327_01535,PMIT1327_01535
ProMIT1327_01536,PMIT1327_01536
ProMIT1327_01537,PMIT1327_01537
ProMIT1327_01538,PMIT1327_01538
ProMIT1327_01539,PMIT1327_01539
ProMIT1327_01540,PMIT1327_01540
ProMIT1327_01541,PMIT1327_01541
ProMIT1327_01542,PMIT1327_01542
ProMIT1327_01543,PMIT1327_01543
ProMIT1327_01544,PMIT1327_01544
ProMIT1327_01545,PMIT1327_01545
ProMIT1327_01546,PMIT1327_01546
ProMIT1327_01547,PMIT1327_01547
ProMIT1327_01548,PMIT1327_01548
ProMIT1327_01549,PMIT1327_01549
ProMIT1327_01550,PMIT1327_01550
ProMIT1327_01551,PMIT1327_01551
ProMIT1327_01552,PMIT1327_01552
ProMIT1327_01553,PMIT1327_01553
