seqid,gene_names,gene,locus_tag_ncbi,locus_tag,source,start,end,strand,Note,exception,inference,product,protein_id,Ontology_term_ncbi,go_component,go_function,go_process,gene_synonym,old_locus_tags,start_cyanorak,end_cyanorak,strand_cyanorak,locus_tag_cyanorak,gene_names_cyanorak,Ontology_term_cyanorak,cluster_number,cyanorak_Role,cyanorak_Role_description,eggNOG,eggNOG_description,kegg,kegg_description,ontology_term_description,product_cyanorak,protein_domains,protein_domains_description,tIGR_Role,tIGR_Role_description,position_merge_note,ec_numbers
NC_008817.1,P9515_RS09690,,P9515_RS09690,P9515_09381,Protein Homology,835401.0,835568.0,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_011820248.1,hypothetical protein,WP_011820248.1,,,,,,P9515_09381,835401.0,835568.0,+,CK_Pro_MIT9515_09381,,,CK_00047394,R.2,Conserved hypothetical proteins,,,,,,conserved hypothetical protein,,,156,Hypothetical proteins / Conserved,,
NC_008817.1,P9515_RS04575,,P9515_RS04575,P9515_09391,GeneMarkS-2+,835587.0,835787.0,+,,,COORDINATES: ab initio prediction:GeneMarkS-2+,hypothetical protein,WP_011820249.1,,,,,,P9515_09391,835587.0,835787.0,+,CK_Pro_MIT9515_09391,,,CK_00054867,,,,,,,,Conserved hypothetical protein,,,,,,
NC_008817.1,P9515_RS09695,,P9515_RS09695,P9515_09411,Protein Homology,835986.0,836138.0,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_011818444.1,hypothetical protein,WP_011820251.1,,,,,,P9515_09411,835986.0,836138.0,-,CK_Pro_MIT9515_09411,,,CK_00051596,R.2,Conserved hypothetical proteins,,,,,,conserved hypothetical protein,,,156,Hypothetical proteins / Conserved,,
NC_008817.1,P9515_RS04580,,P9515_RS04580,P9515_09421,Protein Homology,836211.0,836573.0,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_011820252.1,hypothetical protein,WP_011820252.1,,,,,,P9515_09421,836211.0,836573.0,+,CK_Pro_MIT9515_09421,,,CK_00003462,R.2,Conserved hypothetical proteins,,,,,,conserved hypothetical protein,,,156,Hypothetical proteins / Conserved,,
NC_008817.1,P9515_RS09500,,P9515_RS09500,P9515_09431,Protein Homology,836702.0,837184.0,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_011818437.1,tRNA (cytidine(34)-2'-O)-methyltransferase,WP_011820253.1,"GO:0001510,GO:0003723,GO:0008173,GO:0141098,GO:1904047",,"RNA binding|0003723||IEA,RNA methyltransferase activity|0008173||IEA,tRNA (cytidine(34)-2'-O)-methyltransferase activity|0141098||IEA,S-adenosyl-L-methionine binding|1904047||IEA",RNA methylation|0001510||IEA,,P9515_09431,836702.0,837184.0,-,CK_Pro_MIT9515_09431,trmL,"GO:0006396,GO:0002131,GO:0002132,GO:0001510,GO:0008033,GO:0032259,GO:0003723,GO:0008173,GO:0042803,GO:0052665,GO:0052666,GO:0008168,GO:0016740",CK_00000849,K.3,tRNA and rRNA base modification,"COG0219,bactNOG18461,bactNOG19793,bactNOG29666,bactNOG69054,cyaNOG02636","COG: INFORMATION STORAGE AND PROCESSING [J] Translation%2C ribosomal structure and biogenesis,bactNOG: INFORMATION STORAGE AND PROCESSING [J] Translation%2C ribosomal structure and biogenesis,bactNOG: INFORMATION STORAGE AND PROCESSING [J] Translation%2C ribosomal structure and biogenesis,bactNOG: INFORMATION STORAGE AND PROCESSING [J] Translation%2C ribosomal structure and biogenesis,bactNOG: INFORMATION STORAGE AND PROCESSING [J] Translation%2C ribosomal structure and biogenesis,cyaNOG: INFORMATION STORAGE AND PROCESSING [J] Translation%2C ribosomal structure and biogenesis",2.1.1.207,tRNA (cytidine34-2'-O)-methyltransferase%3B yibK (gene name)%3B methyltransferase yibK%3B TrmL%3B tRNA methyltransferase L%3B tRNA (cytidine34/5-carboxymethylaminomethyluridine34-2'-O)-methyltransferase,"RNA processing,wobble position cytosine ribose methylation,wobble position uridine ribose methylation,RNA methylation,tRNA processing,methylation,RNA processing,wobble position cytosine ribose methylation,wobble position uridine ribose methylation,RNA methylation,tRNA processing,methylation,RNA binding,RNA methyltransferase activity,protein homodimerization activity,tRNA (uracil-2'-O-)-methyltransferase activity,tRNA (cytosine-2'-O-)-methyltransferase activity,methyltransferase activity,transferase activity",tRNA (cytidine/uridine-2'-O)-ribose methyltransferase,"PF00588,IPR001537,IPR016914,IPR029028,IPR029026","SpoU rRNA Methylase family,tRNA/rRNA methyltransferase%2C SpoU type,tRNA (cytidine/uridine-2'-O-)-methyltransferase,Alpha/beta knot methyltransferases,tRNA (guanine-N1-)-methyltransferase%2C N-terminal",168,Protein synthesis / tRNA and rRNA base modification,,2.1.1.207
NC_008817.1,P9515_RS09505,,P9515_RS09505,P9515_09441,Protein Homology,837188.0,837736.0,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_011820254.1,bifunctional adenosylcobinamide kinase/adenosylcobinamide-phosphate guanylyltransferase,WP_011820254.1,,,,,,P9515_09441,837188.0,837736.0,-,CK_Pro_MIT9515_09441,cobU-cobP,"GO:0009236,GO:0051188,GO:0000166,GO:0043752",CK_00000848,B.10.2,Cobalamin (b12),"COG2087,bactNOG30403,cyaNOG03007","COG: METABOLISM [H] Coenzyme transport and metabolism,bactNOG: METABOLISM [H] Coenzyme transport and metabolism,cyaNOG: METABOLISM [H] Coenzyme transport and metabolism","2.7.1.156,2.7.7.62","adenosylcobinamide kinase%3B CobU%3B adenosylcobinamide kinase/adenosylcobinamide-phosphate guanylyltransferase%3B AdoCbi kinase/AdoCbi-phosphate guanylyltransferase,adenosylcobinamide-phosphate guanylyltransferase%3B CobU%3B adenosylcobinamide kinase/adenosylcobinamide-phosphate guanylyltransferase%3B AdoCbi kinase/AdoCbi-phosphate guanylyltransferase","cobalamin biosynthetic process,cofactor biosynthetic process,cobalamin biosynthetic process,cofactor biosynthetic process,nucleotide binding,adenosylcobinamide kinase activity",bifunctional adenosylcobinamide kinase / adenosylcobinamide-phosphate guanylyltransferase,"PF02283,IPR003203","Cobinamide kinase / cobinamide phosphate guanyltransferase,Cobinamide kinase/cobinamide phosphate guanyltransferase",79,Biosynthesis of cofactors%2C prosthetic groups%2C and carriers / Heme%2C porphyrin%2C and cobalamin,,
NC_008817.1,P9515_RS04600,,P9515_RS04600,P9515_09451,Protein Homology,837749.0,838060.0,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_011820255.1,hypothetical protein,WP_011820255.1,,,,,,P9515_09451,837749.0,838060.0,-,CK_Pro_MIT9515_09451,,,CK_00009023,R.2,Conserved hypothetical proteins,,,,,,uncharacterized conserved membrane protein,,,156,Hypothetical proteins / Conserved,,
NC_008817.1,P9515_RS04605,,P9515_RS04605,P9515_09461,Protein Homology,838169.0,838795.0,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_011820256.1,cofactor assembly of complex C subunit B,WP_011820256.1,,,,,,P9515_09461,838169.0,838795.0,+,CK_Pro_MIT9515_09461,cbb2,,CK_00000847,"B.5.3,J.3","Hemes and phycobilins,Cytochrome b6/f complex","NOG08113,bactNOG55418,bactNOG14178,cyaNOG06399,cyaNOG01464","COG: POORLY CHARACTERIZED [S] Function unknown,bactNOG: POORLY CHARACTERIZED [S] Function unknown,bactNOG: POORLY CHARACTERIZED [S] Function unknown,cyaNOG: POORLY CHARACTERIZED [S] Function unknown,cyaNOG: POORLY CHARACTERIZED [S] Function unknown",,,,cofactor assembly of complex C subunit CCB2,"PF11152,IPR021325","Cofactor assembly of complex C subunit B%2C CCB2/CCB4,Cofactor assembly of complex C subunit B%2C CCB2/CCB4","164,79","Energy metabolism / Photosynthesis,Biosynthesis of cofactors%2C prosthetic groups%2C and carriers / Heme%2C porphyrin%2C and cobalamin",,
NC_008817.1,lptC,lptC,P9515_RS04610,P9515_09471,Protein Homology,838792.0,839418.0,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_011820257.1,LPS export ABC transporter periplasmic protein LptC,WP_011820257.1,"GO:0015920,GO:0015221,GO:0005886",plasma membrane|0005886||IEA,lipopolysaccharide transmembrane transporter activity|0015221||IEA,lipopolysaccharide transport|0015920||IEA,,P9515_09471,838792.0,839418.0,-,CK_Pro_MIT9515_09471,,,CK_00052648,,,,,,,,possible SMC domain N terminal domain,"PF06835,PS51257,IPR010664","Lipopolysaccharide-assembly%2C LptC-related,Prokaryotic membrane lipoprotein lipid attachment site profile.,Lipopolysaccharide assembly%2C LptC-related",,,,
NC_008817.1,P9515_RS04615,,P9515_RS04615,P9515_09481,Protein Homology,839411.0,840946.0,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_011820258.1,methionine--tRNA ligase,WP_011820258.1,"GO:0006431,GO:0004825,GO:0005524",,"methionine-tRNA ligase activity|0004825||IEA,ATP binding|0005524||IEA",methionyl-tRNA aminoacylation|0006431||IEA,,P9515_09481,839411.0,840946.0,-,CK_Pro_MIT9515_09481,metG,"GO:0006431,GO:0006418,GO:0000166,GO:0004825,GO:0005524,GO:0004812,GO:0005737",CK_00000846,K.1,tRNA aminoacylation,"COG0143,bactNOG01822,cyaNOG00040","COG: INFORMATION STORAGE AND PROCESSING [J] Translation%2C ribosomal structure and biogenesis,bactNOG: INFORMATION STORAGE AND PROCESSING [J] Translation%2C ribosomal structure and biogenesis,cyaNOG: INFORMATION STORAGE AND PROCESSING [J] Translation%2C ribosomal structure and biogenesis",6.1.1.10,methionine---tRNA ligase%3B methionyl-tRNA synthetase%3B methionyl-transfer ribonucleic acid synthetase%3B methionyl-transfer ribonucleate synthetase%3B methionyl-transfer RNA synthetase%3B methionine translase%3B MetRS,"methionyl-tRNA aminoacylation,tRNA aminoacylation for protein translation,methionyl-tRNA aminoacylation,tRNA aminoacylation for protein translation,nucleotide binding,methionine-tRNA ligase activity,ATP binding,aminoacyl-tRNA ligase activity,methionyl-tRNA aminoacylation,tRNA aminoacylation for protein translation,nucleotide binding,methionine-tRNA ligase activity,ATP binding,aminoacyl-tRNA ligase activity,cytoplasm",methionine--tRNA ligase,"TIGR00398,PF09334,PF00133,IPR014758,IPR015413,IPR002300","methionine--tRNA ligase,tRNA synthetases class I (M),tRNA synthetases class I (I%2C L%2C M and V),Methionyl-tRNA synthetase,Methionyl/Leucyl tRNA synthetase,Aminoacyl-tRNA synthetase%2C class Ia",137,Protein synthesis / tRNA aminoacylation,,6.1.1.10
NC_008817.1,P9515_RS04620,,P9515_RS04620,P9515_09491,Protein Homology,841012.0,842196.0,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_011376485.1,ribonuclease catalytic domain-containing protein,WP_011820259.1,"GO:0006401,GO:0003723,GO:0016896",,"RNA binding|0003723||IEA,RNA exonuclease activity%2C producing 5'-phosphomonoesters|0016896||IEA",RNA catabolic process|0006401||IEA,,P9515_09491,841012.0,842196.0,-,CK_Pro_MIT9515_09491,rnb,"GO:0008859,GO:0004532",CK_00000845,P.4,RNA processing,"COG0557,bactNOG05099,bactNOG69394,bactNOG09458,bactNOG72932,cyaNOG00285","COG: INFORMATION STORAGE AND PROCESSING [K] Transcription,bactNOG: INFORMATION STORAGE AND PROCESSING [K] Transcription,bactNOG: INFORMATION STORAGE AND PROCESSING [K] Transcription,bactNOG: INFORMATION STORAGE AND PROCESSING [K] Transcription,bactNOG: INFORMATION STORAGE AND PROCESSING [K] Transcription,cyaNOG: INFORMATION STORAGE AND PROCESSING [K] Transcription",3.1.13.1,Transferred to 3.1.13.1,"exoribonuclease II activity,exoribonuclease activity",exoribonuclease II,"PF00773,IPR022966","RNB domain,Ribonuclease II/R%2C conserved site",166,Transcription / RNA processing,,3.1.13.-
NC_008817.1,rpsR,rpsR,P9515_RS04625,P9515_09501,Protein Homology,842239.0,842460.0,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_011130118.1,30S ribosomal protein S18,WP_002806014.1,"GO:0006412,GO:0003735,GO:0000314,GO:0022627","organellar small ribosomal subunit|0000314||IEA,cytosolic small ribosomal subunit|0022627||IEA",structural constituent of ribosome|0003735||IEA,translation|0006412||IEA,,P9515_09501,842239.0,842460.0,-,CK_Pro_MIT9515_09501,rpsR,"GO:0006412,GO:0003723,GO:0003735,GO:0019843,GO:0005840,GO:0030529,GO:0022627",CK_00000844,K.2,Ribosomal proteins: synthesis and modification,"COG0238,bactNOG43560,bactNOG36751,cyaNOG03910","COG: INFORMATION STORAGE AND PROCESSING [J] Translation%2C ribosomal structure and biogenesis,bactNOG: INFORMATION STORAGE AND PROCESSING [J] Translation%2C ribosomal structure and biogenesis,bactNOG: INFORMATION STORAGE AND PROCESSING [J] Translation%2C ribosomal structure and biogenesis,cyaNOG: INFORMATION STORAGE AND PROCESSING [J] Translation%2C ribosomal structure and biogenesis",,,"translation,translation,RNA binding,structural constituent of ribosome,rRNA binding,translation,RNA binding,structural constituent of ribosome,rRNA binding,ribosome,ribonucleoprotein complex,cytosolic small ribosomal subunit",30S ribosomal protein S18,"TIGR00165,PF01084,PS00057,IPR001648,IPR018275","ribosomal protein bS18,Ribosomal protein S18,Ribosomal protein S18 signature.,Ribosomal protein S18,Ribosomal protein S18%2C conserved site",158,Protein synthesis / Ribosomal proteins: synthesis and modification,,
NC_008817.1,rpmG,rpmG,P9515_RS04630,P9515_09511,Protein Homology,842470.0,842664.0,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_041484759.1,50S ribosomal protein L33,WP_011820260.1,"GO:0006412,GO:0003735,GO:0005840",ribosome|0005840||IEA,structural constituent of ribosome|0003735||IEA,translation|0006412||IEA,,P9515_09511,842470.0,842664.0,-,CK_Pro_MIT9515_09511,rpmG,"GO:0006412,GO:0000049,GO:0003723,GO:0003735,GO:0019843,GO:0030529,GO:0005840,GO:0022625",CK_00000166,K.2,Ribosomal proteins: synthesis and modification,"COG0267,bactNOG43556,bactNOG99345,bactNOG98989,bactNOG99062,cyaNOG03774","COG: INFORMATION STORAGE AND PROCESSING [J] Translation%2C ribosomal structure and biogenesis,bactNOG: INFORMATION STORAGE AND PROCESSING [J] Translation%2C ribosomal structure and biogenesis,bactNOG: INFORMATION STORAGE AND PROCESSING [J] Translation%2C ribosomal structure and biogenesis,bactNOG: POORLY CHARACTERIZED [S] Function unknown,bactNOG: INFORMATION STORAGE AND PROCESSING [J] Translation%2C ribosomal structure and biogenesis,cyaNOG: INFORMATION STORAGE AND PROCESSING [J] Translation%2C ribosomal structure and biogenesis",,,"translation,translation,tRNA binding,RNA binding,structural constituent of ribosome,rRNA binding,translation,tRNA binding,RNA binding,structural constituent of ribosome,rRNA binding,ribonucleoprotein complex,ribosome,cytosolic large ribosomal subunit",50S ribosomal protein L33,"TIGR01023,PF00471,PS00582,IPR018264,IPR001705","ribosomal protein bL33,Ribosomal protein L33,Ribosomal protein L33 signature.,Ribosomal protein L33%2C conserved site,Ribosomal protein L33",158,Protein synthesis / Ribosomal proteins: synthesis and modification,,
NC_008817.1,pheT,pheT,P9515_RS04635,P9515_09521,Protein Homology,842766.0,845228.0,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_011820261.1,phenylalanine--tRNA ligase subunit beta,WP_011820261.1,"GO:0006432,GO:0000287,GO:0004826,GO:0005524",,"magnesium ion binding|0000287||IEA,phenylalanine-tRNA ligase activity|0004826||IEA,ATP binding|0005524||IEA",phenylalanyl-tRNA aminoacylation|0006432||IEA,,P9515_09521,842766.0,845228.0,+,CK_Pro_MIT9515_09521,pheT,"GO:0006432,GO:0006432,GO:0008033,GO:0004826,GO:0003723,GO:0004826,GO:0000287,GO:0005524,GO:0000049,GO:0009328,GO:0005737",CK_00000843,K.1,tRNA aminoacylation,"COG0072,COG0073,bactNOG01372,cyaNOG01301","COG: INFORMATION STORAGE AND PROCESSING [J] Translation%2C ribosomal structure and biogenesis,COG: POORLY CHARACTERIZED [R] General function prediction only,bactNOG: INFORMATION STORAGE AND PROCESSING [J] Translation%2C ribosomal structure and biogenesis,cyaNOG: INFORMATION STORAGE AND PROCESSING [J] Translation%2C ribosomal structure and biogenesis",6.1.1.20,phenylalanine---tRNA ligase%3B phenylalanyl-tRNA synthetase%3B phenylalanyl-transfer ribonucleate synthetase%3B phenylalanine-tRNA synthetase%3B phenylalanyl-transfer RNA synthetase%3B phenylalanyl-tRNA ligase%3B phenylalanyl-transfer RNA ligase%3B L-phenylalanyl-tRNA synthetase%3B phenylalanine translase,"phenylalanyl-tRNA aminoacylation,phenylalanyl-tRNA aminoacylation,tRNA processing,phenylalanyl-tRNA aminoacylation,phenylalanyl-tRNA aminoacylation,tRNA processing,phenylalanine-tRNA ligase activity,RNA binding,phenylalanine-tRNA ligase activity,magnesium ion binding,ATP binding,tRNA binding,phenylalanyl-tRNA aminoacylation,phenylalanyl-tRNA aminoacylation,tRNA processing,phenylalanine-tRNA ligase activity,RNA binding,phenylalanine-tRNA ligase activity,magnesium ion binding,ATP binding,tRNA binding,phenylalanine-tRNA ligase complex,cytoplasm",phenylalanine--tRNA ligase%2C beta subunit,"TIGR00472,PF03483,PF03484,PF03147,PF01588,PS51447,PS50886,PS51483,IPR005146,IPR005147,IPR004532,IPR005121,IPR002547","phenylalanine--tRNA ligase%2C beta subunit,B3/4 domain,tRNA synthetase B5 domain,Ferredoxin-fold anticodon binding domain,Putative tRNA binding domain,Ferredoxin-fold anticodon binding (FDX-ACB) domain profile.,tRNA-binding domain profile.,B5 domain profile.,B3/B4 tRNA-binding domain,tRNA synthetase%2C B5-domain,Phenylalanine-tRNA ligase%2C class IIc%2C beta subunit,Ferrodoxin-fold anticodon-binding domain,tRNA-binding domain",137,Protein synthesis / tRNA aminoacylation,,6.1.1.20
NC_008817.1,P9515_RS04640,,P9515_RS04640,P9515_09531,Protein Homology,845337.0,845585.0,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_011376483.1,hypothetical protein,WP_041710593.1,,,,,,P9515_09531,845331.0,845585.0,+,CK_Pro_MIT9515_09531,,,CK_00000141,R.2,Conserved hypothetical proteins,"NOG47628,bactNOG69618,cyaNOG07453","COG: POORLY CHARACTERIZED [S] Function unknown,bactNOG: POORLY CHARACTERIZED [S] Function unknown,cyaNOG: POORLY CHARACTERIZED [S] Function unknown",,,,uncharacterized conserved secreted protein,,,156,Hypothetical proteins / Conserved,,
NC_008817.1,P9515_RS04645,,P9515_RS04645,P9515_09541,Protein Homology,845962.0,846978.0,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_011125115.1,molecular chaperone DnaJ,WP_041710594.1,,,,,,P9515_09541,845962.0,846933.0,-,CK_Pro_MIT9515_09541,,"GO:0006457,GO:0051082",CK_00000842,L.3,Protein folding and stabilization,"COG2214,NOG39883,COG4535,bactNOG56539,cyaNOG06250","COG: CELLULAR PROCESSES AND SIGNALING [O] Posttranslational modification%2C protein turnover%2C chaperones,COG: POORLY CHARACTERIZED [S] Function unknown,COG: METABOLISM [P] Inorganic ion transport and metabolism,bactNOG: POORLY CHARACTERIZED [S] Function unknown,cyaNOG: POORLY CHARACTERIZED [S] Function unknown",,,"protein folding,protein folding,unfolded protein binding",DnaJ type IV chaperone protein,"PF00226,PS50076,IPR001623,IPR036869","DnaJ domain,dnaJ domain profile.,DnaJ domain,Chaperone J-domain superfamily",95,Protein fate / Protein folding and stabilization,,
NC_008817.1,P9515_RS09700,,P9515_RS09700,P9515_09551,Protein Homology,847125.0,847301.0,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_011376481.1,hypothetical protein,WP_011820264.1,,,,,,P9515_09551,847125.0,847301.0,+,CK_Pro_MIT9515_09551,,,CK_00045976,,,,,,,,conserved hypothetical protein,,,156,Hypothetical proteins / Conserved,,
NC_008817.1,P9515_RS04650,,P9515_RS04650,P9515_09561,Protein Homology,847305.0,848135.0,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_012007720.1,ATP adenylyltransferase family protein,WP_011820265.1,"GO:0009165,GO:0005524,GO:0016779",,"ATP binding|0005524||IEA,nucleotidyltransferase activity|0016779||IEA",nucleotide biosynthetic process|0009165||IEA,,P9515_09561,847305.0,848135.0,-,CK_Pro_MIT9515_09561,apa2,GO:0003877,CK_00000841,M.3,Purine ribonucleotide biosynthesis,"COG4360,bactNOG12658,cyaNOG05529,cyaNOG00896","COG: METABOLISM [F] Nucleotide transport and metabolism,bactNOG: METABOLISM [F] Nucleotide transport and metabolism,cyaNOG: METABOLISM [F] Nucleotide transport and metabolism,cyaNOG: METABOLISM [F] Nucleotide transport and metabolism",2.7.7.53,"ATP adenylyltransferase%3B bis(5'-nucleosyl)-tetraphosphate phosphorylase (NDP-forming)%3B diadenosinetetraphosphate alphabeta-phosphorylase%3B adenine triphosphate adenylyltransferase%3B diadenosine 5'%2C5'""-P1%2CP4-tetraphosphate alphabeta-phosphorylase (ADP-forming)%3B dinucleoside oligophosphate alphabeta-phosphorylase",ATP adenylyltransferase activity,ATP adenylyltransferase,"PF09830,IPR019200","ATP adenylyltransferase,ATP adenylyltransferase%2C C-terminal",125,Purines%2C pyrimidines%2C nucleosides%2C and nucleotides / Purine ribonucleotide biosynthesis,,2.7.7.-
NC_008817.1,P9515_RS04655,,P9515_RS04655,P9515_09571,Protein Homology,848192.0,848578.0,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_011820266.1,DUF2237 family protein,WP_011820266.1,,,,,,P9515_09571,848192.0,848578.0,-,CK_Pro_MIT9515_09571,unk14A,"GO:0008150,GO:0003674,GO:0005575",CK_00000072,R.2,Conserved hypothetical proteins,"COG3651,bactNOG30811,cyaNOG02942,cyaNOG06807","COG: POORLY CHARACTERIZED [S] Function unknown,bactNOG: POORLY CHARACTERIZED [S] Function unknown,cyaNOG: POORLY CHARACTERIZED [S] Function unknown,cyaNOG: POORLY CHARACTERIZED [S] Function unknown",,,"biological_process,biological_process,molecular_function,biological_process,molecular_function,cellular_component",conserved hypothetical protein,"PF09996,IPR018714","Uncharacterized protein conserved in bacteria (DUF2237),Protein of unknown function DUF2237",156,Hypothetical proteins / Conserved,,
NC_008817.1,P9515_RS04660,,P9515_RS04660,P9515_09581,Protein Homology,848692.0,848913.0,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_011820267.1,hypothetical protein,WP_011820267.1,,,,,,P9515_09581,848692.0,848913.0,+,CK_Pro_MIT9515_09581,,,CK_00000840,,,"NOG38840,COG1164,COG1217,bactNOG69522,cyaNOG07675","COG: POORLY CHARACTERIZED [S] Function unknown,COG: METABOLISM [E] Amino acid transport and metabolism,COG: CELLULAR PROCESSES AND SIGNALING [T] Signal transduction mechanisms,bactNOG: POORLY CHARACTERIZED [S] Function unknown,cyaNOG: POORLY CHARACTERIZED [S] Function unknown",,,,conserved hypothetical protein,,,156,Hypothetical proteins / Conserved,,
NC_008817.1,metH,metH,P9515_RS04665,P9515_09591,Protein Homology,848919.0,852482.0,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_011376477.1,methionine synthase,WP_011820268.1,"GO:0071265,GO:0008270,GO:0008705,GO:0031419",,"zinc ion binding|0008270||IEA,methionine synthase activity|0008705||IEA,cobalamin binding|0031419||IEA",L-methionine biosynthetic process|0071265||IEA,,P9515_09591,848919.0,852482.0,-,CK_Pro_MIT9515_09591,metH,"GO:0009086,GO:0042558,GO:0008705,GO:0008898,GO:0031419,GO:0046872,GO:0008270,GO:0005622",CK_00000838,A.2,Aspartate family (Asp%2C Asn%2C Ile%2C Lys%2C Met%2C Thr),"COG0646,COG1410,bactNOG04413,cyaNOG00748","COG: METABOLISM [E] Amino acid transport and metabolism,COG: METABOLISM [E] Amino acid transport and metabolism,bactNOG: METABOLISM [E] Amino acid transport and metabolism,cyaNOG: METABOLISM [E] Amino acid transport and metabolism",2.1.1.13,methionine synthase%3B 5-methyltetrahydrofolate---homocysteine S-methyltransferase%3B 5-methyltetrahydrofolate---homocysteine transmethylase%3B N-methyltetrahydrofolate:L-homocysteine methyltransferase%3B N5-methyltetrahydrofolate methyltransferase%3B N5-methyltetrahydrofolate-homocysteine cobalamin methyltransferase%3B N5-methyltetrahydrofolic---homocysteine vitamin B12 transmethylase%3B B12 N5-methyltetrahydrofolate homocysteine methyltransferase%3B methyltetrahydrofolate---homocysteine vitamin B12 methyltransferase%3B tetrahydrofolate methyltransferase%3B tetrahydropteroylglutamate methyltransferase%3B tetrahydropteroylglutamic methyltransferase%3B vitamin B12 methyltransferase%3B cobalamin-dependent methionine synthase%3B methionine synthase (cobalamin-dependent)%3B MetH,"methionine biosynthetic process,pteridine-containing compound metabolic process,methionine biosynthetic process,pteridine-containing compound metabolic process,methionine synthase activity,S-adenosylmethionine-homocysteine S-methyltransferase activity,cobalamin binding,metal ion binding,zinc ion binding,methionine biosynthetic process,pteridine-containing compound metabolic process,methionine synthase activity,S-adenosylmethionine-homocysteine S-methyltransferase activity,cobalamin binding,metal ion binding,zinc ion binding,intracellular",methionine synthase,"TIGR02082,PF02607,PF02574,PF02310,PF00809,PF02965,PS50970,PS51337,PS50972,PS51332,PS50974,IPR003726,IPR003759,IPR000489,IPR006158,IPR011822,IPR004223","methionine synthase,B12 binding domain,Homocysteine S-methyltransferase,B12 binding domain,Pterin binding enzyme,Vitamin B12 dependent methionine synthase%2C activation domain,Homocysteine-binding domain profile.,B12-binding N-terminal domain profile.,Pterin-binding domain profile.,B12-binding domain profile.,AdoMet activation domain profile.,Homocysteine-binding domain,Cobalamin (vitamin B12)-binding module%2C cap domain,Pterin-binding domain,Cobalamin (vitamin B12)-binding domain,Cobalamin-dependent methionine synthase,Vitamin B12-dependent methionine synthase%2C activation domain",71,Amino acid biosynthesis / Aspartate family,,2.1.1.13
NC_008817.1,P9515_RS04670,,P9515_RS04670,P9515_09601,Protein Homology,852504.0,853418.0,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_011823688.1,branched-chain amino acid transaminase,WP_011820269.1,"GO:0009081,GO:0004084",,branched-chain-amino-acid transaminase activity|0004084||IEA,branched-chain amino acid metabolic process|0009081||IEA,,P9515_09601,852504.0,853418.0,-,CK_Pro_MIT9515_09601,ilvE,"GO:0009082,GO:0008152,GO:0009081,GO:0004084,GO:0003824,GO:0004084",CK_00000837,A.5,Pyruvate family (Ala%2C Val%2C Leu),"COG0115,bactNOG03791,cyaNOG02603,cyaNOG01710","COG: EH,bactNOG: METABOLISM [E] Amino acid transport and metabolism,cyaNOG: METABOLISM [E] Amino acid transport and metabolism,cyaNOG: METABOLISM [E] Amino acid transport and metabolism",2.6.1.42,branched-chain-amino-acid transaminase%3B transaminase B%3B branched-chain amino acid aminotransferase%3B branched-chain amino acid-glutamate transaminase%3B branched-chain aminotransferase%3B L-branched chain amino acid aminotransferase%3B glutamate-branched-chain amino acid transaminase,"branched-chain amino acid biosynthetic process,metabolic process,branched-chain amino acid metabolic process,branched-chain amino acid biosynthetic process,metabolic process,branched-chain amino acid metabolic process,branched-chain-amino-acid transaminase activity,catalytic activity,branched-chain-amino-acid transaminase activity",branched-chain amino acid aminotransferase,"TIGR01122,PF01063,PS00770,IPR018300,IPR001544,IPR005785","branched-chain amino acid aminotransferase,Amino-transferase class IV,Aminotransferases class-IV signature.,Aminotransferase%2C class IV%2C conserved site,Aminotransferase class IV,Branched-chain amino acid aminotransferase I",74,Amino acid biosynthesis / Pyruvate family,,2.6.1.42
